"iso3c_producing","diet","fcr_type","source_ingredient","FAOSTAT_name","FAO_code","total_crop_demand_ms","total_crop_demand_ge","total_crop_demand_econ"
"AFG","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,0.0000521335764894601,0.0000656374948502997,0.0000275883589520042
"AFG","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,0.114372285683524,0.114372285683524,0.114372285683524
"AFG","fish-dominant","efficient","soybean meal","Soya beans",236,0.00474828436842582,0.00358942376430466,0.004007908411335
"AFG","fish-dominant","efficient","wheat","Wheat",15,0.024545702875288,0.024545702875288,0.024545702875288
"AFG","fish-dominant","efficient","wheat gluten","Wheat",15,0.0455848767683919,0.0507911315997236,0.116448940258104
"AFG","fish-dominant","regular","corn gluten meal","Maize (corn)",56,0.0000579261960994001,0.0000729305498336663,0.0000306537321688936
"AFG","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,0.127080317426138,0.127080317426138,0.127080317426138
"AFG","fish-dominant","regular","soybean meal","Soya beans",236,0.00527587152047314,0.00398824862700517,0.00445323156815
"AFG","fish-dominant","regular","wheat","Wheat",15,0.0272730031947644,0.0272730031947644,0.0272730031947644
"AFG","fish-dominant","regular","wheat gluten","Wheat",15,0.050649863075991,0.0564345906663595,0.129387711397894
"AFG","plant-dominant","efficient","canola oil","Rape or colza seed",270,0.00301395300462506,0.00474983383487085,0.00505075635215194
"AFG","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,0.000281913466205121,0.000573303325166075,0.00101596424240701
"AFG","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,0.00000912337588565551,0.0000114865615988024,0.00000482796281660074
"AFG","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,0.205870114230343,0.205870114230343,0.205870114230343
"AFG","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,0.245900414219577,0.262004079599861,0.110231220167396
"AFG","plant-dominant","efficient","linseed oil","Linseed",333,0.00375372051668274,0.00605605106191481,0.00549879155591539
"AFG","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,0.168194537769888,0.168194537769888,0.168194537769888
"AFG","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,0.0964585541909239,0.119699294914035,0.206611332385275
"AFG","plant-dominant","efficient","soy oil","Soya beans",236,0.000113584472741679,0.000192505801232219,0.000187833805736506
"AFG","plant-dominant","efficient","soy protein concentrate","Soya beans",236,0.00718303770960123,0.00619325964887554,0.00630575195438561
"AFG","plant-dominant","efficient","sunflower meal","Sunflower seed",267,0.0116724267470812,0.00625673040588193,0.00484156180690986
"AFG","plant-dominant","efficient","wheat","Wheat",15,0.022792438384196,0.022792438384196,0.022792438384196
"AFG","plant-dominant","efficient","wheat gluten","Wheat",15,0.0343639840254031,0.0382886992059455,0.0877845857330326
"AFG","plant-dominant","regular","canola oil","Rape or colza seed",270,0.00334883667180562,0.0052775931498565,0.00561195150239105
"AFG","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.000313237184672357,0.000637003694628972,0.00112884915823001
"AFG","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.000010137084317395,0.0000127628462208916,0.00000536440312955638
"AFG","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,0.228744571367048,0.228744571367048,0.228744571367048
"AFG","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,0.273222682466196,0.291115643999845,0.122479133519329
"AFG","plant-dominant","regular","linseed oil","Linseed",333,0.00417080057409193,0.00672894562434979,0.00610976839546154
"AFG","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,0.18688281974432,0.18688281974432,0.18688281974432
"AFG","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,0.107176171323249,0.13299921657115,0.229568147094751
"AFG","plant-dominant","regular","soy oil","Soya beans",236,0.000126204969712977,0.000213895334702466,0.000208704228596118
"AFG","plant-dominant","regular","soy protein concentrate","Soya beans",236,0.00798115301066804,0.00688139960986171,0.00700639106042845
"AFG","plant-dominant","regular","sunflower meal","Sunflower seed",267,0.0129693630523124,0.00695192267320214,0.00537951311878873
"AFG","plant-dominant","regular","wheat","Wheat",15,0.0253249315379955,0.0253249315379955,0.0253249315379955
"AFG","plant-dominant","regular","wheat gluten","Wheat",15,0.0381822044726702,0.0425429991177172,0.0975384285922584
"AGO","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,0.000709103920955386,0.000892779818577118,0.000375247869471336
"AGO","fish-dominant","efficient","wheat","Wheat",15,0.00000382144025467775,0.00000382144025467775,0.00000382144025467775
"AGO","fish-dominant","efficient","wheat gluten","Wheat",15,0.00000709696047297297,0.0000079075052713699,0.00001812955490327
"AGO","fish-dominant","regular","corn gluten meal","Maize (corn)",56,0.000787893245505984,0.000991977576196798,0.000416942077190374
"AGO","fish-dominant","regular","wheat","Wheat",15,0.00000424604472741972,0.00000424604472741972,0.00000424604472741972
"AGO","fish-dominant","regular","wheat gluten","Wheat",15,0.00000788551163663663,0.00000878611696818878,0.0000201439498925222
"AGO","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,0.0000814497604111994,0.000165637417418524,0.00029352994464687
"AGO","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,0.000124093186167193,0.000156236468250996,0.0000656683771574838
"AGO","plant-dominant","efficient","linseed oil","Linseed",333,0.00108451590074791,0.0017496997027877,0.0015886976270036
"AGO","plant-dominant","efficient","sunflower meal","Sunflower seed",267,1.17923099490806,0.632099098265459,0.489128770750165
"AGO","plant-dominant","efficient","wheat","Wheat",15,0.00000354848023648648,0.00000354848023648648,0.00000354848023648648
"AGO","plant-dominant","efficient","wheat gluten","Wheat",15,0.00000535001635654885,0.00000596104243534039,0.0000136668952347728
"AGO","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.0000904997337902215,0.000184041574909472,0.000326144382940967
"AGO","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.000137881317963547,0.00017359607583444,0.0000729648635083154
