iso3c,animal,system,product,ingredient,ingredient_demand,ingredient_demand_efficient,diet
CHE,salmon,aquaculture,meat,"fish meal, forage fish",18.23536,14.0272,plant-dominant
CHE,salmon,aquaculture,meat,"fish oil, cut offs",4.144400000000001,3.188,plant-dominant
CHE,salmon,aquaculture,meat,"fish oil, forage fish",17.199260000000002,13.230200000000002,plant-dominant
CHE,salmon,aquaculture,meat,guar meal,8.91046,6.8542,plant-dominant
CHE,salmon,aquaculture,meat,linseed oil,2.6938600000000004,2.0722,plant-dominant
CHE,salmon,aquaculture,meat,micro ingredients,8.496020000000001,6.5354,plant-dominant
CHE,salmon,aquaculture,meat,other,0.8288800000000002,0.6376000000000001,plant-dominant
CHE,salmon,aquaculture,meat,pea flour,5.180500000000001,3.9850000000000003,plant-dominant
CHE,salmon,aquaculture,meat,pea protein concentrate,2.9010800000000003,2.2316000000000003,plant-dominant
CHE,salmon,aquaculture,meat,soy oil,0.8288800000000002,0.6376000000000001,plant-dominant
CHE,salmon,aquaculture,meat,soy protein concentrate,43.308980000000005,33.3146,plant-dominant
CHE,salmon,aquaculture,meat,sunflower meal,7.045480000000001,5.419600000000001,plant-dominant
CHE,salmon,aquaculture,meat,wheat,13.469300000000002,10.361,plant-dominant
CHE,salmon,aquaculture,meat,wheat gluten,20.307560000000002,15.621200000000002,plant-dominant
CHE,salmon,aquaculture,meat,canola oil,0,0,fish-dominant
CHE,salmon,aquaculture,meat,coconut oil,0,0,fish-dominant
CHE,salmon,aquaculture,meat,corn gluten meal,8.288800000000002,6.376,fish-dominant
CHE,salmon,aquaculture,meat,faba beans,4.144400000000001,3.188,fish-dominant
CHE,salmon,aquaculture,meat,"fish meal, cut offs",16.790370535714285,12.915669642857141,fish-dominant
CHE,salmon,aquaculture,meat,"fish meal, forage fish",44.774321428571525,34.441785714285786,fish-dominant
CHE,salmon,aquaculture,meat,"fish oil, cut offs",10.175982142857132,7.827678571428563,fish-dominant
CHE,salmon,aquaculture,meat,"fish oil, forage fish",42.230325892857174,32.48486607142859,fish-dominant
CHE,salmon,aquaculture,meat,guar meal,0,0,fish-dominant
CHE,salmon,aquaculture,meat,linseed oil,0,0,fish-dominant
CHE,salmon,aquaculture,meat,micro ingredients,4.144400000000001,3.188,fish-dominant
CHE,salmon,aquaculture,meat,other,0,0,fish-dominant
CHE,salmon,aquaculture,meat,pea flour,0,0,fish-dominant
CHE,salmon,aquaculture,meat,pea protein concentrate,0,0,fish-dominant
CHE,salmon,aquaculture,meat,soy oil,0,0,fish-dominant
CHE,salmon,aquaculture,meat,soy protein concentrate,0,0,fish-dominant
CHE,salmon,aquaculture,meat,soybean meal,35.22740000000001,27.098000000000003,fish-dominant
CHE,salmon,aquaculture,meat,sunflower meal,0,0,fish-dominant
CHE,salmon,aquaculture,meat,wheat,14.505400000000003,11.158000000000001,fish-dominant
CHE,salmon,aquaculture,meat,wheat gluten,26.938600000000005,20.722,fish-dominant
ARE,salmon,aquaculture,meat,canola oil,71.76,55.199999999999996,plant-dominant
ARE,salmon,aquaculture,meat,coconut oil,0.39,0.3,plant-dominant
ARE,salmon,aquaculture,meat,corn gluten meal,2.73,2.1,plant-dominant
ARE,salmon,aquaculture,meat,faba beans,14.04,10.799999999999999,plant-dominant
ARE,salmon,aquaculture,meat,"fish meal, cut offs",12.870000000000001,9.9,plant-dominant
ARE,salmon,aquaculture,meat,"fish meal, forage fish",34.32,26.4,plant-dominant
ARE,salmon,aquaculture,meat,"fish oil, cut offs",7.8,6,plant-dominant
ARE,salmon,aquaculture,meat,"fish oil, forage fish",32.370000000000005,24.900000000000002,plant-dominant
ARE,salmon,aquaculture,meat,guar meal,16.77,12.899999999999999,plant-dominant
ARE,salmon,aquaculture,meat,linseed oil,5.069999999999999,3.9,plant-dominant
ARE,salmon,aquaculture,meat,micro ingredients,15.99,12.3,plant-dominant
ARE,salmon,aquaculture,meat,other,1.56,1.2,plant-dominant
ARE,salmon,aquaculture,meat,pea flour,9.75,7.5,plant-dominant
ARE,salmon,aquaculture,meat,pea protein concentrate,5.46,4.2,plant-dominant
ARE,salmon,aquaculture,meat,soy oil,1.56,1.2,plant-dominant
ARE,salmon,aquaculture,meat,soy protein concentrate,81.50999999999999,62.699999999999996,plant-dominant
ARE,salmon,aquaculture,meat,sunflower meal,13.260000000000002,10.200000000000001,plant-dominant
ARE,salmon,aquaculture,meat,wheat,25.35,19.5,plant-dominant
ARE,salmon,aquaculture,meat,wheat gluten,38.22,29.400000000000002,plant-dominant
ARE,salmon,aquaculture,meat,canola oil,0,0,fish-dominant
ARE,salmon,aquaculture,meat,coconut oil,0,0,fish-dominant
ARE,salmon,aquaculture,meat,corn gluten meal,15.6,12,fish-dominant
ARE,salmon,aquaculture,meat,faba beans,7.8,6,fish-dominant
ARE,salmon,aquaculture,meat,"fish meal, cut offs",31.600446428571423,24.30803571428571,fish-dominant
ARE,salmon,aquaculture,meat,"fish meal, forage fish",84.26785714285731,64.8214285714287,fish-dominant
ARE,salmon,aquaculture,meat,"fish oil, cut offs",19.151785714285694,14.73214285714284,fish-dominant
ARE,salmon,aquaculture,meat,"fish oil, forage fish",79.47991071428577,61.1383928571429,fish-dominant
ARE,salmon,aquaculture,meat,guar meal,0,0,fish-dominant
ARE,salmon,aquaculture,meat,linseed oil,0,0,fish-dominant
ARE,salmon,aquaculture,meat,micro ingredients,7.8,6,fish-dominant
ARE,salmon,aquaculture,meat,other,0,0,fish-dominant
ARE,salmon,aquaculture,meat,pea flour,0,0,fish-dominant
ARE,salmon,aquaculture,meat,pea protein concentrate,0,0,fish-dominant
ARE,salmon,aquaculture,meat,soy oil,0,0,fish-dominant
ARE,salmon,aquaculture,meat,soy protein concentrate,0,0,fish-dominant
ARE,salmon,aquaculture,meat,soybean meal,66.30000000000001,51.00000000000001,fish-dominant
ARE,salmon,aquaculture,meat,sunflower meal,0,0,fish-dominant
ARE,salmon,aquaculture,meat,wheat,27.300000000000004,21.000000000000004,fish-dominant
ARE,salmon,aquaculture,meat,wheat gluten,50.7,39,fish-dominant
GBR,salmon,aquaculture,meat,canola oil,42614.4,35512,plant-dominant
GBR,salmon,aquaculture,meat,coconut oil,231.6,193,plant-dominant
GBR,salmon,aquaculture,meat,corn gluten meal,1621.2,1351,plant-dominant
GBR,salmon,aquaculture,meat,faba beans,8337.599999999999,6947.999999999999,plant-dominant
GBR,salmon,aquaculture,meat,"fish meal, cut offs",7642.8,6369,plant-dominant
GBR,salmon,aquaculture,meat,"fish meal, forage fish",20380.8,16984,plant-dominant
GBR,salmon,aquaculture,meat,"fish oil, cut offs",4632,3860,plant-dominant
GBR,salmon,aquaculture,meat,"fish oil, forage fish",19222.8,16019,plant-dominant
GBR,salmon,aquaculture,meat,guar meal,9958.8,8299,plant-dominant
GBR,salmon,aquaculture,meat,linseed oil,3010.7999999999997,2509,plant-dominant
GBR,salmon,aquaculture,meat,micro ingredients,9495.6,7913,plant-dominant
GBR,salmon,aquaculture,meat,other,926.4,772,plant-dominant
GBR,salmon,aquaculture,meat,pea flour,5790,4825,plant-dominant
GBR,salmon,aquaculture,meat,pea protein concentrate,3242.4,2702,plant-dominant
GBR,salmon,aquaculture,meat,soy oil,926.4,772,plant-dominant
GBR,salmon,aquaculture,meat,soy protein concentrate,48404.4,40337,plant-dominant
GBR,salmon,aquaculture,meat,sunflower meal,7874.4000000000005,6562.000000000001,plant-dominant
GBR,salmon,aquaculture,meat,wheat,15054,12545,plant-dominant
GBR,salmon,aquaculture,meat,wheat gluten,22696.8,18914,plant-dominant
GBR,salmon,aquaculture,meat,canola oil,0,0,fish-dominant
GBR,salmon,aquaculture,meat,coconut oil,0,0,fish-dominant
GBR,salmon,aquaculture,meat,corn gluten meal,9264,7720,fish-dominant
GBR,salmon,aquaculture,meat,faba beans,4632,3860,fish-dominant
GBR,salmon,aquaculture,meat,"fish meal, cut offs",18765.80357142857,15638.169642857141,fish-dominant
GBR,salmon,aquaculture,meat,"fish meal, forage fish",50042.14285714296,41701.7857142858,fish-dominant
GBR,salmon,aquaculture,meat,"fish oil, cut offs",11373.214285714274,9477.67857142856,fish-dominant
GBR,salmon,aquaculture,meat,"fish oil, forage fish",47198.83928571432,39332.366071428594,fish-dominant
GBR,salmon,aquaculture,meat,guar meal,0,0,fish-dominant
GBR,salmon,aquaculture,meat,linseed oil,0,0,fish-dominant
GBR,salmon,aquaculture,meat,micro ingredients,4632,3860,fish-dominant
GBR,salmon,aquaculture,meat,other,0,0,fish-dominant
GBR,salmon,aquaculture,meat,pea flour,0,0,fish-dominant
GBR,salmon,aquaculture,meat,pea protein concentrate,0,0,fish-dominant
GBR,salmon,aquaculture,meat,soy oil,0,0,fish-dominant
GBR,salmon,aquaculture,meat,soy protein concentrate,0,0,fish-dominant
GBR,salmon,aquaculture,meat,soybean meal,39372,32810,fish-dominant
GBR,salmon,aquaculture,meat,sunflower meal,0,0,fish-dominant
GBR,salmon,aquaculture,meat,wheat,16212.000000000002,13510.000000000002,fish-dominant
GBR,salmon,aquaculture,meat,wheat gluten,30108,25090,fish-dominant
USA,salmon,aquaculture,meat,canola oil,3944.5323840000005,3034.25568,plant-dominant
USA,salmon,aquaculture,meat,coconut oil,21.437676000000003,16.49052,plant-dominant
USA,salmon,aquaculture,meat,corn gluten meal,150.06373200000002,115.43364000000001,plant-dominant
USA,salmon,aquaculture,meat,faba beans,771.756336,593.65872,plant-dominant
USA,salmon,aquaculture,meat,"fish meal, cut offs",707.4433080000001,544.1871600000001,plant-dominant
USA,salmon,aquaculture,meat,"fish meal, forage fish",1886.5154880000002,1451.1657599999999,plant-dominant
USA,salmon,aquaculture,meat,"fish oil, cut offs",428.7535200000001,329.8104,plant-dominant
USA,salmon,aquaculture,meat,"fish oil, forage fish",1779.3271080000004,1368.71316,plant-dominant
USA,salmon,aquaculture,meat,guar meal,921.8200680000001,709.09236,plant-dominant
USA,salmon,aquaculture,meat,linseed oil,278.689788,214.37676,plant-dominant
USA,salmon,aquaculture,meat,micro ingredients,878.9447160000002,676.1113200000001,plant-dominant
USA,salmon,aquaculture,meat,other,85.75070400000001,65.96208,plant-dominant
USA,salmon,aquaculture,meat,pea flour,535.9419000000001,412.26300000000003,plant-dominant
USA,salmon,aquaculture,meat,pea protein concentrate,300.12746400000003,230.86728000000002,plant-dominant
USA,salmon,aquaculture,meat,soy oil,85.75070400000001,65.96208,plant-dominant
USA,salmon,aquaculture,meat,soy protein concentrate,4480.474284000001,3446.51868,plant-dominant
USA,salmon,aquaculture,meat,sunflower meal,728.8809840000001,560.67768,plant-dominant
USA,salmon,aquaculture,meat,wheat,1393.4489400000002,1071.8838,plant-dominant
USA,salmon,aquaculture,meat,wheat gluten,2100.8922480000006,1616.07096,plant-dominant
USA,salmon,aquaculture,meat,canola oil,0,0,fish-dominant
USA,salmon,aquaculture,meat,coconut oil,0,0,fish-dominant
USA,salmon,aquaculture,meat,corn gluten meal,857.5070400000002,659.6208,fish-dominant
USA,salmon,aquaculture,meat,faba beans,428.7535200000001,329.8104,fish-dominant
USA,salmon,aquaculture,meat,"fish meal, cut offs",1737.0259794642857,1336.1738303571428,fish-dominant
USA,salmon,aquaculture,meat,"fish meal, forage fish",4632.069278571438,3563.130214285721,fish-dominant
USA,salmon,aquaculture,meat,"fish oil, cut offs",1052.7430178571417,809.8023214285705,fish-dominant
USA,salmon,aquaculture,meat,"fish oil, forage fish",4368.8835241071465,3360.679633928574,fish-dominant
USA,salmon,aquaculture,meat,guar meal,0,0,fish-dominant
USA,salmon,aquaculture,meat,linseed oil,0,0,fish-dominant
USA,salmon,aquaculture,meat,micro ingredients,428.7535200000001,329.8104,fish-dominant
USA,salmon,aquaculture,meat,other,0,0,fish-dominant
USA,salmon,aquaculture,meat,pea flour,0,0,fish-dominant
USA,salmon,aquaculture,meat,pea protein concentrate,0,0,fish-dominant
USA,salmon,aquaculture,meat,soy oil,0,0,fish-dominant
USA,salmon,aquaculture,meat,soy protein concentrate,0,0,fish-dominant
USA,salmon,aquaculture,meat,soybean meal,3644.404920000001,2803.3884000000003,fish-dominant
USA,salmon,aquaculture,meat,sunflower meal,0,0,fish-dominant
USA,salmon,aquaculture,meat,wheat,1500.6373200000003,1154.3364000000001,fish-dominant
USA,salmon,aquaculture,meat,wheat gluten,2786.8978800000004,2143.7676,fish-dominant
