"iso3c_producing","diet","fcr_type","source_ingredient","FAOSTAT_name","FAO_code","total_crop_demand_ms","total_crop_demand_ge","total_crop_demand_econ"
"BOL","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,35.6439130892199,44.231963671276,76.3481936522912
"BOL","plant-dominant","efficient","soy oil","Soya beans",236,526.673769831227,892.619859053586,870.95653288789
"BOL","plant-dominant","efficient","soy protein concentrate","Soya beans",236,33306.6435758287,28717.1945960884,29238.8041540668
"BOL","plant-dominant","efficient","sunflower meal","Sunflower seed",267,28587.5344201637,15323.6768764097,11857.715434967
"BOL","plant-dominant","efficient","wheat","Wheat",15,0.00141848119252377,0.00141848119252377,0.00141848119252377
"BOL","plant-dominant","efficient","wheat gluten","Wheat",15,0.0021386331825743,0.0023828867624577,0.00546324977419435
"BOL","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.00748857861108228,0.0152288823811533,0.0269874589452135
"BOL","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.0548242955392185,0.0690251783676166,0.0290122498104942
"BOL","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,84.5269938972929,84.5269938972929,84.5269938972929
"BOL","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,100.962798266211,107.574707092377,45.2591854296808
"BOL","plant-dominant","regular","linseed oil","Linseed",333,0.0997115588396834,0.16086927332829,0.146066569244573
"BOL","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,69.0580015500759,69.0580015500759,69.0580015500759
"BOL","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,39.604347876911,49.1466263014178,84.8313262803236
"BOL","plant-dominant","regular","soy oil","Soya beans",236,585.193077590252,991.799843392873,967.729480986544
"BOL","plant-dominant","regular","soy protein concentrate","Soya beans",236,37007.3817509208,31907.9939956538,32487.5601711853
"BOL","plant-dominant","regular","sunflower meal","Sunflower seed",267,31763.9271335152,17026.3076404553,13175.2393721855
"BOL","plant-dominant","regular","wheat","Wheat",15,0.0015760902139153,0.0015760902139153,0.0015760902139153
"BOL","plant-dominant","regular","wheat gluten","Wheat",15,0.00237625909174922,0.00264765195828634,0.00607027752688261
"BRA","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,1048.90271628511,1320.59511882037,555.064635714305
"BRA","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,8.54471574981492,8.54471574981492,8.54471574981492
"BRA","fish-dominant","efficient","soybean meal","Soya beans",236,188169.603307076,142245.154970387,158829.269128635
"BRA","fish-dominant","efficient","wheat","Wheat",15,0.0342789313415308,0.0342789313415308,0.0342789313415308
"BRA","fish-dominant","efficient","wheat gluten","Wheat",15,0.0636608724914143,0.0709315891955347,0.162625012132791
"BRA","fish-dominant","regular","corn gluten meal","Maize (corn)",56,1165.44746253902,1467.32790980042,616.738484127005
"BRA","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,9.49412861090546,9.49412861090546,9.49412861090546
"BRA","fish-dominant","regular","soybean meal","Soya beans",236,209077.337007862,158050.172189319,176476.965698484
"BRA","fish-dominant","regular","wheat","Wheat",15,0.0380877014905898,0.0380877014905898,0.0380877014905898
"BRA","fish-dominant","regular","wheat gluten","Wheat",15,0.0707343027682381,0.0788128768839274,0.180694457925323
"BRA","plant-dominant","efficient","canola oil","Rape or colza seed",270,0.0000460243917453855,0.0000725320576684897,0.0000771272772353176
"BRA","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,2.91763827510177,5.93335163184649,10.5146313146485
"BRA","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,183.557975349895,231.104145793565,97.1363112500034
"BRA","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,15.3804883496668,15.3804883496668,15.3804883496668
"BRA","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,18.3711388621021,19.5742383925724,8.23533811059748
"BRA","plant-dominant","efficient","linseed oil","Linseed",333,38.8487956993854,62.6765603362738,56.9092527799714
"BRA","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,12.5657584556102,12.5657584556102,12.5657584556102
"BRA","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,7.20638677695234,8.94269485287582,15.4358645136094
"BRA","plant-dominant","efficient","soy oil","Soya beans",236,4501.23529242855,7628.8059942346,7443.65964012688
"BRA","plant-dominant","efficient","soy protein concentrate","Soya beans",236,284656.362483936,245432.480635734,249890.434469267
"BRA","plant-dominant","efficient","sunflower meal","Sunflower seed",267,0.0443738937598037,0.0237855842945224,0.0184056798047642
"BRA","plant-dominant","efficient","wheat","Wheat",15,0.0318304362457072,0.0318304362457072,0.0318304362457072
"BRA","plant-dominant","efficient","wheat gluten","Wheat",15,0.0479905038781431,0.0534715057012492,0.122594239915489
"BRA","plant-dominant","regular","canola oil","Rape or colza seed",270,0.0000511382130504283,0.0000805911751872108,0.0000856969747059084
"BRA","plant-dominant","regular","coconut oil","Coconuts, in shell",249,3.24182030566864,6.59261292427388,11.6829236829428
"BRA","plant-dominant","regular","corn gluten meal","Maize (corn)",56,203.953305944328,256.782384215073,107.929234722226
"BRA","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,17.0894314996298,17.0894314996298,17.0894314996298
"BRA","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,20.4123765134467,21.7491537695249,9.15037567844164
"BRA","plant-dominant","regular","linseed oil","Linseed",333,43.1653285548727,69.6406225958598,63.2325030888571
"BRA","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,13.9619538395669,13.9619538395669,13.9619538395669
"BRA","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,8.00709641883593,9.93632761430647,17.1509605706771
"BRA","plant-dominant","regular","soy oil","Soya beans",236,5001.37254714283,8476.45110470511,8270.7329334743
"BRA","plant-dominant","regular","soy protein concentrate","Soya beans",236,316284.847204373,272702.756261927,277656.038299185
"BRA","plant-dominant","regular","sunflower meal","Sunflower seed",267,0.0493043263997818,0.0264284269939138,0.0204507553386268
"BRA","plant-dominant","regular","wheat","Wheat",15,0.0353671513841191,0.0353671513841191,0.0353671513841191
"BRA","plant-dominant","regular","wheat gluten","Wheat",15,0.0533227820868257,0.0594127841124991,0.136215822128321
"BRN","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,0.00000165591329561727,0.00000336748936240367,0.00000596760672528288
"BRN","plant-dominant","efficient","linseed oil","Linseed",333,0.0000220487364270978,0.0000355722470705432,0.0000322989964610028
"BRN","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.00000183990366179696,0.00000374165484711519,0.0000066306741392032
"BRN","plant-dominant","regular","linseed oil","Linseed",333,0.0000244985960301087,0.0000395247189672702,0.0000358877738455587
"BTN","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,0.0000113999579877507,0.0000143528361969545,0.00000603269819916189
"BTN","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,0.00198527796221011,0.00198527796221011,0.00198527796221011
"BTN","fish-dominant","efficient","soybean meal","Soya beans",236,0.0263142634652175,0.019892035795139,0.0222112135030562
"BTN","fish-dominant","efficient","wheat","Wheat",15,0.0000122277064137347,0.0000122277064137347,0.0000122277064137347
"BTN","fish-dominant","efficient","wheat gluten","Wheat",15,0.0000227085976255073,0.0000253021495769857,0.0000580102945473273
"BTN","fish-dominant","regular","corn gluten meal","Maize (corn)",56,0.0000126666199863897,0.0000159475957743939,0.00000670299799906877
"BTN","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,0.00220586440245567,0.00220586440245567,0.00220586440245567
"BTN","fish-dominant","regular","soybean meal","Soya beans",236,0.0292380705169083,0.0221022619945989,0.0246791261145069
"BTN","fish-dominant","regular","wheat","Wheat",15,0.0000135863404597052,0.0000135863404597052,0.0000135863404597052
"BTN","fish-dominant","regular","wheat gluten","Wheat",15,0.0000252317751394526,0.0000281134995299841,0.0000644558828303637
"BTN","plant-dominant","efficient","canola oil","Rape or colza seed",270,0.0000131162844858136,0.0000206705850233584,0.0000219801559883964
"BTN","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,0.00000798041453560671,0.0000162290870707754,0.0000287599450884772
"BTN","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,0.00000199499264785637,0.00000251174633446704,0.00000105572218485333
"BTN","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,0.00357350033197819,0.00357350033197819,0.00357350033197819
"BTN","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,0.00426834761875173,0.00454787558131032,0.00191339720840595
"BTN","plant-dominant","efficient","linseed oil","Linseed",333,0.000106260428695321,0.000171434868200714,0.000155659950025833
"BTN","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,0.00291952641501486,0.00291952641501486,0.00291952641501486
"BTN","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,0.0016743308115025,0.00207774436669455,0.00358636642151538
"BTN","plant-dominant","efficient","soy oil","Soya beans",236,0.000629467721258921,0.00106683761526414,0.00104094613302689
"BTN","plant-dominant","efficient","soy protein concentrate","Soya beans",236,0.0398072929304575,0.0343220947744207,0.0349455098724475
"BTN","plant-dominant","efficient","wheat","Wheat",15,0.0000113542988127537,0.0000113542988127537,0.0000113542988127537
"BTN","plant-dominant","efficient","wheat gluten","Wheat",15,0.0000171187889792286,0.0000190739281426508,0.0000437308374279852
"BTN","plant-dominant","regular","canola oil","Rape or colza seed",270,0.0000145736494286817,0.0000229673166926205,0.0000244223955426627
"BTN","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.00000886712726178523,0.0000180323189675282,0.0000319554945427524
"BTN","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.00000221665849761819,0.00000279082926051894,0.00000117302464983703
"BTN","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,0.00397055592442021,0.00397055592442021,0.00397055592442021
"BTN","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,0.0047426084652797,0.00505319509034479,0.00212599689822883
"BTN","plant-dominant","regular","linseed oil","Linseed",333,0.000118067142994801,0.000190483186889682,0.000172955500028704
"BTN","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,0.0032439182389054,0.0032439182389054,0.0032439182389054
"BTN","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,0.00186036756833611,0.00230860485188283,0.00398485157946153
"BTN","plant-dominant","regular","soy oil","Soya beans",236,0.000699408579176579,0.00118537512807127,0.00115660681447432
"BTN","plant-dominant","regular","soy protein concentrate","Soya beans",236,0.0442303254782861,0.0381356608604674,0.0388283443027195
"BTN","plant-dominant","regular","wheat","Wheat",15,0.0000126158875697263,0.0000126158875697263,0.0000126158875697263
"BTN","plant-dominant","regular","wheat gluten","Wheat",15,0.0000190208766435873,0.0000211932534918342,0.000048589819364428
"BWA","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,0.00000972372302828802,0.000012242413875519,0.00000514565812127841
"BWA","fish-dominant","regular","corn gluten meal","Maize (corn)",56,0.0000108041366980978,0.00001360268208391,0.00000571739791253157
"BWA","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,0.0000018972475915256,0.00000385827029665032,0.00000683733110705802
"BWA","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,0.0000017016515299504,0.00000214242242821582,0.000000900490171223722
"BWA","plant-dominant","efficient","linseed oil","Linseed",333,0.0000252621391429196,0.0000407565784140793,0.0000370062813110566
"BWA","plant-dominant","efficient","sunflower meal","Sunflower seed",267,0.0534756980340847,0.028664392856377,0.0221809828247079
"BWA","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.00000210805287947289,0.00000428696699627813,0.0000075970345633978
"BWA","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.00000189072392216711,0.00000238046936468424,0.00000100054463469302
"BWA","plant-dominant","regular","linseed oil","Linseed",333,0.0000280690434921329,0.0000452850871267548,0.0000411180903456185
"BWA","plant-dominant","regular","sunflower meal","Sunflower seed",267,0.0594174422600941,0.0318493253959745,0.0246455364718977
"CAF","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,0.0000246599852552212,0.0000310475467863841,0.0000130497190253141
"CAF","fish-dominant","efficient","soybean meal","Soya beans",236,0.0000342411769773178,0.0000258843162758789,0.0000289021234983235
"CAF","fish-dominant","regular","corn gluten meal","Maize (corn)",56,0.0000273999836169124,0.0000344972742070935,0.0000144996878059045
"CAF","fish-dominant","regular","soybean meal","Soya beans",236,0.0000380457521970198,0.0000287603514176433,0.0000321134705536928
"CAF","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,0.0327989415156632,0.0667004045105659,0.118201348155774
"CAF","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,0.00000431549741966371,0.00000543332068761722,0.00000228370082942996
"CAF","plant-dominant","efficient","linseed oil","Linseed",333,0.436722875817649,0.704585230600827,0.639751428255878
"CAF","plant-dominant","efficient","soy oil","Soya beans",236,0.000000819088692093763,0.00000138821197251463,0.00000135452093545928
"CAF","plant-dominant","efficient","soy protein concentrate","Soya beans",236,0.0000517988490926764,0.0000446612888465089,0.0000454725016220473
"CAF","plant-dominant","regular","coconut oil","Coconuts, in shell",249,0.0364432683507369,0.0741115605672954,0.131334831284193
"CAF","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.00000479499713295967,0.00000603702298624136,0.00000253744536603329
"CAF","plant-dominant","regular","linseed oil","Linseed",333,0.485247639797388,0.782872478445363,0.710834920284309
"CAF","plant-dominant","regular","soy oil","Soya beans",236,0.000000910098546770848,0.00000154245774723847,0.00000150502326162143
"CAF","plant-dominant","regular","soy protein concentrate","Soya beans",236,0.0000575542767696404,0.0000496236542738988,0.0000505250018022748
"CAN","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,4437.75185056005,5587.24211635342,2348.39616303562
"CAN","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,9450.18506645637,9450.18506645637,9450.18506645637
"CAN","fish-dominant","efficient","soybean meal","Soya beans",236,65024.1658551337,49154.4457039084,54885.2766704095
"CAN","fish-dominant","efficient","wheat","Wheat",15,24194.1262018767,24194.1262018767,24194.1262018767
"CAN","fish-dominant","efficient","wheat gluten","Wheat",15,44931.9486606282,50063.6324860355,114781.001423913
"CAN","fish-dominant","regular","corn gluten meal","Maize (corn)",56,4930.83538951117,6208.04679594824,2609.32907003958
"CAN","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,10500.205629396,10500.205629396,10500.205629396
"CAN","fish-dominant","regular","soybean meal","Soya beans",236,72249.0731723707,54616.0507821204,60983.6407448995
"CAN","fish-dominant","regular","wheat","Wheat",15,26882.3624465297,26882.3624465297,26882.3624465297
"CAN","fish-dominant","regular","wheat gluten","Wheat",15,49924.387400698,55626.2583178172,127534.446026571
"CAN","plant-dominant","efficient","canola oil","Rape or colza seed",270,105519.079294356,166292.603861984,176827.959560535
"CAN","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,334.452561035898,680.147592568981,1205.30546968156
"CAN","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,776.60657384801,977.767370361848,410.969328531233
"CAN","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,17010.3331196215,17010.3331196215,17010.3331196215
"CAN","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,20317.8978928812,21648.4878796291,9108.02319336053
"CAN","plant-dominant","efficient","linseed oil","Linseed",333,4453.28652482344,7184.69328438481,6523.57953394233
"CAN","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,13897.3309800829,13897.3309800829,13897.3309800829
"CAN","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,7970.03559821621,9890.33735315933,17071.5774035567
"CAN","plant-dominant","efficient","soy oil","Soya beans",236,1555.4535114272,2636.22145940452,2572.242012005
"CAN","plant-dominant","efficient","soy protein concentrate","Soya beans",236,98366.2727697237,84812.010264225,86352.5073708332
"CAN","plant-dominant","efficient","sunflower meal","Sunflower seed",267,3866.00258857391,2072.27995251263,1603.56461289719
"CAN","plant-dominant","efficient","wheat","Wheat",15,22465.9743303141,22465.9743303141,22465.9743303141
"CAN","plant-dominant","efficient","wheat gluten","Wheat",15,33871.7766826274,37740.2767971652,86527.2164580271
"CAN","plant-dominant","regular","canola oil","Rape or colza seed",270,117243.421438173,184769.559846649,196475.510622816
"CAN","plant-dominant","regular","coconut oil","Coconuts, in shell",249,371.613956706554,755.719547298868,1339.22829964618
"CAN","plant-dominant","regular","corn gluten meal","Maize (corn)",56,862.896193164455,1086.40818929094,456.632587256926
"CAN","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,18900.3701329127,18900.3701329127,18900.3701329127
"CAN","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,22575.4421032013,24053.8754218101,10120.0257704006
"CAN","plant-dominant","regular","linseed oil","Linseed",333,4948.09613869272,7982.99253820534,7248.42170438037
"CAN","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,15441.4788667588,15441.4788667588,15441.4788667588
"CAN","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,8855.59510912912,10989.2637257326,18968.4193372852
"CAN","plant-dominant","regular","soy oil","Soya beans",236,1728.28167936356,2929.13495489391,2858.04668000555
"CAN","plant-dominant","regular","soy protein concentrate","Soya beans",236,109295.858633026,94235.56696025,95947.2304120368
"CAN","plant-dominant","regular","sunflower meal","Sunflower seed",267,4295.55843174878,2302.53328056959,1781.73845877466
"CAN","plant-dominant","regular","wheat","Wheat",15,24962.193700349,24962.193700349,24962.193700349
"CAN","plant-dominant","regular","wheat gluten","Wheat",15,37635.3074251416,41933.6408857392,96141.3516200301
"CHE","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,3.71321761329785,4.67503513825019,1.96498278615656
"CHE","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,2.82840599433055,2.82840599433055,2.82840599433055
"CHE","fish-dominant","efficient","soybean meal","Soya beans",236,10.3555097626906,7.82815643495534,8.74082752025842
"CHE","fish-dominant","efficient","wheat","Wheat",15,7.21047121720252,7.21047121720252,7.21047121720252
"CHE","fish-dominant","efficient","wheat gluten","Wheat",15,13.3908751176618,14.9202487437287,34.2076874421119
"CHE","fish-dominant","regular","corn gluten meal","Maize (corn)",56,4.12579734810872,5.19448348694465,2.18331420684062
"CHE","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,3.14267332703394,3.14267332703394,3.14267332703394
"CHE","fish-dominant","regular","soybean meal","Soya beans",236,11.5061219585451,8.69795159439482,9.71203057806491
"CHE","fish-dominant","regular","wheat","Wheat",15,8.01163468578058,8.01163468578058,8.01163468578058
"CHE","fish-dominant","regular","wheat gluten","Wheat",15,14.8787501307354,16.5780541596985,38.0085416023466
"CHE","plant-dominant","efficient","canola oil","Rape or colza seed",270,28.4888541540068,44.8969586353042,47.7413751518598
"CHE","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,2.76580604542611,5.62458340125371,9.96745590557043
"CHE","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,0.649813082327123,0.818131149193782,0.343871987577398
"CHE","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,5.09113078979499,5.09113078979499,5.09113078979499
"CHE","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,6.08107288781068,6.47931362786481,2.72599819108755
"CHE","plant-dominant","efficient","linseed oil","Linseed",333,36.8271265563707,59.4149079287541,53.947727764175
"CHE","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,4.15942057989787,4.15942057989787,4.15942057989787
"CHE","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,2.38540264582094,2.96014197170816,5.10946098106456
"CHE","plant-dominant","efficient","soy oil","Soya beans",236,0.24771581167041,0.419834944446622,0.409645812706995
"CHE","plant-dominant","efficient","soy protein concentrate","Soya beans",236,15.6654512147954,13.5068491649902,13.7521830745773
"CHE","plant-dominant","efficient","sunflower meal","Sunflower seed",267,4.1444889340746,2.22155602194291,1.71907691238189
"CHE","plant-dominant","efficient","wheat","Wheat",15,6.69543755883091,6.69543755883091,6.69543755883091
"CHE","plant-dominant","efficient","wheat gluten","Wheat",15,10.0946597040835,11.2475721298878,25.7873336102074
"CHE","plant-dominant","regular","canola oil","Rape or colza seed",270,31.6542823933408,49.8855095947825,53.0459723909553
"CHE","plant-dominant","regular","coconut oil","Coconuts, in shell",249,3.07311782825124,6.24953711250412,11.0749510061894
"CHE","plant-dominant","regular","corn gluten meal","Maize (corn)",56,0.722014535919026,0.909034610215314,0.382079986197109
"CHE","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,5.6568119886611,5.6568119886611,5.6568119886611
"CHE","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,6.75674765312298,7.19923736429423,3.02888687898616
"CHE","plant-dominant","regular","linseed oil","Linseed",333,40.9190295070786,66.0165643652823,59.9419197379723
"CHE","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,4.62157842210874,4.62157842210874,4.62157842210874
"CHE","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,2.65044738424549,3.28904663523129,5.67717886784951
"CHE","plant-dominant","regular","soy oil","Soya beans",236,0.2752397907449,0.466483271607358,0.455162014118883
"CHE","plant-dominant","regular","soy protein concentrate","Soya beans",236,17.4060569053282,15.0076101833225,15.280203416197
"CHE","plant-dominant","regular","sunflower meal","Sunflower seed",267,4.60498770452733,2.46839557993657,1.9100854582021
"CHE","plant-dominant","regular","wheat","Wheat",15,7.43937506536768,7.43937506536768,7.43937506536768
"CHE","plant-dominant","regular","wheat gluten","Wheat",15,11.2162885600928,12.497302366542,28.6525929002305
"CHL","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,5551.63813974432,6989.65320136565,2937.84919593744
"CHL","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,2687.68587637607,2687.68587637607,2687.68587637607
"CHL","fish-dominant","efficient","wheat","Wheat",15,32665.702766045,32665.702766045,32665.702766045
"CHL","fish-dominant","efficient","wheat gluten","Wheat",15,60664.8765655121,67593.4201769393,154971.58460766
"CHL","fish-dominant","regular","corn gluten meal","Maize (corn)",56,6168.48682193813,7766.28133485072,3264.27688437494
"CHL","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,2986.31764041785,2986.31764041785,2986.31764041785
"CHL","fish-dominant","regular","wheat","Wheat",15,36295.2252956055,36295.2252956055,36295.2252956055
"CHL","fish-dominant","regular","wheat gluten","Wheat",15,67405.4184061245,75103.8001965992,172190.649564067
"CHL","plant-dominant","efficient","canola oil","Rape or colza seed",270,104656.484396809,164933.19897947,175382.430499056
"CHL","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,122.262297957967,248.634387371718,440.610817893414
"CHL","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,971.536674455256,1223.18931023899,514.123609289053
"CHL","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,4837.83457747692,4837.83457747692,4837.83457747692
"CHL","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,5778.52463420855,6156.95192314321,2590.37311188659
"CHL","plant-dominant","efficient","linseed oil","Linseed",333,1627.94102190093,2626.43260482546,2384.75621852315
"CHL","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,3952.47922996481,3952.47922996481,3952.47922996481
"CHL","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,2266.72302826897,2812.86766658516,4855.25279688575
"CHL","plant-dominant","efficient","wheat","Wheat",15,30332.438282756,30332.438282756,30332.438282756
"CHL","plant-dominant","efficient","wheat gluten","Wheat",15,45731.983872463,50955.0398256927,116824.733011928
"CHL","plant-dominant","regular","canola oil","Rape or colza seed",270,116284.982663121,183259.109977189,194869.367221173
"CHL","plant-dominant","regular","coconut oil","Coconuts, in shell",249,135.846997731074,276.26043041302,489.567575437127
"CHL","plant-dominant","regular","corn gluten meal","Maize (corn)",56,1079.48519383917,1359.09923359888,571.248454765614
"CHL","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,5375.37175275214,5375.37175275214,5375.37175275214
"CHL","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,6420.58292689839,6841.05769238134,2878.19234654066
"CHL","plant-dominant","regular","linseed oil","Linseed",333,1808.8233576677,2918.25844980607,2649.72913169239
"CHL","plant-dominant","regular","pea flour","Peas, dry; Peas, green",187,4391.64358884979,4391.64358884979,4391.64358884979
"CHL","plant-dominant","regular","pea protein concentrate","Peas, dry; Peas, green",187,2518.58114252108,3125.40851842795,5394.72532987306
"CHL","plant-dominant","regular","wheat","Wheat",15,33702.7092030623,33702.7092030623,33702.7092030623
"CHL","plant-dominant","regular","wheat gluten","Wheat",15,50813.3154138477,56616.7109174363,129805.258902142
"CHN","fish-dominant","efficient","corn gluten meal","Maize (corn)",56,11278.0157336824,14199.3078067613,5968.16806516402
"CHN","fish-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,261.386603715564,261.386603715564,261.386603715564
"CHN","fish-dominant","efficient","soybean meal","Soya beans",236,3466.71311890624,2620.63126121364,2926.16608249939
"CHN","fish-dominant","efficient","wheat","Wheat",15,0.794478865956101,0.794478865956101,0.794478865956101
"CHN","fish-dominant","efficient","wheat gluten","Wheat",15,1.47546075106133,1.64397331944409,3.76914128180015
"CHN","fish-dominant","regular","corn gluten meal","Maize (corn)",56,12531.1285929804,15777.0086741792,6631.29785018225
"CHN","fish-dominant","regular","faba beans","Broad beans and horse beans, dry",181,290.42955968396,290.42955968396,290.42955968396
"CHN","fish-dominant","regular","soybean meal","Soya beans",236,3851.90346545138,2911.8125124596,3251.29564722155
"CHN","fish-dominant","regular","wheat","Wheat",15,0.882754295506779,0.882754295506779,0.882754295506779
"CHN","fish-dominant","regular","wheat gluten","Wheat",15,1.63940083451259,1.82663702160454,4.18793475755573
"CHN","plant-dominant","efficient","canola oil","Rape or colza seed",270,78.2528230746794,123.322396249676,131.135403442506
"CHN","plant-dominant","efficient","coconut oil","Coconuts, in shell",249,1.89659118185266,3.85693541239228,6.83496552741738
"CHN","plant-dominant","efficient","corn gluten meal","Maize (corn)",56,1973.65275339442,2484.87886618323,1044.4294114037
"CHN","plant-dominant","efficient","faba beans","Broad beans and horse beans, dry",181,470.495886688016,470.495886688016,470.495886688016
"CHN","plant-dominant","efficient","guar meal","Other pulses n.e.c.",211,561.981197988463,598.784540476273,251.922605994828
"CHN","plant-dominant","efficient","linseed oil","Linseed",333,25.2533989486684,40.7424774541274,36.9934778788
"CHN","plant-dominant","efficient","pea flour","Peas, dry; Peas, green",187,384.392064287595,384.392064287595,384.392064287595
"CHN","plant-dominant","efficient","pea protein concentrate","Peas, dry; Peas, green",187,220.44653325409,273.560959088487,472.189867838888
"CHN","plant-dominant","efficient","soy oil","Soya beans",236,82.9278011182322,140.548108498931,137.137093736597
"CHN","plant-dominant","efficient","soy protein concentrate","Soya beans",236,5244.32176536392,4521.686741493,4603.8171534542
"CHN","plant-dominant","efficient","sunflower meal","Sunflower seed",267,1345.86820304843,721.421062713325,558.247588972283
"CHN","plant-dominant","efficient","wheat","Wheat",15,0.737730375530665,0.737730375530665,0.737730375530665
"CHN","plant-dominant","efficient","wheat gluten","Wheat",15,1.11227041233854,1.23930296388862,2.84135265858781
"CHN","plant-dominant","regular","canola oil","Rape or colza seed",270,86.9475811940882,137.024884721863,145.706003825006
"CHN","plant-dominant","regular","coconut oil","Coconuts, in shell",249,2.10732353539184,4.28548379154697,7.59440614157487
"CHN","plant-dominant","regular","corn gluten meal","Maize (corn)",56,2192.94750377158,2760.97651798136,1160.47712378189
"CHN","plant-dominant","regular","faba beans","Broad beans and horse beans, dry",181,522.773207431129,522.773207431129,522.773207431129
"CHN","plant-dominant","regular","guar meal","Other pulses n.e.c.",211,624.423553320515,665.316156084748,279.91400666092
