iso3c,diet,animal_system,SPAM_super,product,tonnes_product
RUS,plant-dominant,salmon_aquaculture_meat,xoil,oil of linseed,187.19336734693877
RUS,plant-dominant,salmon_aquaculture_meat,xoil,oil of rapeseed,2649.5061224489796
RUS,plant-dominant,salmon_aquaculture_meat,xpul,faba bean,508.0139999999999
RUS,plant-dominant,salmon_aquaculture_meat,xpul,guar protein,689.5392045454545
RUS,plant-dominant,salmon_aquaculture_meat,xpul,pea other,400.8948863636364
RUS,plant-dominant,salmon_aquaculture_meat,xpul,pea protein,224.5011363636364
USA,fish-dominant,salmon_aquaculture_meat,cnut,oil of coconuts,0
USA,fish-dominant,salmon_aquaculture_meat,maiz,maize gluten,1020.8417142857145
USA,fish-dominant,salmon_aquaculture_meat,soyb,oil of soya bean,0
USA,fish-dominant,salmon_aquaculture_meat,soyb,soy protein concentrate,0
USA,fish-dominant,salmon_aquaculture_meat,soyb,soybean meal,4141.3692272727285
USA,fish-dominant,salmon_aquaculture_meat,whea,wheat,1500.6373200000005
USA,fish-dominant,salmon_aquaculture_meat,whea,wheat gluten,2815.0483636363642
USA,fish-dominant,salmon_aquaculture_meat,xoil,cake of sunflower seed,0
USA,fish-dominant,salmon_aquaculture_meat,xoil,oil of linseed,0
USA,fish-dominant,salmon_aquaculture_meat,xoil,oil of rapeseed,0
USA,fish-dominant,salmon_aquaculture_meat,xpul,faba bean,428.75352000000004
USA,fish-dominant,salmon_aquaculture_meat,xpul,guar protein,0
USA,fish-dominant,salmon_aquaculture_meat,xpul,pea other,0
USA,fish-dominant,salmon_aquaculture_meat,xpul,pea protein,0
USA,plant-dominant,salmon_aquaculture_meat,cnut,oil of coconuts,102.08417142857144
USA,plant-dominant,salmon_aquaculture_meat,maiz,maize gluten,178.64730000000003
USA,plant-dominant,salmon_aquaculture_meat,soyb,oil of soya bean,88.40278762886598
USA,plant-dominant,salmon_aquaculture_meat,soyb,soy protein concentrate,5091.448050000001
USA,plant-dominant,salmon_aquaculture_meat,whea,wheat,1393.4489400000002
USA,plant-dominant,salmon_aquaculture_meat,whea,wheat gluten,2122.113381818183
USA,plant-dominant,salmon_aquaculture_meat,xoil,cake of sunflower seed,828.2738454545456
USA,plant-dominant,salmon_aquaculture_meat,xoil,oil of linseed,284.3773346938776
USA,plant-dominant,salmon_aquaculture_meat,xoil,oil of rapeseed,4025.0330448979603
USA,plant-dominant,salmon_aquaculture_meat,xpul,faba bean,771.756336
USA,plant-dominant,salmon_aquaculture_meat,xpul,guar protein,1047.5228045454546
USA,plant-dominant,salmon_aquaculture_meat,xpul,pea other,609.0248863636366
USA,plant-dominant,salmon_aquaculture_meat,xpul,pea protein,341.0539363636364
