"iso3c_consuming","iso3c_producing","GAEZ_category","prop_of_supply","animal_system","diet","source_ingredient","consuming_ingredient_consumed_tonnes","raw_material","FAOSTAT_name","FAO_code","map_spam_code","producing_ingredient_consumed_tonnes"
"ISL","CZE","Pulses",0.0000294386057876299,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",0.0328559127439725
"ISL","CZE","Pulses",0.0000294386057876299,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",0.0183993111366246
"ISL","CZE","Pulses",0.0000294386057876299,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",0.026284730195178
"ISL","CZE","Pulses",0.0000294386057876299,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","CZE","Pulses",0.0000294386057876299,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","CZE","Pulses",0.0000294386057876299,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","PRY","CropsNES",0.000178880102148368,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.00798579806424024
"ISL","PRY","CropsNES",0.000178880102148368,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.103815374835123
"ISL","PRY","CropsNES",0.000178880102148368,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","PRY","CropsNES",0.000178880102148368,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","PER","CropsNES",0.0393734980395464,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",1.75776288502888
"ISL","PER","CropsNES",0.0393734980395464,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",22.8509175053754
"ISL","PER","CropsNES",0.0393734980395464,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","PER","CropsNES",0.0393734980395464,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","PER","Maize",0.00000803815443974064,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",312.5031,"maize","Maize (corn)",56,"maiz",0.00251194818069771
"ISL","PER","Maize",0.00000803815443974064,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1785.732,"maize","Maize (corn)",56,"maiz",0.0143539896039869
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",8.98937772675086
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",10.7373122847302
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",6.24262342135476
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",3.49586911595867
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",4.99409873708381
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","PER","Pulses",0.00559333509964968,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","PHL","CropsNES",0.0000228870164364915,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.00102175194087922
"ISL","PHL","CropsNES",0.0000228870164364915,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.0132827752314299
"ISL","PHL","CropsNES",0.0000228870164364915,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","PHL","CropsNES",0.0000228870164364915,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",0.331187600459242
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",0.395585189437428
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",0.229991389207807
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",0.128795177956372
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",0.183993111366246
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","PHL","Pulses",0.000206070240513409,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","PHL","Wheat",0,"salmon_aquaculture_meat","plant-dominant","wheat",2901.8145,"wheat","Wheat",15,"whea",0
"ISL","PHL","Wheat",0,"salmon_aquaculture_meat","plant-dominant","wheat gluten",4375.0434,"wheat","Wheat",15,"whea",0
"ISL","PHL","Wheat",0,"salmon_aquaculture_meat","fish-dominant","wheat",3125.031,"wheat","Wheat",15,"whea",0
"ISL","PHL","Wheat",0,"salmon_aquaculture_meat","fish-dominant","wheat gluten",5803.629,"wheat","Wheat",15,"whea",0
"ISL","POL","CropsNES",0.0107418404774954,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.479551206988972
"ISL","POL","CropsNES",0.0107418404774954,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",6.23416569085663
"ISL","POL","CropsNES",0.0107418404774954,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","POL","CropsNES",0.0107418404774954,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","POL","Maize",0.477227908472215,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",312.5031,"maize","Maize (corn)",56,"maiz",149.135200804083
"ISL","POL","Maize",0.477227908472215,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1785.732,"maize","Maize (corn)",56,"maiz",852.201147451905
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",79.1538365097589
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",94.5448602755453
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",54.9679420206659
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",30.7820475315729
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",43.9743536165327
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","POL","Pulses",0.0492507874827048,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","POL","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy oil",178.5732,"soybean","Soya beans",236,"soyb",0
"ISL","POL","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",9330.4497,"soybean","Soya beans",236,"soyb",0
"ISL","POL","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"ISL","POL","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"ISL","POL","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soybean meal",7589.361,"soybean","Soya beans",236,"soyb",0
"ISL","POL","Sunflower",0.0515032035485461,"salmon_aquaculture_meat","plant-dominant","sunflower meal",1517.8722,"sunflower","Sunflower seed",267,"sunf",78.1752808772795
"ISL","POL","Sunflower",0.0515032035485461,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"ISL","POL","Wheat",0.0849351884657493,"salmon_aquaculture_meat","plant-dominant","wheat",2901.8145,"wheat","Wheat",15,"whea",246.466161450144
"ISL","POL","Wheat",0.0849351884657493,"salmon_aquaculture_meat","plant-dominant","wheat gluten",4375.0434,"wheat","Wheat",15,"whea",371.595135724833
"ISL","POL","Wheat",0.0849351884657493,"salmon_aquaculture_meat","fish-dominant","wheat",3125.031,"wheat","Wheat",15,"whea",265.425096946309
"ISL","POL","Wheat",0.0849351884657493,"salmon_aquaculture_meat","fish-dominant","wheat gluten",5803.629,"wheat","Wheat",15,"whea",492.932322900288
"ISL","PRT","CropsNES",0.00604879752820222,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.27003828269079
"ISL","PRT","CropsNES",0.00604879752820222,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",3.51049767498027
"ISL","PRT","CropsNES",0.00604879752820222,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","PRT","CropsNES",0.00604879752820222,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","TLS","CropsNES",0.00331620822366638,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.148046478591605
"ISL","TLS","CropsNES",0.00331620822366638,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",1.92460422169087
"ISL","TLS","CropsNES",0.00331620822366638,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","TLS","CropsNES",0.00331620822366638,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","ZWE","CropsNES",0.00154969192871296,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.0691833616811113
"ISL","ZWE","CropsNES",0.00154969192871296,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.899383701854447
"ISL","ZWE","CropsNES",0.00154969192871296,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","ZWE","CropsNES",0.00154969192871296,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",9.60444041331801
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",11.4719704936854
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",6.6697502870264
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",3.73506016073478
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",5.33580022962112
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","ZWE","Pulses",0.00597603697488886,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","ROU","CropsNES",0.000216222076334223,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.00965286702041161
"ISL","ROU","CropsNES",0.000216222076334223,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.125487271265351
"ISL","ROU","CropsNES",0.000216222076334223,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","ROU","CropsNES",0.000216222076334223,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",2.08175063145808
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",2.48653547646382
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",1.44566016073478
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",0.809569690011478
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",1.15652812858783
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","ROU","Pulses",0.00129529865465571,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","ROU","Sunflower",0.0719566288812223,"salmon_aquaculture_meat","plant-dominant","sunflower meal",1517.8722,"sunflower","Sunflower seed",267,"sunf",109.220966584524
"ISL","ROU","Sunflower",0.0719566288812223,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"ISL","RUS","CropsNES",0.000398715917919932,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.0177999943384749
"ISL","RUS","CropsNES",0.000398715917919932,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.231399926400173
"ISL","RUS","CropsNES",0.000398715917919932,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","RUS","CropsNES",0.000398715917919932,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",0.236562571756602
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",0.282560849598163
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",0.164279563719862
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",0.0919965556831229
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",0.13142365097589
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","RUS","Pulses",0.00014719302893815,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","SAU","CropsNES",0.00000722747887468154,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.00032265850764607
"ISL","SAU","CropsNES",0.00000722747887468154,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.00419456059939891
"ISL","SAU","CropsNES",0.00000722747887468154,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SAU","CropsNES",0.00000722747887468154,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","SEN","CropsNES",0.000743828034185975,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.0332069380785747
"ISL","SEN","CropsNES",0.000743828034185975,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.431690195021472
"ISL","SEN","CropsNES",0.000743828034185975,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SEN","CropsNES",0.000743828034185975,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","SVN","CropsNES",0.00000240915962489385,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.000107552835882023
"ISL","SVN","CropsNES",0.00000240915962489385,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.00139818686646631
"ISL","SVN","CropsNES",0.00000240915962489385,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SVN","CropsNES",0.00000240915962489385,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","SVK","Maize",0.000114141793044317,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",312.5031,"maize","Maize (corn)",56,"maiz",0.0356696641659075
"ISL","SVK","Maize",0.000114141793044317,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1785.732,"maize","Maize (corn)",56,"maiz",0.203826652376614
"ISL","SVK","Sunflower",0.00431246919664859,"salmon_aquaculture_meat","plant-dominant","sunflower meal",1517.8722,"sunflower","Sunflower seed",267,"sunf",6.54577710694923
"ISL","SVK","Sunflower",0.00431246919664859,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"ISL","SGP","CropsNES",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SGP","CropsNES",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0
"ISL","SGP","CropsNES",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SGP","CropsNES",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","ZAF","CropsNES",0.0625857510253986,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",2.79403445875218
"ISL","ZAF","CropsNES",0.0625857510253986,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",36.3224479637783
"ISL","ZAF","CropsNES",0.0625857510253986,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","ZAF","CropsNES",0.0625857510253986,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","ZAF","Maize",0.00000696640051444188,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",312.5031,"maize","Maize (corn)",56,"maiz",0.00217702175660468
"ISL","ZAF","Maize",0.00000696640051444188,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1785.732,"maize","Maize (corn)",56,"maiz",0.0124401243234553
"ISL","ESP","CropsNES",0.238893472984286,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",10.6649929824794
"ISL","ESP","CropsNES",0.238893472984286,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",138.644908772232
"ISL","ESP","CropsNES",0.238893472984286,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","ESP","CropsNES",0.238893472984286,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",8.04312743972445
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",9.60706888633754
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",5.58550516647531
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",3.12788289322618
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",4.46840413318025
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","ESP","Pulses",0.00500456298389708,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","ESP","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy oil",178.5732,"soybean","Soya beans",236,"soyb",0
"ISL","ESP","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",9330.4497,"soybean","Soya beans",236,"soyb",0
"ISL","ESP","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"ISL","ESP","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"ISL","ESP","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soybean meal",7589.361,"soybean","Soya beans",236,"soyb",0
"ISL","ESP","Sunflower",0.00455889600788565,"salmon_aquaculture_meat","plant-dominant","sunflower meal",1517.8722,"sunflower","Sunflower seed",267,"sunf",6.91982151306061
"ISL","ESP","Sunflower",0.00455889600788565,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"ISL","SWZ","CropsNES",0.0000457740328729831,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.00204350388175845
"ISL","SWZ","CropsNES",0.0000457740328729831,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.0265655504628598
"ISL","SWZ","CropsNES",0.0000457740328729831,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SWZ","CropsNES",0.0000457740328729831,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","SWE","CropsNES",0.0016123300789602,"salmon_aquaculture_meat","plant-dominant","coconut oil",44.6433,"coconut","Coconuts, in shell",249,"cnut",0.0719797354140439
"ISL","SWE","CropsNES",0.0016123300789602,"salmon_aquaculture_meat","plant-dominant","linseed oil",580.3629,"flax","Linseed",333,"ooil",0.935736560382571
"ISL","SWE","CropsNES",0.0016123300789602,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"ISL","SWE","CropsNES",0.0016123300789602,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","plant-dominant","faba beans",1607.1588,"faba beans","Broad beans and horse beans, dry",181,"opul",20.1551311136624
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","plant-dominant","guar meal",1919.6619,"guar","Other pulses n.e.c.",211,"opul",24.0741843857635
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","plant-dominant","pea flour",1116.0825,"peas","Peas, dry; Peas, green",187,"opul",13.9966188289323
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",625.0062,"peas","Peas, dry; Peas, green",187,"opul",7.83810654420206
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","fish-dominant","faba beans",892.866,"faba beans","Broad beans and horse beans, dry",181,"opul",11.1972950631458
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","SWE","Pulses",0.0125408460655303,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"ISL","SWE","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy oil",178.5732,"soybean","Soya beans",236,"soyb",0
"ISL","SWE","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",9330.4497,"soybean","Soya beans",236,"soyb",0
