"iso3c_consuming","iso3c_producing","GAEZ_category","prop_of_supply","animal_system","diet","source_ingredient","consuming_ingredient_consumed_tonnes","raw_material","FAOSTAT_name","FAO_code","map_spam_code","producing_ingredient_consumed_tonnes"
"GBR","AUT","Maize",0.000190226025163874,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",1621.2,"maize","Maize (corn)",56,"maiz",0.308394431995672
"GBR","AUT","Maize",0.000190226025163874,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",9264,"maize","Maize (corn)",56,"maiz",1.76225389711813
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0762998309713138
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",0.091135909215736
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",0.0529859937300791
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",0.0296721564888443
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0423887949840632
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","AUT","Pulses",0.00000915129425389966,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","AUT","Rapeseed",0.00000176464160777268,"salmon_aquaculture_meat","plant-dominant","canola oil",42614.4,"rapeseed","Rape or colza seed",270,"rape",0.0751991433302679
"GBR","AUT","Rapeseed",0.00000176464160777268,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"GBR","AUT","Soybean",0.000301919470088686,"salmon_aquaculture_meat","plant-dominant","soy oil",926.4,"soybean","Soya beans",236,"soyb",0.279698197090159
"GBR","AUT","Soybean",0.000301919470088686,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",48404.4,"soybean","Soya beans",236,"soyb",14.6142307979608
"GBR","AUT","Soybean",0.000301919470088686,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"GBR","AUT","Soybean",0.000301919470088686,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"GBR","AUT","Soybean",0.000301919470088686,"salmon_aquaculture_meat","fish-dominant","soybean meal",39372,"soybean","Soya beans",236,"soyb",11.8871733763317
"GBR","AUT","Sunflower",0.0162958091389227,"salmon_aquaculture_meat","plant-dominant","sunflower meal",7874.4,"sunflower","Sunflower seed",267,"sunf",128.319719483533
"GBR","AUT","Sunflower",0.0162958091389227,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"GBR","BRB","CropsNES",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BRB","CropsNES",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",0
"GBR","BRB","CropsNES",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BRB","CropsNES",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","BGD","CropsNES",0.000649784935236305,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.150490191000728
"GBR","BGD","CropsNES",0.000649784935236305,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",1.95637248300947
"GBR","BGD","CropsNES",0.000649784935236305,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BGD","CropsNES",0.000649784935236305,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0789770180229389
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",0.0943336604162881
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",0.0548451514048187
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",0.0307132847866984
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0438761211238549
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","BGD","Pulses",0.00000947239229789614,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","BOL","CropsNES",0.0000825409421034752,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.0191164821911648
"GBR","BOL","CropsNES",0.0000825409421034752,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",0.248514268485143
"GBR","BOL","CropsNES",0.0000825409421034752,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BOL","CropsNES",0.0000825409421034752,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","BRA","CropsNES",0.0622958707207997,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",14.4277236589372
"GBR","BRA","CropsNES",0.0622958707207997,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",187.560407566184
"GBR","BRA","CropsNES",0.0622958707207997,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BRA","CropsNES",0.0622958707207997,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","BRA","Maize",0.0377903311175531,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",1621.2,"maize","Maize (corn)",56,"maiz",61.2656848077771
"GBR","BRA","Maize",0.0377903311175531,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",9264,"maize","Maize (corn)",56,"maiz",350.089627473012
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",5.24554644960153
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",6.26551381480183
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",3.64274059000107
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",2.0399347304006
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",2.91419247200085
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","BRA","Pulses",0.000629143452504502,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","BRA","Soybean",0.626873626019431,"salmon_aquaculture_meat","plant-dominant","soy oil",926.4,"soybean","Soya beans",236,"soyb",580.735727144401
"GBR","BRA","Soybean",0.626873626019431,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",48404.4,"soybean","Soya beans",236,"soyb",30343.441743295
"GBR","BRA","Soybean",0.626873626019431,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"GBR","BRA","Soybean",0.626873626019431,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"GBR","BRA","Soybean",0.626873626019431,"salmon_aquaculture_meat","fish-dominant","soybean meal",39372,"soybean","Soya beans",236,"soyb",24681.2684036371
"GBR","BLZ","CropsNES",0.000000650343879435388,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.000150619642477236
"GBR","BLZ","CropsNES",0.000000650343879435388,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",0.00195805535220407
"GBR","BLZ","CropsNES",0.000000650343879435388,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BLZ","CropsNES",0.000000650343879435388,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","BGR","CropsNES",0.0003893415460702,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.0901715020698582
"GBR","BGR","CropsNES",0.0003893415460702,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",1.17222952690816
"GBR","BGR","CropsNES",0.0003893415460702,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","BGR","CropsNES",0.0003893415460702,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","BGR","Maize",0.00739589602601749,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",1621.2,"maize","Maize (corn)",56,"maiz",11.9902266373796
"GBR","BGR","Maize",0.00739589602601749,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",9264,"maize","Maize (corn)",56,"maiz",68.515580785026
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",0.131048306177046
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",0.156529921267027
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",0.0910057681785042
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",0.0509632301799623
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0728046145428033
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","BGR","Pulses",0.0000157177492536277,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","BGR","Sunflower",0.442623475317864,"salmon_aquaculture_meat","plant-dominant","sunflower meal",7874.4,"sunflower","Sunflower seed",267,"sunf",3485.39429404298
"GBR","BGR","Sunflower",0.442623475317864,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"GBR","MMR","CropsNES",0.00000735767426842306,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.00170403736056678
"GBR","MMR","CropsNES",0.00000735767426842306,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",0.0221524856873682
"GBR","MMR","CropsNES",0.00000735767426842306,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","MMR","CropsNES",0.00000735767426842306,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",67.1141344784831
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",80.1641050715215
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",46.6070378322799
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",26.0999411860768
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",37.285630265824
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","MMR","Pulses",0.00804957475514334,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CMR","CropsNES",0.00000931573665137177,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.0021575246084577
"GBR","CMR","CropsNES",0.00000931573665137177,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",0.0280478199099501
"GBR","CMR","CropsNES",0.00000931573665137177,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","CMR","CropsNES",0.00000931573665137177,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",2.83781827472255
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",3.38961627258527
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",1.97070713522399
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",1.10359599572544
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",1.57656570817919
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CMR","Pulses",0.000340363926636268,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CAN","CropsNES",0.000780739584948344,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.180819287874036
"GBR","CAN","CropsNES",0.000780739584948344,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",2.35065074236247
"GBR","CAN","CropsNES",0.000780739584948344,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","CAN","CropsNES",0.000780739584948344,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","CAN","Maize",0.159818380475217,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",1621.2,"maize","Maize (corn)",56,"maiz",259.097558426422
"GBR","CAN","Maize",0.159818380475217,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",9264,"maize","Maize (corn)",56,"maiz",1480.55747672241
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",1120.96806915103
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",1338.93408259707
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",778.45004802155
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",435.932026892068
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",622.76003841724
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CAN","Pulses",0.134447331264516,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CAN","Soybean",0.242061181052393,"salmon_aquaculture_meat","plant-dominant","soy oil",926.4,"soybean","Soya beans",236,"soyb",224.245478126937
"GBR","CAN","Soybean",0.242061181052393,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",48404.4,"soybean","Soya beans",236,"soyb",11716.8262321324
"GBR","CAN","Soybean",0.242061181052393,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"GBR","CAN","Soybean",0.242061181052393,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"GBR","CAN","Soybean",0.242061181052393,"salmon_aquaculture_meat","fish-dominant","soybean meal",39372,"soybean","Soya beans",236,"soyb",9530.4328203948
"GBR","CAN","Sunflower",0.00104127195473601,"salmon_aquaculture_meat","plant-dominant","sunflower meal",7874.4,"sunflower","Sunflower seed",267,"sunf",8.19939188037324
"GBR","CAN","Sunflower",0.00104127195473601,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"GBR","CAN","Wheat",0.0768961239782237,"salmon_aquaculture_meat","plant-dominant","wheat",15054,"wheat","Wheat",15,"whea",1157.59425036818
"GBR","CAN","Wheat",0.0768961239782237,"salmon_aquaculture_meat","plant-dominant","wheat gluten",22696.8,"wheat","Wheat",15,"whea",1745.29594670895
"GBR","CAN","Wheat",0.0768961239782237,"salmon_aquaculture_meat","fish-dominant","wheat",16212,"wheat","Wheat",15,"whea",1246.63996193496
"GBR","CAN","Wheat",0.0768961239782237,"salmon_aquaculture_meat","fish-dominant","wheat gluten",30108,"wheat","Wheat",15,"whea",2315.18850073636
"GBR","LKA","CropsNES",0.000611783760443351,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",0.14168911891868
"GBR","LKA","CropsNES",0.000611783760443351,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",1.84195854594284
"GBR","LKA","CropsNES",0.000611783760443351,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","LKA","CropsNES",0.000611783760443351,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","LKA","Maize",0.000000865276440778324,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",1621.2,"maize","Maize (corn)",56,"maiz",0.00140278616578982
"GBR","LKA","Maize",0.000000865276440778324,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",9264,"maize","Maize (corn)",56,"maiz",0.00801592094737039
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",2.53917805911377
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",3.03290712616368
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",1.76331809660679
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",0.987458134099801
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",1.41065447728543
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","LKA","Pulses",0.000304545439828461,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","LKA","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy oil",926.4,"soybean","Soya beans",236,"soyb",0
"GBR","LKA","Soybean",0,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",48404.4,"soybean","Soya beans",236,"soyb",0
"GBR","LKA","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"GBR","LKA","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"GBR","LKA","Soybean",0,"salmon_aquaculture_meat","fish-dominant","soybean meal",39372,"soybean","Soya beans",236,"soyb",0
"GBR","CHL","CropsNES",0.0327086235715243,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",7.57531721916502
"GBR","CHL","CropsNES",0.0327086235715243,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",98.4791238491453
"GBR","CHL","CropsNES",0.0327086235715243,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","CHL","CropsNES",0.0327086235715243,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",0.00240946834646254
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",0.00287797608049692
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",0.00167324190726565
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",0.000937015468068766
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",0.00133859352581252
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CHL","Pulses",0.000000288988239596831,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CHN","CropsNES",0.0125370269857358,"salmon_aquaculture_meat","plant-dominant","coconut oil",231.6,"coconut","Coconuts, in shell",249,"cnut",2.9035754498964
"GBR","CHN","CropsNES",0.0125370269857358,"salmon_aquaculture_meat","plant-dominant","linseed oil",3010.8,"flax","Linseed",333,"ooil",37.7464808486533
"GBR","CHN","CropsNES",0.0125370269857358,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"GBR","CHN","CropsNES",0.0125370269857358,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"GBR","CHN","Maize",0.00000100441637095373,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",1621.2,"maize","Maize (corn)",56,"maiz",0.00162835982059019
"GBR","CHN","Maize",0.00000100441637095373,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",9264,"maize","Maize (corn)",56,"maiz",0.00930491326051538
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","plant-dominant","faba beans",8337.6,"faba beans","Broad beans and horse beans, dry",181,"opul",47.8727895603961
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","plant-dominant","guar meal",9958.8,"guar","Other pulses n.e.c.",211,"opul",57.1813875304732
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","plant-dominant","pea flour",5790,"peas","Peas, dry; Peas, green",187,"opul",33.2449927502751
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",3242.4,"peas","Peas, dry; Peas, green",187,"opul",18.6171959401541
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","fish-dominant","faba beans",4632,"faba beans","Broad beans and horse beans, dry",181,"opul",26.5959942002201
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"GBR","CHN","Pulses",0.00574179494823404,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
