SPAM_short_name,iso3c,2021,2010,coef
rcof,COM,139.8,125.78,1.1114644617586262
rcof,CPV,40.73,0,0
rcof,CRI,88200,91620,0.962671905697446
rcof,CUB,9100,8430,1.0794780545670226
rcof,DMA,230.7,308.17,0.7486127786611285
rcof,DOM,16186.14,21876,0.7399040043883708
rcof,ECU,4916.87,31347,0.15685296838612944
rcof,ESP,0,0,0
rcof,ETH,456000,370569,1.2305400613650899
rcof,FJI,14.05,15.15,0.9273927392739274
rcof,GAB,98.72,112.88,0.8745570517363572
rcof,GHA,736,1200,0.6133333333333333
rcof,GIN,40273.08,29018,1.387865462816183
rcof,GNQ,4138.75,4250.71,0.9736608707721769
rcof,GTM,226700,248355.43,0.9128046848019389
rcof,GUY,600,420,1.4285714285714286
rcof,HND,400674.42,244335,1.6398568359015286
rcof,HTI,20700,38193.38,0.5419787408184351
rcof,IDN,765415,684076,1.1189034551716477
rcof,IND,334000,289600,1.1533149171270718
rcof,JAM,7990,9121,0.8760004385484048
rcof,KEN,34500,42000,0.8214285714285714
rcof,KHM,375.64,362.29,1.0368489331750805
rcof,LAO,161200,46290,3.482393605530352
rcof,LBR,630.68,600,1.0511333333333333
rcof,LCA,0,0,0
rcof,LKA,5306.2,5240,1.0126335877862596
rcof,MDG,44394.54,58178,0.7630812334559456
rcof,MEX,174341,245271,0.7108096758279617
rcof,MMR,8928.27,7300,1.2230506849315068
rcof,MOZ,816.01,770,1.0597532467532467
rcof,MUS,0,0,0
rcof,MWI,10000,4176,2.3946360153256707
rcof,MYS,4150.55,15768,0.2632261542364282
rcof,NCL,1.72,13,0.1323076923076923
rcof,NGA,1815.14,2400,0.7563083333333334
rcof,NIC,167831,78712.27,2.1322088665464736
rcof,NPL,315,307,1.0260586319218241
rcof,PAN,6900,12470,0.5533279871692061
rcof,PER,365582.14,264605,1.381614633132405
rcof,PHL,60607.18,94536,0.6411015909283236
rcof,PNG,42480,52220,0.8134814247414783
rcof,PRI,4065.88,6431.97,0.6321360329727906
rcof,PRY,388,370,1.0486486486486486
rcof,PYF,21.1,18.11,1.1651021535063502
rcof,RWA,19466.88,19319,1.0076546405093432
rcof,SLE,2400,26130.3,0.09184739555228988
rcof,SLV,33900,112636,0.30096949465535
rcof,STP,7.59,15.17,0.5003295978905735
rcof,SUR,6.02,6.41,0.939157566302652
rcof,TGO,16817.87,11500,1.4624234782608694
rcof,THA,30000,48955,0.6128076805229292
rcof,TLS,13313.98,12653,1.052238994704813
rcof,TON,15.32,16.36,0.9364303178484108
rcof,TTO,591.4,51.27,11.535010727520966
rcof,TWN,906,0,0
rcof,TZA,73027,40000,1.825675
rcof,UGA,374760,166968,2.2445019404915914
rcof,USA,2270,3990,0.568922305764411
rcof,VCT,183.08,199.57,0.9173723505536905
rcof,VEN,54134.86,71687,0.755155886004436
rcof,VNM,1845033,1105700,1.6686560549877905
rcof,VUT,36.25,24,1.5104166666666667
rcof,WSM,11.32,10,1.1320000000000001
rcof,YEM,21077.32,19029,1.1076420200746229
rcof,ZMB,6636.6,6422.13,1.0333954622531778
rcof,ZWE,652.88,600,1.0881333333333334
rest,AFG,13370.796666666667,15425.553333333333,0.8667952700130044
rest,AGO,2067.31,1375,1.5034981818181818
rest,ALB,4277.9825,2536.39,1.6866422356183395
rest,ARE,900.84,752.93,1.1964458847436017
rest,ARG,110309.95875,58252.403333333335,1.893655067221547
rest,ARM,1531.5666666666666,1351.6666666666667,1.1330949445129468
rest,ATG,0,30,0
rest,AUS,57196.95333333333,68637.47428571428,0.833319610439656
rest,AUT,1565,1007.6666666666666,1.5530929540191862
rest,AZE,12625.39,7429.625,1.699330719921934
rest,BDI,0,365.5,0
rest,BEL,0,244.17666666666665,0
rest,BEN,58085.012,31725.923333333332,1.8308375579717828
rest,BFA,70277.01400000001,54531.86,1.2887331185842552
rest,BGD,170180.10875,82181.28444444445,2.0707891084988317
rest,BGR,1567.5,4853.536363636364,0.3229603906429988
rest,BHR,350.7,349.64,1.0030316897380163
rest,BIH,6442.794,7123.296,0.9044681001603752
rest,BLR,6568.006666666666,5466.666666666667,1.2014646341463413
rest,BLZ,0,108,0
rest,BOL,20182.143333333333,15268.300000000001,1.3218330353302812
rest,BRA,106993.943,158417.98,0.6753901482647361
rest,BRN,146.7,134.05,1.094367773218948
rest,BTN,5581.531666666667,2635.3216666666667,2.117969786104543
rest,BWA,0,400,0
rest,CAF,671.28,1698.2666666666667,0.39527361231059116
rest,CAN,6077.395,4618.07,1.3160032221252602
rest,CHE,742,896.6666666666666,0.8275092936802975
rest,CHL,46290.5,11530.77,4.014519411973355
rest,CHN,299121.6594117647,592563.7122222222,0.5047924016305416
rest,CIV,161222.77454545454,79493.92454545455,2.028114418395176
rest,CMR,22436.595555555556,22806.333,0.9837879485297157
rest,COD,17885.506666666664,14442.932499999999,1.238357007253663
rest,COG,2325.51,1950,1.1925692307692308
rest,COK,0.02,0.02,1
rest,COL,8136.918,9465.453333333333,0.85964377124392
rest,COM,1788.7925,775.79,2.3057689580943297
rest,CPV,1521.6,1323.33,1.1498265738704632
rest,CRI,1103.095,716.4,1.5397752652149639
rest,CUB,0,0,0
rest,CYP,132,103.85714285714286,1.2709766162310867
rest,CZE,4245,2632.75,1.6123824897920425
rest,DEU,47900,17082.123333333333,2.804101051450083
rest,DJI,545.11,450,1.2113555555555555
rest,DMA,51.54,47.27,1.0903321345462238
rest,DNK,0,26.405,0
rest,DOM,406.9375,436.712,0.931821200241807
rest,DZA,35054.96,22531.103333333333,1.555847464786086
rest,ECU,4765.066,3515.27,1.3555334298645623
rest,EGY,23462.507999999998,42507.823333333334,0.5519574083107995
rest,ERI,613.92,816.4,0.751984321411073
rest,ESP,99561.66666666667,25242.836153846154,3.944155326282417
rest,EST,0,0,0
rest,ETH,80780.43666666666,48423.502,1.6682072409109663
rest,FIN,0,0,0
rest,FJI,4644.943333333334,821.4566666666667,5.654520222206893
rest,FRA,10751.666666666666,10527.06,1.0213361248693051
rest,GAB,25000,20000,1.25
rest,GBR,1091.55,1084.94,1.0060925028112153
rest,GEO,5925.885,4028.249,1.4710821004361947
rest,GGY,1091.55,1084.94,1.0060925028112153
rest,GHA,37303.05625,18847.93666666667,1.9791586161243822
rest,GIN,16533.256666666668,8661.25,1.9088765093568096
rest,GMB,913.7633333333333,1047.5,0.8723277645186953
rest,GNB,61141.61,37755.823333333334,1.6193954892786075
rest,GRC,21783.333333333332,27697.236,0.7864804030746364
rest,GRD,210.64,124.55428571428571,1.691150158278662
rest,GTM,32002.126666666667,54317.69285714286,0.5891657944830833
rest,GUY,12107.533333333335,510.93333333333334,23.696894572025055
rest,HKG,999.51,1000,0.99951
rest,HND,1120.3466666666666,895.705,1.2507987190723135
rest,HRV,363.3333333333333,2462,0.14757649607365284
rest,HTI,0,330,0
rest,HUN,1652.5,3171.77,0.5210024686531495
rest,IDN,373093.1675,292854.4115384615,1.2739885513078586
rest,IND,1082172.95,1022177.2727272727,1.058694004331218
rest,IRL,0,43.11,0
rest,IRN,95906.935,83269.85555555555,1.1517605544063099
rest,IRQ,1091.43,4793.3275,0.22769777362385524
rest,ISR,5765.5,5064,1.1385268562401263
rest,ITA,36353.333333333336,27292.221,1.3320034794285645
rest,JAM,7264.333333333333,4313.666666666667,1.684027509466038
rest,JOR,558.1925,760.5,0.7339809335963182
rest,JPN,9927.210000000001,13011.851666666667,0.7629359951459638
rest,KAZ,1019.6575,18865.384,0.05404912510659736
rest,KEN,3512.9808333333335,3961.3707692307694,0.8868093995694057
rest,KGZ,1904.6266666666668,4106.35,0.4638247267443512
rest,KHM,98239.97,11907.006,8.250602208481293
rest,KIR,285.92,250,1.14368
rest,KNA,0,1,0
rest,KOR,21722.52,19128,1.1356398996235886
rest,KWT,442.6,462.94,0.9560634207456691
rest,LAO,80341.70666666667,5192.85,15.471601657407138
rest,LBN,6760.688,6439.214,1.0499244162408643
rest,LBR,46852.275,32370,1.4473980537534754
rest,LBY,34595.21,29500,1.1727189830508473
rest,LCA,44.512499999999996,90.3575,0.49262651135766256
rest,LKA,34201.63333333333,25600.464,1.3359770874986223
rest,LTU,50,917,0.05452562704471101
rest,LUX,4,24,0.16666666666666666
rest,LVA,0,0,0
rest,MAC,55.8725,52.5,1.0642380952380952
rest,MAR,25899.142727272727,18230.0675,1.4206827663843113
rest,MDA,4976.9825,3245.75,1.5333844257875684
rest,MDG,4629.62,2720.7592307692307,1.7015912130861663
rest,MDV,717.9766666666666,709.2066666666667,1.012365930006298
rest,MEX,40817.20428571429,32630.448666666667,1.250893136734915
rest,MKD,2051.0816666666665,1774.4828571428573,1.1558757293204671
rest,MLI,22695.352,24716.285,0.9182347589858265
rest,MLT,0,0,0
rest,MMR,178206.605,131105.93,1.3592566331667837
rest,MNE,722.27,743,0.9720995962314939
rest,MNG,2608.655,2289.1000000000004,1.1395985321742168
rest,MOZ,135160.94,57779,2.339274476886066
rest,MUS,930.9033333333333,520.65,1.787963763244662
rest,MWI,817.4622222222222,1580.548,0.5172017694003739
rest,MYS,58854.53111111111,110025.32777777778,0.534918025692973
rest,NAM,399.87,0,0
rest,NCL,0,0,0
rest,NER,5944.9366666666665,6197.0775,0.9593129449594049
rest,NGA,183622.15,190526.395,0.9637622650656882
rest,NIC,0,1290,0
rest,NLD,0,333.1,0
rest,NPL,60095.368571428575,32659.81875,1.8400398676869136
rest,NZL,803.365,879.735,0.9131897673731294
rest,PAK,37270.87142857143,276532.04,0.13477957718234543
rest,PER,8451.803333333333,6705.7307692307695,1.260385127913935
rest,PHL,144680.394,94505.85833333334,1.5309145544151892
rest,PNG,1930.8742857142856,2133.0685714285714,0.9052096644137084
rest,POL,2918.3333333333335,2396.71,1.217641405649133
rest,PRI,153.49,90.4,1.6978982300884955
rest,PRK,7817.2075,6861.734,1.1392466539798831
rest,PRT,21595,3675.222222222222,5.875835172476343
rest,PRY,116219,45229,2.5695681973954763
rest,PSE,1382.568,809.106,1.7087600388577022
rest,PYF,23.24,44,0.5281818181818182
rest,ROU,9191.666666666666,11355.963749999999,0.8094131743478546
rest,RUS,20328.2,2890,7.033979238754325
rest,RWA,1316.26,658.0575,2.0002203454865266
rest,SEN,5850.28,6129.2175,0.9544905202009881
rest,SGP,0,0,0
rest,SLB,276.65,250,1.1065999999999998
rest,SLE,4835.3133333333335,4230.3533333333335,1.1430046032403913
rest,SLV,1077.14,1060.695,1.015503985594351
rest,SOM,0,1904,0
rest,STP,57.47,62,0.9269354838709677
rest,SVK,0,168.73000000000002,0
rest,SVN,596,813.25125,0.732860847124428
rest,SWE,0,0,0
rest,SWZ,1042.5,797.65,1.3069642073591174
rest,SYC,8.25,7.666666666666667,1.076086956521739
rest,SYR,32751.31,45640.98875,0.7175854620371257
rest,TCD,0,10886,0
rest,TGO,1698.17,3021.7,0.5619915941357515
rest,THA,581181.5222222222,349138.839,1.6646143519490315
rest,TJK,6760.415,20241.812,0.33398269878210507
rest,TKM,797.725,141959.66666666666,0.005619377804493765
rest,TLS,49.325,116.2125,0.42443799074970423
rest,TON,219.14499999999998,217.59000000000003,1.0071464681281306
rest,TTO,113.35000000000001,202.11333333333332,0.560823960154369
rest,TUN,14149.3725,8823.935555555556,1.603521740488182
rest,TUR,202536.038,179647.18454545454,1.1274100315708209
rest,TWN,58886.5,55533.666666666664,1.0603747876663405
rest,TZA,28998.69777777778,20798.154,1.3942919057998022
rest,UGA,1372.0725,6351.472,0.21602433262714535
rest,UKR,17134.53714285714,14997.142857142857,1.1425200990664888
rest,URY,0,0,0
rest,USA,454135.165,693130.5688888889,0.6551942525460874
rest,UZB,12748.91,130661.76555555555,0.0975718485495234
rest,VCT,1169.23,198.33333333333334,5.89527731092437
rest,VEN,0,3000,0
rest,VNM,303800.44,161335.16875,1.8830391560240642
rest,VUT,127.13,121.31,1.0479762591707196
rest,WSM,57.6,55,1.0472727272727274
rest,XMI,21595,3675.222222222222,5.875835172476343
rest,YEM,75214.94333333333,51012.5,1.4744414277546352
rest,ZAF,28164.589999999997,10658.06,2.642562530141508
rest,ZMB,755.9899999999999,7648.15,0.09884612618737863
rest,ZWE,1410.5028571428572,9714.2375,0.1451995441889142
rice,AFG,458571.64,672000,0.6823982738095238
rice,AGO,10514,17697,0.5941119963835678
rice,ALB,0,0,0
rice,ARG,1453187,1243259,1.1688529904066651
rice,ARM,0,0,0
rice,AUS,422977.54,196684,2.1505437147912385
rice,AZE,10062.3,3930,2.560381679389313
rice,BDI,120000,83019,1.445452245871427
rice,BEL,0,0,0
rice,BEN,519666.84,124974.72,4.158175669447389
rice,BFA,451000,270658,1.666309512373549
rice,BGD,56944553.97,50061200,1.137498780892188
rice,BGR,58120,57432,1.0119793843153642
rice,BLZ,14990,20523,0.7304000389806559
rice,BOL,550181.52,442017,1.2447066968012543
rice,BRA,11660603,11235986,1.0377908089241121
rice,BRN,2675,1072,2.4953358208955225
rice,BTN,40507.9,71637,0.5654605860100228
rice,CAF,12808.96,39000,0.3284348717948718
rice,CHL,146085.1,94672.5,1.543057382027516
rice,CHN,212843000,195760992,1.0872595087789503
rice,CIV,1659000,1206153,1.3754473934898805
rice,CMR,362294.45,153078,2.3667310129476475
rice,COD,1580620,754872,2.0938914147034198
rice,COG,1000,1495.16,0.6688247411648252
rice,COL,3326528.95,1988191,1.673143551097455
rice,COM,31135.06,24000,1.2972941666666666
rice,CRI,151018,267772,0.5639798037136071
rice,CUB,225786,454400,0.4968882042253521
rice,CYP,0,0,0
rice,CZE,0,0,0
rice,DEU,0,0,0
rice,DNK,0,0,0
rice,DOM,1006394,850228,1.1836754376473135
rice,DZA,314.29,311.54,1.0088271169031264
rice,ECU,1504213.62,1706193,0.8816198519159322
rice,EGY,4841327.1,4329503,1.1182177492428114
rice,ESP,617180,927817,0.6651958306433273
rice,EST,0,0,0
rice,ETH,200000,90412,2.2120957395036056
rice,FIN,0,0,0
rice,FJI,10367.75,7664,1.352785751565762
rice,FRA,62340,120170,0.5187650827993676
rice,FSM,174.67,136.69,1.2778550003657911
rice,GAB,1702.77,1420.92,1.1983574022464318
rice,GHA,1231200,491603,2.504459899553095
rice,GIN,2475325,1613730,1.5339152150607598
rice,GMB,41900,99890,0.41946140754830313
rice,GNB,213918,209240,1.0223571018925635
rice,GRC,241650,208209.95,1.1606073581017622
rice,GTM,33000,29624.12,1.1139571403302444
rice,GUY,559113,556193,1.0052499761773341
rice,HKG,0.05,0.05,1
rice,HND,53820.14,42186,1.2757820129900914
rice,HRV,0,0,0
rice,HTI,155000,141000,1.099290780141844
rice,HUN,9520,5893,1.6154759884608858
rice,IDN,54415294,59283000,0.9178903564259568
rice,IND,195425000,143963008,1.3574667736867516
rice,IRL,0,0,0
rice,IRN,1595344.62,2489998.6,0.6407010108359097
rice,IRQ,422463,155829,2.7110679013534065
rice,ITA,1459310,1516400,0.9623516222632551
rice,JAM,0,264,0
rice,JPN,10525400,10692000,0.9844182566404789
rice,KAZ,503771.3,373150,1.3500503818839609
rice,KEN,186000,85536,2.174523007856341
rice,KGZ,46338,20861,2.2212741479315468
rice,KHM,11410000,8245320,1.3838153037116814
rice,KOR,5211037,5810817,0.8967821564506334
rice,LAO,3870000,3070640,1.2603235807518953
rice,LBR,255600,296090,0.8632510385355804
rice,LKA,5149596,4300620,1.1974078156172832
rice,LTU,0,0,0
rice,LUX,0,0,0
rice,LVA,0,0,0
rice,MAR,50900.7,50520,1.0075356294536817
rice,MDA,0,0,0
rice,MDG,4391386,4737965,0.9268506626790194
rice,MEX,257041.44,216676,1.1862940057966733
rice,MKD,18962,25700,0.7378210116731517
rice,MLI,2420245,1296154,1.867251113679393
rice,MLT,0,0,0
rice,MMR,24910000,32065100,0.7768570813750776
rice,MOZ,189000,257527,0.7339036295223413
rice,MRT,428400,134447,3.186385713329416
rice,MUS,0,0,0
rice,MWI,147100,110106,1.3359853232339745
rice,MYS,2418148,2464830,0.9810607628112283
rice,NER,22397,102820,0.2178272709589574
rice,NGA,8342000,4472520,1.865167735415381
rice,NIC,491815,453990.12,1.0833165268001868
rice,NLD,0,0,0
rice,NPL,5621710,4023823,1.3971066818793967
rice,NZL,0,0,0
rice,PAK,13984009,7234950,1.9328411391923925
rice,PAN,406370,275025,1.47757476593037
rice,PER,3474307,2831374,1.2270745581473872
rice,PHL,19960170.2,15772319,1.2655190527150764
rice,PNG,879.64,822.27,1.0697702701059262
rice,POL,0,0,0
rice,PRI,166.54,0,0
rice,PRK,1854841.42,2426000,0.7645677741137675
rice,PRT,175900,170216,1.0333928655355549
rice,PRY,1180600,315213,3.7454039014888347
rice,ROU,14980,61588,0.24322920049360264
rice,RUS,1076411.5,1060658,1.0148525726482995
rice,RWA,131758,67253,1.9591393692474686
rice,SAU,814,0,0
rice,SEN,1382120,604043.3,2.2881141136736387
rice,SLB,2747.68,2617.28,1.0498227167135346
rice,SLE,1978905,1026671,1.9274967345917047
rice,SLV,24000,34479,0.6960758722700774
rice,SOM,1632.35,8580,0.19025058275058274
rice,SUR,263749,226686,1.163499289766461
rice,SVK,0,0,0
rice,SVN,0,0,0
rice,SWE,0,0,0
rice,SWZ,1000,688.71,1.4519899522295305
rice,SYR,0,0,0
rice,TCD,242646.7,186118,1.3037250561471756
rice,TGO,150000,110109,1.3622864615971446
rice,THA,33582000,35702946,0.9405946500885389
rice,TJK,67000,76854,0.8717828610091862
rice,TKM,82827.98,30600,2.7067967320261435
rice,TLS,45455,112925.4,0.4025223731773366
rice,TTO,351.1,2259,0.15542275343072157
rice,TUR,1000000,860000,1.1627906976744187
rice,TWN,1560870,1451011,1.075712038020387
rice,TZA,2688000,2650120,1.0142936923611006
rice,UGA,303283.2,218111,1.3904993329084732
rice,UKR,49480,148000,0.33432432432432435
rice,URY,1309000,1148738,1.139511359422253
rice,USA,8699720,11027010,0.7889464143045123
rice,UZB,334226,249800,1.337974379503603
rice,VCT,0,0,0
rice,VEN,788422.5,899584,0.8764301054709732
rice,VNM,43852729,40005600,1.0961647619333292
rice,XMI,175900,170216,1.0333928655355549
rice,ZAF,3080.32,3063.63,1.0054477857965878
rice,ZMB,65875.83,51656,1.2752793479944247
rice,ZWE,2908,993.39,2.9273497820594128
sesa,AFG,39937.88,32000,1.24805875
sesa,AGO,3289.18,3035.43,1.0835960638196236
sesa,BEN,10000,10000,1
sesa,BFA,270000,90649,2.9785215501549933
sesa,BGD,32434,32000,1.0135625
sesa,BGR,0,0,0
sesa,BOL,14045.63,10000,1.404563
sesa,BRA,62000,5000,12.4
sesa,CAF,45693.84,29024,1.5743467475192943
sesa,CHN,455400,587000,0.775809199318569
sesa,CIV,3017.82,2559.16,1.1792228700042202
sesa,CMR,70000,12544,5.580357142857143
sesa,COD,4582.78,5020,0.9129043824701195
sesa,COG,269.35,290,0.9287931034482759
sesa,COL,3359.92,2000,1.6799600000000001
sesa,CRI,165.23,143.8,1.1490264255910987
sesa,CYP,0,1,0
sesa,DOM,0,0,0
sesa,ECU,17.83,20.85,0.85515587529976
sesa,EGY,37000,46146,0.8018029731721059
sesa,ERI,5039.6,4366.02,1.1542778090801233
sesa,ETH,190000,327741,0.5797260641787265
sesa,GIN,3302.38,1850,1.7850702702702703
sesa,GMB,2712.8,2355.3,1.1517853352014604
sesa,GRC,0,79.64,0
sesa,GTM,30000,49870,0.60156406657309
sesa,HND,1229.45,811.48,1.5150712278799232
sesa,HTI,4142.37,4069.59,1.0178838654508193
sesa,IND,817000,893000,0.9148936170212766
sesa,IRN,29000,45483,0.6376008618604754
sesa,IRQ,2134,13349,0.15986216195969735
sesa,ISR,48.68,41.22,1.1809801067442989
sesa,ITA,0,198.63,0
sesa,JOR,0,118,0
sesa,JPN,13.94,11.18,1.2468694096601074
sesa,KEN,11568.36,11341.57,1.0199963497117244
sesa,KHM,30000,29916,1.0028078620136383
sesa,KOR,10090,12703,0.794300558923089
sesa,LAO,14793.5,9560,1.5474372384937238
sesa,LBN,187.3,214.14,0.8746614364434483
sesa,LKA,11999.4,16950,0.707929203539823
sesa,MAR,633,1080,0.5861111111111111
sesa,MEX,53019.11,37289,1.4218431709083108
sesa,MKD,42.36,50,0.8472
sesa,MLI,42827,13312,3.2171724759615383
sesa,MMR,641729.97,787400,0.8149986918973837
sesa,MOZ,125000,63116,1.9804803853222637
sesa,MWI,3282.22,0,0
sesa,NER,85062.45,85694,0.9926301724741522
sesa,NGA,440000,149410,2.9449166722441604
sesa,NIC,4536,3630,1.2495867768595041
sesa,PAK,127974,31041,4.12274089107954
sesa,PAN,247.52,223.34,1.1082654249126893
sesa,PER,379,114,3.324561403508772
sesa,PRY,35877,40135,0.8939080602964993
sesa,PSE,288.93,250.36,1.1540581562549928
sesa,SAU,4088,4664.08,0.8764858235707792
sesa,SEN,37586.18,5269.53,7.132738593384989
sesa,SLE,3463.56,2927.87,1.1829623583014273
sesa,SLV,2000,1822.54,1.0973696050566792
sesa,SOM,33975.78,26392.57,1.2873236672290724
sesa,SYR,11591.23,4857,2.3864998970557956
sesa,TCD,196903.7,126039,1.5622442259935418
sesa,TGO,1814.44,1422.19,1.2758070300030235
sesa,THA,31000,47542,0.6520550250304994
sesa,TJK,1130.59,650,1.7393692307692306
sesa,TUR,17657,23460,0.7526427962489344
sesa,TWN,1932,947,2.0401267159450898
sesa,TZA,700000,144420,4.846974103309791
sesa,UGA,146000,119000,1.226890756302521
sesa,USA,0,0,0
sesa,UZB,15697,3900,4.024871794871795
sesa,VEN,23382.25,15380,1.5203023407022107
sesa,VNM,28774.67,17000,1.6926276470588235
sesa,YEM,20927.92,25495,0.8208636987644635
smil,AFG,2616.38,15000,0.17442533333333335
smil,AGO,35000,40723,0.8594651671045846
smil,ARG,9508,9115,1.043115743280307
smil,AUS,36621.13,36064.98,1.015420776609331
smil,AUT,0,7000,0
smil,AZE,2607.2,59,44.18983050847457
smil,BDI,11000,10343.98,1.063420462916595
smil,BEN,23455.56,26926,0.8711119364183317
smil,BFA,718000,1147894,0.6254932946770346
smil,BGD,9616.28,11990,0.8020250208507089
smil,BGR,0,5597,0
smil,BHS,0,0,0
smil,BLR,17451.77,16198.99,1.0773369203882466
smil,BTN,1122.11,4066,0.275973930152484
smil,BWA,1773.23,3406,0.520619495008808
smil,CAF,10000,10000,1
smil,CHE,912,98,9.306122448979592
smil,CHN,2700000,1573000,1.7164653528289893
smil,CIV,67000,48826,1.372219719002171
smil,CMR,98211.46,89036,1.1030533716698865
smil,COD,39471,38385,1.0282923016803438
smil,COG,14088.35,10500,1.3417476190476192
smil,CZE,0,1328.22,0
smil,ERI,25000,20000,1.25
smil,ESP,0,1070,0
smil,EST,0,0,0
smil,ETH,1000000,634826,1.5752347887452625
smil,FRA,0,37500,0
smil,GHA,225000,218952,1.0276224926011182
smil,GIN,216579,234038,0.9254010032558815
smil,GMB,36000,158018,0.22782214684403043
smil,GNB,25263,15004,1.6837509997334044
smil,GRC,0,108.99,0
smil,HRV,0,400,0
smil,HUN,0,17964,0
smil,IND,13210000,13293000,0.9937561122395245
smil,IRN,12337.22,13200,0.9346378787878787
smil,IRQ,3441,2266,1.5185348631950573
smil,JOR,0,0,0
smil,JPN,249.14,259.17,0.9612995331249757
smil,KAZ,35825.09,16480,2.1738525485436893
smil,KEN,63000,53881,1.1692433325290918
smil,KGZ,93,62,1.5
smil,KOR,1000,1606.53,0.6224595868113263
smil,LBY,6000,6400,0.9375
smil,LKA,348.2,7330,0.04750341064120055
smil,MAR,5098.74,6000,0.8497899999999999
smil,MDA,60,283,0.21201413427561838
smil,MDV,5.2,4.58,1.1353711790393013
smil,MEX,275.81,700,0.3940142857142857
smil,MKD,33.02,30,1.1006666666666667
smil,MLI,1487683,1373342,1.0832574842974292
smil,MMR,240000,212600,1.1288805268109126
smil,MOZ,25000,48699,0.5133575638103451
smil,MRT,1000,3344,0.29904306220095694
smil,MWI,46385.52,24495,1.893672994488671
smil,NAM,85000,45835.61,1.8544533387905169
smil,NER,2146706,3837525,0.5593985706933505
smil,NGA,1922000,5170430,0.37172923722011514
smil,NPL,326443,299523,1.089876236549447
smil,PAK,226317,346000,0.6540953757225434
smil,POL,0,18923,0
smil,PRK,76179.5,65132.7,1.1696045150899625
smil,PRT,0,0,0
smil,ROU,0,0,0
smil,RUS,368137.4,133607,2.7553750926223928
smil,RWA,5073.28,4519.81,1.122454262457935
smil,SAU,12163,5969,2.0376947562405765
smil,SEN,1039860,813295,1.2785766542275558
smil,SLE,30150.14,32768.08,0.9201070065746909
smil,SVK,0,701,0
smil,SVN,0,302,0
smil,SYR,62,2400,0.025833333333333333
smil,TCD,621367.26,759940,0.8176530515567019
smil,TGO,28000,51265,0.5461816053837901
smil,TJK,166.9,59,2.828813559322034
smil,TKM,0,0,0
smil,TUR,4320,6772,0.6379208505611341
smil,TWN,498.31,508.2,0.9805391578118852
smil,TZA,335000,350870,0.9547695727762419
smil,UGA,78249.98,268000,0.29197753731343284
smil,UKR,204990,117100,1.7505550811272417
smil,USA,348720,261610,1.3329765681739996
smil,UZB,99800,8500,11.741176470588234
smil,VNM,2106.63,1431.2,1.4719326439351594
smil,XMI,0,0,0
smil,YEM,30000,111135,0.26994196247806723
smil,ZAF,6330.43,7646.1,0.827929271131688
smil,ZMB,34701.89,47997,0.7230012292434944
smil,ZWE,45193,51122.58,0.8840125048461951
sorg,AGO,34447,46787,0.7362515228589138
sorg,ALB,0,0,0
sorg,ARE,0,0,0
sorg,ARG,3319341,3637427,0.9125519220042079
sorg,AUS,1638962.2,1507635,1.0871080865063494
sorg,AUT,36930,7896.61,4.676690377263155
sorg,AZE,193.4,0,0
sorg,BDI,25000,83023,0.30112137600423977
sorg,BEN,133093.31,168090,0.7917979058837528
sorg,BFA,1617000,1990227,0.8124701353162227
sorg,BGD,63,251,0.250996015936255
sorg,BGR,5340,8612,0.6200650255457502
sorg,BLZ,12879,19917,0.6466335291459557
sorg,BOL,1481331.92,338397,4.377497200034279
sorg,BRA,2506772,1532064,1.6362057981911984
sorg,BWA,47565.82,32767,1.4516379284035767
sorg,CAF,30000,50000,0.6
sorg,CHN,3000000,2456000,1.221498371335505
sorg,CIV,70000,47702,1.4674437130518636
sorg,CMR,1233369.96,1098500,1.1227764770141102
sorg,COD,8666,6140,1.411400651465798
sorg,COL,4784.45,98964,0.048345357907926115
sorg,CRI,0,0,0
sorg,CUB,3098.51,223,13.894663677130046
sorg,CYP,0,0,0
sorg,CZE,0,0,0
sorg,DOM,321.87,1150.14,0.27985288747456827
sorg,DZA,386,106,3.641509433962264
sorg,ECU,13596.1,12559.15,1.0825653009956884
sorg,EGY,764880.14,701629,1.0901489818693355
sorg,ERI,140000,64000,2.1875
sorg,ESP,16490,36561,0.45102705068242116
sorg,EST,0,0,0
sorg,ETH,4450000,3959897,1.12376660302023
sorg,FIN,0,0,0
sorg,FJI,24.15,29.84,0.8093163538873994
sorg,FRA,386040,285861.6,1.3504437112224938
sorg,FSM,16.84,13.29,1.2671181339352897
sorg,GHA,345000,324422,1.0634297304128573
sorg,GIN,64012,44770,1.429796738887648
sorg,GMB,6000,39000,0.15384615384615385
sorg,GNB,22838,17592,1.2982037289677126
sorg,GRC,6910,68.99,100.15944339759386
sorg,GTM,42000,47055.67,0.8925598126644462
sorg,HND,15000,41309,0.36311699629620664
sorg,HRV,0,1000,0
sorg,HTI,18000,145800,0.12345679012345678
sorg,HUN,95020,3900,24.364102564102563
sorg,IND,4810000,6698200,0.7181033710549103
sorg,IRL,0,0,0
sorg,IRQ,1593,51214,0.031104776037802165
sorg,ISR,40000,37500,1.0666666666666667
sorg,ITA,230950,271400,0.850957995578482
sorg,JOR,2521.45,25476,0.09897354372742972
sorg,JPN,0,0,0
sorg,KAZ,4523.81,90,50.26455555555556
sorg,KEN,135000,164066,0.822839588945912
sorg,KGZ,6,26.31,0.22805017103762829
