SPAM_short_name,iso3c,2021,2010,coef
maiz,MMR,2300000,1354400,1.698168930891908
maiz,MNE,2584.03,1685,1.5335489614243325
maiz,MOZ,2100000,2089890,1.004837575183383
maiz,MRT,12000,19910,0.6027122049221497
maiz,MUS,1106,328,3.3719512195121952
maiz,MWI,4581000,3419409,1.3397051946696052
maiz,MYS,74718.65,47602,1.5696535859837821
maiz,NAM,91869,53070.76,1.7310662217763604
maiz,NCL,7417,3335,2.2239880059970014
maiz,NER,5681,9756,0.5823083230832309
maiz,NGA,12745000,7676850,1.6601861440564816
maiz,NIC,375726,456974.09,0.822204164791925
maiz,NLD,171420,196903,0.8705809459480048
maiz,NPL,2997733,1855184,1.6158682912314897
maiz,NZL,209281,188812,1.1084094231298858
maiz,OMN,15545,14189.73,1.0955106263473653
maiz,PAK,10634831,3706910,2.8689207453107843
maiz,PAN,135425,66721,2.0297207775662836
maiz,PER,1582135,1541195,1.02656380276344
maiz,PHL,8300321.8,6376796,1.301644556294415
maiz,PNG,12622.34,11000,1.1474854545454545
maiz,POL,7321910,1994391,3.671251023495393
maiz,PRI,24.02,265.87,0.09034490540489713
maiz,PRK,2300000,1683000,1.3666072489601901
maiz,PRT,752490,626222,1.2016345641002713
maiz,PRY,4088093,3108821,1.3149978721836992
maiz,QAT,2809,1868,1.503747323340471
maiz,ROU,14820690,9042032,1.6390884261413805
maiz,RUS,15239865.1,3084351,4.941028144980905
maiz,RWA,482682,432404,1.1162755201154475
maiz,SAU,59000,79384,0.7432228156807417
maiz,SEN,754620.8,186511,4.045985491472353
maiz,SLE,22544.65,51388,0.43871429127422745
maiz,SLV,881000,768113,1.1469666572496495
maiz,SOM,75000,132627,0.5654957135424914
maiz,STP,598.43,1561.17,0.3833214832465394
maiz,SUR,27,35,0.7714285714285715
maiz,SVK,1579120,921313,1.7139886227590406
maiz,SVN,388830,311117,1.249787057602124
maiz,SWE,14900,0,0
maiz,SWZ,100000,84685,1.1808466670602822
maiz,SYR,309841.4,133100,2.3278842975206615
maiz,TCD,364630.68,215797,1.6896929985124909
maiz,TGO,929000,638129,1.455818494379663
maiz,THA,5300000,4860746,1.0903676102392514
maiz,TJK,240000,151061,1.5887621556854516
maiz,TKM,7699.22,5610,1.372409982174688
maiz,TLS,56058,148890.8,0.376504122484398
maiz,TTO,5000,3201.97,1.5615386777515092
maiz,TUR,6750000,4310000,1.5661252900232019
maiz,TWN,210124,115788,1.8147303692956092
maiz,TZA,7039000,4733070,1.4871954143927726
maiz,UGA,2800000,2373501,1.179691940302532
maiz,UKR,42109850,11953000,3.5229523968878107
maiz,URY,769600,529100,1.4545454545454546
maiz,USA,383943000,315617920,1.2164803570088796
maiz,UZB,590016,231600,2.547564766839378
maiz,VCT,801.78,582,1.3776288659793814
maiz,VEN,1541648,2372452,0.6498120931424535
maiz,VNM,4446383,4606800,0.9651782148128853
maiz,VUT,915.96,822.91,1.1130743337667546
maiz,XMI,752490,626222,1.2016345641002713
maiz,YEM,35000,89454,0.39126254834887203
maiz,ZAF,16870705,12815000,1.316481076863051
maiz,ZMB,3620244,2795483,1.2950334521798201
maiz,ZWE,1469664,1192399,1.232527031639577
ocer,ALB,18187.5,14800,1.228885135135135
ocer,ARG,175824.2775,58967,2.981740253022877
ocer,ARM,4687.08,2388.3333333333335,1.9624898813677598
ocer,AUS,525629.7475,424482.165,1.2382846461876675
ocer,AUT,110838,99999.42666666667,1.1083863547484338
ocer,AZE,6070.5999999999995,1543.5,3.9330093942338835
ocer,BDI,12984.31,10846,1.1971519454176653
ocer,BEL,14688,18133.25,0.8100037224435774
ocer,BEN,4548.13,815,5.580527607361963
ocer,BFA,11191.1,18315,0.611034671034671
ocer,BGD,0,0,0
ocer,BGR,20294,17905.2,1.1334137568974376
ocer,BIH,17815.166666666668,9322.666666666666,1.9109518020594969
ocer,BLR,582435.898,494001.8,1.1790157404284762
ocer,BOL,15814.715,10889.5,1.4522902796271637
ocer,BRA,315903.225,144505.765,2.186094271048632
ocer,BTN,1019.02,1650,0.6175878787878788
ocer,BWA,4146.15,3600,1.1517083333333333
ocer,CAN,601814.5,525350,1.145549633577615
ocer,CHE,10887.6,16454.6,0.6616751546679956
ocer,CHL,194975.46666666667,171525.66666666666,1.1367130672377508
ocer,CHN,405182.148,395000,1.0257775898734176
ocer,CIV,19486.12,17480,1.114766590389016
ocer,COD,0,0,0
ocer,COG,2556.34,2300,1.1114521739130436
ocer,COL,3319,0,0
ocer,CYP,725,390.5,1.8565941101152368
ocer,CZE,105804,63163.44,1.6750829277189463
ocer,DEU,1506675,1429341.25,1.054104469454023
ocer,DNK,271385,194075,1.398351152904805
ocer,DZA,20538,50750,0.4046896551724138
ocer,ECU,812.27,944.6833333333333,0.8598331010391489
ocer,EGY,92153.57,98000,0.9403425510204082
ocer,ERI,30228.87,29050.48,1.0405635294150044
ocer,ESP,487736,249025.82166666666,1.9585760092495899
ocer,EST,30622,15991.666666666666,1.914872329338197
ocer,ETH,3086492.69,1771815.715,1.7419941949211122
ocer,FIN,183266,231786.9925,0.7906655935405866
ocer,FRA,638692,518559.63333333336,1.2316654805821432
ocer,GBR,355027.25,204077.5,1.7396687532922541
ocer,GEO,2602.305,1850,1.4066513513513512
ocer,GGY,355027.25,204077.5,1.7396687532922541
ocer,GHA,39.51,37.36,1.0575481798715203
ocer,GIN,483906,384467,1.258641183768698
ocer,GMB,393.48,320.53,1.2275918010794622
ocer,GNB,1115.885,1102.365,1.0122645403292012
ocer,GRC,26160,23982.816666666666,1.0907809688742427
ocer,GTM,0,0,0
ocer,HRV,21266,15319.348333333333,1.3881791533995844
ocer,HUN,89986,94620.5,0.9510201277735797
ocer,IRL,57365,37870.2325,1.514778130818183
ocer,IRN,443.33,48.5,9.140824742268041
ocer,IRQ,0,366,0
ocer,ISR,260.8,307.19,0.8489859695953644
ocer,ITA,82278,94651.5,0.8692730701573668
ocer,JPN,13738.41,9996.203333333333,1.374362799742969
ocer,KAZ,178082.6025,78236.5,2.2762087069334647
ocer,KEN,3834.22,3200,1.19819375
ocer,KGZ,418.798,728.2,0.5751139796759132
ocer,KOR,6852.91,3677.5466666666666,1.863446101748992
ocer,KWT,0,0,0
ocer,LBN,150.28,211.1,0.71189009947892
ocer,LSO,329.66,360,0.9157222222222223
ocer,LTU,97376,81466.66666666667,1.1952864157119476
ocer,LUX,8304,7318.2,1.1347052553906698
ocer,LVA,74220,36283.333333333336,2.0455672944418923
ocer,MAR,3477.5425,12612.31,0.2757260565273134
ocer,MDA,1376.5240000000001,2622.8,0.5248299527222815
ocer,MDG,0,0,0
ocer,MEX,26970.092,23329.2,1.1560658745263446
ocer,MKD,7031.5,7164.5,0.9814362481680508
ocer,MLI,23912.805,26239.595,0.9113252319633744
ocer,MLT,0,0,0
ocer,MMR,12742.87,13660,0.9328601756954613
ocer,MNE,513.615,310,1.6568225806451613
ocer,MNG,18268.510000000002,2642,6.914651778955338
ocer,NER,2703.135,3503.5,0.7715527329813044
ocer,NGA,86609.35,79086.51,1.0951216585483416
ocer,NLD,5205,6450.6,0.8069016835643196
ocer,NOR,77225,111066.66666666667,0.6953031212484994
ocer,NPL,15917,8320,1.9131009615384615
ocer,NZL,19275.835,29648,0.6501563343227199
ocer,OMN,1412.72,1337.4,1.056318229400329
ocer,PER,34238.885,15015.3125,2.2802645632583407
ocer,POL,2363836,2068250.5,1.1429157154803058
ocer,PRK,38922.47,36252.07,1.0736620005423139
ocer,PRT,19525,27392.25,0.7127928519928082
ocer,PSE,767.63,599.09,1.2813266787961741
ocer,QAT,129,52,2.480769230769231
ocer,ROU,101378,116935.25,0.8669584235720196
ocer,RUS,1120244.785,912281.235,1.2279599119453553
ocer,SEN,3339.05,687,4.8603347889374096
ocer,SLE,9998.15,8178.6,1.2224769520455823
ocer,SVK,21100,14193.166666666666,1.486630890451978
ocer,SVN,9402.5,4600.41,2.043839570820862
ocer,SWE,219300,226050,0.9701393497013935
ocer,SYR,0,94,0
ocer,TCD,494352,1066278,0.46362393297057614
ocer,TGO,3323.46,1689,1.967708703374778
ocer,THA,139848.655,122536.6,1.141280686749918
ocer,TJK,1087.1566666666665,1668,0.6517725819344523
ocer,TKM,0,0,0
ocer,TUN,18312.803333333333,17781.806666666667,1.029861795070692
ocer,TUR,142011.8,132776.6,1.0695544244994974
ocer,TWN,400.92,421.06,0.9521683370541015
ocer,TZA,44493.08,16500,2.6965503030303033
ocer,UKR,196805.19666666666,214057.348,0.9194040686081314
ocer,URY,17264.915,20151.07,0.856774106784404
ocer,USA,227427.2275,364477.935,0.6239807836378354
ocer,UZB,17419.355,10500,1.6589861904761904
ocer,VNM,0,0,0
ocer,XMI,19525,27392.25,0.7127928519928082
ocer,YEM,0,0,0
ocer,ZAF,20288.175,13680.3,1.4830212056753143
ocer,ZWE,1455.2599999999998,1425.4,1.020948505682615
ofib,AGO,459.68,440,1.0447272727272727
ofib,ARG,2091.8450000000003,1942.545,1.0768579363669826
ofib,AUS,0,0,0
ofib,AUT,5350,1662.5,3.218045112781955
ofib,BEL,87000,64044,1.3584410717631628
ofib,BGD,338535.958,186958.542,1.8107541617435163
ofib,BGR,435,43.485,10.003449465332874
ofib,BIH,0,0,0
ofib,BLR,35682,45782,0.7793892796295487
ofib,BRA,40533.038,72318.2,0.5604818427449798
ofib,BTN,342.7,410,0.8358536585365853
ofib,CAF,182.43,197.79,0.9223418777491279
ofib,CAN,27987.21,28500,0.9820073684210526
ofib,CHL,4671.53,4765.655,0.980249304660115
ofib,CHN,23301.99714285714,47130.74428571429,0.4944118217526254
ofib,CIV,1101.645,1100,1.0014954545454546
ofib,CMR,102.48,99.89,1.025928521373511
ofib,COD,3848.045,3465.995,1.1102280874611765
ofib,COL,15167.17,18055.63,0.840024413437803
ofib,COM,0,0,0
ofib,CRI,1250.8,1245.67,1.0041182656722887
ofib,CUB,5230.536666666666,5299.98,0.9868974348330873
ofib,CYP,0,0,0
ofib,CZE,60,16.5,3.6363636363636362
ofib,DEU,0,0,0
ofib,DNK,0,0,0
ofib,DOM,34.14,58.06,0.5880124009645195
ofib,ECU,20758.32,18453.495,1.1248991044785825
ofib,EGY,4941.925,5606.135,0.8815208695473797
ofib,ESP,585,7.333333333333333,79.77272727272728
ofib,EST,0,69,0
ofib,ETH,7611.683333333333,8081.526666666667,0.9418620574165443
ofib,FIN,0,0,0
ofib,FRA,410750,214023.2,1.9191844622452143
ofib,GBR,14744.45,14499,1.0169287537071523
ofib,GGY,14744.45,14499,1.0169287537071523
ofib,GHA,39884.22,39400,1.012289847715736
ofib,GIN,200.87,202.11,0.9938647271287913
ofib,GNQ,236.04,277.88,0.8494314092413991
ofib,GRC,110,0,0
ofib,GTM,130.75333333333333,135.08,0.9679695982627577
ofib,HRV,0,0,0
ofib,HTI,11726.37,9050.15,1.295710015856091
ofib,HUN,0,250,0
ofib,IDN,1414.7966666666666,13440.5975,0.1052629294692194
ofib,IND,603317.2975,611875,0.9860139693564862
ofib,IRN,0,0,0
ofib,ITA,2810,223.33333333333334,12.582089552238806
ofib,JAM,412.28999999999996,346.755,1.1889951118224682
ofib,JPN,0.135,0.1825,0.7397260273972603
ofib,KEN,11411.97,11983.41,0.952314074207592
ofib,KHM,2075.045,1880.5,1.1034538686519544
ofib,KOR,4.035,4.2425,0.9510901591043018
ofib,LAO,2478.29,2236.06,1.1083289357172885
ofib,LKA,313280.7,228200,1.3728339176161262
ofib,LTU,900,9,100
ofib,LUX,0,0,0
ofib,LVA,0,42,0
ofib,MAR,855.025,800.765,1.0677602043046337
ofib,MDG,8062.446666666667,7179.076666666666,1.1230478571292595
ofib,MEX,8572.935,22333.595,0.38385826375019333
ofib,MLI,1436.27,1500,0.9575133333333333
ofib,MLT,0,0,0
ofib,MMR,95.89666666666666,3564.1366666666668,0.02690600154689167
ofib,MOZ,2193.685,2180,1.0062775229357799
ofib,MUS,92.02,96.03,0.9582422159741747
ofib,MWI,138.86,128.61,1.0796983127284037
ofib,MYS,8154.34,10055.47,0.8109357394532529
ofib,NGA,754.26,665.51,1.1333563733076888
ofib,NIC,5596.14,4711.96,1.187645905313288
ofib,NLD,12305,8259.5,1.489799624674617
ofib,NPL,10451,20965,0.4984974958263773
ofib,NZL,1974.08,1767.2,1.1170665459483928
ofib,PAK,94.83666666666667,234.16666666666666,0.4049964412811388
ofib,PER,257.07,251.01,1.0241424644436476
ofib,PHL,18526.577500000003,18046.4925,1.0266026763926566
ofib,POL,8070,198.5,40.65491183879093
ofib,PRK,15096.62,14000,1.07833
ofib,PRT,0,0,0
ofib,ROU,1450,50,29
ofib,RUS,25677.593333333334,26023,0.9867268698202872
ofib,SAU,0,0,0
ofib,SLE,9920.13,8776.74,1.1302750223887228
ofib,SLV,944.4433333333334,1089.92,0.8665253718927383
ofib,SVK,0,110.93,0
ofib,SVN,0,0,0
ofib,SWE,0,0,0
ofib,SYR,0,0,0
ofib,TGO,0,0,0
ofib,THA,10708.53,11865.744285714285,0.9024743616708892
ofib,TUR,3.745,6.5,0.5761538461538461
ofib,TWN,130.714,160.268,0.8155963760700826
ofib,TZA,22208.905,17773.57,1.2495466583246921
ofib,UGA,4.36,3.29,1.325227963525836
ofib,UKR,386.37,696.6800000000001,0.554587472010105
ofib,UZB,19098.99,19324.65,0.988322686309972
ofib,VEN,2301.3,6568,0.35038063337393427
ofib,VNM,165776.5,129486.63333333333,1.2802595583224936
ofib,WSM,402.02,405.93,0.9903677974034931
ofib,XMI,0,0,0
ofib,ZAF,1482.2433333333333,1600.33,0.9262110523037957
ofib,ZWE,2691.54,2586.98,1.0404177844436369
oilp,AGO,280865.3,280000,1.003090357142857
oilp,BDI,89091.4,84000,1.0606119047619047
oilp,BEN,590827.3,460000,1.2844071739130436
oilp,BRA,2887696,1292713,2.233826069668983
oilp,CAF,4469.39,4721,0.9467040881169244
oilp,CHN,665868.76,660000,1.0088920606060605
oilp,CIV,2333654.55,1566711,1.4895245836660365
oilp,CMR,2620746.76,2200000,1.1912485272727271
oilp,COD,2120432.91,1163583,1.8223306029737458
oilp,COG,153910.33,141250,1.0896306548672565
oilp,COL,7882484.86,3994523.34,1.9733230198124216
oilp,CRI,1161995,985800,1.178733008723879
oilp,DOM,305110.4,236000,1.2928406779661017
oilp,ECU,2418855.36,2850465,0.848582725976288
oilp,GAB,19739.42,20000,0.9869709999999999
oilp,GHA,2462439.63,2004300,1.2285783715012721
oilp,GIN,879676.32,830000,1.0598509879518072
oilp,GMB,35070.62,35000,1.0020177142857143
oilp,GNB,80754.45,80000,1.009430625
oilp,GNQ,42976.67,35000,1.227904857142857
oilp,GTM,3030624.04,940000,3.2240681276595744
oilp,HND,2141666.63,1768216,1.2112019289498568
oilp,IDN,256591203.04,145033568.81,1.769184921431156
oilp,KHM,556472.01,160000,3.4779500625
oilp,LBR,187763.12,174000,1.0790983908045977
oilp,MDG,20996.91,21200,0.9904202830188679
oilp,MEX,1600558.76,438172,3.652809307760423
oilp,MYS,91393666,83090935,1.099923427266765
oilp,NGA,10062917.05,8000000,1.2578646312500001
oilp,NIC,457634.87,86700,5.278372202998846
oilp,PAN,134719.25,61100,2.2048977086743045
oilp,PER,1172587.16,291802,4.018434280779433
oilp,PHL,522861.07,565459.5,0.9246658160310331
oilp,PNG,3013686.01,1850000,1.6290194648648648
oilp,PRY,150150.98,152000,0.9878353947368421
oilp,SEN,125037.2,120000,1.0419766666666666
oilp,SLB,307624,191000,1.6105968586387434
oilp,SLE,343476.3,212000,1.6201712264150943
oilp,STP,16620.23,16100,1.0323124223602484
oilp,SUR,1113.8,1250,0.8910399999999999
oilp,TGO,588835.4,384300,1.5322284673432216
oilp,THA,16234431,8227238,1.9732540860006724
oilp,TZA,76675.42,69500,1.10324345323741
oilp,VEN,628574.3,369208,1.7024937162791707
ooil,AFG,19935.51,4470.11125,4.459734643069566
ooil,AGO,4188.15,2435.435,1.719672255675064
ooil,ALB,110164.5,15889.412,6.933201807593635
ooil,ARE,0,311000,0
ooil,ARG,60881.496666666666,152938.92307692306,0.39807718951993243
ooil,ARM,276.5,558,0.49551971326164873
ooil,ATG,0,35.965,0
ooil,AUS,41860.65666666666,93876.85181818182,0.44591031607814524
ooil,AUT,11563.333333333334,35871.096666666665,0.32235795411514695
ooil,AZE,7604.09,10334.414285714285,0.7358027063528378
ooil,BDI,0,606.3566666666667,0
ooil,BEL,0,105134.68666666666,0
ooil,BEN,16445.247499999998,18038.615,0.9116690776980382
ooil,BFA,147739.24,112148.735,1.3173509268740302
ooil,BGD,2005.6333333333332,24071.7775,0.08331887137679522
ooil,BGR,1650,17728.633636363636,0.0930697781816442
ooil,BIH,419.5,7746.5,0.05415348867230362
ooil,BLR,7000,42715.5,0.1638749400100666
ooil,BOL,65.58,23565.5725,0.0027828731935114243
ooil,BRA,18525.948,231234.153,0.08011769783851956
ooil,BRB,0,7.59,0
ooil,BWA,0,309.06333333333333,0
ooil,CAF,28430.879999999997,12804.31,2.2204148446890146
ooil,CAN,121423.04333333333,492584.6666666667,0.2465018737895482
ooil,CHE,227,7575.6,0.029964623264163895
ooil,CHL,44407.573333333334,11514.4675,3.856676249538533
ooil,CHN,271980.7025,1567080.7885714285,0.173558826375468
ooil,CIV,35244.16,33257.75,1.059727732633747
ooil,CMR,22735.420000000002,49830.41,0.45625592885950567
ooil,COD,58659.240000000005,29887.7825,1.9626494538361956
ooil,COG,3646.82,3400,1.0725941176470588
ooil,COL,0,8134.54,0
ooil,CPV,35.69,19.11,1.867608581894296
ooil,CRI,16104.55,3699.78,4.352839898588564
ooil,CUB,0,0,0
ooil,CYP,8620,2882.5,2.990459670424978
ooil,CZE,15936.666666666666,50796.33142857143,0.3137365675526474
ooil,DEU,0,341667.58444444445,0
ooil,DNK,0,28522.21857142857,0
ooil,DOM,0,3.6666666666666665,0
ooil,DZA,704619,60012.545,11.741195111788711
ooil,ECU,1528.71,1383.6299999999999,1.1048546215389954
ooil,EGY,492531.38,90488.71428571429,5.44301445641998
ooil,ERI,7687.02,4077.8775,1.8850541734027078
ooil,ESP,2765663.3333333335,831976.1972727273,3.3242096858051466
ooil,EST,736.6666666666666,9666,0.07621215256224567
ooil,ETH,61535.46,30531.2,2.015494314013206
ooil,FIN,200,30789.1625,0.00649579214764286
ooil,FRA,38620,229360.41727272727,0.16838127720215051
ooil,GBR,71000,172958.8,0.41050238553921514
ooil,GEO,0,7500,0
ooil,GGY,71000,172958.8,0.41050238553921514
ooil,GHA,17141.765,13394.146666666666,1.2797952289607102
ooil,GIN,0,19754.3,0
ooil,GMB,0,295,0
ooil,GNB,0,3100,0
ooil,GRC,805,335458.773,0.002399698755232733
ooil,GRD,0,15.67,0
ooil,GTM,0,1112.9966666666667,0
ooil,HND,0,758.94,0
ooil,HRV,13710,11842.375,1.1577069633413906
ooil,HTI,1568.62,717.7066666666667,2.185600431002452
ooil,HUN,6180,33529.555555555555,0.18431499903899048
ooil,IDN,98438.31,34362.566,2.864696134741509
ooil,IND,367200,1407166.6666666667,0.2609498993248845
ooil,IRL,0,2936.7000000000003,0
ooil,IRN,21148.26142857143,19175.176428571427,1.1028978798369784
ooil,IRQ,16733.005,7863.14,2.12803091385884
ooil,ISR,24551.786666666667,12836.043,1.9127223760988232
ooil,ITA,1135635,287555.7364285714,3.9492691542326117
ooil,JAM,0,1.05,0
ooil,JOR,172061.32,65684.66666666667,2.619505110274341
ooil,JPN,0,116246,0
ooil,KAZ,343633.0366666667,64122.22222222222,5.359031935539768
ooil,KEN,14337.146666666667,7416.2414285714285,1.933209268435102
ooil,KGZ,2038.2266666666667,11194.315714285714,0.18207693249758605
ooil,KHM,921.07,725.0366666666666,1.2703771303520284
ooil,KNA,0,0.58,0
ooil,KOR,19196.765,11785.788571428571,1.6288061578278537
ooil,KWT,641.16,28.9,22.185467128027682
ooil,LAO,0,1921.0149999999999,0
ooil,LBN,144327.18,47506.484,3.038052237248288
ooil,LBY,86629.9,64048,1.3525777541843615
ooil,LKA,0,147.89666666666668,0
ooil,LTU,2656.6666666666665,2904.2799999999997,0.9147419211187168
ooil,LUX,25,365.41999999999996,0.0684144272344152
ooil,LVA,200,8940.685,0.022369650647573427
ooil,MAR,318210.988,140762.25916666666,2.260627172964231
ooil,MDA,0,43150,0
ooil,MDG,1908.0266666666666,3073.768,0.6207451787729805
ooil,MEX,14603.24,68983.70071428572,0.21169116543171826
ooil,MKD,4001.1200000000003,2102.81375,1.9027457852603449
ooil,MLI,113512.39,80334.1525,1.4130028943791995
ooil,MLT,6.666666666666667,7.694999999999999,0.8663634394628548
ooil,MMR,11696.5,125150,0.09345984818218138
ooil,MNE,325.02,258.005,1.2597430282358868
ooil,MOZ,51881.020000000004,26994.193333333333,1.9219325934046558
ooil,MRT,2516.16,2700.2,0.9318420857714244
ooil,MUS,0,5.2,0
ooil,MWI,4538.91,7014.1825,0.6471046340753182
ooil,MYS,226564.52,43567.0125,5.2003685127595105
ooil,NAM,0,347.74333333333334,0
ooil,NER,48034.67,11871.446666666667,4.046235589372146
ooil,NGA,301455.94666666666,203796.21833333332,1.4792028484728752
ooil,NIC,0,575,0
ooil,NLD,0,105155.21428571429,0
ooil,NOR,0,1340.7733333333333,0
ooil,NPL,33393.5,3155.7149999999997,10.58191249843538
ooil,NZL,2305.99,1324.195,1.7414278108586725
ooil,PAK,127478.822,471630.52636363637,0.2702938314508322
ooil,PAN,0,144.36,0
ooil,PER,36926.73,17380.714285714286,2.124580692886204
ooil,PHL,5850.25,2701.6925,2.1654018730851123
ooil,POL,14046.666666666666,142922.92285714287,0.0982814120076936
ooil,PRK,0,13630.245,0
ooil,PRT,1375750,57190.235,24.05568013490415
ooil,PRY,29000,28578.673333333332,1.0147426950772849
ooil,PSE,23031.86,27287.44,0.8440461985440921
ooil,ROU,2636.6666666666665,41807.023,0.06306755366596341
ooil,RUS,299175.994,324801.1111111111,0.9211052048946192
ooil,RWA,0,0,0
ooil,SAU,382105,8038.306666666666,47.53550913708194
ooil,SEN,773.675,4957.405,0.15606451359128415
ooil,SGP,0,2754,0
ooil,SLV,3742.6666666666665,1482.1685714285713,2.525128881298124
ooil,SOM,0,2015.1766666666667,0
ooil,SVK,3166.6666666666665,16778.865,0.1887294919332545
ooil,SVN,1820,801.4825,2.270791938688618
ooil,SWE,2750,39448.9975,0.069710263232925
ooil,SWZ,0,690.35,0
ooil,SYR,189196.46000000002,192900.665,0.9807973445814716
ooil,TCD,23875.05,16364.8025,1.4589268645313622
ooil,TGO,4403.02,8143.6,0.5406724298835895
ooil,THA,24378.5175,17440.0925,1.397843360062454
ooil,TJK,2109.7466666666664,31213.5,0.067590839433792
ooil,TKM,0,170366.66666666666,0
ooil,TLS,0,0,0
ooil,TUN,351581.54,150854.8442857143,2.330594961432698
ooil,TUR,295989.6666666667,294732.3076923077,1.0042661050096742
ooil,TWN,6355.504999999999,6266.85,1.014146660603014
ooil,TZA,21576.36666666667,49608.80285714286,0.43493020238362845
ooil,UGA,24251.195,34532.471666666665,0.7022722043788449
ooil,UKR,12167.378,341797.42555555556,0.035598214293812235
ooil,URY,11036.09,2404.18375,4.590368768610136
ooil,USA,44346,611044.8825,0.0725740469645452
ooil,UZB,2516.0275,245010.51333333334,0.010269059338596545
ooil,VCT,0,0,0
ooil,VEN,0,10452.104,0
ooil,VNM,7000,4983.23,1.4047114020424505
ooil,WSM,206.4,181.29,1.1385073638921066
ooil,XMI,1375750,57190.235,24.05568013490415
ooil,YEM,0,9101.163333333334,0
ooil,ZAF,10816.625,52667.47142857143,0.20537581749428965
ooil,ZMB,0,27973.56,0
ooil,ZWE,12516.92,23359.54375,0.5358375203710903
opul,AFG,42417.32,53300,0.795822138836773
opul,ALB,947.4966666666667,866.6666666666666,1.0932653846153846
opul,ARG,70396.42333333334,41978.886666666665,1.6769483167173087
opul,ARM,389.28333333333336,82.66666666666667,4.709072580645161
opul,AUS,356494.858,384042.625,0.9282689857668794
opul,AUT,11220,11478.466,0.9774825312023401
opul,AZE,3354.4333333333334,3558.6666666666665,0.9426095916073436
opul,BDI,12536.54,31532,0.3975815045033617
opul,BEL,8473.333333333334,3600,2.353703703703704
opul,BEN,50206.23,41506.81,1.2095901853213968
opul,BFA,41399.89,38991.5,1.0617670517933395
opul,BGD,77525.5,47226,1.6415851437767333
opul,BGR,14300,1042,13.723608445297504
opul,BHR,8.81,7,1.2585714285714287
opul,BIH,3872.5,1750.5,2.212225078548986
opul,BLR,32949.67,28601,1.1520460823048144
opul,BLZ,1748,2678,0.6527259148618372
opul,BOL,9095.41,9313.155,0.9766196310487691
opul,BRA,6308,6629,0.9515764066978428
opul,BRB,1616.76,1195.65,1.352201731275875
opul,BTN,1011.3050000000001,840.7149999999999,1.2029106177479885
opul,BWA,8090.71,3873,2.0890033565711335
opul,CAF,49547.19,31300,1.5829773162939298
opul,CAN,1128887.5,1509100,0.7480534755814724
opul,CHE,3406.3333333333335,5192.333333333333,0.6560313282403545
opul,CHL,18998.879999999997,37807.3,0.5025188257294225
opul,CHN,1100579.4966666666,806166.6666666666,1.3652009468678934
opul,CIV,15626.72,13000,1.2020553846153845
opul,CMR,14819.09,10809.333333333334,1.3709531886024422
opul,COD,16476.193333333333,24350.333333333332,0.6766311207238779
opul,COG,6829.28,6050,1.128806611570248
opul,COL,14478.333333333334,16938.333333333332,0.8547672931221098
opul,COM,14801.92,12000,1.2334933333333333
opul,CPV,5970.18,4688,1.2735025597269625
opul,CYP,117.5,145.66666666666666,0.8066361556064073
opul,CZE,27970,15209.0975,1.8390308826674298
opul,DEU,196133.33333333334,53517.736,3.6648286716264185
opul,DMA,127.2,90,1.4133333333333333
opul,DNK,57275,11233.333333333334,5.0986646884272995
opul,DOM,6892.683333333333,7217.83,0.9549522963734715
opul,DZA,12022.32,10881.525,1.1048377869829826
opul,ECU,1273.1225,1289.2375,0.987500363587004
opul,EGY,23041.004,49271.8,0.4676306528277838
opul,ERI,7827.5625,7615.0225,1.0279106200933745
opul,ESP,111140,75805.2,1.46612633434118
opul,EST,19797.5,6075.5,3.2585795407785367
opul,ETH,476804.17,302639.0425,1.5754879676504396
opul,FIN,18240,12000,1.52
opul,FJI,1810.28,1836,0.9859912854030501
opul,FRA,250082.5,396119.05,0.6313316665785198
opul,GAB,421.05,302.09,1.3937899301532657
opul,GBR,346978.6333333333,305666.6666666667,1.135153653217012
opul,GEO,80.61,100,0.8061
opul,GGY,346978.6333333333,305666.6666666667,1.135153653217012
opul,GHA,26632.47,23020.18,1.156918408109754
opul,GIN,57138.86,58874.32,0.9705226319386789
opul,GMB,2402.24,2629.72,0.9134964939233075
opul,GNB,3168.79,3001.87,1.055605339338479
opul,GRC,50817.5,3967.526,12.80835966796437
opul,GTM,26232.25,22254.79,1.1787237713768586
opul,GUY,634.915,483.995,1.3118214031136683
opul,HRV,1356.6666666666667,1219.11,1.1128336792140716
opul,HUN,7985,7380,1.0819783197831978
opul,IDN,1455.79,1295.71,1.123546163879263
opul,IND,917418.48,687350,1.3347180912199026
opul,IRL,12687.5,12500,1.015
opul,IRN,14073.306666666665,18333.4,0.7676321177013901
opul,IRQ,4977.2,7642.225,0.6512762971516802
opul,ISR,513.8666666666667,128.66333333333333,3.9938858519650773
opul,ITA,51537.5,30495.656,1.689994797947616
opul,JAM,620.5,430,1.4430232558139535
opul,JOR,394.825,270,1.4623148148148148
opul,JPN,420.98999999999995,397.2,1.059894259818731
opul,KAZ,46254.685,27705,1.6695428622992239
opul,KEN,118910.01,26565.94,4.476032468642178
opul,KGZ,27644,733.3333333333334,37.696363636363635
opul,KNA,235.49,224.52,1.0488597897737395
opul,KOR,4820.0999999999995,3922.21,1.228924509396488
opul,LAO,3014.17,13930.25,0.2163758726512446
opul,LBN,1027.9,816.62,1.2587249883666822
opul,LBR,3896.16,3541.7,1.100081881582291
