"sector","area_code","area","element_code","element","item_code","item","year_code","year","value"
"Crops",49,"Cuba",5510,"Production",1804,"Citrus Fruit, Total",2010,2010,347553.35
"Crops",49,"Cuba",5510,"Production",1804,"Citrus Fruit, Total",2021,2021,39674.58
"Crops",49,"Cuba",5510,"Production",17530,"Fibre Crops, Fibre Equivalent",2010,2010,15899.94
"Crops",49,"Cuba",5510,"Production",17530,"Fibre Crops, Fibre Equivalent",2021,2021,15691.61
"Crops",49,"Cuba",5510,"Production",1738,"Fruit Primary",2010,2010,1975083.39
"Crops",49,"Cuba",5510,"Production",1738,"Fruit Primary",2021,2021,1431952.22
"Crops",49,"Cuba",5510,"Production",1841,"Oilcrops, Cake Equivalent",2010,2010,9296
"Crops",49,"Cuba",5510,"Production",1841,"Oilcrops, Cake Equivalent",2021,2021,5279
"Crops",49,"Cuba",5510,"Production",1732,"Oilcrops, Oil Equivalent",2010,2010,12160.38
"Crops",49,"Cuba",5510,"Production",1732,"Oilcrops, Oil Equivalent",2021,2021,5621.98
"Crops",49,"Cuba",5510,"Production",1726,"Pulses, Total",2010,2010,80439
"Crops",49,"Cuba",5510,"Production",1726,"Pulses, Total",2021,2021,57121
"Crops",49,"Cuba",5510,"Production",1720,"Roots and Tubers, Total",2010,2010,1515000
"Crops",49,"Cuba",5510,"Production",1720,"Roots and Tubers, Total",2021,2021,1251532.3
"Crops",49,"Cuba",5510,"Production",1723,"Sugar Crops Primary",2010,2010,11600000
"Crops",49,"Cuba",5510,"Production",1723,"Sugar Crops Primary",2021,2021,11205300.29
"Crops",49,"Cuba",5510,"Production",1735,"Vegetables Primary",2010,2010,2089030
"Crops",49,"Cuba",5510,"Production",1735,"Vegetables Primary",2021,2021,1663590
"Crops",50,"Cyprus",5510,"Production",221,"Almonds, in shell",2010,2010,510
"Crops",50,"Cyprus",5510,"Production",221,"Almonds, in shell",2021,2021,490
"Crops",50,"Cyprus",5510,"Production",711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",515,"Apples",2010,2010,6950
"Crops",50,"Cyprus",5510,"Production",515,"Apples",2021,2021,2650
"Crops",50,"Cyprus",5510,"Production",526,"Apricots",2010,2010,986
"Crops",50,"Cyprus",5510,"Production",526,"Apricots",2021,2021,850
"Crops",50,"Cyprus",5510,"Production",366,"Artichokes",2010,2010,2416
"Crops",50,"Cyprus",5510,"Production",366,"Artichokes",2021,2021,1050
"Crops",50,"Cyprus",5510,"Production",572,"Avocados",2010,2010,967
"Crops",50,"Cyprus",5510,"Production",572,"Avocados",2021,2021,1210
"Crops",50,"Cyprus",5510,"Production",486,"Bananas",2010,2010,6010
"Crops",50,"Cyprus",5510,"Production",486,"Bananas",2021,2021,5630
"Crops",50,"Cyprus",5510,"Production",44,"Barley",2010,2010,46062
"Crops",50,"Cyprus",5510,"Production",44,"Barley",2021,2021,25610
"Crops",50,"Cyprus",5510,"Production",176,"Beans, dry",2010,2010,193
"Crops",50,"Cyprus",5510,"Production",51,"Beer of barley, malted",2010,2010,34283
"Crops",50,"Cyprus",5510,"Production",181,"Broad beans and horse beans, dry",2010,2010,316
"Crops",50,"Cyprus",5510,"Production",181,"Broad beans and horse beans, dry",2021,2021,200
"Crops",50,"Cyprus",5510,"Production",420,"Broad beans and horse beans, green",2010,2010,3680
"Crops",50,"Cyprus",5510,"Production",420,"Broad beans and horse beans, green",2021,2021,2710
"Crops",50,"Cyprus",5510,"Production",358,"Cabbages",2010,2010,4343
"Crops",50,"Cyprus",5510,"Production",358,"Cabbages",2021,2021,3470
"Crops",50,"Cyprus",5510,"Production",568,"Cantaloupes and other melons",2010,2010,11200
"Crops",50,"Cyprus",5510,"Production",568,"Cantaloupes and other melons",2021,2021,7280
"Crops",50,"Cyprus",5510,"Production",426,"Carrots and turnips",2010,2010,1909
"Crops",50,"Cyprus",5510,"Production",426,"Carrots and turnips",2021,2021,2160
"Crops",50,"Cyprus",5510,"Production",393,"Cauliflowers and broccoli",2010,2010,1693
"Crops",50,"Cyprus",5510,"Production",393,"Cauliflowers and broccoli",2021,2021,1430
"Crops",50,"Cyprus",5510,"Production",531,"Cherries",2010,2010,443
"Crops",50,"Cyprus",5510,"Production",191,"Chick peas, dry",2010,2010,78
"Crops",50,"Cyprus",5510,"Production",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,1593
"Crops",50,"Cyprus",5510,"Production",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,990
"Crops",50,"Cyprus",5510,"Production",767,"Cotton lint, ginned",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",329,"Cotton seed",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",195,"Cow peas, dry",2010,2010,167
"Crops",50,"Cyprus",5510,"Production",397,"Cucumbers and gherkins",2010,2010,12308
"Crops",50,"Cyprus",5510,"Production",397,"Cucumbers and gherkins",2021,2021,7730
"Crops",50,"Cyprus",5510,"Production",149,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",569,"Figs",2010,2010,3012
"Crops",50,"Cyprus",5510,"Production",569,"Figs",2021,2021,1810
"Crops",50,"Cyprus",5510,"Production",773,"Flax, processed but not spun",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",560,"Grapes",2010,2010,28298
"Crops",50,"Cyprus",5510,"Production",560,"Grapes",2021,2021,22570
"Crops",50,"Cyprus",5510,"Production",406,"Green garlic",2010,2010,309.2
"Crops",50,"Cyprus",5510,"Production",242,"Groundnuts, excluding shelled",2010,2010,243
"Crops",50,"Cyprus",5510,"Production",225,"Hazelnuts, in shell",2010,2010,43
"Crops",50,"Cyprus",5510,"Production",225,"Hazelnuts, in shell",2021,2021,20
"Crops",50,"Cyprus",5510,"Production",336,"Hempseed",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",677,"Hop cones",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",592,"Kiwi fruit",2010,2010,123
"Crops",50,"Cyprus",5510,"Production",592,"Kiwi fruit",2021,2021,110
"Crops",50,"Cyprus",5510,"Production",407,"Leeks and other alliaceous vegetables",2010,2010,22.74
"Crops",50,"Cyprus",5510,"Production",497,"Lemons and limes",2010,2010,13925
"Crops",50,"Cyprus",5510,"Production",497,"Lemons and limes",2021,2021,6780
"Crops",50,"Cyprus",5510,"Production",201,"Lentils, dry",2010,2010,6
"Crops",50,"Cyprus",5510,"Production",372,"Lettuce and chicory",2010,2010,1451
"Crops",50,"Cyprus",5510,"Production",372,"Lettuce and chicory",2021,2021,2960
"Crops",50,"Cyprus",5510,"Production",333,"Linseed",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",461,"Locust beans (carobs)",2010,2010,10560
"Crops",50,"Cyprus",5510,"Production",210,"Lupins",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",449,"Mushrooms and truffles",2010,2010,790
"Crops",50,"Cyprus",5510,"Production",449,"Mushrooms and truffles",2021,2021,1140
"Crops",50,"Cyprus",5510,"Production",1182,"Natural honey",2010,2010,590
"Crops",50,"Cyprus",5510,"Production",75,"Oats",2010,2010,781
"Crops",50,"Cyprus",5510,"Production",75,"Oats",2021,2021,310
"Crops",50,"Cyprus",5510,"Production",290,"Oil of sesame seed",2010,2010,12
"Crops",50,"Cyprus",5510,"Production",430,"Okra",2010,2010,1608
"Crops",50,"Cyprus",5510,"Production",261,"Olive oil",2010,2010,2410
"Crops",50,"Cyprus",5510,"Production",260,"Olives",2010,2010,14873
"Crops",50,"Cyprus",5510,"Production",260,"Olives",2021,2021,16950
"Crops",50,"Cyprus",5510,"Production",403,"Onions and shallots, dry (excluding dehydrated)",2010,2010,7241
"Crops",50,"Cyprus",5510,"Production",403,"Onions and shallots, dry (excluding dehydrated)",2021,2021,4970
"Crops",50,"Cyprus",5510,"Production",402,"Onions and shallots, green",2010,2010,196
"Crops",50,"Cyprus",5510,"Production",490,"Oranges",2010,2010,33583
"Crops",50,"Cyprus",5510,"Production",490,"Oranges",2021,2021,18060
"Crops",50,"Cyprus",5510,"Production",414,"Other beans, green",2010,2010,2018
"Crops",50,"Cyprus",5510,"Production",414,"Other beans, green",2021,2021,1680
"Crops",50,"Cyprus",5510,"Production",512,"Other citrus fruit, n.e.c.",2010,2010,359.87
"Crops",50,"Cyprus",5510,"Production",619,"Other fruits, n.e.c.",2010,2010,978
"Crops",50,"Cyprus",5510,"Production",234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,2021,10
"Crops",50,"Cyprus",5510,"Production",339,"Other oil seeds, n.e.c.",2021,2021,290
"Crops",50,"Cyprus",5510,"Production",542,"Other pome fruits",2021,2021,50
"Crops",50,"Cyprus",5510,"Production",211,"Other pulses n.e.c.",2010,2010,78
"Crops",50,"Cyprus",5510,"Production",211,"Other pulses n.e.c.",2021,2021,220
"Crops",50,"Cyprus",5510,"Production",723,"Other stimulant, spice and aromatic crops, n.e.c.",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",541,"Other stone fruits",2021,2021,330
"Crops",50,"Cyprus",5510,"Production",603,"Other tropical fruits, n.e.c.",2010,2010,422
"Crops",50,"Cyprus",5510,"Production",603,"Other tropical fruits, n.e.c.",2021,2021,1730
"Crops",50,"Cyprus",5510,"Production",463,"Other vegetables, fresh n.e.c.",2010,2010,6625
"Crops",50,"Cyprus",5510,"Production",463,"Other vegetables, fresh n.e.c.",2021,2021,330
"Crops",50,"Cyprus",5510,"Production",534,"Peaches and nectarines",2010,2010,3532
"Crops",50,"Cyprus",5510,"Production",534,"Peaches and nectarines",2021,2021,2170
"Crops",50,"Cyprus",5510,"Production",521,"Pears",2010,2010,1278
"Crops",50,"Cyprus",5510,"Production",521,"Pears",2021,2021,520
"Crops",50,"Cyprus",5510,"Production",187,"Peas, dry",2021,2021,50
"Crops",50,"Cyprus",5510,"Production",417,"Peas, green",2010,2010,830
"Crops",50,"Cyprus",5510,"Production",417,"Peas, green",2021,2021,750
"Crops",50,"Cyprus",5510,"Production",223,"Pistachios, in shell",2010,2010,19
"Crops",50,"Cyprus",5510,"Production",536,"Plums and sloes",2010,2010,689
"Crops",50,"Cyprus",5510,"Production",536,"Plums and sloes",2021,2021,1510
"Crops",50,"Cyprus",5510,"Production",507,"Pomelos and grapefruits",2010,2010,23969
"Crops",50,"Cyprus",5510,"Production",507,"Pomelos and grapefruits",2021,2021,16580
"Crops",50,"Cyprus",5510,"Production",116,"Potatoes",2010,2010,82000
"Crops",50,"Cyprus",5510,"Production",116,"Potatoes",2021,2021,88530
"Crops",50,"Cyprus",5510,"Production",394,"Pumpkins, squash and gourds",2010,2010,3683
"Crops",50,"Cyprus",5510,"Production",394,"Pumpkins, squash and gourds",2021,2021,3010
"Crops",50,"Cyprus",5510,"Production",523,"Quinces",2010,2010,70
"Crops",50,"Cyprus",5510,"Production",1025,"Raw hides and skins of goats or kids",2010,2010,568.32
"Crops",50,"Cyprus",5510,"Production",995,"Raw hides and skins of sheep or lambs",2010,2010,567.06
"Crops",50,"Cyprus",5510,"Production",27,"Rice",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",71,"Rye",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",328,"Seed cotton, unginned",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",289,"Sesame seed",2010,2010,1
"Crops",50,"Cyprus",5510,"Production",987,"Shorn wool, greasy, including fleece-washed shorn wool",2010,2010,203
"Crops",50,"Cyprus",5510,"Production",83,"Sorghum",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",236,"Soya beans",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",373,"Spinach",2010,2010,927
"Crops",50,"Cyprus",5510,"Production",373,"Spinach",2021,2021,750
"Crops",50,"Cyprus",5510,"Production",544,"Strawberries",2010,2010,1788
"Crops",50,"Cyprus",5510,"Production",544,"Strawberries",2021,2021,1390
"Crops",50,"Cyprus",5510,"Production",157,"Sugar beet",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",267,"Sunflower seed",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",1225,"Tallow",2010,2010,5260.45
"Crops",50,"Cyprus",5510,"Production",495,"Tangerines, mandarins, clementines",2010,2010,41785
"Crops",50,"Cyprus",5510,"Production",495,"Tangerines, mandarins, clementines",2021,2021,18640
"Crops",50,"Cyprus",5510,"Production",136,"Taro",2010,2010,2020
"Crops",50,"Cyprus",5510,"Production",388,"Tomatoes",2010,2010,18315
"Crops",50,"Cyprus",5510,"Production",388,"Tomatoes",2021,2021,15140
"Crops",50,"Cyprus",5510,"Production",97,"Triticale",2021,2021,1140
"Crops",50,"Cyprus",5510,"Production",777,"True hemp, raw or retted",2010,2010,0
"Crops",50,"Cyprus",5510,"Production",777,"True hemp, raw or retted",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",826,"Unmanufactured tobacco",2010,2010,139.45
"Crops",50,"Cyprus",5510,"Production",826,"Unmanufactured tobacco",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",205,"Vetches",2010,2010,43
"Crops",50,"Cyprus",5510,"Production",222,"Walnuts, in shell",2010,2010,155
"Crops",50,"Cyprus",5510,"Production",222,"Walnuts, in shell",2021,2021,140
"Crops",50,"Cyprus",5510,"Production",567,"Watermelons",2010,2010,21811
"Crops",50,"Cyprus",5510,"Production",567,"Watermelons",2021,2021,14410
"Crops",50,"Cyprus",5510,"Production",15,"Wheat",2010,2010,18889
"Crops",50,"Cyprus",5510,"Production",15,"Wheat",2021,2021,25580
"Crops",50,"Cyprus",5510,"Production",564,"Wine",2010,2010,10923
"Crops",50,"Cyprus",5510,"Production",1717,"Cereals, primary",2010,2010,65732
"Crops",50,"Cyprus",5510,"Production",1717,"Cereals, primary",2021,2021,52640
"Crops",50,"Cyprus",5510,"Production",1804,"Citrus Fruit, Total",2010,2010,113621.87
"Crops",50,"Cyprus",5510,"Production",1804,"Citrus Fruit, Total",2021,2021,60060
"Crops",50,"Cyprus",5510,"Production",17530,"Fibre Crops, Fibre Equivalent",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",1738,"Fruit Primary",2010,2010,212738.87
"Crops",50,"Cyprus",5510,"Production",1738,"Fruit Primary",2021,2021,124280
"Crops",50,"Cyprus",5510,"Production",1841,"Oilcrops, Cake Equivalent",2010,2010,93
"Crops",50,"Cyprus",5510,"Production",1732,"Oilcrops, Oil Equivalent",2010,2010,3345.39
"Crops",50,"Cyprus",5510,"Production",1726,"Pulses, Total",2010,2010,881
"Crops",50,"Cyprus",5510,"Production",1726,"Pulses, Total",2021,2021,470
"Crops",50,"Cyprus",5510,"Production",1720,"Roots and Tubers, Total",2010,2010,84020
"Crops",50,"Cyprus",5510,"Production",1720,"Roots and Tubers, Total",2021,2021,88530
"Crops",50,"Cyprus",5510,"Production",1723,"Sugar Crops Primary",2021,2021,0
"Crops",50,"Cyprus",5510,"Production",1729,"Treenuts, Total",2010,2010,727
"Crops",50,"Cyprus",5510,"Production",1729,"Treenuts, Total",2021,2021,660
"Crops",50,"Cyprus",5510,"Production",1735,"Vegetables Primary",2010,2010,74467.94
"Crops",50,"Cyprus",5510,"Production",1735,"Vegetables Primary",2021,2021,51560
"Crops",167,"Czechia",5510,"Production",515,"Apples",2010,2010,99801
"Crops",167,"Czechia",5510,"Production",515,"Apples",2021,2021,114960
"Crops",167,"Czechia",5510,"Production",526,"Apricots",2010,2010,1333
"Crops",167,"Czechia",5510,"Production",526,"Apricots",2021,2021,1860
"Crops",167,"Czechia",5510,"Production",366,"Artichokes",2021,2021,0
"Crops",167,"Czechia",5510,"Production",367,"Asparagus",2010,2010,750
"Crops",167,"Czechia",5510,"Production",572,"Avocados",2021,2021,0
"Crops",167,"Czechia",5510,"Production",486,"Bananas",2021,2021,0
"Crops",167,"Czechia",5510,"Production",44,"Barley",2010,2010,1584456
"Crops",167,"Czechia",5510,"Production",44,"Barley",2021,2021,1749130
"Crops",167,"Czechia",5510,"Production",176,"Beans, dry",2010,2010,0
"Crops",167,"Czechia",5510,"Production",51,"Beer of barley, malted",2010,2010,1689600
"Crops",167,"Czechia",5510,"Production",181,"Broad beans and horse beans, dry",2010,2010,2600
"Crops",167,"Czechia",5510,"Production",181,"Broad beans and horse beans, dry",2021,2021,2350
"Crops",167,"Czechia",5510,"Production",420,"Broad beans and horse beans, green",2010,2010,335.21
"Crops",167,"Czechia",5510,"Production",89,"Buckwheat",2010,2010,2410.6
"Crops",167,"Czechia",5510,"Production",358,"Cabbages",2010,2010,35856
"Crops",167,"Czechia",5510,"Production",358,"Cabbages",2021,2021,49050
"Crops",167,"Czechia",5510,"Production",101,"Canary seed",2010,2010,713.48
"Crops",167,"Czechia",5510,"Production",568,"Cantaloupes and other melons",2010,2010,0
"Crops",167,"Czechia",5510,"Production",426,"Carrots and turnips",2010,2010,18834
"Crops",167,"Czechia",5510,"Production",426,"Carrots and turnips",2021,2021,36700
"Crops",167,"Czechia",5510,"Production",393,"Cauliflowers and broccoli",2010,2010,4524
"Crops",167,"Czechia",5510,"Production",393,"Cauliflowers and broccoli",2021,2021,5910
"Crops",167,"Czechia",5510,"Production",108,"Cereals n.e.c.",2010,2010,7694
"Crops",167,"Czechia",5510,"Production",108,"Cereals n.e.c.",2021,2021,10510
"Crops",167,"Czechia",5510,"Production",531,"Cherries",2010,2010,2107
"Crops",167,"Czechia",5510,"Production",531,"Cherries",2021,2021,1370
"Crops",167,"Czechia",5510,"Production",191,"Chick peas, dry",2010,2010,0
"Crops",167,"Czechia",5510,"Production",459,"Chicory roots",2010,2010,0
"Crops",167,"Czechia",5510,"Production",689,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2010,2010,2690
"Crops",167,"Czechia",5510,"Production",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,7395.64
"Crops",167,"Czechia",5510,"Production",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,11400
"Crops",167,"Czechia",5510,"Production",397,"Cucumbers and gherkins",2010,2010,10562
"Crops",167,"Czechia",5510,"Production",397,"Cucumbers and gherkins",2021,2021,15940
"Crops",167,"Czechia",5510,"Production",550,"Currants",2010,2010,2017
"Crops",167,"Czechia",5510,"Production",550,"Currants",2021,2021,1270
"Crops",167,"Czechia",5510,"Production",569,"Figs",2021,2021,0
"Crops",167,"Czechia",5510,"Production",773,"Flax, processed but not spun",2010,2010,33
"Crops",167,"Czechia",5510,"Production",549,"Gooseberries",2010,2010,2811
"Crops",167,"Czechia",5510,"Production",560,"Grapes",2010,2010,45923
"Crops",167,"Czechia",5510,"Production",560,"Grapes",2021,2021,90060
"Crops",167,"Czechia",5510,"Production",406,"Green garlic",2010,2010,222
"Crops",167,"Czechia",5510,"Production",406,"Green garlic",2021,2021,1580
"Crops",167,"Czechia",5510,"Production",244,"Groundnut oil",2010,2010,1000
"Crops",167,"Czechia",5510,"Production",677,"Hop cones",2010,2010,7772
"Crops",167,"Czechia",5510,"Production",677,"Hop cones",2021,2021,8310
"Crops",167,"Czechia",5510,"Production",592,"Kiwi fruit",2021,2021,0
"Crops",167,"Czechia",5510,"Production",407,"Leeks and other alliaceous vegetables",2021,2021,700
"Crops",167,"Czechia",5510,"Production",497,"Lemons and limes",2021,2021,0
"Crops",167,"Czechia",5510,"Production",201,"Lentils, dry",2010,2010,0
"Crops",167,"Czechia",5510,"Production",372,"Lettuce and chicory",2010,2010,4201.62
"Crops",167,"Czechia",5510,"Production",372,"Lettuce and chicory",2021,2021,19740
"Crops",167,"Czechia",5510,"Production",333,"Linseed",2010,2010,3928
"Crops",167,"Czechia",5510,"Production",333,"Linseed",2021,2021,2530
"Crops",167,"Czechia",5510,"Production",210,"Lupins",2021,2021,2630
"Crops",167,"Czechia",5510,"Production",56,"Maize (corn)",2010,2010,692589
"Crops",167,"Czechia",5510,"Production",56,"Maize (corn)",2021,2021,988040
"Crops",167,"Czechia",5510,"Production",1242,"Margarine and shortening",2010,2010,82000
"Crops",167,"Czechia",5510,"Production",79,"Millet",2010,2010,1328.22
"Crops",167,"Czechia",5510,"Production",103,"Mixed grain",2010,2010,3649
"Crops",167,"Czechia",5510,"Production",103,"Mixed grain",2021,2021,3730
"Crops",167,"Czechia",5510,"Production",165,"Molasses",2010,2010,88000
"Crops",167,"Czechia",5510,"Production",449,"Mushrooms and truffles",2010,2010,525.97
"Crops",167,"Czechia",5510,"Production",292,"Mustard seed",2010,2010,15586
"Crops",167,"Czechia",5510,"Production",1182,"Natural honey",2010,2010,7455
"Crops",167,"Czechia",5510,"Production",1182,"Natural honey",2021,2021,6086
"Crops",167,"Czechia",5510,"Production",75,"Oats",2010,2010,138244
"Crops",167,"Czechia",5510,"Production",75,"Oats",2021,2021,194750
"Crops",167,"Czechia",5510,"Production",334,"Oil of linseed",2010,2010,1190
"Crops",167,"Czechia",5510,"Production",290,"Oil of sesame seed",2010,2010,388.32
"Crops",167,"Czechia",5510,"Production",260,"Olives",2021,2021,0
"Crops",167,"Czechia",5510,"Production",403,"Onions and shallots, dry (excluding dehydrated)",2010,2010,34653
"Crops",167,"Czechia",5510,"Production",403,"Onions and shallots, dry (excluding dehydrated)",2021,2021,52040
"Crops",167,"Czechia",5510,"Production",490,"Oranges",2021,2021,0
"Crops",167,"Czechia",5510,"Production",414,"Other beans, green",2010,2010,343.69
"Crops",167,"Czechia",5510,"Production",558,"Other berries and fruits of the genus vaccinium n.e.c.",2010,2010,1200
"Crops",167,"Czechia",5510,"Production",558,"Other berries and fruits of the genus vaccinium n.e.c.",2021,2021,10
"Crops",167,"Czechia",5510,"Production",512,"Other citrus fruit, n.e.c.",2021,2021,0
"Crops",167,"Czechia",5510,"Production",619,"Other fruits, n.e.c.",2010,2010,17000
"Crops",167,"Czechia",5510,"Production",234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2010,2010,0
"Crops",167,"Czechia",5510,"Production",339,"Other oil seeds, n.e.c.",2010,2010,978
"Crops",167,"Czechia",5510,"Production",339,"Other oil seeds, n.e.c.",2021,2021,45280
"Crops",167,"Czechia",5510,"Production",211,"Other pulses n.e.c.",2010,2010,9896
"Crops",167,"Czechia",5510,"Production",211,"Other pulses n.e.c.",2021,2021,2480
"Crops",167,"Czechia",5510,"Production",603,"Other tropical fruits, n.e.c.",2021,2021,0
"Crops",167,"Czechia",5510,"Production",463,"Other vegetables, fresh n.e.c.",2010,2010,33709
"Crops",167,"Czechia",5510,"Production",534,"Peaches and nectarines",2010,2010,1802
"Crops",167,"Czechia",5510,"Production",534,"Peaches and nectarines",2021,2021,440
"Crops",167,"Czechia",5510,"Production",521,"Pears",2010,2010,4169
"Crops",167,"Czechia",5510,"Production",521,"Pears",2021,2021,7400
"Crops",167,"Czechia",5510,"Production",187,"Peas, dry",2010,2010,48242
"Crops",167,"Czechia",5510,"Production",187,"Peas, dry",2021,2021,104420
"Crops",167,"Czechia",5510,"Production",417,"Peas, green",2010,2010,3156
"Crops",167,"Czechia",5510,"Production",417,"Peas, green",2021,2021,5460
"Crops",167,"Czechia",5510,"Production",536,"Plums and sloes",2010,2010,4470
"Crops",167,"Czechia",5510,"Production",536,"Plums and sloes",2021,2021,6980
"Crops",167,"Czechia",5510,"Production",507,"Pomelos and grapefruits",2021,2021,0
"Crops",167,"Czechia",5510,"Production",296,"Poppy seed",2010,2010,23690
"Crops",167,"Czechia",5510,"Production",116,"Potatoes",2010,2010,665176
"Crops",167,"Czechia",5510,"Production",116,"Potatoes",2021,2021,671860
"Crops",167,"Czechia",5510,"Production",270,"Rape or colza seed",2010,2010,1042418
"Crops",167,"Czechia",5510,"Production",270,"Rape or colza seed",2021,2021,1024930
"Crops",167,"Czechia",5510,"Production",271,"Rapeseed or canola oil, crude",2010,2010,315100
"Crops",167,"Czechia",5510,"Production",547,"Raspberries",2010,2010,30.75
"Crops",167,"Czechia",5510,"Production",547,"Raspberries",2021,2021,40
"Crops",167,"Czechia",5510,"Production",162,"Raw cane or beet sugar (centrifugal only)",2010,2010,499000
"Crops",167,"Czechia",5510,"Production",1025,"Raw hides and skins of goats or kids",2010,2010,6.4
"Crops",167,"Czechia",5510,"Production",995,"Raw hides and skins of sheep or lambs",2010,2010,65.05
"Crops",167,"Czechia",5510,"Production",27,"Rice",2021,2021,0
"Crops",167,"Czechia",5510,"Production",71,"Rye",2010,2010,118233
"Crops",167,"Czechia",5510,"Production",71,"Rye",2021,2021,126580
"Crops",167,"Czechia",5510,"Production",987,"Shorn wool, greasy, including fleece-washed shorn wool",2010,2010,320
"Crops",167,"Czechia",5510,"Production",83,"Sorghum",2010,2010,0
"Crops",167,"Czechia",5510,"Production",530,"Sour cherries",2010,2010,4515
"Crops",167,"Czechia",5510,"Production",530,"Sour cherries",2021,2021,4960
"Crops",167,"Czechia",5510,"Production",237,"Soya bean oil",2010,2010,5800
"Crops",167,"Czechia",5510,"Production",236,"Soya beans",2010,2010,16135
"Crops",167,"Czechia",5510,"Production",236,"Soya beans",2021,2021,51460
"Crops",167,"Czechia",5510,"Production",373,"Spinach",2010,2010,2079.91
"Crops",167,"Czechia",5510,"Production",373,"Spinach",2021,2021,6590
"Crops",167,"Czechia",5510,"Production",544,"Strawberries",2010,2010,2654
"Crops",167,"Czechia",5510,"Production",544,"Strawberries",2021,2021,1820
"Crops",167,"Czechia",5510,"Production",157,"Sugar beet",2010,2010,3064986
"Crops",167,"Czechia",5510,"Production",157,"Sugar beet",2021,2021,4145060
"Crops",167,"Czechia",5510,"Production",267,"Sunflower seed",2010,2010,57358
"Crops",167,"Czechia",5510,"Production",267,"Sunflower seed",2021,2021,52120
"Crops",167,"Czechia",5510,"Production",268,"Sunflower-seed oil, crude",2010,2010,10300
"Crops",167,"Czechia",5510,"Production",1225,"Tallow",2010,2010,5500
"Crops",167,"Czechia",5510,"Production",495,"Tangerines, mandarins, clementines",2021,2021,0
"Crops",167,"Czechia",5510,"Production",388,"Tomatoes",2010,2010,7238
"Crops",167,"Czechia",5510,"Production",388,"Tomatoes",2021,2021,12870
"Crops",167,"Czechia",5510,"Production",97,"Triticale",2010,2010,171200
"Crops",167,"Czechia",5510,"Production",97,"Triticale",2021,2021,193450
"Crops",167,"Czechia",5510,"Production",777,"True hemp, raw or retted",2010,2010,0
"Crops",167,"Czechia",5510,"Production",777,"True hemp, raw or retted",2021,2021,60
"Crops",167,"Czechia",5510,"Production",826,"Unmanufactured tobacco",2010,2010,0
"Crops",167,"Czechia",5510,"Production",826,"Unmanufactured tobacco",2021,2021,0
"Crops",167,"Czechia",5510,"Production",205,"Vetches",2010,2010,98.39
"Crops",167,"Czechia",5510,"Production",222,"Walnuts, in shell",2010,2010,69
"Crops",167,"Czechia",5510,"Production",222,"Walnuts, in shell",2021,2021,180
"Crops",167,"Czechia",5510,"Production",15,"Wheat",2010,2010,4161553
"Crops",167,"Czechia",5510,"Production",15,"Wheat",2021,2021,4960930
"Crops",167,"Czechia",5510,"Production",890,"Whey, condensed",2010,2010,16000
"Crops",167,"Czechia",5510,"Production",900,"Whey, dry",2010,2010,40000
"Crops",167,"Czechia",5510,"Production",564,"Wine",2010,2010,46276
"Crops",167,"Czechia",5510,"Production",1717,"Cereals, primary",2010,2010,6882070.3
"Crops",167,"Czechia",5510,"Production",1717,"Cereals, primary",2021,2021,8227120
"Crops",167,"Czechia",5510,"Production",1804,"Citrus Fruit, Total",2021,2021,0
"Crops",167,"Czechia",5510,"Production",17530,"Fibre Crops, Fibre Equivalent",2010,2010,33
"Crops",167,"Czechia",5510,"Production",17530,"Fibre Crops, Fibre Equivalent",2021,2021,60
"Crops",167,"Czechia",5510,"Production",1738,"Fruit Primary",2010,2010,189832.75
