"iso3c_consuming","iso3c_producing","SPAM_super","prop_of_supply","animal_system","diet","source_ingredient","consuming_ingredient_consumed_tonnes","raw_material","FAOSTAT_name","FAO_code","producing_ingredient_consumed_tonnes"
"CAN","EGY","opul",0.000189564415412691,"salmon_aquaculture_meat","plant-dominant","pea flour",2983.76,"peas","Peas, dry; Peas, green",187,0.565614720131771
"CAN","EGY","opul",0.000189564415412691,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1670.9056,"peas","Peas, dry; Peas, green",187,0.316744243273792
"CAN","EGY","opul",0.000189564415412691,"salmon_aquaculture_meat","fish-dominant","faba beans",2387.008,"faba beans","Broad beans and horse beans, dry",181,0.452491776105416
"CAN","EGY","opul",0.000189564415412691,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,0
"CAN","EGY","opul",0.000189564415412691,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,0
"CAN","EGY","opul",0.000189564415412691,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,0
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","plant-dominant","soy oil",148.8188,"soybean","Soya beans",236,5.17235881967029e-05
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",7775.7823,"soybean","Soya beans",236,0.00270255748327773
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,0
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,0
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","fish-dominant","soybean meal",6324.799,"soybean","Soya beans",236,0.00219825249835987
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","plant-dominant","soy oil",477.4016,"soybean","Soya beans",236,0.000165926104516681
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",24944.2336,"soybean","Soya beans",236,0.0086696389609966
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,0
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,0
"CAN","EGY","soyb",3.47560847128877e-07,"salmon_aquaculture_meat","fish-dominant","soybean meal",20289.568,"soybean","Soya beans",236,0.00705185944195896
"CAN","EGY","sunf",6.03679967296454e-05,"salmon_aquaculture_meat","plant-dominant","sunflower meal",1264.9598,"sunflower","Sunflower seed",267,0.076363089069533
"CAN","EGY","sunf",6.03679967296454e-05,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,0
"CAN","EGY","sunf",6.03679967296454e-05,"salmon_aquaculture_meat","plant-dominant","sunflower meal",4057.9136,"sunflower","Sunflower seed",267,0.244968114933984
"CAN","EGY","sunf",6.03679967296454e-05,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,0
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","plant-dominant","wheat",2418.3055,"wheat","Wheat",15,0.00285678531627778
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","plant-dominant","wheat gluten",3646.0606,"wheat","Wheat",15,0.00430715324608035
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","fish-dominant","wheat",2604.329,"wheat","Wheat",15,0.00307653803291453
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","fish-dominant","wheat gluten",4836.611,"wheat","Wheat",15,0.00571357063255556
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","plant-dominant","wheat",7757.776,"wheat","Wheat",15,0.0091643924077302
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","plant-dominant","wheat gluten",11696.3392,"wheat","Wheat",15,0.0138170839378086
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","fish-dominant","wheat",8354.528,"wheat","Wheat",15,0.00986934566986329
"CAN","EGY","whea",1.18131696606478e-06,"salmon_aquaculture_meat","fish-dominant","wheat gluten",15515.552,"wheat","Wheat",15,0.0183287848154604
"CAN","SLV","maiz",6.90219083490712e-06,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",260.4329,"maize","Maize (corn)",56,0.00179755757548828
"CAN","SLV","maiz",6.90219083490712e-06,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1488.188,"maize","Maize (corn)",56,0.0102717575742188
"CAN","SLV","maiz",6.90219083490712e-06,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",835.4528,"maize","Maize (corn)",56,0.00576645465915749
"CAN","SLV","maiz",6.90219083490712e-06,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",4774.016,"maize","Maize (corn)",56,0.0329511694809
"CAN","SLV","ooil",2.35671962186198e-07,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0.000113985360470135
"CAN","SLV","ooil",2.35671962186198e-07,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","SLV","ooil",2.35671962186198e-07,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,0.000365658058424199
"CAN","SLV","ooil",2.35671962186198e-07,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat",2418.3055,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat gluten",3646.0606,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat",2604.329,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat gluten",4836.611,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat",7757.776,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat gluten",11696.3392,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat",8354.528,"wheat","Wheat",15,0
"CAN","SLV","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat gluten",15515.552,"wheat","Wheat",15,0
"CAN","EST","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0
"CAN","EST","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","EST","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,0
"CAN","EST","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat",2418.3055,"wheat","Wheat",15,4.92549192461687e-06
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat gluten",3646.0606,"wheat","Wheat",15,7.42612628634543e-06
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat",2604.329,"wheat","Wheat",15,5.30437591881816e-06
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat gluten",4836.611,"wheat","Wheat",15,9.85098384923373e-06
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat",7757.776,"wheat","Wheat",15,1.58006765650521e-05
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat gluten",11696.3392,"wheat","Wheat",15,2.38225585134631e-05
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat",8354.528,"wheat","Wheat",15,1.70161132239022e-05
"CAN","EST","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat gluten",15515.552,"wheat","Wheat",15,3.16013531301041e-05
"CAN","FJI","cnut",2.24696791169324e-05,"salmon_aquaculture_meat","plant-dominant","coconut oil",37.2047,"coconut","Coconuts, in shell",249,0.000835977670641736
"CAN","FJI","cnut",2.24696791169324e-05,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","FJI","cnut",2.24696791169324e-05,"salmon_aquaculture_meat","plant-dominant","coconut oil",119.3504,"coconut","Coconuts, in shell",249,0.00268176519047753
"CAN","FJI","cnut",2.24696791169324e-05,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","FJI","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0
"CAN","FJI","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","FJI","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,0
"CAN","FJI","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","faba beans",1339.3692,"faba beans","Broad beans and horse beans, dry",181,0.00279859048029246
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","guar meal",1599.8021,"guar","Other pulses n.e.c.",211,0.00334276085146044
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","pea flour",930.1175,"peas","Peas, dry; Peas, green",187,0.00194346561131421
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",520.8658,"peas","Peas, dry; Peas, green",187,0.00108834074233596
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","faba beans",744.094,"faba beans","Broad beans and horse beans, dry",181,0.00155477248905137
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,0
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","faba beans",4296.6144,"faba beans","Broad beans and horse beans, dry",181,0.00897770693646493
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","guar meal",5132.0672,"guar","Other pulses n.e.c.",211,0.0107233721741109
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","pea flour",2983.76,"peas","Peas, dry; Peas, green",187,0.00623451870587843
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1670.9056,"peas","Peas, dry; Peas, green",187,0.00349133047529192
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","faba beans",2387.008,"faba beans","Broad beans and horse beans, dry",181,0.00498761496470274
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,0
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FJI","opul",2.08948397521196e-06,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat",2418.3055,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat gluten",3646.0606,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat",2604.329,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat gluten",4836.611,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat",7757.776,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","plant-dominant","wheat gluten",11696.3392,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat",8354.528,"wheat","Wheat",15,0
"CAN","FJI","whea",0,"salmon_aquaculture_meat","fish-dominant","wheat gluten",15515.552,"wheat","Wheat",15,0
"CAN","FIN","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0
"CAN","FIN","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","FIN","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,0
"CAN","FIN","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","FIN","rape",5.79815637827407e-07,"salmon_aquaculture_meat","plant-dominant","canola oil",6845.6648,"rapeseed","Rape or colza seed",270,0.00396922350236463
"CAN","FIN","rape",5.79815637827407e-07,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,0
"CAN","FIN","rape",5.79815637827407e-07,"salmon_aquaculture_meat","plant-dominant","canola oil",21960.4736,"rapeseed","Rape or colza seed",270,0.0127330260073759
"CAN","FIN","rape",5.79815637827407e-07,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,0
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat",2418.3055,"wheat","Wheat",15,4.92549192461687e-06
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat gluten",3646.0606,"wheat","Wheat",15,7.42612628634543e-06
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat",2604.329,"wheat","Wheat",15,5.30437591881816e-06
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat gluten",4836.611,"wheat","Wheat",15,9.85098384923373e-06
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat",7757.776,"wheat","Wheat",15,1.58006765650521e-05
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","plant-dominant","wheat gluten",11696.3392,"wheat","Wheat",15,2.38225585134631e-05
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat",8354.528,"wheat","Wheat",15,1.70161132239022e-05
"CAN","FIN","whea",2.03675338976687e-09,"salmon_aquaculture_meat","fish-dominant","wheat gluten",15515.552,"wheat","Wheat",15,3.16013531301041e-05
"CAN","FRA","cnut",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",37.2047,"coconut","Coconuts, in shell",249,0
"CAN","FRA","cnut",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","FRA","cnut",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",119.3504,"coconut","Coconuts, in shell",249,0
"CAN","FRA","cnut",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","FRA","maiz",9.45801437265855e-06,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",260.4329,"maize","Maize (corn)",56,0.00246317811131315
"CAN","FRA","maiz",9.45801437265855e-06,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1488.188,"maize","Maize (corn)",56,0.014075303493218
"CAN","FRA","maiz",9.45801437265855e-06,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",835.4528,"maize","Maize (corn)",56,0.00790172459007783
"CAN","FRA","maiz",9.45801437265855e-06,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",4774.016,"maize","Maize (corn)",56,0.0451527119433019
"CAN","FRA","ooil",0.0015567648136441,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0.7529465822084
"CAN","FRA","ooil",0.0015567648136441,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","FRA","ooil",0.0015567648136441,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,2.41540654178653
"CAN","FRA","ooil",0.0015567648136441,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","faba beans",1339.3692,"faba beans","Broad beans and horse beans, dry",181,0.755748595393439
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","guar meal",1599.8021,"guar","Other pulses n.e.c.",211,0.902699711164385
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","pea flour",930.1175,"peas","Peas, dry; Peas, green",187,0.524825413467666
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",520.8658,"peas","Peas, dry; Peas, green",187,0.293902231541893
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","faba beans",744.094,"faba beans","Broad beans and horse beans, dry",181,0.419860330774133
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,0
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","faba beans",4296.6144,"faba beans","Broad beans and horse beans, dry",181,2.42439522855029
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","guar meal",5132.0672,"guar","Other pulses n.e.c.",211,2.89580541187952
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","pea flour",2983.76,"peas","Peas, dry; Peas, green",187,1.68360779760437
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1670.9056,"peas","Peas, dry; Peas, green",187,0.942820366658447
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","faba beans",2387.008,"faba beans","Broad beans and horse beans, dry",181,1.3468862380835
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,0
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FRA","opul",0.000564257111029161,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,0
"CAN","FRA","rape",0.000427733655056002,"salmon_aquaculture_meat","plant-dominant","canola oil",6845.6648,"rapeseed","Rape or colza seed",270,2.92812122619222
"CAN","FRA","rape",0.000427733655056002,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,0
"CAN","FRA","rape",0.000427733655056002,"salmon_aquaculture_meat","plant-dominant","canola oil",21960.4736,"rapeseed","Rape or colza seed",270,9.39323363968884
"CAN","FRA","rape",0.000427733655056002,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,0
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","plant-dominant","soy oil",148.8188,"soybean","Soya beans",236,0.000641707858550117
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",7775.7823,"soybean","Soya beans",236,0.0335292356092436
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,0
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,0
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","fish-dominant","soybean meal",6324.799,"soybean","Soya beans",236,0.02727258398838
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","plant-dominant","soy oil",477.4016,"soybean","Soya beans",236,0.00205855952611095
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",24944.2336,"soybean","Soya beans",236,0.107559735239297
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,0
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,0
"CAN","FRA","soyb",4.31200801612509e-06,"salmon_aquaculture_meat","fish-dominant","soybean meal",20289.568,"soybean","Soya beans",236,0.0874887798597152
"CAN","FRA","sunf",5.77392192670792e-05,"salmon_aquaculture_meat","plant-dominant","sunflower meal",1264.9598,"sunflower","Sunflower seed",267,0.0730377912562407
"CAN","FRA","sunf",5.77392192670792e-05,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,0
"CAN","FRA","sunf",5.77392192670792e-05,"salmon_aquaculture_meat","plant-dominant","sunflower meal",4057.9136,"sunflower","Sunflower seed",267,0.234300763117263
"CAN","FRA","sunf",5.77392192670792e-05,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,0
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","plant-dominant","wheat",2418.3055,"wheat","Wheat",15,0.280782592654709
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","plant-dominant","wheat gluten",3646.0606,"wheat","Wheat",15,0.423333755079408
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","fish-dominant","wheat",2604.329,"wheat","Wheat",15,0.302381253628148
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","fish-dominant","wheat gluten",4836.611,"wheat","Wheat",15,0.561565185309418
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","plant-dominant","wheat",7757.776,"wheat","Wheat",15,0.900733368267358
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","plant-dominant","wheat gluten",11696.3392,"wheat","Wheat",15,1.35802877061848
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","fish-dominant","wheat",8354.528,"wheat","Wheat",15,0.970020550441771
"CAN","FRA","whea",0.00011610716373705,"salmon_aquaculture_meat","fish-dominant","wheat gluten",15515.552,"wheat","Wheat",15,1.80146673653472
"CAN","PYF","cnut",3.43923659953048e-06,"salmon_aquaculture_meat","plant-dominant","coconut oil",37.2047,"coconut","Coconuts, in shell",249,0.000127955765914551
"CAN","PYF","cnut",3.43923659953048e-06,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","PYF","cnut",3.43923659953048e-06,"salmon_aquaculture_meat","plant-dominant","coconut oil",119.3504,"coconut","Coconuts, in shell",249,0.000410474263848602
"CAN","PYF","cnut",3.43923659953048e-06,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","PYF","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0
"CAN","PYF","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","PYF","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,0
"CAN","PYF","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","GEO","maiz",1.23802001290435e-07,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",260.4329,"maize","Maize (corn)",56,3.22421142218718e-05
"CAN","GEO","maiz",1.23802001290435e-07,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1488.188,"maize","Maize (corn)",56,0.00018424065269641
"CAN","GEO","maiz",1.23802001290435e-07,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",835.4528,"maize","Maize (corn)",56,0.000103430728623698
"CAN","GEO","maiz",1.23802001290435e-07,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",4774.016,"maize","Maize (corn)",56,0.000591032734992559
"CAN","GEO","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,0
"CAN","GEO","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","GEO","ooil",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,0
"CAN","GEO","ooil",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","DEU","cnut",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",37.2047,"coconut","Coconuts, in shell",249,0
"CAN","DEU","cnut",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","DEU","cnut",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",119.3504,"coconut","Coconuts, in shell",249,0
"CAN","DEU","cnut",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,0
"CAN","DEU","maiz",5.25608274367504e-06,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",260.4329,"maize","Maize (corn)",56,0.00136885687157525
"CAN","DEU","maiz",5.25608274367504e-06,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",1488.188,"maize","Maize (corn)",56,0.00782203926614427
"CAN","DEU","maiz",5.25608274367504e-06,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",835.4528,"maize","Maize (corn)",56,0.00439120904523499
"CAN","DEU","maiz",5.25608274367504e-06,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",4774.016,"maize","Maize (corn)",56,0.0250926231156285
"CAN","DEU","ooil",0.00219493081982115,"salmon_aquaculture_meat","plant-dominant","linseed oil",483.6611,"flax","Linseed",333,1.0616026547386
"CAN","DEU","ooil",0.00219493081982115,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","DEU","ooil",0.00219493081982115,"salmon_aquaculture_meat","plant-dominant","linseed oil",1551.5552,"flax","Linseed",333,3.40555632713377
"CAN","DEU","ooil",0.00219493081982115,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,0
"CAN","DEU","opul",6.48061491388816e-05,"salmon_aquaculture_meat","plant-dominant","faba beans",1339.3692,"faba beans","Broad beans and horse beans, dry",181,0.0867993601272245
"CAN","DEU","opul",6.48061491388816e-05,"salmon_aquaculture_meat","plant-dominant","guar meal",1599.8021,"guar","Other pulses n.e.c.",211,0.103677013485296
"CAN","DEU","opul",6.48061491388816e-05,"salmon_aquaculture_meat","plant-dominant","pea flour",930.1175,"peas","Peas, dry; Peas, green",187,0.0602773334216837
"CAN","DEU","opul",6.48061491388816e-05,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",520.8658,"peas","Peas, dry; Peas, green",187,0.0337553067161429
