"allocation","diet","fcr","spp_type","ingredient_raw_material","med_ad","mean_ad","global_mean","lower_med_ad","upper_med_ad","lower_mean_ad","upper_mean_ad","range_med_ad","range_mean_ad"
"mass","plant-dominant","regular","Terrestrial mammal","Soybean_soy oil",0.00000040652453545751,0.000000635548220617063,0.000000409345555319664,0.00000000282101986215366,0.000000815870090777173,-0.000000226202665297399,0.00000104489377593673,0.00000081304907091502,0.00000127109644123413
"mass","plant-dominant","regular","Terrestrial mammal","Wheat_wheat gluten",0.00000317121320604569,0.00000517511133089531,0.00000317191075206664,0.000000000697546020944628,0.00000634312395811233,-0.00000200320057882868,0.00000834702208296195,0.00000634242641209138,0.0000103502226617906
"mass","plant-dominant","regular","Terrestrial mammal","Wheat_wheat",0.00000210354001954062,0.00000343260769969881,0.00000210400410855783,0.000000000464089017215841,0.00000420754412809845,-0.00000132860359114098,0.00000553661180825665,0.00000420708003908123,0.00000686521539939763
"mass","plant-dominant","regular","Terrestrial mammal","Pulses_pea protein concentrate",0.000000697389998045502,0.00000113607354315236,0.000000700631244094837,0.00000000324124604933473,0.00000139802124214034,-0.00000043544229905752,0.00000183670478724719,0.000001394779996091,0.00000227214708630471
"mass","plant-dominant","regular","Terrestrial mammal","Pulses_pea flour",0.00000121587266338728,0.00000198076527866862,0.0000012215148425556,0.00000000564217916831922,0.00000243738750594287,-0.000000759250436113022,0.00000320228012122422,0.00000243174532677456,0.00000396153055733724
"mass","plant-dominant","regular","Terrestrial mammal","Pulses_guar meal",0.00000177740728695914,0.00000289565268614482,0.00000178564792979392,0.0000000082406428347781,0.00000356305521675306,-0.0000011100047563509,0.00000468130061593874,0.00000355481457391828,0.00000579130537228964
"mass","plant-dominant","regular","Terrestrial mammal","CropsNES_linseed oil",0.000000546674029865579,0.000000908170952597314,0.000000552703106658947,0.00000000602907679336795,0.00000109937713652453,-0.000000355467845938367,0.00000146087405925626,0.00000109334805973116,0.00000181634190519463
"mass","plant-dominant","regular","Terrestrial mammal","CropsNES_coconut oil",0.0000000415404646163614,0.0000000689480381739509,0.0000000420225961732617,0.000000000482131556900356,0.0000000835630607896231,-0.0000000269254420006892,0.000000110970634347213,0.0000000830809292327227,0.000000137896076347902
"mass","plant-dominant","regular","Terrestrial mammal","Pulses_faba beans",0.00000148814234878274,0.00000242435833715011,0.00000149504551526563,0.00000000690316648288558,0.00000298318786404837,-0.000000929312821884483,0.00000391940385241574,0.00000297628469756549,0.00000484871667430023
"mass","plant-dominant","regular","Terrestrial mammal","Maize_corn gluten meal",0.0000000776852672793099,0.000000132126865274635,0.0000000776907074879234,0.00000000000544020861345529,0.000000155375974767233,-0.0000000544361577867119,0.000000209817572762559,0.00000015537053455862,0.000000264253730549271
"mass","plant-dominant","regular","Amphibians","Sunflower_sunflower meal",0.0000034206331817002,0.000005880944601268,0.000003445005092412,0.0000000243719107118068,0.0000068656382741122,-0.000002435939508856,0.00000932594969368,0.00000684126636340039,0.000011761889202536
"mass","plant-dominant","regular","Amphibians","Rapeseed_canola oil",0.0000104830043442123,0.0000177518606915799,0.0000104945785400363,0.0000000115741958239823,0.0000209775828842486,-0.00000725728215154361,0.0000282464392316162,0.0000209660086884247,0.0000355037213831598
"mass","plant-dominant","regular","Amphibians","Soybean_soy protein concentrate",0.000017997370491605,0.0000278056453414945,0.0000181273606329226,0.000000129990141317649,0.0000361247311245276,-0.00000967828470857191,0.0000459330059744172,0.0000359947409832099,0.0000556112906829891
"mass","plant-dominant","regular","Amphibians","Soybean_soy oil",0.000000284780632837021,0.000000439870474277795,0.00000028684867945986,0.00000000206804662283844,0.000000571629312296881,-0.000000153021794817936,0.000000726719153737655,0.000000569561265674042,0.000000879740948555591
"mass","plant-dominant","regular","Amphibians","Wheat_wheat gluten",0.0000023897172784768,0.00000379393827594307,0.00000239368795937199,0.00000000397068089519337,0.00000478340523784879,-0.00000140025031657108,0.00000618762623531507,0.0000047794345569536,0.00000758787655188614
"mass","plant-dominant","regular","Amphibians","Wheat_wheat",0.00000158530912568595,0.00000251673599581987,0.00000158795251874595,0.00000000264339305999783,0.00000317326164443191,-0.00000092878347707392,0.00000410468851456582,0.00000317061825137191,0.00000503347199163974
"mass","plant-dominant","regular","Amphibians","Pulses_pea protein concentrate",0.000000526288554645563,0.000000847992161421524,0.000000529375867939466,0.00000000308731329390355,0.00000105566442258503,-0.000000318616293482058,0.00000137736802936099,0.00000105257710929113,0.00000169598432284305
"mass","plant-dominant","regular","Amphibians","Pulses_pea flour",0.000000917629795423973,0.00000147857372634315,0.000000923011257144661,0.00000000538146172068821,0.00000184064105256863,-0.000000555562469198489,0.00000240158498348781,0.00000183525959084795,0.0000029571474526863
"mass","plant-dominant","regular","Amphibians","Pulses_guar meal",0.00000134153346192656,0.00000216163597308611,0.00000134939779777577,0.00000000786433584920587,0.00000269093125970233,-0.000000812238175310341,0.00000351103377086188,0.00000268306692385313,0.00000432327194617222
"mass","plant-dominant","regular","Amphibians","CropsNES_linseed oil",0.000000381026606044583,0.00000061556063633677,0.000000385224399934853,0.00000000419779389027042,0.000000766251005979435,-0.000000230336236401917,0.00000100078503627162,0.000000762053212089165,0.00000123112127267354
"mass","plant-dominant","regular","Amphibians","CropsNES_coconut oil",0.0000000290083567113612,0.0000000467989032563341,0.000000029349173475061,0.000000000340816763699792,0.0000000583575301864222,-0.0000000174497297812731,0.0000000761480767313952,0.0000000580167134227224,0.0000000935978065126683
"mass","plant-dominant","regular","Amphibians","Pulses_faba beans",0.00000112315428018727,0.00000180974748026552,0.00000112973958870799,0.00000000658530852071237,0.00000225289386889526,-0.000000680007891557536,0.00000293948706897351,0.00000224630856037455,0.00000361949496053104
"mass","plant-dominant","regular","Amphibians","Maize_corn gluten meal",0.000000059706581559427,0.000000100176939694918,0.0000000597125195079106,0.00000000000593794848360862,0.000000119419101067338,-0.0000000404644201870069,0.000000159889459202828,0.000000119413163118854,0.000000200353879389835
"mass","plant-dominant","regular","Amphibians","trimmings fish_fish oil, cut offs",0.0000000153982276062547,0.0000000244252310980107,0.000000016208071131828,0.000000000809843525573228,0.0000000316062987380827,-0.00000000821715996618275,0.0000000406333022298387,0.0000000307964552125095,0.0000000488504621960214
"mass","plant-dominant","regular","Amphibians","trimmings fish_fish meal, cut offs",0.00000000801116907440869,0.0000000113246672042037,0.00000000876871831996452,0.000000000757549245555822,0.0000000167798873943732,-0.0000000025559488842392,0.0000000200933855241682,0.0000000160223381488174,0.0000000226493344084074
"mass","plant-dominant","regular","Amphibians","forage fish_fish oil",0.000000084261049034645,0.000000106698492651295,0.0000000959132562337648,0.0000000116522071991199,0.00000018017430526841,-0.0000000107852364175301,0.00000020261174888506,0.00000016852209806929,0.00000021339698530259
"mass","plant-dominant","regular","Amphibians","forage fish_fish meal",0.0000000443896352963165,0.0000000567356620257494,0.0000000609537773542897,0.0000000165641420579732,0.000000105343412650606,0.00000000421811532854032,0.000000117689439380039,0.000000088779270592633,0.000000113471324051499
"mass","plant-dominant","regular","Bird","Sunflower_sunflower meal",0.00000408608477095011,0.00000705319027494866,0.00000411177563194424,0.000000025690860994132,0.00000819786040289435,-0.00000294141464300442,0.0000111649659068929,0.00000817216954190022,0.0000141063805498973
"mass","plant-dominant","regular","Bird","Rapeseed_canola oil",0.0000156660898502063,0.0000274238667077602,0.0000156713457010719,0.00000000525585086563751,0.0000313374355512783,-0.0000117525210066883,0.0000430952124088322,0.0000313321797004126,0.0000548477334155204
"mass","plant-dominant","regular","Bird","Soybean_soy protein concentrate",0.0000175995959828694,0.0000274883608568587,0.0000177173396714463,0.000000117743688576866,0.0000353169356543157,-0.00000977102118541242,0.000045205700528305,0.0000351991919657389,0.0000549767217137174
"mass","plant-dominant","regular","Bird","Soybean_soy oil",0.000000279331039254653,0.000000435971925770545,0.000000281249927192088,0.00000000191888793743544,0.000000560580966446741,-0.000000154721998578457,0.000000717221852962633,0.000000558662078509305,0.00000087194385154109
"mass","plant-dominant","regular","Bird","Wheat_wheat gluten",0.00000315487320076426,0.00000517201894383429,0.0000031556201352785,0.000000000746934514239683,0.00000631049333604276,-0.00000201639880855579,0.00000832763907911279,0.00000630974640152852,0.0000103440378876686
"mass","plant-dominant","regular","Bird","Wheat_wheat",0.00000209252486329713,0.00000343023860684849,0.00000209302222111872,0.00000000049735782159388,0.00000418554708441585,-0.00000133721638572977,0.00000552326082796722,0.00000418504972659426,0.00000686047721369699
"mass","plant-dominant","regular","Bird","Pulses_pea protein concentrate",0.000000668156907819298,0.00000110013036477482,0.000000671123740820792,0.00000000296683300149425,0.00000133928064864009,-0.000000429006623954027,0.00000177125410559561,0.0000013363138156386,0.00000220026072954964
"mass","plant-dominant","regular","Bird","Pulses_pea flour",0.00000116493551934333,0.00000191815337008588,0.00000117010325980111,0.00000000516774045777879,0.00000233503877914443,-0.000000748050110284771,0.00000308825662988698,0.00000232987103868665,0.00000383630674017175
"mass","plant-dominant","regular","Bird","Pulses_guar meal",0.00000170297350973668,0.00000280417373878258,0.00000171051955752331,0.00000000754604778663293,0.00000341349306725999,-0.00000109365418125927,0.00000451469329630589,0.00000340594701947336,0.00000560834747756516
"mass","plant-dominant","regular","Bird","CropsNES_linseed oil",0.000000582695872590324,0.000000983746668550355,0.000000587967653380008,0.00000000527178078968404,0.00000117066352597033,-0.000000395779015170347,0.00000157171432193036,0.00000116539174518065,0.00000196749333710071
"mass","plant-dominant","regular","Bird","CropsNES_coconut oil",0.0000000443260872267346,0.0000000747656475602529,0.0000000447494493082376,0.000000000423362081503065,0.0000000890755365349722,-0.0000000300161982520153,0.000000119515096868491,0.0000000886521744534691,0.000000149531295120506
"mass","plant-dominant","regular","Bird","Pulses_faba beans",0.00000142581365098162,0.00000234775105941868,0.00000143213606113259,0.00000000632241015097179,0.00000285794971211421,-0.000000915614998286085,0.00000377988712055127,0.00000285162730196324,0.00000469550211883735
"mass","plant-dominant","regular","Bird","Maize_corn gluten meal",0.0000000804234290873777,0.000000137612180288479,0.0000000804270766093323,0.00000000000364752195461393,0.00000016085050569671,-0.0000000571851036791472,0.000000218039256897812,0.000000160846858174755,0.000000275224360576959
"mass","plant-dominant","regular","Bird","trimmings fish_fish oil, cut offs",0.000000217066758565508,0.000000378532503818789,0.000000217185815774045,0.000000000119057208536333,0.000000434252574339553,-0.000000161346688044745,0.000000595718319592834,0.000000434133517131017,0.000000757065007637579
"mass","plant-dominant","regular","Bird","trimmings fish_fish meal, cut offs",0.0000001313756848266,0.000000232510639972023,0.000000131746021143769,0.000000000370336317168096,0.000000263121705970369,-0.000000100764618828254,0.000000364256661115791,0.000000262751369653201,0.000000465021279944045
"mass","plant-dominant","regular","Bird","forage fish_fish oil",0.0000000290920217008466,0.0000000445159881109254,0.0000000291963758372898,0.000000000104354136443163,0.0000000582883975381364,-0.0000000153196122736357,0.0000000737123639482152,0.0000000581840434016932,0.0000000890319762218509
"mass","plant-dominant","regular","Bird","forage fish_fish meal",0.0000000183237560651688,0.0000000296692533770472,0.0000000185115562849885,0.000000000187800219819678,0.0000000368353123501572,-0.0000000111576970920588,0.0000000481808096620357,0.0000000366475121303376,0.0000000593385067540945
"mass","plant-dominant","regular","Marine mammal","trimmings fish_fish oil, cut offs",0.000000196783979409402,0.000000286293245543636,0.00000019702259628566,0.000000000238616876258035,0.000000393806575695062,-0.000000089270649257976,0.000000483315841829296,0.000000393567958818804,0.000000572586491087272
"mass","plant-dominant","regular","Marine mammal","trimmings fish_fish meal, cut offs",0.000000181341945995854,0.00000026984465363351,0.000000181598081039584,0.000000000256135043730232,0.000000362940027035438,-0.000000088246572593926,0.000000451442734673095,0.000000362683891991708,0.000000539689307267021
"mass","plant-dominant","regular","Marine mammal","forage fish_fish oil",0.000000195149737327673,0.000000346720685124136,0.000000195411965705574,0.000000000262228377900797,0.000000390561703033247,-0.000000151308719418563,0.00000054213265082971,0.000000390299474655346,0.000000693441370248273
"mass","plant-dominant","regular","Marine mammal","forage fish_fish meal",0.00000032936427346252,0.000000612546240474335,0.000000329543880833163,0.00000000017960737064282,0.000000658908154295682,-0.000000283002359641172,0.000000942090121307497,0.00000065872854692504,0.00000122509248094867
"mass","plant-dominant","regular","elasmobranchs","trimmings fish_fish oil, cut offs",0.000000123456512097203,0.000000180427402756301,0.000000123568599322121,0.000000000112087224918289,0.000000247025111419324,-0.0000000568588034341796,0.000000303996002078422,0.000000246913024194406,0.000000360854805512602
"mass","plant-dominant","regular","elasmobranchs","trimmings fish_fish meal, cut offs",0.000000104038328209871,0.000000154551128653624,0.000000104165366076208,0.000000000127037866337609,0.000000208203694286079,-0.0000000503857625774157,0.000000258716494729832,0.000000208076656419741,0.000000309102257307248
"mass","plant-dominant","regular","elasmobranchs","forage fish_fish oil",0.000000172160517115962,0.000000300263900148031,0.000000172335313487784,0.000000000174796371821273,0.000000344495830603746,-0.000000127928586660248,0.000000472599213635815,0.000000344321034231925,0.000000600527800296063
"mass","plant-dominant","regular","elasmobranchs","forage fish_fish meal",0.000000160822444731833,0.000000288736798834441,0.00000016094307051897,0.000000000120625787136674,0.000000321765515250802,-0.000000127793728315472,0.000000449679869353411,0.000000321644889463666,0.000000577473597668883
"mass","plant-dominant","regular","corals","trimmings fish_fish oil, cut offs",0.0000000318442039385651,0.0000000430609775574474,0.0000000318666272240157,0.0000000000224232854506567,0.0000000637108311625808,-0.0000000111943503334316,0.0000000749276047814631,0.0000000636884078771301,0.0000000861219551148947
"mass","plant-dominant","regular","corals","trimmings fish_fish meal, cut offs",0.00000000213399237127064,0.00000000313222739579366,0.00000000229269519992712,0.000000000158702828656487,0.00000000442668757119776,-0.000000000839532195866541,0.00000000542492259572079,0.00000000426798474254127,0.00000000626445479158733
"mass","plant-dominant","regular","corals","forage fish_fish oil",0.000000381883454998873,0.000000631932161335354,0.000000382487913593162,0.000000000604458594288815,0.000000764371368592036,-0.000000249444247742191,0.00000101442007492852,0.000000763766909997747,0.00000126386432267071
"mass","plant-dominant","regular","corals","forage fish_fish meal",0.000000115603025808157,0.000000192755355937814,0.000000116215303037074,0.000000000612277228917435,0.000000231818328845231,-0.0000000765400529007397,0.000000308970658974888,0.000000231206051616313,0.000000385510711875628
"mass","plant-dominant","regular","Marine plant","trimmings fish_fish oil, cut offs",0.00000017642330981249,0.000000208054353264886,0.000000180937104483858,0.00000000451379467136803,0.000000357360414296348,-0.0000000271172487810283,0.000000388991457748745,0.00000035284661962498,0.000000416108706529773
"mass","plant-dominant","regular","Marine plant","trimmings fish_fish meal, cut offs",0.0000000966787746869943,0.000000153969185269108,0.0000000995550647819829,0.00000000287629009498858,0.000000196233839468977,-0.0000000544141204871254,0.000000253524250051091,0.000000193357549373989,0.000000307938370538217
"mass","plant-dominant","regular","Marine plant","forage fish_fish oil",0.00000172079646442159,0.00000262212101389581,0.00000173155864889852,0.0000000107621844769312,0.0000034523551133201,-0.000000890562364997291,0.00000435367966279432,0.00000344159292884317,0.00000524424202779161
"mass","plant-dominant","regular","Marine plant","forage fish_fish meal",0.000000716574159621118,0.0000011377699798196,0.000000721864283071526,0.00000000529012345040769,0.00000143843844269264,-0.000000415905696748077,0.00000185963426289113,0.00000143314831924224,0.00000227553995963921
"mass","plant-dominant","regular","echinoderms","trimmings fish_fish oil, cut offs",0.0000000567092556426199,0.0000000768430073806426,0.0000000568918126121612,0.000000000182556969541281,0.000000113601068254781,-0.0000000199511947684814,0.000000133734819992804,0.00000011341851128524,0.000000153686014761285
"mass","plant-dominant","regular","echinoderms","trimmings fish_fish meal, cut offs",0.00000000787692788083363,0.0000000101064042132696,0.00000000840422430957646,0.000000000527296428742829,0.0000000162811521904101,-0.00000000170217990369311,0.000000018510628522846,0.0000000157538557616673,0.0000000202128084265391
"mass","plant-dominant","regular","echinoderms","forage fish_fish oil",0.000000534760072296149,0.000000872137633232476,0.000000535738687374012,0.000000000978615077862344,0.00000107049875967016,-0.000000336398945858465,0.00000140787632060649,0.0000010695201445923,0.00000174427526646495
"mass","plant-dominant","regular","echinoderms","forage fish_fish meal",0.000000247248271785545,0.000000406410284658218,0.00000024798208374119,0.00000000073381195564437,0.000000495230355526735,-0.000000158428200917029,0.000000654392368399408,0.000000494496543571091,0.000000812820569316437
"mass","plant-dominant","regular","Reptiles","Sunflower_sunflower meal",0.00000507737148794246,0.00000886297045710831,0.00000510124818678276,0.0000000238766988402972,0.0000101786196747252,-0.00000376172227032555,0.0000139642186438911,0.0000101547429758849,0.0000177259409142166
"mass","plant-dominant","regular","Reptiles","Rapeseed_canola oil",0.0000125550716578272,0.0000219395218455678,0.0000125578370605118,0.00000000276540268462355,0.0000251129087183391,-0.00000938168478505591,0.0000344973589060796,0.0000251101433156544,0.0000438790436911355
"mass","plant-dominant","regular","Reptiles","Soybean_soy protein concentrate",0.0000242969214416506,0.0000383088439649627,0.0000244021054276162,0.000000105183985965596,0.0000486990268692667,-0.0000139067385373465,0.0000627109493925788,0.0000485938428833011,0.0000766176879299253
"mass","plant-dominant","regular","Reptiles","Soybean_soy oil",0.000000385743027339161,0.000000607716955758116,0.000000387456023250946,0.00000000171299591178453,0.000000773199050590107,-0.00000022026093250717,0.000000995172979009062,0.000000771486054678323,0.00000121543391151623
"mass","plant-dominant","regular","Reptiles","Wheat_wheat gluten",0.00000310070933039904,0.0000050804717544353,0.00000310109707576263,0.00000000038774536359476,0.00000620180640616168,-0.00000197937467867267,0.00000818156883019794,0.00000620141866079808,0.0000101609435088706
"mass","plant-dominant","regular","Reptiles","Wheat_wheat",0.00000205684572612403,0.00000336993169945486,0.00000205710362532602,0.00000000025789920199415,0.00000411394935145005,-0.00000131282807412884,0.00000542703532478088,0.00000411369145224805,0.00000673986339890972
"mass","plant-dominant","regular","Reptiles","Pulses_pea protein concentrate",0.000000585952538249023,0.000000962130802605757,0.00000058838810333197,0.00000000243556508294773,0.00000117434064158099,-0.000000373742699273787,0.00000155051890593773,0.00000117190507649805,0.00000192426160521151
"mass","plant-dominant","regular","Reptiles","Pulses_pea flour",0.00000102154939753609,0.00000167743724348587,0.00000102578950269196,0.0000000042401051558727,0.00000204733890022805,-0.00000065164774079391,0.00000270322674617783,0.00000204309879507218,0.00000335487448697174
"mass","plant-dominant","regular","Reptiles","Pulses_guar meal",0.00000149329736959759,0.00000245214910789993,0.00000149948540057411,0.00000000618803097651721,0.0000029927827701717,-0.000000952663707325819,0.00000395163450847404,0.00000298659473919519,0.00000490429821579986
"mass","plant-dominant","regular","Reptiles","CropsNES_linseed oil",0.00000049791875795945,0.000000835597590154364,0.000000502939127857029,0.00000000502036989757926,0.00000100085788581648,-0.000000332658462297335,0.00000133853671801139,0.0000009958375159189,0.00000167119518030873
"mass","plant-dominant","regular","Reptiles","CropsNES_coconut oil",0.0000000378883749268793,0.0000000635247327843269,0.0000000382918751878608,0.00000000040350026098146,0.0000000761802501147401,-0.0000000252328575964661,0.000000101816607972188,0.0000000757767498537586,0.000000127049465568654
"mass","plant-dominant","regular","Reptiles","Pulses_faba beans",0.00000125028808442962,0.00000205307155782033,0.00000125547439980678,0.00000000518631537715919,0.00000250576248423639,-0.000000797597158013554,0.00000330854595762711,0.00000250057616885923,0.00000410614311564066
"mass","plant-dominant","regular","Reptiles","Maize_corn gluten meal",0.000000076618103524423,0.000000131794784663687,0.0000000766211118957529,0.00000000000300837132982679,0.000000153239215420176,-0.0000000551736727679341,0.00000020841589655944,0.000000153236207048846,0.000000263589569327374
"mass","plant-dominant","regular","Reptiles","trimmings fish_fish oil, cut offs",0.000000133888822133509,0.000000204980581837343,0.000000136781467812052,0.00000000289264567854275,0.000000270670289945561,-0.000000068199114025291,0.000000341762049649395,0.000000267777644267018,0.000000409961163674686
"mass","plant-dominant","regular","Reptiles","trimmings fish_fish meal, cut offs",0.0000000998710968449844,0.000000163536215191458,0.000000100542567168772,0.00000000067147032378756,0.000000200413664013756,-0.0000000629936480226864,0.00000026407878236023,0.000000199742193689969,0.000000327072430382917
"mass","plant-dominant","regular","Reptiles","forage fish_fish oil",0.000000200206608091008,0.000000322887800843461,0.000000200339754862395,0.000000000133146771386095,0.000000400546362953403,-0.000000122548045981067,0.000000523227555705856,0.000000400413216182017,0.000000645775601686923
"mass","plant-dominant","regular","Reptiles","forage fish_fish meal",0.000000149147776530725,0.000000253519228477539,0.000000149304403575393,0.000000000156627044667346,0.000000298452180106118,-0.000000104214824902147,0.000000402823632052932,0.000000298295553061451,0.000000507038456955079
"mass","plant-dominant","regular","molluscs","trimmings fish_fish oil, cut offs",0.000000103122325313386,0.000000151232741807227,0.000000103229203597386,0.0000000001068782840008,0.000000206351528910772,-0.0000000480035382098404,0.000000254461945404613,0.000000206244650626771,0.000000302465483614454
"mass","plant-dominant","regular","molluscs","trimmings fish_fish meal, cut offs",0.0000000860649471961773,0.000000128059779531772,0.0000000861865723505695,0.000000000121625154392291,0.000000172251519546747,-0.0000000418732071812021,0.000000214246351882341,0.000000172129894392355,0.000000256119559063543
"mass","plant-dominant","regular","molluscs","forage fish_fish oil",0.000000204416886891683,0.000000360226957428775,0.000000204581052031498,0.000000000164165139815431,0.000000408997938923181,-0.000000155645905397277,0.000000564808009460273,0.000000408833773783365,0.000000720453914857549
"mass","plant-dominant","regular","molluscs","forage fish_fish meal",0.000000158010918091841,0.000000283186849478971,0.000000158110853984735,0.000000000099935892894365,0.000000316121772076576,-0.000000125075995494236,0.000000441297703463707,0.000000316021836183682,0.000000566373698957943
"mass","plant-dominant","regular","cnidaria","trimmings fish_fish oil, cut offs",0.000000196492102329518,0.000000311711295260367,0.000000197859738056408,0.00000000136763572688992,0.000000394351840385926,-0.00000011385155720396,0.000000509571033316775,0.000000392984204659036,0.000000623422590520734
"mass","plant-dominant","regular","cnidaria","trimmings fish_fish meal, cut offs",0.000000127807447977088,0.00000020138041342359,0.000000128227472436745,0.000000000420024459657498,0.000000256034920413833,-0.0000000731529409868449,0.000000329607885860335,0.000000255614895954175,0.00000040276082684718
"mass","plant-dominant","regular","cnidaria","forage fish_fish oil",0.000000245314669087132,0.00000040209691633553,0.000000245683508823663,0.000000000368839736530902,0.000000490998177910794,-0.000000156413407511867,0.000000647780425159193,0.000000490629338174264,0.00000080419383267106
"mass","plant-dominant","regular","cnidaria","forage fish_fish meal",0.000000289141350593914,0.000000497916716401216,0.000000289325269932007,0.000000000183919338092586,0.000000578466620525922,-0.000000208591446469209,0.000000787241986333223,0.000000578282701187829,0.000000995833432802432
"mass","plant-dominant","regular","cephalopods","trimmings fish_fish oil, cut offs",0.000000106288012713634,0.000000155355250074966,0.000000106381758280499,0.0000000000937455668648113,0.000000212669770994133,-0.0000000489734917944673,0.000000261737008355465,0.000000212576025427269,0.000000310710500149933
"mass","plant-dominant","regular","cephalopods","trimmings fish_fish meal, cut offs",0.0000000935071478550572,0.000000139892867645036,0.0000000936185268166664,0.000000000111378961609176,0.000000187125674671724,-0.0000000462743408283694,0.000000233511394461702,0.000000187014295710114,0.000000279785735290072
"mass","plant-dominant","regular","cephalopods","forage fish_fish oil",0.000000130176732754428,0.000000227799986315297,0.000000130308877882601,0.000000000132145128173278,0.000000260485610637028,-0.0000000974911084326957,0.000000358108864197897,0.000000260353465508855,0.000000455599972630593
"mass","plant-dominant","regular","cephalopods","forage fish_fish meal",0.000000155721258508891,0.000000283319060486113,0.000000155822566359888,0.000000000101307850997046,0.000000311543824868778,-0.000000127496494126225,0.000000439141626846,0.000000311442517017781,0.000000566638120972225
"mass","plant-dominant","regular","fish","trimmings fish_fish oil, cut offs",0.000000167347884458976,0.000000243966621328538,0.000000167586563507723,0.000000000238679048747414,0.000000334934447966699,-0.0000000763800578208148,0.000000411553184836262,0.000000334695768917952,0.000000487933242657077
"mass","plant-dominant","regular","fish","trimmings fish_fish meal, cut offs",0.000000189165500161204,0.00000029186483822587,0.000000189487643056896,0.000000000322142895692323,0.000000378653143218101,-0.000000102377195168974,0.000000481352481282767,0.000000378331000322408,0.000000583729676451741
"mass","plant-dominant","regular","fish","forage fish_fish oil",0.000000386557072242176,0.000000684019542002126,0.000000386791278896246,0.00000000023420665407059,0.000000773348351138422,-0.00000029722826310588,0.00000107081082089837,0.000000773114144484352,0.00000136803908400425
"mass","plant-dominant","regular","fish","forage fish_fish meal",0.000000590378152861689,0.00000109168753106419,0.000000590557013135503,0.000000000178860273813974,0.00000118093516599719,-0.000000501130517928686,0.00000168224454419969,0.00000118075630572338,0.00000218337506212838
"mass","plant-dominant","regular","arthropods","trimmings fish_fish oil, cut offs",0.000000104346023063035,0.000000152461882292402,0.000000104448095247073,0.000000000102072184038349,0.000000208794118310108,-0.0000000480137870453292,0.000000256909977539476,0.00000020869204612607,0.000000304923764584805
"mass","plant-dominant","regular","arthropods","trimmings fish_fish meal, cut offs",0.0000000890735897786541,0.000000132495913257696,0.0000000891892872302733,0.000000000115697451619212,0.000000178262877008927,-0.0000000433066260274228,0.000000221685200487969,0.000000178147179557308,0.000000264991826515392
"mass","plant-dominant","regular","arthropods","forage fish_fish oil",0.000000199920775624775,0.000000351339290868239,0.000000200075659404188,0.000000000154883779412973,0.000000399996435028963,-0.00000015126363146405,0.000000551414950272427,0.00000039984155124955,0.000000702678581736477
"mass","plant-dominant","regular","arthropods","forage fish_fish meal",0.000000170305060917666,0.00000030643112381218,0.000000170404825669681,0.000000000099764752015119,0.000000340709886587347,-0.000000136026298142499,0.000000476835949481861,0.000000340610121835331,0.00000061286224762436
"mass","plant-dominant","regular","sponges","trimmings fish_fish oil, cut offs",0.0000000566717726464942,0.0000000760911952626654,0.0000000570548682017728,0.000000000383095555278601,0.000000113726640848267,-0.0000000190363270608926,0.000000133146063464438,0.000000113343545292988,0.000000152182390525331
"mass","plant-dominant","regular","sponges","trimmings fish_fish meal, cut offs",0.0000000112559954773598,0.0000000144498279905543,0.0000000117664855997561,0.000000000510490122396234,0.0000000230224810771159,-0.0000000026833423907982,0.0000000262163135903103,0.0000000225119909547197,0.0000000288996559811085
"mass","plant-dominant","regular","sponges","forage fish_fish oil",0.000000580049218636762,0.000000936475470696012,0.000000581737123119612,0.00000000168790448284994,0.00000116178634175637,-0.0000003547383475764,0.00000151821259381562,0.00000116009843727352,0.00000187295094139202
"mass","plant-dominant","regular","sponges","forage fish_fish meal",0.000000264945577581827,0.000000430615900897614,0.000000265989523511528,0.00000000104394592970181,0.000000530935101093355,-0.000000164626377386086,0.000000696605424409143,0.000000529891155163653,0.000000861231801795228
"economic","fish-dominant","efficient","Terrestrial mammal","Wheat_wheat gluten",0.00000967684773258571,0.0000157939478040019,0.00000967896487882182,0.00000000211714623610249,0.0000193558126114075,-0.0000061149829251801,0.0000254729126828237,0.0000193536954651714,0.0000315878956080038
"economic","fish-dominant","efficient","Terrestrial mammal","Wheat_wheat",0.00000203881382667498,0.00000332697917189885,0.00000203926367265489,0.000000000449845979910712,0.00000407807749932988,-0.00000128771549924396,0.00000536624284455375,0.00000407762765334997,0.0000066539583437977
"economic","fish-dominant","efficient","Terrestrial mammal","Soybean_soybean meal",0.0000128707188645029,0.0000201332635200932,0.0000129581112689271,0.0000000873924044242358,0.00002582883013343,-0.00000717515225116606,0.0000330913747890203,0.0000257414377290057,0.0000402665270401863
"economic","fish-dominant","efficient","Terrestrial mammal","Pulses_faba beans",0.000000744204048563857,0.00000121233869276403,0.000000747661962741076,0.00000000345791417721841,0.00000149186601130493,-0.000000464676730022956,0.00000196000065550511,0.00000148840809712771,0.00000242467738552806
"economic","fish-dominant","efficient","Terrestrial mammal","Maize_corn gluten meal",0.000000210231724810695,0.000000357788291552533,0.000000210245556725042,0.0000000000138319143465349,0.000000420477281535737,-0.000000147542734827491,0.000000568033848277574,0.00000042046344962139,0.000000715576583105066
