iso3c_producing,SPAM_super,tonnes_producing_crop
BFA,maiz,1768752.172714293
BFA,ocer,12040.865940995514
BFA,ofib,3.80000002682209
BFA,oilp,0
BFA,orts,32
BFA,othr,0
BFA,plnt,0
BFA,pota,421.45859959721565
BFA,rice,408014.5467686653
BFA,sorg,1362102.5260347724
BFA,soyb,49830.088462919
BFA,spis,3665.336503208615
BFA,sugb,11.00000011920929
BFA,sugc,453876.25977802277
BFA,swpo,124781.80534422398
BFA,teas,0.20000000298023224
BFA,tnut,59224.58180832118
BFA,toba,759.9992852807045
BFA,vege,460880.73462477326
BFA,whea,0
BFA,xcof,0
BFA,xfru,161521.5492080152
BFA,xmil,617036.8751897663
BFA,xoil,1250812.3590825498
BFA,xpul,648073.4925269708
BFA,yams,66272.064409405
BGD,bana,840782.4563579559
BGD,barl,169.97954439371824
BGD,cass,185.40000128746033
BGD,cnut,82275.12081027031
BGD,coco,0
BGD,maiz,4032636.687773168
BGD,ocer,0
BGD,ofib,2100553.9144953266
BGD,oilp,0
BGD,orts,0
BGD,othr,17473.99816224724
BGD,plnt,0
BGD,pota,8962848.19977045
BGD,rice,56412080.693140924
BGD,sorg,59.93784908950329
BGD,soyb,83316.4684496522
BGD,spis,989804.9162243605
BGD,sugb,0
BGD,sugc,3564249.7996068
BGD,swpo,277229.95139336586
BGD,teas,99307.18554785848
BGD,tnut,553990.4601837993
BGD,toba,94020.1934247315
BGD,vege,5785886.962151051
BGD,whea,1102458.6366758943
BGD,xcof,28.899999618530273
BGD,xfru,4174631.429076493
BGD,xmil,9124.317794829607
BGD,xoil,567294.6831516698
BGD,xpul,429077.9034609385
BGD,yams,0
BGR,bana,0
BGR,barl,673200.9230259359
BGR,cass,0
BGR,cnut,0
BGR,coco,0
BGR,maiz,3083249.892984748
BGR,ocer,87116.82231356949
BGR,ofib,2015.6951110363007
BGR,oilp,0
BGR,orts,0
BGR,othr,18.584531604486983
BGR,plnt,0
BGR,pota,189711.8141284138
BGR,rice,53766.76801156998
BGR,sorg,3289.92489784956
BGR,soyb,1604.6175322830677
BGR,spis,12005.904783688486
BGR,sugb,0
BGR,sugc,0
BGR,swpo,0
BGR,teas,0
BGR,tnut,869.6074019568041
BGR,toba,6661.395413920283
BGR,vege,390189.52299398184
BGR,whea,7463313.397545084
BGR,xcof,0
BGR,xfru,493142.0441634655
BGR,xmil,0
BGR,xoil,2454926.1861440195
BGR,xpul,47110.3048453331
BGR,yams,0
BHR,bana,392.6000032424927
BHR,barl,0
BHR,cass,0
BHR,cnut,0
BHR,coco,0
BHR,maiz,0
BHR,ocer,0
BHR,ofib,0
BHR,oilp,0
BHR,orts,0
BHR,othr,0
BHR,plnt,0
BHR,pota,57.46331465244293
BHR,rice,0
BHR,sorg,0
BHR,soyb,0
BHR,spis,0
BHR,sugb,0
BHR,sugc,0
BHR,swpo,0
BHR,teas,0
BHR,tnut,158.88021087646484
BHR,toba,0
BHR,vege,17887.483169555664
BHR,whea,0
BHR,xcof,0
BHR,xfru,20741.167263031006
BHR,xmil,0
BHR,xoil,0
BHR,xpul,9.237714163959026
BHR,yams,0
BHS,bana,9893.027389526367
BHS,barl,0
BHS,cass,765.2635269165039
BHS,cnut,1970.8152465820312
BHS,coco,0
BHS,maiz,648.0803508758545
BHS,ocer,0
BHS,ofib,0
BHS,oilp,0
BHS,orts,0
BHS,othr,0
BHS,plnt,127.69923067092896
BHS,pota,0
BHS,rice,0
BHS,sorg,0
BHS,soyb,0
BHS,spis,0
BHS,sugb,0
BHS,sugc,61991.138732910156
BHS,swpo,1771.486219406128
BHS,teas,0
BHS,tnut,0
BHS,toba,0
BHS,vege,32194.58135986328
BHS,whea,0
BHS,xcof,0
BHS,xfru,34884.253845214844
BHS,xmil,0
BHS,xoil,0
BHS,xpul,177.50371539592743
BHS,yams,0
BIH,bana,0
BIH,barl,115057.29242685437
BIH,cass,0
BIH,cnut,0
BIH,coco,0
BIH,maiz,929684.2958450913
BIH,ocer,148704.91875228286
BIH,ofib,0
BIH,oilp,0
BIH,orts,0
BIH,othr,0
BIH,plnt,0
BIH,pota,361662.7148385644
BIH,rice,0
BIH,sorg,20.19999960064888
BIH,soyb,30715.13766220212
BIH,spis,29322.92857335508
BIH,sugb,41939.746401786804
BIH,sugc,0
BIH,swpo,0
BIH,teas,0
BIH,tnut,3424.4243982266635
BIH,toba,1330.4176864027977
BIH,vege,784492.4081811905
BIH,whea,465702.7153841108
BIH,xcof,0
BIH,xfru,370627.5262783766
BIH,xmil,2.2000000327825546
BIH,xoil,10291.709041568916
BIH,xpul,27249.835072256625
BIH,yams,0
BLM,bana,0
BLM,barl,0
BLM,cass,0
BLM,cnut,0
BLM,coco,0
BLM,maiz,0
BLM,ocer,0
BLM,ofib,0
BLM,oilp,0
BLM,orts,0
BLM,othr,0
BLM,plnt,0
BLM,pota,0
BLM,rice,0
BLM,sorg,0
BLM,soyb,0
BLM,spis,0
BLM,sugb,0
BLM,sugc,0
BLM,swpo,0
BLM,teas,0
BLM,tnut,0
BLM,toba,0
BLM,vege,0
BLM,whea,0
BLM,xcof,0
BLM,xfru,0
BLM,xmil,0
BLM,xoil,0
BLM,xpul,0
BLM,yams,0
BLR,bana,0
BLR,barl,1105638.6956558526
BLR,cass,0
BLR,cnut,0
BLR,coco,0
BLR,maiz,1533708.4099394977
BLR,ocer,3426318.0717432946
BLR,ofib,35989.00140412152
BLR,oilp,0
BLR,orts,0
BLR,othr,0
BLR,plnt,0
BLR,pota,4518973.042015806
BLR,rice,0.9000000357627869
BLR,sorg,7.1000000312924385
BLR,soyb,76.70000075548887
BLR,spis,0
BLR,sugb,4184030.557527542
BLR,sugc,0
BLR,swpo,0
BLR,teas,0
BLR,tnut,20196.860831215978
BLR,toba,0
BLR,vege,1672080.760674104
BLR,whea,2735596.4543678164
BLR,xcof,0
BLR,xfru,433436.47961878777
BLR,xmil,19625.63110920787
BLR,xoil,879188.842920024
BLR,xpul,441037.41491953284
BLR,yams,0
BLZ,bana,101672.62221431732
BLZ,barl,0
BLZ,cass,579.9756695926189
BLZ,cnut,2491.791031718254
BLZ,coco,196.34614894539118
BLZ,maiz,101013.53325080872
BLZ,ocer,0
BLZ,ofib,0
BLZ,oilp,0
BLZ,orts,232.96880707144737
BLZ,othr,0
BLZ,plnt,10247.738862037659
BLZ,pota,1302.8196229934692
BLZ,rice,14970.586430072784
BLZ,sorg,6361.790802240372
BLZ,soyb,8611.290699601173
BLZ,spis,0
BLZ,sugb,0
BLZ,sugc,1585400.1186065674
BLZ,swpo,104.58262000977993
BLZ,teas,0
BLZ,tnut,0
BLZ,toba,0
BLZ,vege,12953.308883666992
BLZ,whea,0
BLZ,xcof,95.05405658483505
BLZ,xfru,90407.40023040771
BLZ,xmil,0
BLZ,xoil,63.36029428988695
BLZ,xpul,8239.672731816769
BLZ,yams,112.20617553591728
BMU,bana,326.2999954223633
BMU,barl,0
BMU,cass,0
BMU,cnut,0
BMU,coco,0
BMU,maiz,0
BMU,ocer,0
BMU,ofib,0
BMU,oilp,0
BMU,orts,0
BMU,othr,0
BMU,plnt,0
BMU,pota,1091.7000274658203
BMU,rice,0
BMU,sorg,0
BMU,soyb,0
BMU,spis,0
BMU,sugb,0
BMU,sugc,0
BMU,swpo,115.50000381469727
BMU,teas,0
BMU,tnut,0
BMU,toba,0
BMU,vege,3655.0001220703125
BMU,whea,0
BMU,xcof,0
BMU,xfru,0
BMU,xmil,0
BMU,xoil,0
BMU,xpul,0
BMU,yams,0
BOL,bana,300144.84687435627
BOL,barl,47919.89449250698
BOL,cass,206900.86712419987
BOL,cnut,10.800000190734863
BOL,coco,5980.320959627628
BOL,maiz,1245514.1771301925
BOL,ocer,64153.180538997054
BOL,ofib,0
BOL,oilp,0
BOL,orts,52684.495222598314
BOL,othr,11732.503801058978
BOL,plnt,471906.2705954313
BOL,pota,1263674.8377664387
BOL,rice,533831.5514908433
BOL,sorg,1753156.1105886996
BOL,soyb,3558786.9770712703
BOL,spis,2094.4115486023948
BOL,sugb,0
BOL,sugc,11027096.690174341
BOL,swpo,5564.65920907259
BOL,teas,1184.9791970849037
BOL,tnut,67228.28232502937
BOL,toba,1451.9643397033215
BOL,vege,467219.2235003412
BOL,whea,290526.87094697356
BOL,xcof,23669.687405139208
BOL,xfru,754525.6348744631
BOL,xmil,0
BOL,xoil,490036.1361256535
BOL,xpul,105397.57106225193
BOL,yams,3.799999952316284
BRA,bana,6868352.799901858
BRA,barl,424912.00372469425
BRA,cass,18062882.21783787
BRA,cnut,2524942.8697190285
BRA,coco,299975.481986098
BRA,maiz,86381958.08301331
BRA,ocer,1118751.2374581546
BRA,ofib,160404.18648386002
BRA,oilp,2763546.2462828755
BRA,orts,210.9999966621399
BRA,othr,177104.22672636807
BRA,plnt,354.8000025898218
BRA,pota,3949961.379935682
BRA,rice,12931339.262288533
BRA,sorg,2900993.1670449227
BRA,soyb,131446975.6391632
BRA,spis,73541.41335301101
BRA,sugb,0
BRA,sugc,709837530.0426639
BRA,swpo,842274.6297287941
BRA,teas,470.1949810311198
BRA,tnut,168309.67569103837
BRA,toba,817368.2238653898
BRA,vege,8494681.31276393
BRA,whea,7189762.04121092
BRA,xcof,2762486.996695608
BRA,xfru,32915668.43603219
BRA,xmil,0
BRA,xoil,8075429.069188239
BRA,xpul,3100768.2144607455
BRA,yams,241932.2439803928
BRB,bana,1002.6436004638672
BRB,barl,0
BRB,cass,720.0664119720459
BRB,cnut,2043.68896484375
BRB,coco,0
BRB,maiz,71.27859055995941
BRB,ocer,0
BRB,ofib,0
BRB,oilp,0
BRB,orts,38.658376932144165
BRB,othr,0
BRB,plnt,0
BRB,pota,0
BRB,rice,0
BRB,sorg,0
BRB,soyb,0
BRB,spis,0
BRB,sugb,0
BRB,sugc,134226.42944335938
BRB,swpo,1007.0116567611694
BRB,teas,0
BRB,tnut,0
BRB,toba,0
BRB,vege,9124.573974609375
BRB,whea,0
BRB,xcof,0
BRB,xfru,4009.2836875915527
BRB,xmil,0
BRB,xoil,14.196624845266342
BRB,xpul,1815.5342557430267
BRB,yams,271.4740138053894
BRN,bana,1281.610095024109
BRN,barl,0
BRN,cass,2858.8021054267883
BRN,cnut,449.3936850428581
BRN,coco,4.600000023841858
BRN,maiz,7.500000298023224
BRN,ocer,0
BRN,ofib,1.2000000476837158
BRN,oilp,20559.299926757812
BRN,orts,475.54818961024284
BRN,othr,427.9550303220749
BRN,plnt,0
BRN,pota,0
BRN,rice,3301.800805091858
BRN,sorg,0
BRN,soyb,0
BRN,spis,48.86100800335407
BRN,sugb,0
BRN,sugc,0
BRN,swpo,255.08608749508858
BRN,teas,0
BRN,tnut,0
BRN,toba,0
BRN,vege,8892.2717543616891
BRN,whea,0
BRN,xcof,0.20000000298023224
BRN,xfru,6102.087550878525
BRN,xmil,0
BRN,xoil,163.79999542236328
BRN,xpul,0
BRN,yams,0
BTN,bana,0
BTN,barl,1375.6885580420494
BTN,cass,0
BTN,cnut,0
BTN,coco,0
BTN,maiz,35308.61623745039
BTN,ocer,3997.399247661233
BTN,ofib,5155.629024088383
BTN,oilp,0
BTN,orts,38555.46321940422
BTN,othr,0
BTN,plnt,0
BTN,pota,69204.40399801731
BTN,rice,64926.976604282856
BTN,sorg,0
BTN,soyb,132.5695351678878
BTN,spis,43490.49471497536
BTN,sugb,0
BTN,sugc,6527.959085226059
BTN,swpo,45.903589736670256
BTN,teas,64.5
BTN,tnut,14650.741710200906
BTN,toba,211.69985507428646
BTN,vege,24914.573686763644
BTN,whea,1264.4846079051495
BTN,xcof,0
BTN,xfru,15609.291771955788
BTN,xmil,1411.6618456467986
BTN,xoil,708.0128774009645
BTN,xpul,2028.9460819512606
BTN,yams,0
BWA,bana,0
BWA,barl,0
BWA,cass,0
BWA,cnut,0
BWA,coco,0
BWA,maiz,139074.53846913576
BWA,ocer,3898.0719649791718
BWA,ofib,0
BWA,oilp,0
BWA,orts,102823.41645535827
BWA,othr,0
BWA,plnt,0
BWA,pota,0
BWA,rice,0
BWA,sorg,45896.29136787355
BWA,soyb,0
BWA,spis,0
BWA,sugb,0
BWA,sugc,0
BWA,swpo,0
BWA,teas,0
BWA,tnut,0
BWA,toba,0
BWA,vege,66128.13850516081
BWA,whea,0
BWA,xcof,0
BWA,xfru,14879.700737275183
BWA,xmil,1501.7269160300493
BWA,xoil,2444.006894235499
BWA,xpul,8944.903495907784
BWA,yams,0
CAF,bana,139790.65849465132
CAF,barl,0
CAF,cass,826267.4893498719
CAF,cnut,0
CAF,coco,223.62639671564102
CAF,maiz,92273.63989076018
CAF,ocer,139.6000030040741
CAF,ofib,338.03830072283745
CAF,oilp,6963.860601246357
CAF,orts,134093.6659308076
CAF,othr,574.6918932497501
CAF,plnt,87028.13670348376
CAF,pota,1287.9467321187258
CAF,rice,13010.454866185784
CAF,sorg,29754.960006266832
CAF,soyb,3.6999999582767487
CAF,spis,57.4691891875118
CAF,sugb,0
CAF,sugc,127247.21512976289
CAF,swpo,205.00000381469727
CAF,teas,1.3000000342726707
CAF,tnut,0
CAF,toba,490.9210092872381
CAF,vege,105999.84163723886
CAF,whea,1.2000000476837158
CAF,xcof,7547.528960227966
CAF,xfru,81672.57084804773
CAF,xmil,10086.700009308755
CAF,xoil,355234.4380730167
CAF,xpul,50906.16349915415
CAF,yams,473381.9714344442
CAN,bana,0
CAN,barl,7460625.551055111
CAN,cass,0
CAN,cnut,0
CAN,coco,0
