"iso3c","raw_name","prop_diet","production_system","species","diet"
"BEL","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BEL","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BEL","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BEL","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BEL","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BEL","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BEL","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BEL","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BEL","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BEL","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BEL","other",0.004,"aquaculture","salmon","plant-dominant"
"BEL","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BEL","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BEL","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BEL","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BEL","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BEL","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BEL","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BLZ","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BLZ","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BLZ","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BLZ","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BLZ","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BLZ","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BLZ","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BLZ","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BLZ","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BLZ","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BLZ","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BLZ","other",0.004,"aquaculture","salmon","plant-dominant"
"BLZ","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BLZ","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BLZ","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BLZ","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BLZ","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BLZ","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BLZ","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BEN","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BEN","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BEN","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BEN","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BEN","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BEN","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BEN","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BEN","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BEN","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BEN","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BEN","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BEN","other",0.004,"aquaculture","salmon","plant-dominant"
"BEN","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BEN","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BEN","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BEN","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BEN","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BEN","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BEN","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BMU","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BMU","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BMU","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BMU","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BMU","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BMU","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BMU","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BMU","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BMU","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BMU","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BMU","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BMU","other",0.004,"aquaculture","salmon","plant-dominant"
"BMU","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BMU","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BMU","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BMU","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BMU","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BMU","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BMU","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BTN","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BTN","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BTN","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BTN","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BTN","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BTN","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BTN","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BTN","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BTN","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BTN","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BTN","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BTN","other",0.004,"aquaculture","salmon","plant-dominant"
"BTN","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BTN","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BTN","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BTN","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BTN","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BTN","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BTN","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BOL","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BOL","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BOL","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BOL","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BOL","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BOL","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BOL","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BOL","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BOL","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BOL","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BOL","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BOL","other",0.004,"aquaculture","salmon","plant-dominant"
"BOL","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BOL","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BOL","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BOL","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BOL","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BOL","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BOL","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BES","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BES","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BES","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BES","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BES","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BES","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BES","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BES","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BES","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BES","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BES","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BES","other",0.004,"aquaculture","salmon","plant-dominant"
"BES","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BES","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BES","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BES","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BES","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BES","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BES","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BIH","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BIH","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BIH","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BIH","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BIH","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BIH","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BIH","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BIH","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BIH","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BIH","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BIH","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BIH","other",0.004,"aquaculture","salmon","plant-dominant"
"BIH","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BIH","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BIH","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BIH","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BIH","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BIH","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BIH","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BWA","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BWA","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BWA","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BWA","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BWA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BWA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BWA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BWA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BWA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BWA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BWA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BWA","other",0.004,"aquaculture","salmon","plant-dominant"
"BWA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BWA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BWA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BWA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BWA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BWA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BWA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BRA","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BRA","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BRA","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BRA","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BRA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BRA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BRA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BRA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BRA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BRA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BRA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BRA","other",0.004,"aquaculture","salmon","plant-dominant"
"BRA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BRA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BRA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BRA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BRA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BRA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BRA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"IOT","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"IOT","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"IOT","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"IOT","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"IOT","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"IOT","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"IOT","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"IOT","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"IOT","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"IOT","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"IOT","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"IOT","other",0.004,"aquaculture","salmon","plant-dominant"
"IOT","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"IOT","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"IOT","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"IOT","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"IOT","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"IOT","wheat",0.065,"aquaculture","salmon","plant-dominant"
"IOT","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"VGB","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"VGB","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"VGB","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"VGB","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"VGB","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"VGB","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"VGB","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"VGB","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"VGB","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"VGB","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"VGB","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"VGB","other",0.004,"aquaculture","salmon","plant-dominant"
"VGB","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"VGB","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"VGB","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"VGB","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"VGB","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"VGB","wheat",0.065,"aquaculture","salmon","plant-dominant"
"VGB","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BRN","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BRN","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BRN","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BRN","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BRN","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BRN","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BRN","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BRN","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"BRN","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"BRN","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"BRN","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"BRN","other",0.004,"aquaculture","salmon","plant-dominant"
"BRN","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"BRN","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"BRN","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"BRN","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"BRN","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"BRN","wheat",0.065,"aquaculture","salmon","plant-dominant"
"BRN","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"BGR","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"BGR","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"BGR","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"BGR","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"BGR","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"BGR","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"BGR","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"BGR","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
