BINOMIAL,AOH_name,excluded,ORDER,Red_List_Category_2019,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Apodemus flavicollis,Apodemus_flavicollis,no,RODENTIA,LC,0.465600236008042,0.926605504587156,218,Yes
Apodemus mystacinus,Apodemus_mystacinus,no,RODENTIA,LC,0.55922602537698,0,0,No
Apodemus sylvaticus,Apodemus_sylvaticus,no,RODENTIA,LC,0.966606604151004,1,300,Yes
Apodemus uralensis,Apodemus_uralensis,no,RODENTIA,LC,0.865765938734287,0,0,No
Apodemus witherbyi,Apodemus_witherbyi,no,RODENTIA,LC,0.11606139133693,0,0,No
Arvicanthis niloticus,Arvicanthis_niloticus,no,RODENTIA,LC,0.916401656920839,0,0,No
Arvicola amphibius,Arvicola_amphibius,no,RODENTIA,LC,0.949200933139318,1,218,Yes
Arvicola sapidus,Arvicola_sapidus,no,RODENTIA,VU,0.313173403134927,0,0,No
Arvicola scherman,Arvicola_scherman,no,RODENTIA,LC,0.342811276016851,0,0,No
Atlantoxerus getulus,Atlantoxerus_getulus,no,RODENTIA,LC,0.991028459742494,0,0,No
Calomyscus bailwardi,Calomyscus_bailwardi,no,RODENTIA,LC,0.425890626417521,0,0,No
Calomyscus tsolovi,Calomyscus_tsolovi,no,RODENTIA,DD,0.00243975711829952,0,0,No
Chionomys nivalis,Chionomys_nivalis,no,RODENTIA,LC,0.169370988232205,0,0,No
Cricetulus migratorius,Cricetulus_migratorius,no,RODENTIA,LC,0.946185596426593,0,0,No
Ctenodactylus gundi,Ctenodactylus_gundi,no,RODENTIA,LC,0.504033354038912,0,0,No
Ctenodactylus vali,Ctenodactylus_vali,no,RODENTIA,DD,0.879938975413935,0,0,No
Dinaromys bogdanovi,Dinaromys_bogdanovi,no,RODENTIA,VU,0.179566919851167,0,0,No
Dipus sagitta,Dipus_sagitta,no,RODENTIA,LC,0.678769641344747,0,0,No
Dryomys nitedula,Dryomys_nitedula,no,RODENTIA,LC,0.374751251994707,0,0,No
Eliomys melanurus,Eliomys_melanurus,no,RODENTIA,LC,0.798636560938406,0,0,No
Eliomys munbyanus,Eliomys_munbyanus,no,RODENTIA,LC,0.661900080369293,0,0,No
Eliomys quercinus,Eliomys_quercinus,no,RODENTIA,NT,0.551302861297396,0.935483870967742,31,Yes
Gerbillus cheesmani,Gerbillus_cheesmani,no,RODENTIA,LC,0.496187759062522,0,0,No
Gerbillus dasyurus,Gerbillus_dasyurus,no,RODENTIA,LC,0.951008557694852,0,0,No
Gerbillus floweri,Gerbillus_floweri,no,RODENTIA,LC,0.978087106058713,0,0,No
Gerbillus gerbillus,Gerbillus_gerbillus,no,RODENTIA,LC,0.960165545313988,0,0,No
Gerbillus henleyi,Gerbillus_henleyi,no,RODENTIA,LC,0.863803844118688,0,0,No
Gerbillus mackillingini,Gerbillus_mackillingini,no,RODENTIA,LC,0.893440370099926,0,0,No
Gerbillus maghrebi,Gerbillus_maghrebi,no,RODENTIA,LC,0.685785377656908,0,0,No
Gerbillus perpallidus,Gerbillus_perpallidus,no,RODENTIA,LC,0.718358586803271,0,0,No
Gerbillus simoni,Gerbillus_simoni,no,RODENTIA,LC,0.779942433552831,0,0,No
Glis glis,Glis_glis,no,RODENTIA,LC,0.49210643959389,0.983870967741935,62,Yes
Hystrix cristata,Hystrix_cristata,no,RODENTIA,LC,0.959465332768151,1,35,Yes
Hystrix indica,Hystrix_indica,no,RODENTIA,LC,0.908725897150607,1,19,Yes
Jaculus jaculus,Jaculus_jaculus,no,RODENTIA,LC,0.968772703121267,0,0,No
Lagurus lagurus,Lagurus_lagurus,no,RODENTIA,LC,0.794870055052851,0,0,No
Lemmus lemmus,Lemmus_lemmus,no,RODENTIA,LC,0.453099237470706,0.878787878787879,33,Yes
Marmota bobak,Marmota_bobak,no,RODENTIA,LC,0.958008771812698,0,0,No
Marmota marmota,Marmota_marmota,no,RODENTIA,LC,0.40111271431633,1,191,Yes
Mastomys erythroleucus,Mastomys_erythroleucus,no,RODENTIA,LC,0.774790066488545,0,0,No
Meriones grandis,Meriones_grandis,no,RODENTIA,LC,0.475330014957203,0,0,No
Meriones libycus,Meriones_libycus,no,RODENTIA,LC,0.699011080586308,0,0,No
Meriones meridianus,Meriones_meridianus,no,RODENTIA,LC,0.318205381458335,0,0,No
Meriones sacramenti,Meriones_sacramenti,no,RODENTIA,VU,0.922645806172424,0,0,No
Meriones shawi,Meriones_shawi,no,RODENTIA,LC,0.789364853975395,0,0,No
Meriones tamariscinus,Meriones_tamariscinus,no,RODENTIA,LC,0.80595939026018,0,0,No
Meriones tristrami,Meriones_tristrami,no,RODENTIA,LC,0.52679106577622,0,0,No
Meriones vinogradovi,Meriones_vinogradovi,no,RODENTIA,LC,0.139487222188159,0,0,No
Mesocricetus auratus,Mesocricetus_auratus,no,RODENTIA,VU,0.891965091878278,0,0,No
Mesocricetus newtoni,Mesocricetus_newtoni,no,RODENTIA,NT,0.778517531751859,0,0,No
Microtus agrestis,Microtus_agrestis,no,RODENTIA,LC,0.975735004113719,1,152,Yes
Microtus anatolicus,Microtus_anatolicus,no,RODENTIA,DD,0.554486598758753,0,0,No
Microtus arvalis,Microtus_arvalis,no,RODENTIA,LC,0.934188179999043,1,99,Yes
Microtus bavaricus,Microtus_bavaricus,no,RODENTIA,CR,0.998480755900479,0,0,No
Microtus brachycercus,Microtus_brachycercus,no,RODENTIA,LC,0.409714588810851,0,0,No
Microtus cabrerae,Microtus_cabrerae,no,RODENTIA,NT,0.816021542928355,0,0,No
Microtus dogramacii,Microtus_dogramacii,no,RODENTIA,LC,0.066150615044416,0,0,No
Microtus duodecimcostatus,Microtus_duodecimcostatus,no,RODENTIA,LC,0.370608921815407,0,0,No
Microtus felteni,Microtus_felteni,no,RODENTIA,LC,0.70084548535719,0,0,No
Microtus gerbei,Microtus_gerbei,no,RODENTIA,LC,0.921221497188403,0,0,No
Microtus gregalis,Microtus_gregalis,no,RODENTIA,LC,0.897794528354438,0,0,No
Microtus guentheri,Microtus_guentheri,no,RODENTIA,LC,0.502247692957276,0,0,No
Microtus irani,Microtus_irani,no,RODENTIA,VU,0.628832178882744,0,0,No
Microtus levis,Microtus_levis,no,RODENTIA,LC,0.748758257078783,0,0,No
Microtus liechtensteini,Microtus_liechtensteini,no,RODENTIA,LC,0.877518449435339,0,0,No
Microtus lusitanicus,Microtus_lusitanicus,no,RODENTIA,LC,0.778974512588612,0,0,No
Microtus majori,Microtus_majori,no,RODENTIA,LC,0.561415574019579,0,0,No
Microtus middendorffii,Microtus_middendorffii,no,RODENTIA,LC,0.179773140751035,0,0,No
Microtus multiplex,Microtus_multiplex,no,RODENTIA,LC,0.875687453869346,0,0,No
Microtus oeconomus,Microtus_oeconomus,no,RODENTIA,LC,0.976376570696063,1,28,Yes
Microtus savii,Microtus_savii,no,RODENTIA,LC,0.905112601037731,0,0,No
Microtus socialis,Microtus_socialis,no,RODENTIA,LC,0.814817180413314,0,0,No
Microtus subterraneus,Microtus_subterraneus,no,RODENTIA,LC,0.867193953200818,0,0,No
Microtus tatricus,Microtus_tatricus,no,RODENTIA,LC,0.888235534448269,0,0,No
Microtus thomasi,Microtus_thomasi,no,RODENTIA,LC,0.149641190089629,0,0,No
Mus cypriacus,Mus_cypriacus,no,RODENTIA,LC,0.220647670669638,0,0,No
Mus macedonicus,Mus_macedonicus,no,RODENTIA,LC,0.194245408926691,0,0,No
Mus spicilegus,Mus_spicilegus,no,RODENTIA,LC,0.593671061506114,0,0,No
Mus spretus,Mus_spretus,no,RODENTIA,LC,0.993203409613133,0,0,No
Muscardinus avellanarius,Muscardinus_avellanarius,no,RODENTIA,LC,0.464994171483919,0.971014492753623,69,Yes
Myodes glareolus,Myodes_glareolus,no,RODENTIA,LC,0.594805668068687,0.96198347107438,605,Yes
Myomimus roachi,Myomimus_roachi,no,RODENTIA,VU,0.0271695129742207,0,0,No
Myomimus setzeri,Myomimus_setzeri,no,RODENTIA,DD,0.0385657223999885,0,0,No
Myopus schisticolor,Myopus_schisticolor,no,RODENTIA,LC,0.186480687472924,0,0,No
Psammomys obesus,Psammomys_obesus,no,RODENTIA,LC,0.948962257878392,0,0,No
Psammomys vexillaris,Psammomys_vexillaris,no,RODENTIA,DD,0.887506545298142,0,0,No
Pteromys volans,Pteromys_volans,no,RODENTIA,LC,0.68497171002543,1,44,Yes
Pygeretmus pumilio,Pygeretmus_pumilio,no,RODENTIA,LC,0.284631080253871,0,0,No
Sciurus anomalus,Sciurus_anomalus,no,RODENTIA,LC,0.358835917061283,0.944444444444444,18,Yes
Sciurus vulgaris,Sciurus_vulgaris,no,RODENTIA,LC,0.619948331933007,0.991041433370661,2679,Yes
Sekeetamys calurus,Sekeetamys_calurus,no,RODENTIA,LC,0.625397471698708,0,0,No
Sicista betulina,Sicista_betulina,no,RODENTIA,LC,0.958749069632877,0,0,No
Sicista severtzovi,Sicista_severtzovi,no,RODENTIA,LC,0.215370812032248,0,0,No
Sicista strandi,Sicista_strandi,no,RODENTIA,LC,0.934225162206357,0,0,No
Spalax arenarius,Spalax_arenarius,no,RODENTIA,EN,0.620120589175652,0,0,No
Nannospalax ehrenbergi,Nannospalax_ehrenbergi,no,RODENTIA,DD,0.910975022743468,0,0,No
Nannospalax leucodon,Nannospalax_leucodon,no,RODENTIA,DD,0.496147300415549,0,0,No
Spalax microphthalmus,Spalax_microphthalmus,no,RODENTIA,LC,0.789647926003968,0,0,No
Nannospalax xanthodon,Nannospalax_xanthodon,no,RODENTIA,DD,0.639156503353105,0,0,No
Spalax zemni,Spalax_zemni,no,RODENTIA,VU,0.773403080417937,0,0,No
Spermophilus fulvus,Spermophilus_fulvus,no,RODENTIA,LC,0.891731473833817,0,0,No
Spermophilus major,Spermophilus_major,no,RODENTIA,LC,0.668879552494952,0,0,No
Spermophilus pygmaeus,Spermophilus_pygmaeus,no,RODENTIA,LC,0.817187772518272,0,0,No
Spermophilus suslicus,Spermophilus_suslicus,no,RODENTIA,NT,0.725756346682086,0,0,No
Stylodipus telum,Stylodipus_telum,no,RODENTIA,LC,0.127941890841921,0,0,No
Eutamias sibiricus,Eutamias_sibiricus,no,RODENTIA,LC,0.650261214496193,0,0,No
Xerus erythropus,Xerus_erythropus,no,RODENTIA,LC,0.635419736912949,0,0,No
Eptesicus bottae,Eptesicus_bottae,no,CHIROPTERA,LC,0.654082287680508,0,0,No
Plecotus christii,Plecotus_christii,no,CHIROPTERA,DD,0.870260155939898,0,0,No
Plecotus sardus,Plecotus_sardus,no,CHIROPTERA,VU,0.62349217901056,0,0,No
Sorex araneus,Sorex_araneus,no,EULIPOTYPHLA,LC,0.820938582593964,1,280,Yes
Taphozous hamiltoni,Taphozous_hamiltoni,no,CHIROPTERA,DD,0.514739786884609,0,0,No
Crocidura aleksandrisi,Crocidura_aleksandrisi,no,EULIPOTYPHLA,LC,0.588936552540241,0,0,No
Crocidura arispa,Crocidura_arispa,no,EULIPOTYPHLA,LC,0.104920936910193,0,0,No
Crocidura canariensis,Crocidura_canariensis,no,EULIPOTYPHLA,EN,0.61215653365037,0,0,No
Crocidura floweri,Crocidura_floweri,no,EULIPOTYPHLA,DD,0.709452663629096,0,0,No
Crocidura gmelini,Crocidura_gmelini,no,EULIPOTYPHLA,LC,0.940820700904052,0,0,No
Crocidura leucodon,Crocidura_leucodon,no,EULIPOTYPHLA,LC,0.593184232882312,1,11,Yes
Crocidura pachyura,Crocidura_pachyura,no,EULIPOTYPHLA,LC,0.459105860441686,0,0,No
Crocidura ramona,Crocidura_ramona,no,EULIPOTYPHLA,LC,0.866654262550605,0,0,No
Crocidura religiosa,Crocidura_religiosa,no,EULIPOTYPHLA,DD,0.591631410139641,0,0,No
Crocidura russula,Crocidura_russula,no,EULIPOTYPHLA,LC,0.489421143368984,0.941176470588235,17,Yes
Crocidura sicula,Crocidura_sicula,no,EULIPOTYPHLA,LC,0.48686021933323,0,0,No
Crocidura suaveolens,Crocidura_suaveolens,no,EULIPOTYPHLA,LC,0.707585866076566,1,15,Yes
Crocidura whitakeri,Crocidura_whitakeri,no,EULIPOTYPHLA,LC,0.484755239897613,0,0,No
Desmana moschata,Desmana_moschata,no,EULIPOTYPHLA,EN,0.46986748079529,0,0,No
Diplomesodon pulchellum,Diplomesodon_pulchellum,no,EULIPOTYPHLA,LC,0.315138213420907,0,0,No
Galemys pyrenaicus,Galemys_pyrenaicus,no,EULIPOTYPHLA,VU,0.114760060986654,0,0,No
Neomys anomalus,Neomys_anomalus,no,EULIPOTYPHLA,LC,0.397348784565367,0,0,No
Neomys fodiens,Neomys_fodiens,no,EULIPOTYPHLA,LC,0.942724770507486,1,72,Yes
Tenrec ecaudatus,Tenrec_ecaudatus,no,AFROSORICIDA,LC,0.990326716694991,0,0,No
Setifer setosus,Setifer_setosus,no,AFROSORICIDA,LC,0.991639620391217,0,0,No
Sundamys muelleri,Sundamys_muelleri,no,RODENTIA,LC,0.918068200483538,0,0,No
Sorex coronatus,Sorex_coronatus,no,EULIPOTYPHLA,LC,0.804083014501789,0,0,No
Sorex granarius,Sorex_granarius,no,EULIPOTYPHLA,LC,0.857782978035354,0,0,No
Sorex isodon,Sorex_isodon,no,EULIPOTYPHLA,LC,0.716758201038789,0,0,No
Sorex minutissimus,Sorex_minutissimus,no,EULIPOTYPHLA,LC,0.851528465492465,0,0,No
Sorex minutus,Sorex_minutus,no,EULIPOTYPHLA,LC,0.94560538569803,1,43,Yes
Sorex samniticus,Sorex_samniticus,no,EULIPOTYPHLA,LC,0.345867110932369,0,0,No
Talpa caeca,Talpa_caeca,no,EULIPOTYPHLA,LC,0.868811395532742,0,0,No
Talpa europaea,Talpa_europaea,no,EULIPOTYPHLA,LC,0.949620543086464,0.998888888888889,900,Yes
Talpa levantis,Talpa_levantis,no,EULIPOTYPHLA,LC,0.818363296220958,0,0,No
Talpa occidentalis,Talpa_occidentalis,no,EULIPOTYPHLA,LC,0.96881486650785,0,0,No
Talpa romana,Talpa_romana,no,EULIPOTYPHLA,LC,0.816528702933505,0,0,No
Potamogale velox,Potamogale_velox,no,AFROSORICIDA,LC,0.782216533307924,0,0,No
Oryzorictes tetradactylus,Oryzorictes_tetradactylus,no,AFROSORICIDA,DD,0.00617939642025286,0,0,No
Oryzorictes hova,Oryzorictes_hova,no,AFROSORICIDA,LC,0.595690626976216,0,0,No
Micropotamogale ruwenzorii,Micropotamogale_ruwenzorii,no,AFROSORICIDA,LC,0.848168570883518,0,0,No
Microgale thomasi,Microgale_thomasi,no,AFROSORICIDA,LC,0.55343090149714,0,0,No
Microgale talazaci,Microgale_talazaci,no,AFROSORICIDA,LC,0.673674259435971,0,0,No
Microgale taiva,Microgale_taiva,no,AFROSORICIDA,LC,0.583591633128957,0,0,No
Microgale soricoides,Microgale_soricoides,no,AFROSORICIDA,LC,0.391083175195141,0,0,No
Microgale pusilla,Microgale_pusilla,no,AFROSORICIDA,LC,0.46300945331058,0,0,No
Microgale principula,Microgale_principula,no,AFROSORICIDA,LC,0.48490654340976,0,0,No
Microgale parvula,Microgale_parvula,no,AFROSORICIDA,LC,0.553076581997604,0,0,No
Microgale monticola,Microgale_monticola,no,AFROSORICIDA,VU,0.150529911714505,0,0,No
Microgale longicaudata,Microgale_longicaudata,no,AFROSORICIDA,LC,0.419587110711727,0,0,No
Microgale majori,Microgale_majori,no,AFROSORICIDA,LC,0.357357307287226,0,0,No
Microgale jenkinsae,Microgale_jenkinsae,no,AFROSORICIDA,EN,0.94065288696576,0,0,No
Microgale gymnorhyncha,Microgale_gymnorhyncha,no,AFROSORICIDA,LC,0.255421413670418,0,0,No
Microgale gracilis,Microgale_gracilis,no,AFROSORICIDA,LC,0.109873626932136,0,0,No
Microgale fotsifotsy,Microgale_fotsifotsy,no,AFROSORICIDA,LC,0.441200334031974,0,0,No
Microgale drouhardi,Microgale_drouhardi,no,AFROSORICIDA,LC,0.526789943283593,0,0,No
Microgale dobsoni,Microgale_dobsoni,no,AFROSORICIDA,LC,0.594732619082122,0,0,No
Microgale cowani,Microgale_cowani,no,AFROSORICIDA,LC,0.355961384747511,0,0,No
Limnogale mergulus,Limnogale_mergulus,no,AFROSORICIDA,VU,0.441305326674757,0,0,No
Hemicentetes semispinosus,Hemicentetes_semispinosus,no,AFROSORICIDA,LC,0.801455994323628,0,0,No
Hemicentetes nigriceps,Hemicentetes_nigriceps,no,AFROSORICIDA,LC,0.264754801619211,0,0,No
Geogale aurita,Geogale_aurita,no,AFROSORICIDA,LC,0.692907558204005,0,0,No
Echinops telfairi,Echinops_telfairi,no,AFROSORICIDA,LC,0.990462189192077,0,0,No
Abditomys latidens,Abditomys_latidens,no,RODENTIA,DD,0.903487211773318,0,0,No
Aeromys thomasi,Aeromys_thomasi,no,RODENTIA,LC,0.96876887473961,0,0,No
Anonymomys mindorensis,Anonymomys_mindorensis,no,RODENTIA,DD,0.904011281124636,0,0,No
Apomys camiguinensis,Apomys_camiguinensis,no,RODENTIA,VU,0.182765282629248,0,0,No
Apomys datae,Apomys_datae,no,RODENTIA,LC,0.174267609780843,0,0,No
Apomys gracilirostris,Apomys_gracilirostris,no,RODENTIA,LC,0.886713061327176,0,0,No
Apomys hylocetes,Apomys_hylocetes,no,RODENTIA,LC,0.0865802974312863,0,0,No
Apomys insignis,Apomys_insignis,no,RODENTIA,LC,0.831979501407588,0,0,No
Apomys littoralis,Apomys_littoralis,no,RODENTIA,DD,0.758935325721071,0,0,No
Apomys microdon,Apomys_microdon,no,RODENTIA,LC,0.88337882447518,0,0,No
Apomys musculus,Apomys_musculus,no,RODENTIA,LC,0.526864301712492,0,0,No
Soricomys kalinga,Soricomys_kalinga,no,RODENTIA,LC,0.999161657150257,0,0,No
Archboldomys luzonensis,Archboldomys_luzonensis,no,RODENTIA,VU,0.604355686203543,0,0,No
Soricomys musseri,Soricomys_musseri,no,RODENTIA,LC,0.127936172943564,0,0,No
Bandicota savilei,Bandicota_savilei,no,RODENTIA,LC,0.466485428972781,0,0,No
Batomys dentatus,Batomys_dentatus,no,RODENTIA,DD,0.891977483049598,0,0,No
Batomys russatus,Batomys_russatus,no,RODENTIA,EN,0.920950616338931,0,0,No
Batomys salomonseni,Batomys_salomonseni,no,RODENTIA,LC,0.0776599411255023,0,0,No
Berylmys berdmorei,Berylmys_berdmorei,no,RODENTIA,LC,0.570344804715901,0,0,No
Bullimus bagobus,Bullimus_bagobus,no,RODENTIA,LC,0.473961502897174,0,0,No
Bullimus luzonicus,Bullimus_luzonicus,no,RODENTIA,LC,0.695732437992651,0,0,No
Bunomys andrewsi,Bunomys_andrewsi,no,RODENTIA,LC,0.747947045891709,0,0,No
Bunomys chrysocomus,Bunomys_chrysocomus,no,RODENTIA,LC,0.643541067332748,0,0,No
Bunomys coelestis,Bunomys_coelestis,no,RODENTIA,EN,0.520751903695959,0,0,No
Bunomys prolatus,Bunomys_prolatus,no,RODENTIA,EN,0.983433267577583,0,0,No
Callosciurus albescens,Callosciurus_albescens,no,RODENTIA,DD,0.924912315597246,0,0,No
Callosciurus caniceps,Callosciurus_caniceps,no,RODENTIA,LC,0.654326284293757,0,0,No
Callosciurus finlaysonii,Callosciurus_finlaysonii,no,RODENTIA,LC,0.993127408790312,1,26,Yes
Callosciurus nigrovittatus,Callosciurus_nigrovittatus,no,RODENTIA,LC,0.9465104755802,0,0,No
Callosciurus notatus,Callosciurus_notatus,no,RODENTIA,LC,0.9678694552438,0.98989898989899,99,Yes
Callosciurus orestes,Callosciurus_orestes,no,RODENTIA,LC,0.994167647018841,0,0,No
Callosciurus phayrei,Callosciurus_phayrei,no,RODENTIA,LC,0.977899523228975,0,0,No
Callosciurus prevostii,Callosciurus_prevostii,no,RODENTIA,LC,0.935580114911056,0,0,No
Callosciurus quinquestriatus,Callosciurus_quinquestriatus,no,RODENTIA,LC,0.792305213639675,0,0,No
Carpomys melanurus,Carpomys_melanurus,no,RODENTIA,DD,0.0438176564493335,0,0,No
Carpomys phaeurus,Carpomys_phaeurus,no,RODENTIA,LC,0.074246749087312,0,0,No
Chiromyscus chiropus,Chiromyscus_chiropus,no,RODENTIA,LC,0.509385667053327,0,0,No
Chiropodomys calamianensis,Chiropodomys_calamianensis,no,RODENTIA,DD,0.911013000228034,0,0,No
Chiropodomys karlkoopmani,Chiropodomys_karlkoopmani,no,RODENTIA,VU,0.988347032551838,0,0,No
Chiropodomys muroides,Chiropodomys_muroides,no,RODENTIA,DD,0.994743820244146,0,0,No
Chiropodomys pusillus,Chiropodomys_pusillus,no,RODENTIA,DD,0.923721212188859,0,0,No
Chrotomys sibuyanensis,Chrotomys_sibuyanensis,no,RODENTIA,DD,0.9445447443775,0,0,No
Chrotomys silaceus,Chrotomys_silaceus,no,RODENTIA,LC,0.22856424052368,0,0,No
Chrotomys whiteheadi,Chrotomys_whiteheadi,no,RODENTIA,LC,0.477736359935337,0,0,No
Crateromys paulus,Crateromys_paulus,no,RODENTIA,DD,0.76214642371707,0,0,No
Crunomys fallax,Crunomys_fallax,no,RODENTIA,DD,0.978198880223221,0,0,No
Crunomys melanius,Crunomys_melanius,no,RODENTIA,LC,0.841646091769025,0,0,No
Crunomys suncoides,Crunomys_suncoides,no,RODENTIA,DD,0.967552389470334,0,0,No
Dremomys everetti,Dremomys_everetti,no,RODENTIA,LC,0.323503820433963,0,0,No
Dremomys gularis,Dremomys_gularis,no,RODENTIA,DD,0.0421019374721098,0,0,No
Eropeplus canus,Eropeplus_canus,no,RODENTIA,VU,0.284111235085427,0,0,No
Exilisciurus concinnus,Exilisciurus_concinnus,no,RODENTIA,LC,0.849307490042861,0,0,No
Exilisciurus exilis,Exilisciurus_exilis,no,RODENTIA,DD,0.943753060418874,0,0,No
Exilisciurus whiteheadi,Exilisciurus_whiteheadi,no,RODENTIA,LC,0.986245379552347,0,0,No
Haeromys margarettae,Haeromys_margarettae,no,RODENTIA,DD,0.997974198414292,0,0,No
Haeromys pusillus,Haeromys_pusillus,no,RODENTIA,VU,0.991680499522968,0,0,No
Hapalomys longicaudatus,Hapalomys_longicaudatus,no,RODENTIA,EN,0.428825216407206,0,0,No
Hylopetes bartelsi,Hylopetes_bartelsi,no,RODENTIA,DD,0.988552644268898,0,0,No
Hylopetes nigripes,Hylopetes_nigripes,no,RODENTIA,NT,0.914320108456539,0,0,No
Hylopetes sipora,Hylopetes_sipora,no,RODENTIA,EN,0.941360392354911,0,0,No
Hylopetes spadiceus,Hylopetes_spadiceus,no,RODENTIA,LC,0.951592046016071,0,0,No
Hylopetes winstoni,Hylopetes_winstoni,no,RODENTIA,DD,0.351137047422657,0,0,No
Hyosciurus heinrichi,Hyosciurus_heinrichi,no,RODENTIA,LC,0.352924026318377,0,0,No
Hyosciurus ileile,Hyosciurus_ileile,no,RODENTIA,VU,0.896805864804248,0,0,No
Hystrix crassispinis,Hystrix_crassispinis,no,RODENTIA,LC,0.944263615771203,0,0,No
Hystrix javanica,Hystrix_javanica,no,RODENTIA,LC,0.666532282346109,0,0,No
Hystrix pumila,Hystrix_pumila,no,RODENTIA,VU,0.910797583430461,0,0,No
Hystrix sumatrae,Hystrix_sumatrae,no,RODENTIA,LC,0.634518021073324,0,0,No
Iomys horsfieldii,Iomys_horsfieldii,no,RODENTIA,LC,0.805069011759852,0,0,No
Iomys sipora,Iomys_sipora,no,RODENTIA,EN,0.9552013574464,0,0,No
Kadarsanomys sodyi,Kadarsanomys_sodyi,no,RODENTIA,EN,0.991386688376859,0,0,No
Lariscus hosei,Lariscus_hosei,no,RODENTIA,LC,0.944434274579912,0,0,No
Lariscus insignis,Lariscus_insignis,no,RODENTIA,LC,0.226126561524462,0,0,No
Lariscus niobe,Lariscus_niobe,no,RODENTIA,DD,0.957174425547425,0,0,No
Lariscus obscurus,Lariscus_obscurus,no,RODENTIA,NT,0.981400462793246,0,0,No
Lenomys meyeri,Lenomys_meyeri,no,RODENTIA,LC,0.782234948238344,0,0,No
Leopoldamys ciliatus,Leopoldamys_ciliatus,no,RODENTIA,LC,0.256327307287031,0,0,No
Leopoldamys milleti,Leopoldamys_milleti,no,RODENTIA,LC,0.921731636015554,0,0,No
Leopoldamys siporanus,Leopoldamys_siporanus,no,RODENTIA,EN,0.981338517973266,0,0,No
Limnomys bryophilus,Limnomys_bryophilus,no,RODENTIA,LC,0.0177849653104347,0,0,No
Limnomys sibuanus,Limnomys_sibuanus,no,RODENTIA,LC,0.111746887400189,0,0,No
Margaretamys parvus,Margaretamys_parvus,no,RODENTIA,DD,0.981335796410478,0,0,No
Maxomys alticola,Maxomys_alticola,no,RODENTIA,LC,0.983975400620132,0,0,No
Maxomys baeodon,Maxomys_baeodon,no,RODENTIA,DD,0.119903505305009,0,0,No
Maxomys bartelsii,Maxomys_bartelsii,no,RODENTIA,LC,0.905909180396853,0,0,No
Maxomys dollmani,Maxomys_dollmani,no,RODENTIA,DD,0.996371343014677,0,0,No
Maxomys hellwaldii,Maxomys_hellwaldii,no,RODENTIA,LC,0.764322795285994,0,0,No
Maxomys hylomyoides,Maxomys_hylomyoides,no,RODENTIA,DD,0.657301240023533,0,0,No
Maxomys inas,Maxomys_inas,no,RODENTIA,LC,0.991700320066993,0,0,No
Maxomys inflatus,Maxomys_inflatus,no,RODENTIA,VU,0.85905338699023,0,0,No
Maxomys moi,Maxomys_moi,no,RODENTIA,LC,0.886790156934111,0,0,No
Maxomys musschenbroekii,Maxomys_musschenbroekii,no,RODENTIA,LC,0.886045426284842,0,0,No
Maxomys pagensis,Maxomys_pagensis,no,RODENTIA,VU,0.981338517973266,0,0,No
Maxomys panglima,Maxomys_panglima,no,RODENTIA,LC,0.90866822141875,0,0,No
Maxomys rajah,Maxomys_rajah,no,RODENTIA,VU,0.875115638293534,0,0,No
Maxomys wattsi,Maxomys_wattsi,no,RODENTIA,EN,0.983433267577583,0,0,No
Maxomys whiteheadi,Maxomys_whiteheadi,no,RODENTIA,VU,0.933354909261432,0,0,No
Melomys aerosus,Melomys_aerosus,no,RODENTIA,EN,0.804478238755845,0,0,No
Melomys caurinus,Melomys_caurinus,no,RODENTIA,EN,0.949593846202747,0,0,No
Melomys cooperae,Melomys_cooperae,no,RODENTIA,DD,0.977409845414584,0,0,No
Melomys fulgens,Melomys_fulgens,no,RODENTIA,DD,0.986047048687133,0,0,No
Melomys howi,Melomys_howi,no,RODENTIA,DD,0.635006458991785,0,0,No
Melomys obiensis,Melomys_obiensis,no,RODENTIA,LC,0.945810630082499,0,0,No
Melomys paveli,Melomys_paveli,no,RODENTIA,DD,0.985071339694824,0,0,No
Melomys talaudium,Melomys_talaudium,no,RODENTIA,EN,0.949593846202747,0,0,No
Menetes berdmorei,Menetes_berdmorei,no,RODENTIA,LC,0.915289227191767,0,0,No
Millardia kathleenae,Millardia_kathleenae,no,RODENTIA,LC,0.0143191769438661,0,0,No
Mus crociduroides,Mus_crociduroides,no,RODENTIA,DD,0.966744579933677,0,0,No
Mus shortridgei,Mus_shortridgei,no,RODENTIA,LC,0.120087412343356,0,0,No
Mus vulcani,Mus_vulcani,no,RODENTIA,LC,0.605704748975302,0,0,No
Nannosciurus melanotis,Nannosciurus_melanotis,no,RODENTIA,LC,0.855634185901091,0,0,No
Nesoromys ceramicus,Nesoromys_ceramicus,no,RODENTIA,EN,0.229026899715796,0,0,No
Niviventer cameroni,Niviventer_cameroni,no,RODENTIA,VU,0.057574478937177,0,0,No
Niviventer cremoriventer,Niviventer_cremoriventer,no,RODENTIA,LC,0.885651395890531,0,0,No
Niviventer fraternus,Niviventer_fraternus,no,RODENTIA,LC,0.255371115180946,0,0,No
Niviventer hinpoon,Niviventer_hinpoon,no,RODENTIA,EN,0.885342328552481,0,0,No
Niviventer lepturus,Niviventer_lepturus,no,RODENTIA,LC,0.591667634445123,0,0,No
