"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","0","W00","World","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17437.79","false","8","kg","17437.79","false","17437.79","false","0","false","48798.96",,"48798.96","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","156","CHN","China","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","190","false","8","kg","190","false","190","false","0","false","3777.15",,"3777.15","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","268","GEO","Georgia","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12680","false","8","kg","12680","false","12680","false","0","false","27459.16",,"27459.16","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2.12","false","8","kg","2.12","false","2.12","false","0","false","19.07",,"19.07","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2.57","false","8","kg","2.57","false","2.57","false","0","false","21.43",,"21.43","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","643","RUS","Russian Federation","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","373.1","false","8","kg","373.1","false","373.1","false","0","false","1739.95",,"1739.95","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4190","false","8","kg","4190","false","4190","false","0","false","15782.2",,"15782.2","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24968064.955","true","-1","N/A","0","false","24968064.955","true","0","false","76646432.275","72270313.009","76646432.275","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","124","CAN","Canada","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","190117.421","true","-1","N/A","0","false","190117.421","true","79088","false","583618.396","543548.101","583618.396","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","152","CHL","Chile","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","365423.791","true","-1","N/A","0","false","365423.791","true","0","false","1121770.144","1004522.328","1121770.144","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","156","CHN","China","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3377904.051","true","-1","N/A","0","false","3377904.051","true","0","false","10369417.677","10059098.742","10369417.677","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","251","FRA","France","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24907.33","true","-1","N/A","0","false","24907.33","true","18144","false","76459.99","71960.233","76459.99","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","451893.86","true","-1","N/A","0","false","451893.86","true","140698","false","1387214.116","1372128.22","1387214.116","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","352","ISL","Iceland","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","58857.078","true","-1","N/A","0","false","58857.078","true","0","false","180678.2","170596.908","180678.2","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14650.263","true","-1","N/A","0","false","14650.263","true","0","false","44973.065","43456.679","44973.065","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","480","MUS","Mauritius","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","970715.411","true","-1","N/A","0","false","970715.411","true","400614","false","2979881.427","2927519.326","2979881.427","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2235785.654","true","-1","N/A","0","false","2235785.654","true","1923270","false","6863367.026","6390298.23","6863367.026","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","504","MAR","Morocco","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","830640.894","true","-1","N/A","0","false","830640.894","true","385410","false","2549883.666","2447403.059","2549883.666","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","512","OMN","Oman","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","409727.704","true","-1","N/A","0","false","409727.704","true","388840","false","1257773.351","1176971.269","1257773.351","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","554","NZL","New Zealand","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","237300.01","true","-1","N/A","0","false","237300.01","true","0","false","728458.5","701707.483","728458.5","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","579","NOR","Norway","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","365362.556","true","-1","N/A","0","false","365362.556","true","50840","false","1121582.167","1084967.316","1121582.167","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","591","PAN","Panama","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","252280.195","true","-1","N/A","0","false","252280.195","true","163450","false","774444.353","755701.968","774444.353","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","604","PER","Peru","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9935694.662","true","-1","N/A","0","false","9935694.662","true","7974715","false","30500383.166","28067933.663","30500383.166","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","608","PHL","Philippines","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12891.648","true","-1","N/A","0","false","12891.648","true","16000","false","39574.507","33380.139","39574.507","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","699","IND","India","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2698137.958","true","-1","N/A","0","false","2698137.958","true","2486165","false","8282686.248","7850890.912","8282686.248","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","392493.397","true","-1","N/A","0","false","392493.397","true","454610","false","1204867.844","1175832.53","1204867.844","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","764","THA","Thailand","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1338092.022","true","-1","N/A","0","false","1338092.022","true","543240","false","4107646.295","4038793.984","4107646.295","6","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","150420","Fats and oils and their fractions; of fish, (excluding liver-oils)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2091.009","true","-1","N/A","0","false","2091.009","true","0","false","6418.935","6143.912","6418.935","6","false","true",
