"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","231765","false","8","kg","231765","false","231765","false","0","false","482306.98",,"482306.98","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","268","GEO","Georgia","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","123625","false","8","kg","123625","false","123625","false","0","false","226412.44",,"226412.44","0","false","true",
"C","A","20220101","2022","52","2022","31","AZE","Azerbaijan","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","108140","false","8","kg","108140","false","108140","false","0","false","255894.54",,"255894.54","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27165417.8","false","8","kg","27165417.8","false","27165417.8","false","30546320.5","false","54402544.191","47279319.474","54402544.191","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","16","ASM","American Samoa","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3480686","false","8","kg","3480686","false","3480686","false","3454236","false","4406677.139","3685127.078","4406677.139","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","90","SLB","Solomon Isds","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","821975","false","8","kg","821975","false","821975","false","824713","false","779815.471","623324.959","779815.471","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","152","CHL","Chile","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","149876","false","8","kg","149876","false","149876","false","274655","false","261030.725","233552.757","261030.725","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","428","LVA","Latvia","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10717.8","false","8","kg","10717.8","false","10717.8","false","15789.5","false","203014.646","176837.889","203014.646","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","480","MUS","Mauritius","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103951","false","8","kg","103951","false","103951","false","104275","false","95721.844","84025.169","95721.844","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2469880","false","8","kg","2469880","false","2469880","false","2472780","false","5534302.28","4523463.482","5534302.28","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","554","NZL","New Zealand","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","383983","false","8","kg","383983","false","383983","false","130943","false","560942.62","525180.29","560942.62","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","579","NOR","Norway","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4795088","false","8","kg","4795088","false","4795088","false","4169040","false","9935256.887","9179699.114","9935256.887","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","598","PNG","Papua New Guinea","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2643976","false","8","kg","2643976","false","2643976","false","2719522","false","3033477.588","2425694.935","3033477.588","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","604","PER","Peru","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7379608","false","8","kg","7379608","false","7379608","false","11384095","false","21297026.152","18588784.974","21297026.152","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","608","PHL","Philippines","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1004700","false","8","kg","1004700","false","1004700","false","1007250","false","1498923.209","1251709.839","1498923.209","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","699","IND","India","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","293580","false","8","kg","293580","false","293580","false","294070","false","455333.462","385409.057","455333.462","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","186012","false","8","kg","186012","false","186012","false","186012","false","288668.96","251357.275","288668.96","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","764","THA","Thailand","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3239080","false","8","kg","3239080","false","3239080","false","3303690","false","5553876.828","4879424.771","5553876.828","0","false","true",
"C","A","20220101","2022","52","2022","36","AUS","Australia","M","Import","858","URY","Uruguay","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","202305","false","8","kg","202305","false","202305","false","205250","false","498476.379","465727.885","498476.379","0","false","true",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5498846","false","8","kg","5498846","false","5498846","false","0","false","9650678.912",,"9650678.912","0","false","true",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","56","BEL","Belgium","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3538","false","8","kg","3538","false","3538","false","0","false","12566.029",,"12566.029","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","203","CZE","Czechia","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","112","false","8","kg","112","false","112","false","0","false","171.647",,"171.647","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","208","DNK","Denmark","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2105580","false","8","kg","2105580","false","2105580","false","0","false","3605613.236",,"3605613.236","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3096240","false","8","kg","3096240","false","3096240","false","0","false","5449778.339",,"5449778.339","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","372","IRL","Ireland","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","269427","false","8","kg","269427","false","269427","false","0","false","540223.425",,"540223.425","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","5.265",,"5.265","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","616","POL","Poland","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36","false","8","kg","36","false","36","false","0","false","55.812",,"55.812","0","true","false",
"C","A","20220101","2022","52","2022","40","AUT","Austria","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23910","false","8","kg","23910","false","23910","false","0","false","42265.16",,"42265.16","0","true","false",
"C","A","20220101","2022","52","2022","51","ARM","Armenia","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6023080","false","8","kg","6023080","false","6023080","false","0","false","10087322.74","0","10087322.74","0","false","true",
"C","A","20220101","2022","52","2022","51","ARM","Armenia","M","Import","56","BEL","Belgium","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36000","false","8","kg","36000","false","36000","false","0","false","72887.89","0","72887.89","0","false","true",
"C","A","20220101","2022","52","2022","51","ARM","Armenia","M","Import","268","GEO","Georgia","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4312850","false","8","kg","4312850","false","4312850","false","0","false","7184540.11","0","7184540.11","0","false","true",
"C","A","20220101","2022","52","2022","51","ARM","Armenia","M","Import","478","MRT","Mauritania","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300000","false","8","kg","300000","false","300000","false","0","false","595250","0","595250","0","false","true",
"C","A","20220101","2022","52","2022","51","ARM","Armenia","M","Import","686","SEN","Senegal","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1374230","false","8","kg","1374230","false","1374230","false","0","false","2234644.74","0","2234644.74","0","false","true",
"C","A","20220101","2022","52","2022","52","BRB","Barbados","M","Import","0","W00","World","0","W00","World","H5","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32594","false","8","kg","32594","false","32594","false","0","false","46157","0","46157","0","false","true",
"C","A","20220101","2022","52","2022","52","BRB","Barbados","M","Import","528","NLD","Netherlands","0","W00","World","H5","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32594","false","8","kg","32594","false","32594","false","0","false","46157","0","46157","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5233570.99","false","8","kg","5233570.99","false","5233570.99","false","0","false","10354759.947",,"10354759.947","0","false","true",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","208","DNK","Denmark","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1365487.8","false","8","kg","1365487.8","false","1365487.8","false","0","false","2803884.56",,"2803884.56","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","251","FRA","France","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1807824.2","false","8","kg","1807824.2","false","1807824.2","false","0","false","3457251.573",,"3457251.573","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","333245.53","false","8","kg","333245.53","false","333245.53","false","0","false","561992.499",,"561992.499","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","372","IRL","Ireland","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3172.5","false","8","kg","3172.5","false","3172.5","false","0","false","7037.945",,"7037.945","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","294.05","false","8","kg","294.05","false","294.05","false","0","false","4427.301",,"4427.301","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1625187","false","8","kg","1625187","false","1625187","false","0","false","2987039.392",,"2987039.392","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","579","NOR","Norway","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","93610.82","false","8","kg","93610.82","false","93610.82","false","0","false","516873.672",,"516873.672","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","604","PER","Peru","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","400","false","8","kg","400","false","400","false","0","false","2124.652",,"2124.652","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","699","IND","India","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.46","false","8","kg","0.46","false","0.46","false","0","false","11.405",,"11.405","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.9","false","8","kg","0.9","false","0.9","false","0","false","121.49",,"121.49","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4171.01","false","8","kg","4171.01","false","4171.01","false","0","false","9984.344",,"9984.344","0","true","false",
"C","A","20220101","2022","52","2022","56","BEL","Belgium","M","Import","842","USA","USA","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","176.72","false","8","kg","176.72","false","176.72","false","0","false","4011.115",,"4011.115","0","true","false",
"C","A","20220101","2022","52","2022","60","BMU","Bermuda","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75","false","8","kg","75","false","75","false","0","false",,"81.16","81.16","0","false","true",
"C","A","20220101","2022","52","2022","60","BMU","Bermuda","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75","false","8","kg","75","false","75","false","0","false",,"81.16","81.16","0","true","false",
"C","A","20220101","2022","52","2022","68","BOL","Bolivia (Plurinational State of)","M","Import","0","W00","World","0","W00","World","H6","HS","true","230120","Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11200.54","true","-1","N/A","0","false","11200.54","true","1709","false","18762","17076","18762","6","false","true",
