GAEZ_category,iso3c,late,early,coef
Barley,URY,711100,283466.6666666667,2.5085841956726247
Barley,USA,3345586.6666666665,4323663.333333333,0.7737851929575152
Barley,UZB,130287.66666666667,152871,0.8522719591463828
Barley,XMI,61106.666666666664,42977,1.4218457934864384
Barley,YEM,22644.333333333332,22114.666666666668,1.0239509224647292
Barley,ZAF,421366.6666666667,329666.6666666667,1.278159757330637
Barley,ZMB,9252.443333333335,6021.493333333334,1.5365695552819678
Barley,ZWE,55852.62333333334,54516.04666666667,1.0245171238266604
Cassava,AGO,9486618.333333334,7762506,1.2221076973510017
Cassava,ARG,196854.44666666666,189441.11333333334,1.0391326529014275
Cassava,ATG,57.43,128.07666666666665,0.448403300106707
Cassava,BDI,2459844.4699999997,2464972.3333333335,0.99791970755047
Cassava,BEN,4302033.87,3793220.9833333334,1.1341374227608385
Cassava,BFA,17082.046666666665,23000,0.7426976811594203
Cassava,BHS,834.87,842.9666666666667,0.9903950334137371
Cassava,BLZ,728.6666666666666,746.3333333333334,0.9763287181777578
Cassava,BOL,206162.38333333333,223025.48666666666,0.9243893440818408
Cassava,BRA,17965473.666666668,22449844,0.8002493766400635
Cassava,BRB,637.1466666666666,474.2033333333333,1.343614904998559
Cassava,BRN,3173.193333333333,3113.293333333333,1.019240075889626
Cassava,CAF,800408.3933333333,710522.3066666666,1.1265070580097012
Cassava,CHN,4945869.753333333,4764907.87,1.0379780445436677
Cassava,CIV,6427471.566666666,4624767.666666667,1.3897933971890335
Cassava,CMR,4884580.803333334,4500000,1.0854624007407407
Cassava,COD,42831009.666666664,35099537.333333336,1.2202727705470608
Cassava,COG,1623497.6566666665,1593547.17,1.0187948541659213
Cassava,COK,0,4.75,0
Cassava,COL,1013919.9033333333,2226161,0.45545668230345127
Cassava,COM,65842.66666666667,63875.56,1.030795920484559
Cassava,CPV,2537.3333333333335,6209.666666666667,0.408610231359708
Cassava,CRI,101168.13333333333,154505,0.6547887339136813
Cassava,CUB,746472.0333333333,705680,1.0578052847371802
Cassava,DMA,1228.2866666666666,1207.91,1.016869358368311
Cassava,DOM,170382.38333333333,168425.72666666665,1.0116173265533188
Cassava,ECU,76782.05333333333,92406.66666666667,0.8309146526224658
Cassava,FJI,78038.15333333334,72003.39666666667,1.0838121109008794
Cassava,FSM,9141.699999999999,9175.483333333334,0.9963180867856187
Cassava,GAB,317399.37,308629.21,1.0284164936948126
Cassava,GHA,22293983.496666666,17603063.333333332,1.2664831725311447
Cassava,GIN,2470701.6666666665,1513455.3333333333,1.6324906406223638
Cassava,GMB,11847.17,11917.216666666667,0.99412222932368155
Cassava,GNB,51974,46734.263333333336,1.1121176689850465
Cassava,GNQ,73765.06666666667,72777.59333333332,1.0135683702648774
Cassava,GRD,0,0,1
Cassava,GTM,3066.0233333333335,4635.986666666667,0.6613529230742683
Cassava,GUY,65629.33333333333,61341.333333333336,1.069903925574925
Cassava,HND,26245.273333333334,25430.263333333332,1.0320488226691584
Cassava,HTI,632266.5233333333,639470.13,0.9887350380749345
Cassava,IDN,17467000,21832824.666666668,0.8000339061334467
Cassava,IND,5992333.333333333,5618810,1.0664773027266152
Cassava,JAM,27478.666666666668,19386.666666666668,1.4174002751031636
Cassava,KEN,814651.4366666666,713411.6666666666,1.1419093277140127
Cassava,KHM,7599619.41,7500000,1.013282588
Cassava,LAO,2766966.5233333334,2140761,1.2925153827696476
Cassava,LBR,612755.6733333333,618710.4433333334,0.9903755139998633
Cassava,LCA,1335.77,1281.6399999999999,1.0422349489716303
Cassava,LKA,303434.5,316575,0.9584916686409224
Cassava,MDG,2651061,2745391,0.9656405954561663
Cassava,MDV,6.1466666666666665,6.29,0.9772125066242713
Cassava,MEX,26860.15,20443.533333333333,1.3138702376953757
Cassava,MLI,118623.38,71120,1.6679327896512937
Cassava,MMR,393288.69333333336,454663.3333333333,0.8650107991994077
Cassava,MOZ,5881063.5633333335,3771000,1.55955013612658
Cassava,MUS,827,644.6333333333333,1.2828998397021563
Cassava,MWI,5851543.493333333,5037432.666666667,1.1616122498378472
Cassava,MYS,37014.87333333334,60261.666666666664,0.6142358049616949
Cassava,NCL,815.6,784.1666666666666,1.0400850159404889
Cassava,NER,643804.76,154758,4.160074180333165
Cassava,NGA,59687882.04333333,57419874.666666664,1.039498647286029
Cassava,NIC,236061,201695.55,1.1703827873247576
Cassava,NIU,43.54666666666667,42.74333333333333,1.0187943538953443
Cassava,PAN,16363.48,14791,1.1063132986275437
Cassava,PER,1300452.1,1202305.6666666667,1.0816318479188736
Cassava,PHL,2599456.9366666665,2668773.0966666667,0.9740269563993369
Cassava,PNG,154922.95666666667,150690.47333333333,1.0280872655033135
Cassava,PRI,108.48,104.37,1.0393791319344639
Cassava,PRY,3365781.3333333335,3131618.3333333335,1.0747737990634236
Cassava,PYF,3813.91,3932.233333333333,0.9699093814371816
Cassava,QAT,0,0,1
Cassava,RWA,1260427.3566666667,918366,1.3724673568780494
Cassava,SDN,0,0,1
Cassava,SEN,1235318.51,463983.3333333333,2.662420007902583
Cassava,SGP,0.31,0.4633333333333333,0.6690647482014389
Cassava,SLB,3081.27,3081.87,0.9998053130080115
Cassava,SLE,1872993.2333333334,3285905.66,0.5700082190836037
Cassava,SLV,21170.316666666666,34836.333333333336,0.6077079485977284
Cassava,SOM,96167.84666666666,92060.93666666668,1.0446107779119198
Cassava,SSD,1438080,863049.4733333334,1.6662775940824588
Cassava,STP,1359.5066666666667,1352.27,1.0053514953867695
Cassava,SUR,6278,6774,0.9267788603483909
Cassava,SYC,232.41333333333333,224.86666666666667,1.0335606285206047
Cassava,TCD,295299.84,266797.6666666667,1.1068306694336407
Cassava,TGO,1149910.6333333333,1073240,1.071438479122408
Cassava,THA,30062480,31180264.333333332,0.9641509025907018
Cassava,TLS,19713.646666666667,27749.743333333336,0.7104082524246771
Cassava,TON,7255.506666666666,7314.13,0.9919849205123051
Cassava,TTO,2926.133333333333,2733.6666666666665,1.0704060480429216
Cassava,TWN,8529.333333333334,17072,0.4996094970321775
Cassava,TZA,7076503.706666667,5360216.783333333,1.3201898342376432
Cassava,UGA,2474497.473333333,2756398.6666666665,0.8977284393791125
Cassava,VCT,583.45,701.6666666666666,0.8315201900237531
Cassava,VEN,409363.0933333333,362369.4733333333,1.1296842682903698
Cassava,VNM,10414883.41,10619893.87,0.9806956206427703
Cassava,WSM,448.97,436.4433333333333,1.0287017023974094
Cassava,ZMB,3918103.3866666667,1365036.8833333333,2.8703278530459246
Cassava,ZWE,263674.75,241876.85,1.0901198275072626
Cotton,AFG,73355.93,50769,1.4448960980125667
Cotton,AGO,5404.206666666667,5500,0.9825830303030304
Cotton,ALB,715,820,0.8719512195121951
Cotton,ARG,986366,829381,1.1892797158362682
Cotton,ARM,0,0,1
Cotton,ATG,105.20666666666666,105,1.001968253968254
Cotton,AUS,889589.09,1643159.3333333333,0.5413894270346677
Cotton,AZE,306370.43333333335,55201.36666666667,5.5500515989640355
Cotton,BDI,1634.9066666666668,2222,0.7357815781578159
Cotton,BEN,737348,367361.32666666666,2.007146497129919
Cotton,BFA,725301.4500000001,816232,0.888597175802958
Cotton,BGD,74989.84666666666,58240,1.2876003891941392
Cotton,BGR,2801,2045,1.3696821515892421
Cotton,BOL,6195.77,3866.6666666666665,1.6023543103448277
Cotton,BRA,6558594.666666667,3902730.6666666665,1.6805142928985108
Cotton,BWA,897.2566666666667,1000,0.8972566666666667
Cotton,CAF,26333.333333333332,15833.333333333334,1.663157894736842
Cotton,CHN,19593848.333333332,17131316.666666668,1.1437444485197186
Cotton,CIV,483224.98333333334,390000,1.239038418803419
Cotton,CMR,422489.25333333336,336666.6666666667,1.2549185742574258
Cotton,COD,29436.976666666666,30219.766666666666,0.9740967556555147
Cotton,COL,36046.416666666664,81184.70333333334,0.4440050303400751
Cotton,CRI,677.3033333333333,669.25,1.0120333706885816
Cotton,CUB,0,0,1
Cotton,CYP,0,0,1
Cotton,DOM,0,0,1
Cotton,DZA,81.49666666666667,80,1.0187083333333333
Cotton,ECU,4002.03,4027.4,0.9937006505437752
Cotton,EGY,210654,204333.33333333334,1.0309331158238173
Cotton,ESP,210015,194933.33333333334,1.0773683310533515
Cotton,ETH,167000,125000,1.336
Cotton,GEO,0,0,1
Cotton,GHA,28000,15500,1.8064516129032258
Cotton,GIN,43512.083333333336,42219.85333333333,1.030607164591445
Cotton,GMB,543.7166666666667,543.5033333333333,1.0003925152252977
Cotton,GNB,5220.956666666667,5200.343333333333,1.0039638408489697
Cotton,GRC,900746,792323.4066666666,1.1368413357740763
Cotton,GRD,51.336666666666666,50.18333333333333,1.0229823978744603
Cotton,GTM,2632.2166666666667,2675.7766666666666,0.9837206144508822
Cotton,HND,3300.66,3055.6666666666665,1.0801767208465147
Cotton,HTI,966.6766666666666,963.2933333333334,1.0035122565642862
Cotton,IDN,181.34,817.3333333333334,0.22186786296900488
Cotton,IND,17831016.666666668,17246333.333333332,1.0339018921896443
Cotton,IRN,134092.05333333334,173538.73333333334,0.7726923595539287
Cotton,IRQ,9,511.3333333333333,0.017601043024771838
Cotton,ISR,15638.766666666666,38577.333333333336,0.40538744685998684
Cotton,ITA,0,0,1
Cotton,KAZ,320442.0133333333,293768.6666666667,1.0907971124671791
Cotton,KEN,7081.626666666667,14999.333333333334,0.47212942797457663
Cotton,KGZ,73298.06666666667,55077.9,1.3308072142668232
Cotton,KHM,238.45333333333332,241.92000000000002,0.9856701940035272
Cotton,KNA,3.5,3,1.1666666666666667
Cotton,KOR,0,0,1
Cotton,LAO,5466.136666666666,5536.5233333333335,0.9872868472814166
Cotton,LKA,0,0,1
Cotton,MAR,220.28,218.84666666666666,1.006549486703019
Cotton,MDG,14458.236666666668,14636.29,0.9878348042206506
Cotton,MEX,801551.6033333333,647628.11,1.2376726565085838
Cotton,MLI,529643.6666666666,569840,0.9294603163461088
Cotton,MMR,264340.43333333335,471296.3333333333,0.56087946083462
Cotton,MOZ,87789.89333333333,63278.333333333336,1.3873610240471987
Cotton,MWI,58433.333333333336,81021.66666666667,0.7212062616995454
Cotton,NAM,0,0,1
Cotton,NER,6866.666666666667,7100,0.9671361502347419
Cotton,NGA,273333.83666666667,282168.6666666667,0.9686895426612451
Cotton,NIC,6989.943333333334,4585.276666666667,1.5244321862075936
Cotton,NPL,132.07666666666665,130.66666666666666,1.0107908163265307
Cotton,PAK,4010223.3333333335,5642026,0.7107771806321583
Cotton,PER,31008.386666666665,69327.57333333333,0.4472735042603539
Cotton,PHL,92.66666666666667,22.333333333333332,4.1492537313432845
Cotton,PRK,39461.79,39026.043333333335,1.0111655353566034
Cotton,PRY,28613.333333333332,14793.333333333334,1.9342045966651644
Cotton,ROU,0,0,1
Cotton,RWA,0,0,1
Cotton,SDN,318270.2866666667,117546.66666666667,2.70760792876588
Cotton,SEN,19378.93,25521.666666666668,0.7593128714164435
Cotton,SLV,76.96000000000001,53,1.4520754716981135
Cotton,SOM,7193.26,7019.746666666667,1.0247178910539982
Cotton,SSD,0,0,1
Cotton,SWZ,1602.6833333333334,1833.3333333333333,0.8741909090909091
Cotton,SYR,92889,111210.66666666667,0.8352526136581623
Cotton,TCD,167050.78,181211.66666666666,0.9218544427787027
Cotton,TGO,113815.53666666667,100037.33333333333,1.1377306139041425
Cotton,THA,3200.7966666666666,3200,1.0002489583333334
Cotton,TJK,461976.36666666664,309136.8333333333,1.4944073848635528
Cotton,TKM,1162091.0566666666,703033.3333333334,1.6529672229861077
Cotton,TUN,1947.51,1952.4033333333334,0.9974936872674873
Cotton,TUR,2074548.6666666667,2166666.6666666665,0.9574840000000001
Cotton,TWN,0,0,1
Cotton,TZA,273568,199529.33333333334,1.3710665766771135
Cotton,UGA,130218.51999999999,75066.66666666667,1.7347049733570157
Cotton,USA,11088075.93,9448042.093333334,1.1735845184076705
Cotton,UZB,3042873.2133333334,3240151.6666666665,0.9391144385730915
Cotton,VCT,0,0,1
Cotton,VEN,4741.483333333334,7211.08,0.6575274901031931
Cotton,VNM,147.68666666666667,1747.6333333333334,0.0845066661580423
Cotton,YEM,12475.533333333333,14242.333333333334,0.8759472932805953
Cotton,ZAF,104529,33892.666666666664,3.084118491709121
Cotton,ZMB,48602.770000000004,112035,0.43381773552907577
Cotton,ZWE,143533.33333333334,77133.33333333333,1.860847018150389
CropsNES,AFG,3563303.7233333336,2139971.51,1.6651173656668607
CropsNES,AGO,1107813.4766666666,1023461.75,1.0824180548678703
CropsNES,ALB,851806.6266666667,780599.9866666667,1.0912203961264053
CropsNES,ARE,383736.45,413725.5333333333,0.9275145454724171
CropsNES,ARG,7013172.756666667,7328624.556666667,0.9569562067805696
CropsNES,ARM,678139.6533333333,822559.6666666666,0.824426094317778
CropsNES,ATG,8460.096666666666,9736.536666666667,0.8689020497021357
CropsNES,AUS,4433942.633333333,4209775.823333333,1.0532491086003963
CropsNES,AUT,698480,636005.0433333333,1.0982302849977925
CropsNES,AZE,1794056.3633333333,1511439.64,1.1869851205790352
CropsNES,BDI,129702.97333333333,125723.67,1.0316511865532825
CropsNES,BEL,727630,789724.13,0.9213723784785454
CropsNES,BEN,781300.6233333333,702291.0599999999,1.1125025902128576
CropsNES,BFA,2050927.6733333333,1505139.4,1.3626164283077922
CropsNES,BGD,7215764.31,6125523.720000001,1.177983245161607
CropsNES,BGR,527103.3333333334,517400.3833333333,1.0187532717650674
CropsNES,BHR,22155.713333333333,22761.556666666667,0.9733830448327567
CropsNES,BHS,40707.10333333333,41318.26,0.9852085575078265
CropsNES,BIH,396738.15,312132.9033333333,1.2710552004071003
CropsNES,BLR,723688.3366666667,795183.5533333333,0.9100896687727437
CropsNES,BLZ,99362.52,202971.08333333334,0.4895402752362508
CropsNES,BOL,890233.93,835182.39,1.0659155900066333
CropsNES,BRA,36222755.67333333,36391954.82,0.9953506441876081
CropsNES,BRB,6272.366666666667,5701.556666666666,1.1001147639796618
CropsNES,BRN,6920.296666666667,6563.863333333334,1.054302369691833
CropsNES,BTN,64073.153333333335,68004.54333333333,0.942189303724462
CropsNES,BWA,23290.796666666665,9684.04,2.4050702668170167
CropsNES,CAF,182137.83,146761.58,1.241045715097916
CropsNES,CAN,1563946.5366666666,2008909.4066666667,0.7785052583638822
CropsNES,CHE,394947.86333333334,431229.0466666667,0.9158656319332353
CropsNES,CHL,6865351.47,6557981.956666667,1.046869527144836
CropsNES,CHN,245929833.01333332,225113401.36,1.092470868138338
CropsNES,CIV,1464419.9833333334,1275868.8466666667,1.1477825382752116
CropsNES,CMR,915335.2133333333,885031.0666666667,1.0342407716610476
CropsNES,COD,1167991.6833333333,1171555.57,0.9969579875185377
CropsNES,COG,104511.78,104035.08666666667,1.0045820438912179
CropsNES,COK,3004.306666666667,3013.7933333333335,0.9968522504307971
CropsNES,COL,6181535.7,4598851.966666667,1.3441475709165938
CropsNES,COM,113582.43,95001.54333333333,1.1955851033016551
CropsNES,CPV,8661.68,12958.38,0.6684230590552215
CropsNES,CRI,3911002.7933333335,3917847.4833333334,0.9982529462851432
CropsNES,CUB,827427.2,1172418.01,0.7057441910159671
CropsNES,CYP,121772.66666666667,176614.06333333332,0.6894845425578511
CropsNES,CZE,271653.3333333333,321764.61,0.8442610681557966
CropsNES,DEU,2554926.6666666665,2806633.1566666667,0.9103172819710637
CropsNES,DJI,4899.536666666667,4546.92,1.077550664332486
CropsNES,DMA,33280.53333333333,34573.95333333333,0.9625897568747803
CropsNES,DNK,49520,63821.60666666667,0.7759127760389611
CropsNES,DOM,3520166.25,2491420.3766666665,1.4129154128175343
CropsNES,DZA,7047134.846666667,6114717.899999999,1.1524873202517925
CropsNES,ECU,981234.0633333334,985408.1666666667,0.9957640869291219
CropsNES,EGY,13246132.39,13935600.313333334,0.950524705945128
CropsNES,ERI,27930.31666666667,27730.466666666667,1.0072068747490728
CropsNES,ESP,19172686.666666668,19512537.64666667,0.9825829430208398
CropsNES,EST,7260,6803,1.0671762457739233
CropsNES,ETH,1899563.4833333334,1789225.07,1.0616682692319606
CropsNES,FIN,28133.333333333332,21893.666666666668,1.2849987058662322
CropsNES,FJI,58459.98333333333,49551.473333333335,1.179782948936197
CropsNES,FRA,9297202.333333334,10258271.333333334,0.9063127725158632
CropsNES,FSM,72366.48666666666,71908.14333333334,1.006374011510889
CropsNES,GAB,23518.48,23348.47666666667,1.0072811316883912
CropsNES,GBR,845277.75,712489.2266666667,1.1863726753519848
CropsNES,GEO,642452.6966666667,504261.62333333335,1.2740463817568455
CropsNES,GGY,845277.75,712489.2266666667,1.1863726753519848
CropsNES,GHA,2250387.4233333333,2108074.3766666665,1.0675085510463322
CropsNES,GIN,784371.5533333333,666685.22,1.1765245873207348
CropsNES,GMB,14872.386666666667,13493.33,1.1022028414532712
CropsNES,GNB,205226.14666666667,197741.78,1.0378491923490658
CropsNES,GNQ,9793.686666666666,7685.21,1.2743551141304748
CropsNES,GRC,4348193.333333333,3974614.38,1.0939912448395392
CropsNES,GRD,23153.736666666668,23591.733333333334,0.9814343159750873
CropsNES,GTM,2242422.3666666667,2033244.1233333333,1.1028790595938884
CropsNES,GUY,245924.32666666666,137146.24,1.793153984146169
CropsNES,HKG,6120.700000000001,5963.64,1.0263362644291072
CropsNES,HND,860424.3466666667,744860.4400000001,1.1551484015806592
CropsNES,HRV,283666.6666666667,335823.07333333336,0.8446908184450538
CropsNES,HTI,778850.63,1159965.9866666668,0.6714426448297351
CropsNES,HUN,1293940,1593985.01,0.8117642210449645
CropsNES,IDN,32874831.319999997,30490261.39,1.0782075922373717
CropsNES,IND,100152035.26333334,82323330.94333333,1.2165692776968933
CropsNES,IRL,25090,36318.57666666667,0.6908310375232216
CropsNES,IRN,17826051.593333334,19835445.356666666,0.8986968163708017
CropsNES,IRQ,2088185.1566666667,1340147.07,1.5581761161979533
CropsNES,ISR,1298280.9966666666,1253404.8533333333,1.035803390432061
CropsNES,ITA,17679626.666666668,18021367.32,0.981036918716258
CropsNES,JAM,367534.33666666667,325909.23,1.1277199380535086
CropsNES,JOR,493905.5266666667,521548.93,0.9469974881679206
CropsNES,JPN,3092621.03,3474697.1433333335,0.8900404560246646
CropsNES,KAZ,4161623.4833333334,3000002.91,1.38720648218749
CropsNES,KEN,2563639.986666667,2045476.32,1.2533217625646562
CropsNES,KGZ,463790.12333333335,482607.9633333333,0.9610080201121699
CropsNES,KHM,356462.5366666667,345492.6066666667,1.0317515622283167
CropsNES,KIR,178593.42666666667,192784.40666666668,0.9263893784493842
CropsNES,KNA,5606.59,4486.373333333333,1.2496931448712845
CropsNES,KOR,3083498.123333333,3625527.18,0.8504964851300144
CropsNES,KWT,121554.37666666666,111746.67333333334,1.0877672958019748
CropsNES,LAO,452850.9066666667,447838.2133333333,1.0111930897902237
CropsNES,LBN,984713.0233333333,1042289.8966666667,0.9447592521836111
CropsNES,LBR,31559.076666666668,31155.913333333334,1.0129401866355172
CropsNES,LBY,717233.4566666667,708239.14,1.0126995475944278
CropsNES,LCA,19482.976666666666,20169.88333333333,0.9659439444782775
CropsNES,LKA,3380892.4833333334,3099388.45,1.0908256702490238
CropsNES,LSO,15367.233333333334,15314.846666666666,1.0034206458482335
CropsNES,LTU,70536.66666666667,98936.43,0.7129493824131988
CropsNES,LUX,14106.666666666666,16886,0.8354060562991038
CropsNES,LVA,16590,14514.2,1.143018561133235
CropsNES,MAC,223.97,216.06666666666666,1.036578216599815
CropsNES,MAR,6096327.553333334,5396069.98,1.129771773888917
CropsNES,MDA,1386628.0766666667,1186706.1933333334,1.1684678856960995
CropsNES,MDG,1025212.3566666667,1004854.5599999999,1.0202594459706356
CropsNES,MDV,7231.776666666667,6168.826666666667,1.1723099152296925
CropsNES,MEX,23102107.113333333,19970414.926666666,1.1568165808355284
CropsNES,MHL,22039.706666666665,24000,0.918321111111111
CropsNES,MKD,595124.8033333333,626866.94,0.9493638368189163
CropsNES,MLI,2422636.1366666667,1707250.06,1.4190282920046677
CropsNES,MLT,11346.666666666666,16147.646666666666,0.7026823722920202
CropsNES,MMR,4073216.7866666666,4147553.373333333,0.9820770030002235
CropsNES,MNE,62317.69,69054.97666666667,0.902435899744228
CropsNES,MNG,7126.916666666667,6587.256666666667,1.0819248478248658
CropsNES,MOZ,967948.3133333334,850111.7433333333,1.1386130363732614
CropsNES,MRT,30328.48,29765.393333333333,1.0189174945669568
CropsNES,MUS,17365.16,19117.176666666666,0.9083537963154601
CropsNES,MWI,2918615.8433333333,2139879.776666667,1.3639158027278144
CropsNES,MYS,1682938.4566666665,1752705.95,0.960194410629271
CropsNES,NAM,61457.253333333334,57183.76,1.074732639709829
CropsNES,NCL,27796.53,24565.833333333332,1.131511788052512
CropsNES,NER,764298.5433333333,640128.62,1.1939765219891798
CropsNES,NGA,11325190.643333333,10803395.94,1.0482991372556631
CropsNES,NIC,209176.13,205730.32333333333,1.0167491433000064
CropsNES,NIU,3425.5066666666667,3407.09,1.005405394828627
CropsNES,NLD,762413.3333333334,811287.24,0.9397575799828103
CropsNES,NOR,29104.666666666668,27779.666666666668,1.0476967566205497
CropsNES,NPL,1893379.5066666666,2135523.946666667,0.8866112270115432
CropsNES,NRU,2881.0333333333333,2835.13,1.016190909529134
CropsNES,NZL,1737094.6333333333,1537206.05,1.1300336954394197
CropsNES,OMN,493027.3333333333,393214,1.253839724255325
CropsNES,PAK,12068070.636666667,10215202.790000001,1.1813833640660074
CropsNES,PAN,207491.24666666667,226575.58333333334,0.9157705504454547
CropsNES,PER,5167529.933333334,3952021.54,1.3075662369323355
CropsNES,PHL,22523308.98666667,22218615.53,1.0137134312556633
CropsNES,PNG,3024728.0933333333,2986718.3000000003,1.0127262732924405
CropsNES,POL,4785250,4677246.326666667,1.023091294704229
CropsNES,PRI,56734.083333333336,56163.05333333334,1.010167360321578
CropsNES,PRK,1872240.1533333333,1819450.01,1.0290143411707877
CropsNES,PRT,2247982,1909639.6166666667,1.177176039070618
CropsNES,PRY,771856.7100000001,744331.71,1.0369794805598167
CropsNES,PSE,132862.62333333332,140666.87666666668,0.9445196088925268
CropsNES,PYF,100966.73333333334,98458.89333333333,1.0254709342660362
CropsNES,QAT,29204.36666666667,29765.286666666667,0.9811552293689764
CropsNES,ROU,2958566.6666666665,2561648.9166666665,1.1549461939993273
CropsNES,RUS,7776513.54,6503456.976666667,1.1957507473180573
CropsNES,RWA,156226.46333333332,157740.28,0.9904031065073127
CropsNES,SAU,2942001,1985789.2733333332,1.4815272896814353
CropsNES,SDN,3845452.6366666667,3083750.59,1.247005075292638
CropsNES,SEN,1840331.9633333334,526235.02,3.4971674126388117
CropsNES,SGP,120.36666666666667,122.23666666666668,0.9847018079681492
CropsNES,SLB,151568.42333333334,150262.25666666668,1.0086925798643114
CropsNES,SLE,258706.15,249958.23666666666,1.0349974997823304
CropsNES,SLV,338560.51666666666,300379.75666666665,1.127108299253233
CropsNES,SOM,243712.40666666668,228154.81,1.0681887735203421
CropsNES,SSD,817928.5533333333,769481.55,1.0629605782404183
CropsNES,STP,6544.72,39134.426666666666,0.16723689491469063
CropsNES,SUR,46899.666666666664,41146.333333333336,1.1398261489480632
CropsNES,SVK,97183.33333333333,98177.81666666667,0.9898705902504452
CropsNES,SVN,164036.66666666666,218427.60666666666,0.7509887104929746
CropsNES,SWE,51970,58584.333333333336,0.8870972330486535
CropsNES,SWZ,136766.15000000002,138052.38333333333,0.990683005231227
CropsNES,SYC,4841.956666666667,4499.84,1.0760286291660741
CropsNES,SYR,2510522.7199999997,2614186.8466666667,0.9603455557131089
CropsNES,TCD,356103.6566666667,316885.9633333333,1.123759641862332
CropsNES,TGO,77102.37,75595.43666666666,1.0199341838579234
CropsNES,THA,10191525.853333334,11350662.986666666,0.8978793454888986
CropsNES,TJK,1383110.8166666667,1129846.8166666667,1.224157820568272
CropsNES,TKL,4877.693333333334,4700,1.0378070921985816
CropsNES,TKM,761893.44,654938.8633333334,1.1633046726259573
CropsNES,TLS,48581.270000000004,42954.07,1.1310050479500546
CropsNES,TON,67444.29000000001,77131.54000000001,0.8744061119484974
CropsNES,TTO,82910.89,82163.01666666666,1.0091023110357236
CropsNES,TUN,2516851.29,2143212.76,1.1743357155077783
CropsNES,TUR,25483406.666666668,21762852.963333335,1.1709589137785301
CropsNES,TUV,2881.1800000000003,2178.673333333333,1.3224469937362495
CropsNES,TWN,2447467.4033333333,2598264.16,0.9419624998150047
CropsNES,TZA,3272777.813333333,3155063.6633333336,1.0373095957992917
CropsNES,UGA,260859.79,247540.88666666666,1.053804862350955
CropsNES,UKR,3035455.7866666666,3276909.216666667,0.926316716748836
CropsNES,URY,446212.84,471674.35333333333,0.9460188726535665
CropsNES,USA,27798375.47,30759500.12,0.9037330048132134
CropsNES,UZB,5997426.05,6337271.043333333,0.9463736060822517
CropsNES,VCT,15511.1,13997.383333333333,1.1081428314577844
CropsNES,VEN,2124217.973333333,2494025.046666667,0.8517227909047702
CropsNES,VNM,11423581.903333334,8680605.733333332,1.3159890282157425
CropsNES,VUT,366886.5366666667,317213.16000000003,1.1565930513937903
CropsNES,WSM,86216.91,113087.27,0.7623927078618132
CropsNES,XMI,2247982,1909639.6166666667,1.177176039070618
CropsNES,YEM,1303689.3699999999,1230596.3366666667,1.0593964333839327
CropsNES,ZAF,7296000.1866666665,6640783.596666667,1.0986655536146193
CropsNES,ZMB,126100.49333333333,123654.47666666667,1.0197810603595077
CropsNES,ZWE,187473.00333333333,182211.83,1.0288739393777744
Groundnut,AGO,219361.33333333334,263340.3333333333,0.8329955785985437
Groundnut,ARG,1296634,1059271.3333333333,1.2240810821527
Groundnut,AUS,14173.666666666666,15957,0.88824131520127
Groundnut,BDI,9608.976666666667,9805.666666666666,0.9799411904680968
Groundnut,BEN,173656.41666666666,138756.24333333335,1.2515214630702622
Groundnut,BFA,430218.24666666664,406818.3333333333,1.0575193186147789
Groundnut,BGD,63297,58472,1.0825181283349294
Groundnut,BGR,0,542.7766666666666,0
Groundnut,BLZ,88.66666666666667,136.66666666666666,0.6487804878048782
Groundnut,BOL,27138.823333333334,22504.666666666668,1.2059198092247534
Groundnut,BRA,675309.3333333334,487716.3333333333,1.3846354677479875
Groundnut,BRB,7.623333333333333,13.746666666666666,0.5545586808923375
Groundnut,BTN,196.86666666666667,49.666666666666664,3.9637583892617454
Groundnut,BWA,825.32,326.39666666666665,2.528579744482685
Groundnut,CAF,136315,124628.97333333333,1.0937665324050385
Groundnut,CHN,17940033.333333332,16267900,1.102787288668687
Groundnut,CIV,218390.33333333334,162197.33333333334,1.3464483592003156
Groundnut,CMR,500000,645011.3333333334,0.7751801777126396
Groundnut,COD,465549,379631.6666666667,1.2263176148810908
Groundnut,COG,26421.173333333332,26141.403333333335,1.0107021798498192
Groundnut,COL,3603.746666666667,2569.2433333333333,1.4026490289618345
Groundnut,COM,993.7866666666666,955.52,1.040048001786113
Groundnut,CPV,0,142,0
Groundnut,CRI,224.78,220.44333333333333,1.019672478187894
Groundnut,CUB,5844.373333333334,5880.243333333334,0.9938999123052165
Groundnut,CYP,0,283,0
Groundnut,DOM,6627.823333333334,5416.84,1.2235589999581553
Groundnut,DZA,13598.866666666667,4653.75,2.922130898021309
Groundnut,ECU,22670.13,22175.226666666666,1.0223178477844947
Groundnut,EGY,174086.66666666666,195543.33333333334,0.8902715510628504
Groundnut,ERI,2240.253333333333,2210.2,1.0135975628148282
Groundnut,ESP,0,1272.59,0
Groundnut,ETH,189786.99333333335,115971.89666666667,1.6364912430364955
Groundnut,FJI,359.59,345.18,1.041746335245379
Groundnut,GAB,35924.17,28666.666666666668,1.2531687209302325
Groundnut,GEO,226.17,217.45666666666668,1.0400692858347256
Groundnut,GHA,348000,423101.12,0.8224984136180022
Groundnut,GIN,815685,482187.6666666667,1.6916338935808533
Groundnut,GMB,35000,80550,0.4345127250155183
