iso3c_producing,product,animal_system,SPAM_super,prop_produced_for_system,prop_extra_for_system,total_prop
KAZ,maize gluten,salmon_aquaculture_meat,maiz,3.075289432134549e-8,-4.785955387751249e-23,3.0752894321345444e-8
KAZ,oil of soya bean,salmon_aquaculture_meat,soyb,1.091055580961126e-7,1.6339446163380752e-8,1.2544500425949334e-7
KAZ,soy protein concentrate,salmon_aquaculture_meat,soyb,6.283798236597984e-6,1.236329928496278e-6,7.520128165094262e-6
KAZ,wheat,salmon_aquaculture_meat,whea,1.1267687600240521e-4,1.9791709598289453e-9,1.1267885517336503e-4
KAZ,wheat gluten,salmon_aquaculture_meat,whea,1.715980395996226e-4,7.075433141013772e-9,1.716051150327636e-4
KAZ,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.0558632000497688e-4,3.809964194230596e-7,1.0596731642439994e-4
KAZ,oil of linseed,salmon_aquaculture_meat,xoil,3.6251725715994456e-5,2.3173118003836732e-23,3.6251725715994456e-5
KAZ,oil of rapeseed,salmon_aquaculture_meat,xoil,5.131013485956138e-4,4.6104055824082076e-5,5.592054044196959e-4
KAZ,faba bean,salmon_aquaculture_meat,xpul,2.9213296052626607e-6,2.468526811453457e-5,2.760659771979723e-5
KAZ,guar protein,salmon_aquaculture_meat,xpul,3.965188542496667e-6,3.8831628593300995e-5,4.279681713579766e-5
KAZ,pea other,salmon_aquaculture_meat,xpul,2.3053421758701552e-6,1.633740196164488e-5,1.8642744137515037e-5
KAZ,pea protein,salmon_aquaculture_meat,xpul,1.2909916184872871e-6,5.700617602477103e-6,6.99160922096439e-6
KEN,oil of coconuts,salmon_aquaculture_meat,cnut,1.0586507416214467e-5,-9.841981169821273e-22,1.0586507416214465e-5
KEN,maize gluten,salmon_aquaculture_meat,maiz,1.0972274037820272e-7,-4.7859550098050774e-23,1.0972274037820267e-7
KEN,oil of soya bean,salmon_aquaculture_meat,soyb,1.315005581524191e-7,1.6339445797458813e-8,1.478400039498779e-7
KEN,soy protein concentrate,salmon_aquaculture_meat,soyb,7.573610271090884e-6,1.236328333853037e-6,8.809938604943922e-6
KEN,wheat,salmon_aquaculture_meat,whea,2.755686037797273e-7,1.9793934463014765e-9,2.775479972260288e-7
KEN,wheat gluten,salmon_aquaculture_meat,whea,4.1966935773758003e-7,7.076644509996149e-9,4.2674600224757617e-7
KEN,cake of sunflower seed,salmon_aquaculture_meat,xoil,8.809687108258137e-7,3.810363159995298e-7,1.2620050268253436e-6
KEN,oil of linseed,salmon_aquaculture_meat,xoil,3.024694493351533e-7,2.3173951090395175e-23,3.024694493351533e-7
KEN,oil of rapeseed,salmon_aquaculture_meat,xoil,4.281106052128324e-6,4.612752654380666e-5,5.040863259593498e-5
KEN,faba bean,salmon_aquaculture_meat,xpul,3.194701212045388e-5,2.468455160568632e-5,5.6631563726140204e-5
KEN,guar protein,salmon_aquaculture_meat,xpul,4.3362421754403946e-5,3.88300987285071e-5,8.219252048291104e-5
KEN,pea other,salmon_aquaculture_meat,xpul,2.5210710322327878e-5,1.63370277465757e-5,4.1547738068903575e-5
KEN,pea protein,salmon_aquaculture_meat,xpul,1.4117997780503613e-5,5.700544480525589e-6,1.9818542261029203e-5
KGZ,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
KGZ,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.785955534613704e-23,6.676396430983315e-11
KGZ,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092545e-12,1.6339447945977577e-8,1.634726734289267e-8
KGZ,soy protein concentrate,salmon_aquaculture_meat,soyb,4.5034839107861117e-10,1.236337696836138e-6,1.2367880452272167e-6
KGZ,wheat,salmon_aquaculture_meat,whea,8.217611782175396e-9,1.9793939754944238e-09,1.019700575766982e-8
KGZ,wheat gluten,salmon_aquaculture_meat,whea,1.2514777850088403e-8,7.076647391285579e-9,1.9591425241373982e-8
KGZ,cake of sunflower seed,salmon_aquaculture_meat,xoil,4.550933369270872e-7,3.810364782736563e-7,8.361298152007435e-7
KGZ,oil of linseed,salmon_aquaculture_meat,xoil,1.56250533446755e-7,2.3173954478866207e-23,1.5625053344675502e-7
KGZ,oil of rapeseed,salmon_aquaculture_meat,xoil,2.2115460118617633e-6,4.6127622007901044e-5,4.833916801976281e-5
KGZ,faba bean,salmon_aquaculture_meat,xpul,4.7666581502163066e-5,2.4684163562767882e-5,7.235074506493095e-5
KGZ,guar protein,salmon_aquaculture_meat,xpul,6.469895847831478e-5,3.882927019275227e-5,1.0352822867106706e-4
KGZ,pea other,salmon_aquaculture_meat,xpul,3.761567353390394e-5,1.633682508123818e-5,5.395249861514212e-5
KGZ,pea protein,salmon_aquaculture_meat,xpul,2.1064777178986206e-5,5.700504879541545e-6,2.676528205852775e-5
KHM,oil of coconuts,salmon_aquaculture_meat,cnut,8.925115230798814e-6,-9.841997521384984e-22,8.925115230798812e-6
KHM,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.7859555346137045e-23,6.676396430983314e-11
KHM,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092541e-12,1.6339447945977577e-8,1.634726734289267e-8
KHM,soy protein concentrate,salmon_aquaculture_meat,soyb,4.503483910786111e-10,1.2363376968361379e-6,1.2367880452272165e-6
KHM,wheat,salmon_aquaculture_meat,whea,0,0,0
KHM,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
KHM,cake of sunflower seed,salmon_aquaculture_meat,xoil,3.262941599570813e-8,3.8103663924789416e-7,4.136660552436023e-7
KHM,oil of linseed,salmon_aquaculture_meat,xoil,1.1202896728418393e-8,2.3173957840194064e-23,1.1202896728418417e-8
KHM,oil of rapeseed,salmon_aquaculture_meat,xoil,1.5856407677146038e-7,4.612771670728517e-5,4.6286280784056627e-5
KHM,faba bean,salmon_aquaculture_meat,xpul,0,2.46853402285498e-5,2.46853402285498e-5
KHM,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
KHM,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
KHM,pea protein,salmon_aquaculture_meat,xpul,0,5.7006249619361505e-6,5.7006249619361505e-6
KIR,oil of coconuts,salmon_aquaculture_meat,cnut,8.925115230798827e-6,-9.841997521384984e-22,8.925115230798826e-6
KIR,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
KIR,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
KIR,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
KIR,wheat,salmon_aquaculture_meat,whea,0,0,0
KIR,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
KIR,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
KIR,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
KIR,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
KIR,faba bean,salmon_aquaculture_meat,xpul,0,0,0
KIR,guar protein,salmon_aquaculture_meat,xpul,0,0,0
KIR,pea other,salmon_aquaculture_meat,xpul,0,0,0
KIR,pea protein,salmon_aquaculture_meat,xpul,0,0,0
KNA,oil of coconuts,salmon_aquaculture_meat,cnut,8.925115230798861e-6,-9.841997521384984e-22,8.92511523079886e-6
KNA,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
KNA,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
KNA,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
KNA,wheat,salmon_aquaculture_meat,whea,0,0,0
KNA,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
KNA,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.1671481594352584e-7,3.8103656910460976e-7,5.977513850481356e-7
KNA,oil of linseed,salmon_aquaculture_meat,xoil,7.440628734675677e-8,2.3173956375521338e-23,7.440628734675679e-8
KNA,oil of rapeseed,salmon_aquaculture_meat,xoil,1.053135143984865e-6,4.6127675442757864e-5,4.7180810586742726e-5
KNA,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
KNA,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
KNA,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
KNA,pea protein,salmon_aquaculture_meat,xpul,0,5.70062496193615e-6,5.70062496193615e-6
KOR,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
KOR,maize gluten,salmon_aquaculture_meat,maiz,3.107495149201552e-10,-4.785955533446001e-23,3.1074951492010733e-10
KOR,oil of soya bean,salmon_aquaculture_meat,soyb,4.0662462696144285e-6,1.633938150588608e-8,4.0825856511203145e-6
KOR,soy protein concentrate,salmon_aquaculture_meat,soyb,2.3419037109060598e-4,1.2360481590087748e-6,2.3542641924961474e-4
KOR,wheat,salmon_aquaculture_meat,whea,2.055087785042317e-4,1.9789872089188896e-9,2.0551075749144061e-4
KOR,wheat gluten,salmon_aquaculture_meat,whea,3.129737419334065e-4,7.07443267500614e-9,3.1298081636608154e-4
KOR,cake of sunflower seed,salmon_aquaculture_meat,xoil,5.0629712282690396e-6,3.8103472250329326e-7,5.444005950772333e-6
KOR,oil of linseed,salmon_aquaculture_meat,xoil,1.7383070483612787e-6,2.317391781635482e-23,1.7383070483612787e-6
KOR,oil of rapeseed,salmon_aquaculture_meat,xoil,2.4603730530651947e-5,4.6126589107393325e-5,7.073031963804528e-5
KOR,faba bean,salmon_aquaculture_meat,xpul,1.4371681581594963e-5,2.4684985458700302e-5,3.9056667040295266e-5
KOR,guar protein,salmon_aquaculture_meat,xpul,1.9507017298250734e-5,3.883102507638603e-5,5.833804237463677e-5
KOR,pea other,salmon_aquaculture_meat,xpul,1.1341289126889963e-5,1.6337254337407115e-5,2.767854346429708e-5
KOR,pea protein,salmon_aquaculture_meat,xpul,6.351121911058379e-6,5.700588756572048e-6,1.2051710667630426e-5
KWT,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
KWT,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.7859555346137045e-23,6.676396430983314e-11
KWT,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
KWT,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
KWT,wheat,salmon_aquaculture_meat,whea,0.0012002291906339654,1.977018265311639e-9,0.0012002311676522306
KWT,wheat gluten,salmon_aquaculture_meat,whea,0.0018278548668551455,7.063712395311192e-9,0.0018278619305675408
KWT,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.1995556619143687e-5,3.810320809341684e-7,1.2376588700077855e-5
KWT,oil of linseed,salmon_aquaculture_meat,xoil,4.118522440666379e-6,2.3173862657343048e-23,4.118522440666379e-6
KWT,oil of rapeseed,salmon_aquaculture_meat,xoil,5.829293300635491e-5,4.612503510115902e-5,1.0441796810751393e-4
KWT,faba bean,salmon_aquaculture_meat,xpul,0,0,0
KWT,guar protein,salmon_aquaculture_meat,xpul,0,0,0
KWT,pea other,salmon_aquaculture_meat,xpul,0,0,0
KWT,pea protein,salmon_aquaculture_meat,xpul,0,0,0
LAO,oil of coconuts,salmon_aquaculture_meat,cnut,8.92511523079886e-6,-9.841997521384984e-22,8.925115230798858e-6
LAO,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.785955534613704e-23,6.676396430983314e-11
LAO,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092543e-12,1.6339447945977577e-8,1.634726734289267e-8
LAO,soy protein concentrate,salmon_aquaculture_meat,soyb,4.5034839107861117e-10,1.2363376968361379e-6,1.2367880452272165e-6
LAO,wheat,salmon_aquaculture_meat,whea,0.09336228266472207,1.7945932503967358e-9,0.09336228445931533
LAO,wheat gluten,salmon_aquaculture_meat,whea,0.14218342969918824,6.0704654703913084e-9,0.1421834357696537
LAO,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,3.810366516808976e-7,3.810366516808976e-7
LAO,oil of linseed,salmon_aquaculture_meat,xoil,0,2.3173958099809523e-23,2.3173958099809523e-23
LAO,oil of rapeseed,salmon_aquaculture_meat,xoil,0,4.612772402148514e-5,4.612772402148514e-5
LAO,faba bean,salmon_aquaculture_meat,xpul,2.2862917821287504e-4,2.4679696439499436e-5,2.5330887465237445e-4
LAO,guar protein,salmon_aquaculture_meat,xpul,3.103236951753038e-4,3.881973214638337e-5,3.491434273216872e-4
LAO,pea other,salmon_aquaculture_meat,xpul,1.804207530088976e-4,1.633449201187411e-5,1.967552450207717e-4
LAO,pea protein,salmon_aquaculture_meat,xpul,1.0103562168498265e-4,5.7000489957491265e-6,1.0673567068073178e-4
LBN,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LBN,maize gluten,salmon_aquaculture_meat,maiz,8.599567785517358e-5,-4.785543963442823e-23,8.599567785517358e-5
LBN,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LBN,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LBN,wheat,salmon_aquaculture_meat,whea,8.030734244909484e-6,1.979378095773201e-9,8.032713623005258e-6
LBN,wheat gluten,salmon_aquaculture_meat,whea,1.2230178026435578e-5,7.076560931189742e-9,1.2237254587366767e-5
LBN,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.1447241834811098e-5,3.8102847949568104e-7,2.1828270314306778e-5
LBN,oil of linseed,salmon_aquaculture_meat,xoil,7.363638853248468e-6,2.3173787455151275e-23,7.363638853248468e-6
LBN,oil of rapeseed,salmon_aquaculture_meat,xoil,1.0422381146136294e-4,4.6122916414273585e-5,1.5034672787563654e-4
LBN,faba bean,salmon_aquaculture_meat,xpul,3.7339641035422777e-4,2.4676122811120088e-5,3.980725331653479e-4
LBN,guar protein,salmon_aquaculture_meat,xpul,5.068196226398924e-4,3.881210185925244e-5,5.456317244991448e-4
LBN,pea other,salmon_aquaculture_meat,xpul,2.9466257130226304e-4,1.6332625593065085e-5,3.109951968953281e-4
LBN,pea protein,salmon_aquaculture_meat,xpul,1.6501103992926734e-4,5.699684295882934e-6,1.7071072422515028e-4
LBR,oil of coconuts,salmon_aquaculture_meat,cnut,8.92511523079886e-6,-9.841997521384984e-22,8.925115230798858e-6
LBR,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.7859555346137045e-23,6.676396430983315e-11
LBR,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092541e-12,1.6339447945977577e-8,1.634726734289267e-8
LBR,soy protein concentrate,salmon_aquaculture_meat,soyb,4.503483910786111e-10,1.2363376968361379e-6,1.2367880452272165e-6
LBR,wheat,salmon_aquaculture_meat,whea,0,0,0
LBR,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
LBR,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.7788017614818686e-7,3.8103658390203087e-7,5.589167600502177e-7
LBR,oil of linseed,salmon_aquaculture_meat,xoil,6.107290561630425e-8,2.3173956684508568e-23,6.107290561630428e-8
LBR,oil of rapeseed,salmon_aquaculture_meat,xoil,8.644165102615371e-7,4.612768414791892e-5,4.699210065818046e-5
LBR,faba bean,salmon_aquaculture_meat,xpul,1.3115014359846305e-5,2.468501647995822e-5,3.780003083980453e-5
LBR,guar protein,salmon_aquaculture_meat,xpul,1.7801313682872196e-5,3.8831091311897945e-5,5.663240499477014e-5
LBR,pea other,salmon_aquaculture_meat,xpul,1.0349600978414066e-5,1.6337270539052365e-05,2.668687151746643e-5
LBR,pea protein,salmon_aquaculture_meat,xpul,5.795776547911877e-6,5.700591922387686e-6,1.1496368470299563e-5
LBY,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LBY,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.7859555346137045e-23,6.676396430983315e-11
LBY,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LBY,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LBY,wheat,salmon_aquaculture_meat,whea,5.387602305774529e-9,1.9793939810961273e-9,7.366996286870656e-9
LBY,wheat gluten,salmon_aquaculture_meat,whea,8.204895508405653e-9,7.076647421785097e-9,1.528154293019075e-8
LBY,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.065881130117811e-9,3.8103665127475785e-7,3.8210253240487565e-7
LBY,oil of linseed,salmon_aquaculture_meat,xoil,3.6595678657106103e-10,2.3173958091328857e-23,3.659567865710842e-10
LBY,oil of rapeseed,salmon_aquaculture_meat,xoil,5.179696056082711e-9,4.612772378255756e-5,4.613290347861364e-5
LBY,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
LBY,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
LBY,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
LBY,pea protein,salmon_aquaculture_meat,xpul,0,5.7006249619361505e-6,5.7006249619361505e-6
LCA,oil of coconuts,salmon_aquaculture_meat,cnut,8.92511523079886e-6,-9.841997521384984e-22,8.925115230798858e-6
LCA,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
LCA,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LCA,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LCA,wheat,salmon_aquaculture_meat,whea,0,0,0
LCA,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
LCA,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
LCA,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
LCA,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
LCA,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
LCA,guar protein,salmon_aquaculture_meat,xpul,0,3.883178256864031e-5,3.883178256864031e-5
LCA,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
LCA,pea protein,salmon_aquaculture_meat,xpul,0,5.70062496193615e-6,5.70062496193615e-6
LIE,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LIE,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
LIE,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LIE,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LIE,wheat,salmon_aquaculture_meat,whea,0,0,0
LIE,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
LIE,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
LIE,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
LIE,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
LIE,faba bean,salmon_aquaculture_meat,xpul,0,0,0
LIE,guar protein,salmon_aquaculture_meat,xpul,0,0,0
LIE,pea other,salmon_aquaculture_meat,xpul,0,0,0
LIE,pea protein,salmon_aquaculture_meat,xpul,0,0,0
LKA,oil of coconuts,salmon_aquaculture_meat,cnut,8.153730481561047e-4,-9.834060391988214e-22,8.153730481561047e-4
LKA,maize gluten,salmon_aquaculture_meat,maiz,4.0977742929678616e-7,-4.785953573756678e-23,4.097774292967861e-7
LKA,oil of soya bean,salmon_aquaculture_meat,soyb,6.654576486018587e-6,1.6339339213999245e-8,6.670915825232586e-6
LKA,soy protein concentrate,salmon_aquaculture_meat,soyb,3.8326201449163304e-4,1.2358638561164256e-6,3.844978783477495e-4
LKA,wheat,salmon_aquaculture_meat,whea,0,0,0
LKA,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
LKA,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.636443755081866e-5,3.810304162304066e-7,1.6745467967049066e-5
LKA,oil of linseed,salmon_aquaculture_meat,xoil,5.61852237639152e-6,2.317382789640739e-23,5.61852237639152e-6
LKA,oil of rapeseed,salmon_aquaculture_meat,xoil,7.952370132738768e-5,4.612405577413715e-5,1.256477571015248e-4
LKA,faba bean,salmon_aquaculture_meat,xpul,2.834120009994275e-5,2.4684640616382847e-5,5.30258407163256e-5
LKA,guar protein,salmon_aquaculture_meat,xpul,3.846816932757381e-5,3.8830288781053174e-5,7.729845810862699e-5
LKA,pea other,salmon_aquaculture_meat,xpul,2.2365214725333607e-5,1.633707423468822e-5,3.870228896002183e-5
LKA,pea protein,salmon_aquaculture_meat,xpul,1.2524520246186823e-5,5.700553564343398e-6,1.822507381053022e-5
LSO,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LSO,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.7859555346137045e-23,6.676396430983314e-11
LSO,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092541e-12,1.6339447945977577e-8,1.634726734289267e-8
LSO,soy protein concentrate,salmon_aquaculture_meat,soyb,4.503483910786111e-10,1.2363376968361379e-6,1.2367880452272165e-6
LSO,wheat,salmon_aquaculture_meat,whea,5.387602305774527e-9,1.9793939810961273e-9,7.366996286870655e-9
LSO,wheat gluten,salmon_aquaculture_meat,whea,8.20489550840565e-9,7.076647421785098e-9,1.5281542930190748e-8
LSO,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,3.810366516808976e-7,3.810366516808976e-7
LSO,oil of linseed,salmon_aquaculture_meat,xoil,0,2.3173958099809526e-23,2.3173958099809526e-23
LSO,oil of rapeseed,salmon_aquaculture_meat,xoil,0,4.612772402148514e-5,4.612772402148514e-5
LSO,faba bean,salmon_aquaculture_meat,xpul,0,2.46853402285498e-5,2.46853402285498e-5
LSO,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
LSO,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033496e-5,1.6337439625033496e-5
LSO,pea protein,salmon_aquaculture_meat,xpul,0,5.7006249619361505e-6,5.7006249619361505e-6
LTU,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LTU,maize gluten,salmon_aquaculture_meat,maiz,2.9541764077366424e-4,-4.784541679240256e-23,2.9541764077366424e-4
LTU,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LTU,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LTU,wheat,salmon_aquaculture_meat,whea,7.898066017139106e-4,1.9778306533182303e-9,7.898085795445638e-4
LTU,wheat gluten,salmon_aquaculture_meat,whea,0.0012028134726956214,7.068135592917972e-9,0.0012028205408312143
LTU,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.0026395857622408085,3.8003087276022883e-7,0.002639965793113569
LTU,oil of linseed,salmon_aquaculture_meat,xoil,9.062683409374204e-4,2.3152956275249456e-23,9.062683409374204e-4
LTU,oil of rapeseed,salmon_aquaculture_meat,xoil,0.012827182671729642,4.553603527923043e-5,0.012872718707008872
LTU,faba bean,salmon_aquaculture_meat,xpul,0.006589946016384236,2.4522665169047575e-5,0.0066144686815532835
LTU,guar protein,salmon_aquaculture_meat,xpul,0.008944686827794259,3.848444443459883e-5,0.008983171272228857
LTU,pea other,salmon_aquaculture_meat,xpul,0.005200399318485034,1.625247841514168e-5,0.005216651796900175
LTU,pea protein,salmon_aquaculture_meat,xpul,0.0029122236183516193,5.684023467282634e-6,0.002917907641818902
LUX,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LUX,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.7859555346137045e-23,6.676396430983315e-11
LUX,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LUX,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LUX,wheat,salmon_aquaculture_meat,whea,8.57556112116396e-5,1.979224247618723e-9,8.575759043588722e-5
LUX,wheat gluten,salmon_aquaculture_meat,whea,1.3059906602549617e-4,7.07572327629679e-9,1.3060614174877246e-4
LUX,cake of sunflower seed,salmon_aquaculture_meat,xoil,3.061009275713701e-5,3.8102498811364577e-7,3.099111774525065e-5
LUX,oil of linseed,salmon_aquaculture_meat,xoil,1.0509587669317145e-5,2.3173714551065226e-23,1.0509587669317145e-5
LUX,oil of rapeseed,salmon_aquaculture_meat,xoil,1.4875108701187348e-4,4.6120862472395564e-5,1.9487194948426904e-4
LUX,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
LUX,guar protein,salmon_aquaculture_meat,xpul,0,3.883178256864031e-5,3.883178256864031e-5
LUX,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
LUX,pea protein,salmon_aquaculture_meat,xpul,0,5.7006249619361505e-6,5.7006249619361505e-6
LVA,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LVA,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
LVA,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LVA,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LVA,wheat,salmon_aquaculture_meat,whea,0.0010623357446292296,1.977291210770164e-9,0.0010623377219204403
LVA,wheat gluten,salmon_aquaculture_meat,whea,0.001617853970064716,7.06519849762823e-9,0.0016178610352632137
LVA,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.007214715742033488,3.7828758055172374e-7,0.0072150940296140395
LVA,oil of linseed,salmon_aquaculture_meat,xoil,0.002477081275175963,2.3116554322128776e-23,0.002477081275175963
LVA,oil of rapeseed,salmon_aquaculture_meat,xoil,0.03506022727941363,4.45104755334098e-5,0.03510473775494704
LVA,faba bean,salmon_aquaculture_meat,xpul,0.019864479250256535,2.4194978799794246e-5,0.019888674229056328
LVA,guar protein,salmon_aquaculture_meat,xpul,0.026962519184375974,3.7784779886169834e-5,0.027000303964262142
LVA,pea other,salmon_aquaculture_meat,xpul,0.015675883246730218,1.6081335828920964e-5,0.01569196458255914
LVA,pea protein,salmon_aquaculture_meat,xpul,0.008778494618168922,5.650582056387594e-6,0.008784145200225309
MAC,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAC,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MAC,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAC,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAC,wheat,salmon_aquaculture_meat,whea,0,0,0
MAC,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MAC,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAC,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAC,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAC,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MAC,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAC,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAC,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAF,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAF,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MAF,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAF,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAF,wheat,salmon_aquaculture_meat,whea,0,0,0
MAF,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MAF,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAF,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAF,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAF,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MAF,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAF,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAF,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAR,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAR,maize gluten,salmon_aquaculture_meat,maiz,1.6140411729662361e-7,-4.785954762460305e-23,1.6140411729662356e-7
