iso3c_producing,product,animal_system,SPAM_super,prop_produced_for_system,prop_extra_for_system,total_prop
DJI,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.7859555346137045e-23,6.676396430983314e-11
DJI,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DJI,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DJI,wheat,salmon_aquaculture_meat,whea,0,0,0
DJI,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DJI,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DJI,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DJI,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DJI,faba bean,salmon_aquaculture_meat,xpul,1.5316325703973638e-6,2.468530241967869e-5,2.6216934990076056e-5
DJI,guar protein,salmon_aquaculture_meat,xpul,2.0789204711832903e-6,3.88317018404526e-5,4.091062231163589e-5
DJI,pea other,salmon_aquaculture_meat,xpul,1.208674692548425e-6,1.633741987838368e-5,1.7546094570932104e-5
DJI,pea protein,salmon_aquaculture_meat,xpul,6.768578278271179e-7,5.700621103423521e-6,6.377478931250639e-6
DMA,oil of coconuts,salmon_aquaculture_meat,cnut,8.925145518692343e-6,-9.841997521086888e-22,8.925145518692341e-6
DMA,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.7859555346137045e-23,6.676396430983315e-11
DMA,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DMA,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DMA,wheat,salmon_aquaculture_meat,whea,0,0,0
DMA,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DMA,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DMA,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DMA,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DMA,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
DMA,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
DMA,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
DMA,pea protein,salmon_aquaculture_meat,xpul,0,5.70062496193615e-6,5.70062496193615e-6
DNK,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DNK,maize gluten,salmon_aquaculture_meat,maiz,0.02686256858322934,-4.657392476139803e-23,0.02686256858322934
DNK,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DNK,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DNK,wheat,salmon_aquaculture_meat,whea,0.0018410103452659837,1.9757499069441265e-9,0.0018410123210158907
DNK,wheat gluten,salmon_aquaculture_meat,whea,0.002803714278726751,7.0568065822634844e-9,0.0028037213355333332
DNK,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.002573281315901503,3.800561371844535e-7,0.0025736613720386877
DNK,oil of linseed,salmon_aquaculture_meat,xoil,8.835035490370106e-4,2.3153483825583108e-23,8.835035490370106e-4
DNK,oil of rapeseed,salmon_aquaculture_meat,xoil,0.01250497330944692,4.5550898063770934e-5,0.012550524207510691
DNK,faba bean,salmon_aquaculture_meat,xpul,0.0755236828079758,2.282101242312184e-5,0.07554650382039893
DNK,guar protein,salmon_aquaculture_meat,xpul,0.10251004926587624,3.48511346244472e-5,0.1025449004005007
DNK,pea other,salmon_aquaculture_meat,xpul,0.05959886585225363,1.536374675245183e-5,0.05961422959900608
DNK,pea protein,salmon_aquaculture_meat,xpul,0.03337536487726204,5.510364523803104e-6,0.03338087524178584
DOM,oil of coconuts,salmon_aquaculture_meat,cnut,6.267677134294706e-4,-9.835916661792534e-22,6.267677134294706e-4
DOM,maize gluten,salmon_aquaculture_meat,maiz,1.2356745973670038e-9,-4.78595552901935e-23,1.235674597366956e-9
DOM,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DOM,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DOM,wheat,salmon_aquaculture_meat,whea,0,0,0
DOM,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DOM,cake of sunflower seed,salmon_aquaculture_meat,xoil,5.934035552887712e-5,3.810140408305174e-7,5.972136956970764e-5
DOM,oil of linseed,salmon_aquaculture_meat,xoil,2.0373759521319152e-5,2.317348595916004e-23,2.0373759521319152e-5
DOM,oil of rapeseed,salmon_aquaculture_meat,xoil,2.883670578402096e-4,4.61144223054242e-5,3.344814801456338e-4
DOM,faba bean,salmon_aquaculture_meat,xpul,9.285835332981985e-8,2.468533793630975e-5,2.477819628963957e-5
DOM,guar protein,salmon_aquaculture_meat,xpul,1.2603880028984385e-7,3.883177767432902e-5,3.8957816474618864e-5
DOM,pea other,salmon_aquaculture_meat,xpul,7.327837226153715e-8,1.6337438427852514e-5,1.641071680011405e-5
DOM,pea protein,salmon_aquaculture_meat,xpul,4.103588846646079e-8,5.70062472800594e-6,5.741660616472401e-6
DZA,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DZA,maize gluten,salmon_aquaculture_meat,maiz,4.452682136794503e-5,-4.785742431546055e-23,4.452682136794503e-5
DZA,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DZA,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DZA,wheat,salmon_aquaculture_meat,whea,1.1712066087166172e-4,1.9791621638278748e-9,1.1712264003382555e-4
DZA,wheat gluten,salmon_aquaculture_meat,whea,1.7836557522024632e-4,7.075385249549877e-9,1.7837265060549588e-4
DZA,cake of sunflower seed,salmon_aquaculture_meat,xoil,6.26438959852048e-7,3.810364129846939e-7,1.007475372836742e-6
DZA,oil of linseed,salmon_aquaculture_meat,xoil,2.1507988297441258e-7,2.317395311555733e-23,2.150798829744126e-7
DZA,oil of rapeseed,salmon_aquaculture_meat,xoil,3.0442075744070715e-6,4.612758359911829e-5,4.917179117352536e-5
DZA,faba bean,salmon_aquaculture_meat,xpul,2.1735311710855416e-6,2.468528657419334e-5,2.685881774527888e-5
DZA,guar protein,salmon_aquaculture_meat,xpul,2.950184354693128e-6,3.8831668007722916e-5,4.1781852362416046e-5
DZA,pea other,salmon_aquaculture_meat,xpul,1.7152234620308882e-6,1.6337411602673738e-5,1.8052635064704626e-5
DZA,pea protein,salmon_aquaculture_meat,xpul,9.605251387372974e-7,5.700619486342567e-6,6.661144625079864e-6
ECU,oil of coconuts,salmon_aquaculture_meat,cnut,4.16332112593836e-5,-9.841675605511807e-22,4.16332112593836e-5
ECU,maize gluten,salmon_aquaculture_meat,maiz,3.0280534067321076e-07,-4.7859540857203373e-23,3.028053406732107e-7
ECU,oil of soya bean,salmon_aquaculture_meat,soyb,3.5126734312082286e-9,1.6339447888710193e-8,1.9852121319918422e-8
ECU,soy protein concentrate,salmon_aquaculture_meat,soyb,2.0230803542864895e-7,1.23633744727187e-6,1.4386454827005188e-6
ECU,wheat,salmon_aquaculture_meat,whea,1.8892518135221382e-4,1.9790200343914543e-9,1.889271603722482e-4
ECU,wheat gluten,salmon_aquaculture_meat,whea,2.8771822490313833e-4,7.074611399397083e-9,2.8772529951453775e-4
ECU,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.00296208472062474,3.7990798883695566e-7,0.0029624646286135767
ECU,oil of linseed,salmon_aquaculture_meat,xoil,0.0010169942738279417,2.315039031712009e-23,0.0010169942738279417
ECU,oil of rapeseed,salmon_aquaculture_meat,xoil,0.014394380491103176,4.546374401073128e-5,0.014439844235113906
ECU,faba bean,salmon_aquaculture_meat,xpul,2.177068561653316e-4,2.4679966060735272e-5,2.423868222260669e-4
ECU,guar protein,salmon_aquaculture_meat,xpul,2.954985737092569e-4,3.882030783227669e-5,3.3431888154153357e-4
ECU,pea other,salmon_aquaculture_meat,xpul,1.7180149634259123e-4,1.6334632828459506e-5,1.8813612917105074e-4
ECU,pea protein,salmon_aquaculture_meat,xpul,9.62088379518511e-5,5.7000765114329625e-6,1.0190891446328405e-4
EGY,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
EGY,maize gluten,salmon_aquaculture_meat,maiz,1.497406368510516e-8,-4.7859554632680306e-23,1.4974063685105115e-8
EGY,oil of soya bean,salmon_aquaculture_meat,soyb,5.073529478579955e-7,1.633943965623826e-8,5.236923875142337e-7
EGY,soy protein concentrate,salmon_aquaculture_meat,soyb,2.9220358840696423e-5,1.2363015711617545e-6,3.0456660411858176e-5
EGY,wheat,salmon_aquaculture_meat,whea,1.5506680995824807e-7,1.979393684822003e-9,1.5704620364307007e-7
EGY,wheat gluten,salmon_aquaculture_meat,whea,2.3615458237619757e-7,7.076645808665521e-9,2.432312281848631e-7
EGY,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.7039614658257492e-5,3.8102634859666547e-7,2.742064100685416e-5
EGY,oil of linseed,salmon_aquaculture_meat,xoil,9.283709234407734e-6,2.3173742959520714e-23,9.283709234407734e-6
EGY,oil of rapeseed,salmon_aquaculture_meat,xoil,1.3140019224084794e-4,4.612166282968109e-5,1.7752185507052901e-4
EGY,faba bean,salmon_aquaculture_meat,xpul,5.046197032226998e-5,2.4684094557643792e-5,7.514606487991377e-5
EGY,guar protein,salmon_aquaculture_meat,xpul,6.849320466722252e-5,3.882912285540925e-5,1.0732232752263176e-4
EGY,pea other,salmon_aquaculture_meat,xpul,3.982163062047821e-5,1.633678904154746e-5,5.615841966202567e-5
EGY,pea protein,salmon_aquaculture_meat,xpul,2.2300113147467795e-5,5.700497837354487e-6,2.8000610984822282e-5
ERI,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
ERI,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.785955534613704e-23,6.676396430983315e-11
ERI,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
ERI,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
ERI,wheat,salmon_aquaculture_meat,whea,5.387602305774528e-9,1.9793939810961273e-9,7.366996286870655e-9
ERI,wheat gluten,salmon_aquaculture_meat,whea,8.204895508405652e-9,7.076647421785099e-9,1.528154293019075e-8
ERI,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,3.810366516808976e-7,3.810366516808976e-7
ERI,oil of linseed,salmon_aquaculture_meat,xoil,0,2.3173958099809523e-23,2.3173958099809523e-23
ERI,oil of rapeseed,salmon_aquaculture_meat,xoil,0,4.612772402148514e-5,4.612772402148514e-5
ERI,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
ERI,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
ERI,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
ERI,pea protein,salmon_aquaculture_meat,xpul,0,5.70062496193615e-6,5.70062496193615e-6
ESH,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
ESH,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
ESH,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
ESH,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
ESH,wheat,salmon_aquaculture_meat,whea,0,0,0
ESH,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
ESH,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
ESH,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
ESH,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
ESH,faba bean,salmon_aquaculture_meat,xpul,0,0,0
ESH,guar protein,salmon_aquaculture_meat,xpul,0,0,0
ESH,pea other,salmon_aquaculture_meat,xpul,0,0,0
ESH,pea protein,salmon_aquaculture_meat,xpul,0,0,0
ESP,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
ESP,maize gluten,salmon_aquaculture_meat,maiz,3.272579309459228e-6,-4.7859398725141734e-23,3.272579309459228e-6
ESP,oil of soya bean,salmon_aquaculture_meat,soyb,1.459546277276922e-4,1.6337063128063093e-8,1.4597096479082027e-4
ESP,soy protein concentrate,salmon_aquaculture_meat,soyb,0.008406074340691771,1.2259449507984361e-6,0.00840730028564257
ESP,wheat,salmon_aquaculture_meat,whea,1.5842332972844723e-5,1.979362633541613e-9,1.5844312335478264e-5
ESP,wheat gluten,salmon_aquaculture_meat,whea,2.4126629857634547e-5,7.076476744193872e-9,2.413370633437874e-5
ESP,cake of sunflower seed,salmon_aquaculture_meat,xoil,4.844871517885451e-5,3.810181909446876e-7,4.88297333697992e-5
ESP,oil of linseed,salmon_aquaculture_meat,xoil,1.6634252750483056e-5,2.3173572618333263e-23,1.6634252750483056e-5
ESP,oil of rapeseed,salmon_aquaculture_meat,xoil,2.3543865431452943e-4,4.611686377221493e-5,2.8155551808674436e-4
ESP,faba bean,salmon_aquaculture_meat,xpul,2.8498573833533547e-5,2.4684636731558686e-5,5.3183210565092234e-5
ESP,guar protein,salmon_aquaculture_meat,xpul,3.868177635233405e-5,3.883028048631163e-5,7.751205683864567e-5
ESP,pea other,salmon_aquaculture_meat,xpul,2.2489404856008172e-5,1.6337072205739458e-5,3.882647706174763e-5
ESP,pea protein,salmon_aquaculture_meat,xpul,1.2594066719364574e-5,5.700553167885038e-6,1.8294619887249612e-5
EST,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
EST,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
EST,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
EST,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
EST,wheat,salmon_aquaculture_meat,whea,0.003668342635290606,1.9721328963883024e-9,0.003668344607423502
EST,wheat gluten,salmon_aquaculture_meat,whea,0.005586597952734724,7.037113095525105e-9,0.005586604989847819
EST,cake of sunflower seed,salmon_aquaculture_meat,xoil,6.997688474619814e-4,3.807700141023101e-7,7.001496174760837e-4
EST,oil of linseed,salmon_aquaculture_meat,xoil,2.4025677115741497e-4,2.3168390399461526e-23,2.4025677115741497e-4
EST,oil of rapeseed,salmon_aquaculture_meat,xoil,0.003400557376381874,4.5970864049308165e-5,0.003446528240431182
EST,faba bean,salmon_aquaculture_meat,xpul,0.09790827839954688,2.226844106506541e-5,0.09793054684061195
EST,guar protein,salmon_aquaculture_meat,xpul,0.1328931809084759,3.36713034627474e-5,0.13292685221193865
EST,pea other,salmon_aquaculture_meat,xpul,0.07726347727236971,1.5075152229876005e-5,0.07727855242459958
EST,pea protein,salmon_aquaculture_meat,xpul,0.043267547272527025,5.45397290191263e-6,0.04327300124542894
ETH,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
ETH,maize gluten,salmon_aquaculture_meat,maiz,2.3640686608066555e-6,-4.7859442206057415e-23,2.3640686608066555e-6
ETH,oil of soya bean,salmon_aquaculture_meat,soyb,2.4661335857634116e-5,1.6339044993491815e-8,2.4677674902627607e-5
ETH,soy protein concentrate,salmon_aquaculture_meat,soyb,0.001420338812050615,1.234581678976512e-6,0.0014215733937295917
ETH,wheat,salmon_aquaculture_meat,whea,2.5129211915006145e-7,1.979393494354204e-9,2.5327151264441565e-7
ETH,wheat gluten,salmon_aquaculture_meat,whea,3.826981767941884e-7,7.076644771628163e-9,3.8977482156581657e-7
ETH,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.8354751243535533e-5,3.8102965784794133e-7,1.8735780901383473e-5
ETH,oil of linseed,salmon_aquaculture_meat,xoil,6.301871375331528e-6,2.317381206050632e-23,6.301871375331528e-6
ETH,oil of rapeseed,salmon_aquaculture_meat,xoil,8.919571792776932e-5,4.6123609626024675e-5,1.35319327553794e-4
ETH,faba bean,salmon_aquaculture_meat,xpul,2.421425160877337e-5,2.4684742491510454e-5,4.8898994100283826e-5
ETH,guar protein,salmon_aquaculture_meat,xpul,3.28665662619083e-5,3.8830506301285455e-5,7.169707256319375e-5
ETH,pea other,salmon_aquaculture_meat,xpul,1.9108468756923432e-5,1.6337127441578852e-5,3.544559619850228e-5
ETH,pea protein,salmon_aquaculture_meat,xpul,1.0700742503877123e-5,5.700563961016321e-6,1.640130646489344e-5
FIN,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
FIN,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
FIN,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
FIN,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
FIN,wheat,salmon_aquaculture_meat,whea,0.002681300935661543,1.9740866407981653e-9,0.002681302909748184
FIN,wheat gluten,salmon_aquaculture_meat,whea,0.004083410904348582,7.047750620362808e-9,0.004083417952099202
FIN,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.07090721296097499,3.540184046742233e-7,0.07090756697937967
FIN,oil of linseed,salmon_aquaculture_meat,xoil,0.02434509352561686,2.2609785922510935e-23,0.02434509352561686
FIN,oil of rapeseed,salmon_aquaculture_meat,xoil,0.3445767083625771,3.0233184713904416e-5,0.344606941547291
FIN,faba bean,salmon_aquaculture_meat,xpul,0.0035200674285899504,2.4598446166447616e-5,0.003544665874756398
FIN,guar protein,salmon_aquaculture_meat,xpul,0.00477786930016944,3.864624938683475e-5,0.004816515549556275
FIN,pea other,salmon_aquaculture_meat,xpul,0.0027778309884706046,1.629205697897081e-5,0.0027941230454495754
FIN,pea protein,salmon_aquaculture_meat,xpul,0.0015555853535435386,5.691757153239317e-6,0.001561277110696778
FJI,oil of coconuts,salmon_aquaculture_meat,cnut,8.449790640908693e-5,-9.841253727523077e-22,8.449790640908693e-5
FJI,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-4.785955534613704e-23,6.676396430983315e-11
FJI,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
FJI,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
FJI,wheat,salmon_aquaculture_meat,whea,0,0,0
FJI,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
FJI,cake of sunflower seed,salmon_aquaculture_meat,xoil,4.4999061286543667e-4,3.8086518876448356e-7,4.503714780542012e-4
FJI,oil of linseed,salmon_aquaculture_meat,xoil,1.5449857776652444e-4,2.3170377756241882e-23,1.5449857776652444e-4
FJI,oil of rapeseed,salmon_aquaculture_meat,xoil,0.002186749100695423,4.602685426246404e-5,0.002232775954957887
FJI,faba bean,salmon_aquaculture_meat,xpul,1.842715938489352e-5,2.4684885347850933e-5,4.311204473274445e-5
FJI,guar protein,salmon_aquaculture_meat,xpul,2.5011611538839054e-5,3.883081132317934e-5,6.38424228620184e-5
FJI,pea other,salmon_aquaculture_meat,xpul,1.45416346156041e-5,1.6337202051955916e-5,3.087883666756001e-5
FJI,pea protein,salmon_aquaculture_meat,xpul,8.143315384738297e-6,5.700578539949195e-6,1.3843893924687492e-5
FLK,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
FLK,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
FLK,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
FLK,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
FLK,wheat,salmon_aquaculture_meat,whea,0,0,0
FLK,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
FLK,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
FLK,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
FLK,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
FLK,faba bean,salmon_aquaculture_meat,xpul,0,0,0
FLK,guar protein,salmon_aquaculture_meat,xpul,0,0,0
FLK,pea other,salmon_aquaculture_meat,xpul,0,0,0
FLK,pea protein,salmon_aquaculture_meat,xpul,0,0,0
FRA,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
FRA,maize gluten,salmon_aquaculture_meat,maiz,5.151028477508138e-5,-4.785709009000709e-23,5.151028477508138e-5
FRA,oil of soya bean,salmon_aquaculture_meat,soyb,1.5363374084199803e-5,1.6339196917054214e-8,1.5379713281116856e-5
FRA,soy protein concentrate,salmon_aquaculture_meat,soyb,8.848343261618824e-4,1.2352437433595395e-6,8.860695699052419e-4
FRA,wheat,salmon_aquaculture_meat,whea,4.962108788193945e-5,1.979295772077097e-9,4.962306717771152e-5
FRA,wheat gluten,salmon_aquaculture_meat,whea,7.556902272618596e-5,7.076112704514021e-9,7.557609883889048e-5
FRA,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.603176599848543e-4,3.809374611113636e-7,2.6069859744596566e-4
FRA,oil of linseed,salmon_aquaculture_meat,xoil,8.937677161544818e-5,2.3171886886249007e-23,8.937677161544818e-5
FRA,oil of rapeseed,salmon_aquaculture_meat,xoil,0.0012650250751724973,4.6069371293937337e-5,0.0013110944464664346
FRA,faba bean,salmon_aquaculture_meat,xpul,0.00474459472343009,2.456821829355534e-5,0.004769162941723645
FRA,guar protein,salmon_aquaculture_meat,xpul,0.0064399486460698825,3.858170788306292e-5,0.006478530353952946
FRA,pea other,salmon_aquaculture_meat,xpul,0.003744156189575513,1.627626969933961e-5,0.0037604324592748527
FRA,pea protein,salmon_aquaculture_meat,xpul,0.002096727466162287,5.6886723050041675e-6,0.002102416138467291
FRO,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
FRO,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
FRO,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
FRO,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
FRO,wheat,salmon_aquaculture_meat,whea,0,0,0
FRO,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
FRO,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
FRO,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
FRO,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
FRO,faba bean,salmon_aquaculture_meat,xpul,0,0,0
FRO,guar protein,salmon_aquaculture_meat,xpul,0,0,0
FRO,pea other,salmon_aquaculture_meat,xpul,0,0,0
FRO,pea protein,salmon_aquaculture_meat,xpul,0,0,0
FSM,oil of coconuts,salmon_aquaculture_meat,cnut,8.92511523079886e-6,-9.841997521384984e-22,8.925115230798858e-6
FSM,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.785955534613704e-23,6.676396430983314e-11
FSM,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
FSM,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
FSM,wheat,salmon_aquaculture_meat,whea,0,0,0
FSM,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
FSM,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
FSM,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
FSM,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
FSM,faba bean,salmon_aquaculture_meat,xpul,0,0,0
FSM,guar protein,salmon_aquaculture_meat,xpul,0,0,0
FSM,pea other,salmon_aquaculture_meat,xpul,0,0,0
FSM,pea protein,salmon_aquaculture_meat,xpul,0,0,0
GAB,oil of coconuts,salmon_aquaculture_meat,cnut,8.92511523079886e-6,-9.841997521384984e-22,8.925115230798858e-6
GAB,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-4.7859555346137045e-23,6.676396430983314e-11
GAB,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092543e-12,1.6339447945977577e-8,1.634726734289267e-8
GAB,soy protein concentrate,salmon_aquaculture_meat,soyb,4.5034839107861117e-10,1.236337696836138e-6,1.2367880452272167e-6
GAB,wheat,salmon_aquaculture_meat,whea,0,0,0
GAB,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
GAB,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.691081300048451e-11,3.8103665167445396e-7,3.8105356248745443e-7
GAB,oil of linseed,salmon_aquaculture_meat,xoil,5.806113467153143e-12,2.3173958099674976e-23,5.806113467176317e-12
GAB,oil of rapeseed,salmon_aquaculture_meat,xoil,8.217883676585989e-11,4.612772401769442e-5,4.6127806196531185e-5
GAB,faba bean,salmon_aquaculture_meat,xpul,0,2.4685340228549796e-5,2.4685340228549796e-5
GAB,guar protein,salmon_aquaculture_meat,xpul,0,3.8831782568640316e-5,3.8831782568640316e-5
GAB,pea other,salmon_aquaculture_meat,xpul,0,1.6337439625033493e-5,1.6337439625033493e-5
GAB,pea protein,salmon_aquaculture_meat,xpul,0,5.70062496193615e-6,5.70062496193615e-6
GBR,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
GBR,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
GBR,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
GBR,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
GBR,wheat,salmon_aquaculture_meat,whea,8.683930876098707e-4,1.977675099700214e-9,8.683950652849705e-4
GBR,wheat gluten,salmon_aquaculture_meat,whea,0.0013224945234773479,7.067288652311573e-9,0.0013225015907660002
GBR,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.005450737728630999,3.7895972082758935e-7,0.005451116688351827
GBR,oil of linseed,salmon_aquaculture_meat,xoil,0.0018714417651722276,2.313058938675719e-23,0.0018714417651722276
GBR,oil of rapeseed,salmon_aquaculture_meat,xoil,0.02648809883012999,4.4905888308795084e-5,0.026533004718438787
GBR,faba bean,salmon_aquaculture_meat,xpul,0.012404080571024304,2.437914127943172e-5,0.012428459712303736
GBR,guar protein,salmon_aquaculture_meat,xpul,0.016836346734660515,3.817799721298974e-5,0.016874524731873505
GBR,pea other,salmon_aquaculture_meat,xpul,0.009788573682942161,1.6177519393473232e-5,0.009804751202335635
GBR,pea protein,salmon_aquaculture_meat,xpul,0.0054816012624476105,5.66937640894806e-6,0.005487270638856559
GEO,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
GEO,maize gluten,salmon_aquaculture_meat,maiz,4.0498978525876395e-7,-4.785953596670129e-23,4.049897852587639e-7
GEO,oil of soya bean,salmon_aquaculture_meat,soyb,1.8095895666970906e-7,1.633944498933589e-8,1.9729840165904494e-7
GEO,soy protein concentrate,salmon_aquaculture_meat,soyb,1.0422104910696056e-5,1.2363248121517334e-6,1.165842972284779e-5
GEO,wheat,salmon_aquaculture_meat,whea,2.547990933449899e-7,1.9793934874125205e-9,2.567784868324024e-7
GEO,wheat gluten,salmon_aquaculture_meat,whea,3.8803902327597517e-7,7.076644733832874e-9,3.95115668009808e-7
GEO,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.177542254643606e-6,3.81035821957488e-7,2.5585780766010944e-6
GEO,oil of linseed,salmon_aquaculture_meat,xoil,7.476315544154517e-7,2.317394077422721e-23,7.476315544154517e-7
GEO,oil of rapeseed,salmon_aquaculture_meat,xoil,1.0581862000957163e-5,4.6127235904275126e-5,5.670909790523229e-5
GEO,faba bean,salmon_aquaculture_meat,xpul,3.7553185023717537e-6,2.4685247527234896e-5,2.844056602960665e-5
GEO,guar protein,salmon_aquaculture_meat,xpul,5.0971810480424685e-6,3.883158463601414e-5,4.392876568405661e-5
GEO,pea other,salmon_aquaculture_meat,xpul,2.9634773535130627e-6,1.633739120940115e-5,1.9300868562914213e-5
GEO,pea protein,salmon_aquaculture_meat,xpul,1.6595473179673152e-6,5.700615501479284e-6,7.360162819446599e-6
GGY,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
GGY,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
GGY,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
GGY,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
GGY,wheat,salmon_aquaculture_meat,whea,0,0,0
GGY,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
GGY,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
GGY,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
