iso3c_producing,diet,source_ingredient,SPAM_super.x,GAEZ_category,prop_produced_for_system_ms,prop_produced_for_system_ge,prop_produced_for_system_econ,SPAM_super.y,prop_extra_for_system_ms,prop_extra_for_system_ge,prop_extra_for_system_econ,total_prop_ms,total_prop_ge,total_prop_econ
CIV,fish-dominant,corn gluten meal,maiz,Maize,2.8716001844879896e-10,3.6154174528877107e-10,1.5196106231521006e-10,maiz,1.037052330090758e-6,1.3107857622694003e-6,3.893788295441253e-5,1.0373394901092068e-6,1.3111473040146891e-6,3.893803491547485e-5
CIV,fish-dominant,faba beans,opul,Pulses,4.041669893972565e-6,4.041669893972565e-6,4.041669893972565e-6,opul,1.3446255452246058e-5,1.3446991732958477e-5,1.3445804300668497e-5,1.7487925346218623e-5,1.7488661626931044e-5,1.7487474194641063e-5
CIV,fish-dominant,soybean meal,soyb,Soybean,1.1347580297761183e-4,8.578103421729718e-5,9.578209516287682e-5,soyb,6.486709646322432e-7,4.492508228997415e-7,-5.159169532401638e-5,1.1412447394224407e-4,8.623028504019692e-5,4.4190399838860435e-5
CIV,plant-dominant,coconut oil,cnut,CropsNES,3.2968661308700522e-6,6.704554915017661e-6,1.188129870507713e-5,cnut,-6.808306650127264e-24,-4.366433866296918e-23,-6.367373772389246e-6,3.2968661308700522e-6,6.704554915017661e-6,5.513924932687885e-6
CIV,plant-dominant,corn gluten meal,maiz,Maize,5.025300322853984e-11,6.326980542553485e-11,2.6593185905161807e-11,maiz,1.6527238648953342e-7,2.1317548275415293e-7,6.797918208929036e-6,1.6532263949276196e-7,2.1323875255957847e-7,6.797944802114941e-6
CIV,plant-dominant,faba beans,opul,Pulses,7.275005809150631e-6,7.275005809150631e-6,7.275005809150631e-6,opul,3.200589648268739e-5,3.2007649039326495e-5,3.200482261414899e-5,3.928090229183802e-5,3.928265484847713e-5,3.9279828423299626e-5
CIV,plant-dominant,guar meal,opul,Pulses,8.689590272041031e-6,9.258659073640398e-6,3.895333570225292e-6,opul,4.0178255852680636e-5,4.346826254098171e-5,2.505669953488723e-4,4.886784612472167e-5,5.272692161462211e-5,2.544623289190976e-4
CIV,plant-dominant,linseed oil,ooil,CropsNES,4.389827205770608e-5,7.082311427549646e-5,6.430618545983578e-5,ooil,-4.9308869243279104e-24,2.617089151246582e-21,8.0158925520615e-6,4.389827205770608e-5,7.082311427549646e-5,7.232207801189728e-5
CIV,plant-dominant,pea flour,opul,Pulses,5.943632197018489e-6,5.943632197018489e-6,5.943632197018489e-6,opul,2.4314243013258067e-5,2.431557439568132e-5,2.4313427216686926e-5,3.0257875210276558e-5,3.0259206592699812e-5,3.0257059413705413e-5
CIV,plant-dominant,pea protein concentrate,opul,Pulses,3.4086372599768645e-6,4.229914910701933e-6,7.3011988600611e-6,opul,1.1332098101526739e-5,1.4414460759880483e-5,-1.039096230538131e-4,1.4740735361503603e-5,1.8644375670582417e-5,-9.6608424193752e-5
CIV,plant-dominant,soy oil,soyb,Soybean,2.7144729022250547e-6,4.600556470023864e-6,4.488903839463409e-6,soyb,5.37719441449005e-22,-7.533565044468178e-22,5.81846025176675e-7,2.714472902225055e-6,4.600556470023863e-6,5.070749864640083e-6
CIV,plant-dominant,soy protein concentrate,soyb,Soybean,1.7166220652991163e-4,1.4800821879545212e-4,1.5069659078543646e-4,soyb,1.0673715220913965e-6,8.969359753159325e-7,-1.3091304180922985e-5,1.7272957805200304e-4,1.4890515477076804e-4,1.3760528660451349e-4
CMR,fish-dominant,corn gluten meal,maiz,Maize,3.7962086650633586e-10,4.779522976984613e-10,2.008900489105146e-10,maiz,1.037052329994871e-6,1.310785762116811e-6,3.8937882952507336e-5,1.0374319508613773e-6,1.3112637144145095e-6,3.893808384255625e-5
CMR,fish-dominant,faba beans,opul,Pulses,2.655045064523471e-6,2.655045064523471e-6,2.655045064523471e-6,opul,1.3446274097233088e-5,1.3447010378966453e-5,1.3445822945029946e-5,1.610131916175656e-5,1.6102055443489924e-5,1.6100868009553416e-5
CMR,fish-dominant,soybean meal,soyb,Soybean,5.686938771438241e-5,4.298991296326518e-5,4.8002031825129865e-5,soyb,6.487076877374202e-7,4.492700484953692e-7,-5.1594160614617364e-5,5.751809540211983e-5,4.343918301176055e-5,-3.5921287894874997e-6
CMR,plant-dominant,coconut oil,cnut,CropsNES,9.1614632476332e-9,1.86308849093193e-8,3.301622725942784e-8,cnut,-6.808329033902612e-24,-4.366463060137762e-23,-6.367449215728708e-6,9.161463247633193e-9,1.8630884909319256e-8,-6.3344329884692805e-6
CMR,plant-dominant,corn gluten meal,maiz,Maize,6.643365163860886e-11,8.364165209723055e-11,3.515575855934001e-11,maiz,1.6527238648685918e-7,2.131754827498102e-7,6.797918208870828e-6,1.6533882013849778e-7,2.132591244019074e-7,6.797953364629388e-6
CMR,plant-dominant,faba beans,opul,Pulses,4.7790811161422476e-6,4.7790811161422476e-6,4.7790811161422476e-6,opul,3.20059763675759e-5,3.200772892858929e-5,3.2004902496357195e-5,3.678505748371815e-5,3.678681004473154e-5,3.6783983612499444e-5
CMR,plant-dominant,guar meal,opul,Pulses,5.708346888725454e-6,6.082178337779199e-6,2.55891412253211e-6,opul,4.01783756348809e-5,4.3468400618358695e-5,2.5056733021278224e-4,4.5886722523606355e-5,4.955057895613789e-5,2.5312624433531435e-4
CMR,plant-dominant,linseed oil,ooil,CropsNES,1.2198627124272875e-7,1.9680609790081277e-7,1.786965958882582e-7,ooil,-4.931102789719209e-24,2.617273999683048e-21,8.016406624179883e-6,1.2198627124272875e-7,1.968060979008154e-7,8.195103220068142e-6
CMR,plant-dominant,pea flour,opul,Pulses,3.904478036063922e-6,3.904478036063922e-6,3.904478036063922e-6,opul,2.4314292594042573e-5,2.4315623979180737e-5,2.4313476795807882e-5,2.8218770630106494e-5,2.8220102015244658e-5,2.8217954831871804e-5
CMR,plant-dominant,pea protein concentrate,opul,Pulses,2.239194632730639e-6,2.7787065746665303e-6,4.796287798619793e-6,opul,1.1332111353810486e-5,1.4414481678354581e-5,-1.0390988334007768e-4,1.3571305986541126e-5,1.7193188253021112e-5,-9.911359554145789e-5
CMR,plant-dominant,soy oil,soyb,Soybean,1.3603817542254148e-6,2.3056089732831833e-6,2.249653284316386e-6,soyb,5.377201695721173e-22,-7.533582333683957e-22,5.818473280815586e-7,1.3603817542254154e-6,2.3056089732831824e-6,2.8315006123979446e-6
CMR,plant-dominant,soy protein concentrate,soyb,Soybean,8.603001100579971e-5,7.417560888513255e-5,7.552290993969376e-5,soyb,1.0674629391511273e-6,8.970022082429301e-7,-1.3092288450771445e-5,8.709747394495084e-5,7.507261109337549e-5,6.243062148892231e-5
COD,fish-dominant,corn gluten meal,maiz,Maize,2.733014821355519e-10,3.4409349663317807e-10,1.4462731887950843e-10,maiz,1.03705233010513e-6,1.310785762292271e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889043e-6,3.8938027582016964e-5
COD,fish-dominant,faba beans,opul,Pulses,6.832102435818735e-8,6.832102435818735e-8,6.832102435818735e-8,opul,1.3446308879125893e-5,1.3447045162763823e-5,1.3445857725755742e-5,1.351462990348408e-5,1.351536618712201e-5,1.351417875011393e-5
COD,fish-dominant,soybean meal,soyb,Soybean,5.683816908627064e-5,4.296631351619365e-5,4.7975680959745576e-5,soyb,6.48707707990336e-7,4.4927005909834974e-7,-5.1594161974233404e-5,5.748687679426097e-5,4.3415583575292e-5,-3.6184810144878284e-6
COD,fish-dominant,wheat,whea,Wheat,5.759174739512037e-9,5.759174739512037e-9,5.759174739512037e-9,whea,8.860656866804225e-22,8.860927132635515e-22,8.86433696040298e-22,5.759174739512923e-9,5.759174739512923e-9,5.759174739512924e-9
COD,fish-dominant,wheat gluten,whea,Wheat,1.069561023052236e-8,1.1917157295783004e-8,2.7322493007630102e-8,whea,8.868834739084831e-22,-3.699158578034866e-21,-2.1941270485928598e-4,1.0695610230523246e-8,1.1917157295779305e-8,-2.1938538236627834e-4
COD,plant-dominant,coconut oil,cnut,CropsNES,8.028414407353308e-10,1.6326700308093516e-9,2.8932927791258707e-9,cnut,-6.80832909081086e-24,-4.366463134359841e-23,-6.3674494075349695e-6,8.02841440735324e-10,1.632670030809308e-9,-6.364556114755844e-6
COD,plant-dominant,corn gluten meal,maiz,Maize,4.782775937372164e-11,6.021636191080608e-11,2.5309780803913967e-11,maiz,1.652723864899342e-7,2.131754827548039e-7,6.79791820893776e-6,1.6532021424930793e-7,2.1323569911671472e-7,6.797943518718564e-6
COD,plant-dominant,faba beans,opul,Pulses,1.2297784384473708e-7,1.2297784384473708e-7,1.2297784384473708e-7,opul,3.20061253914194e-5,3.2007877960592926e-5,3.200505151520061e-5,3.212910323526414e-5,3.2130855804437664e-5,3.212802935904535e-5
COD,plant-dominant,guar meal,opul,Pulses,1.4689020237010266e-7,1.5650983100764562e-7,6.584733209694264e-8,opul,4.017859908645226e-5,4.346865819925793e-5,2.5056795489547046e-4,4.032548928882237e-5,4.362516803026558e-5,2.506338022275674e-4
COD,plant-dominant,linseed oil,ooil,CropsNES,1.068995542603351e-8,1.7246599905861774e-8,1.5659619934020012e-8,ooil,-4.9311033385328496e-24,2.6172744696395465e-21,8.01640793115081e-6,1.0689955426033505e-8,1.724659990586439e-8,8.03206755108483e-6
COD,plant-dominant,pea flour,opul,Pulses,1.0047209464439302e-7,1.0047209464439302e-7,1.0047209464439302e-7,opul,2.4314385086117194e-5,2.4315716476319978e-5,2.4313569284779194e-5,2.4414857180761586e-5,2.441618857096437e-5,2.4414041379423587e-5
COD,plant-dominant,pea protein concentrate,opul,Pulses,5.7620141024977266e-8,7.150314776526063e-8,1.2342061530213357e-7,opul,1.133213607571091e-5,1.4414520701397211e-5,-1.0391036889949045e-4,1.1389756216735887e-5,1.4486023849162472e-5,-1.0378694828418831e-4
COD,plant-dominant,soy oil,soyb,Soybean,1.3596349684100223e-6,2.3043433020319055e-6,2.248418330115437e-6,soyb,5.3772016997367965e-22,-7.533582343219018e-22,5.81847328800115e-7,1.359634968410023e-6,2.3043433020319046e-6,2.8302656589155524e-6
COD,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240082e-5,7.413488995282425e-5,7.548145140226125e-5,soyb,1.0674629895679428e-6,8.970022447706117e-7,-1.3092288993599573e-5,8.705024755196877e-5,7.503189219759486e-5,6.238916240866168e-5
COD,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496257e-4,5.86370696508362e-5,4.537433746924953e-5,sunf,2.6341081940625828e-5,8.960283491450859e-6,4.200908821616123e-4,1.357331854455884e-4,6.759735314228706e-5,4.654652196308618e-4
COD,plant-dominant,wheat,whea,Wheat,5.34780511526118e-9,5.34780511526118e-9,5.34780511526118e-9,whea,-2.068111522226804e-21,-2.068174603315278e-21,-2.068970470280979e-21,5.347805115259112e-9,5.347805115259112e-9,5.347805115259111e-9
COD,plant-dominant,wheat gluten,whea,Wheat,8.062844635316841e-9,8.98370319220564e-9,2.059695626729037e-8,whea,3.000906197519116e-22,1.777869015835981e-21,-1.65403424775581e-4,8.06284463531714e-9,8.983703192207419e-9,-1.6538282781931372e-4
COG,fish-dominant,corn gluten meal,maiz,Maize,2.733014821355517e-10,3.4409349663317894e-10,1.4462731887950833e-10,maiz,1.0370523301051298e-6,1.3107857622922713e-6,3.893788295469808e-5,1.0373256315872654e-6,1.3111298557889045e-6,3.893802758201696e-5
COG,fish-dominant,faba beans,opul,Pulses,1.0004066436103004e-6,1.0004066436103004e-6,1.0004066436103004e-6,opul,1.3446296346013897e-5,1.344703262896555e-5,1.344584519306426e-5,1.4446702989624197e-5,1.444743927257585e-5,1.444625183667456e-5
COG,fish-dominant,soybean meal,soyb,Soybean,5.6838169086270484e-5,4.29663135161936e-5,4.797568095974569e-5,soyb,6.48707707990336e-7,4.4927005909834974e-7,-5.1594161974233404e-5,5.7486876794260824e-5,4.341558357529195e-5,-3.6184810144877132e-6
COG,plant-dominant,coconut oil,cnut,CropsNES,5.504418918163833e-10,1.119386637101713e-9,1.9836912622024793e-9,cnut,-6.808329092529279e-24,-4.366463136601074e-23,-6.367449413326812e-6,5.504418918163765e-10,1.1193866371016693e-9,-6.365465722064609e-6
COG,plant-dominant,corn gluten meal,maiz,Maize,4.7827759373721664e-11,6.021636191080604e-11,2.5309780803913948e-11,maiz,1.6527238648993423e-7,2.1317548275480385e-7,6.79791820893776e-6,1.6532021424930796e-7,2.1323569911671467e-7,6.797943518718564e-6
COG,plant-dominant,faba beans,opul,Pulses,1.8007319584985459e-6,1.8007319584985459e-6,1.8007319584985459e-6,opul,3.2006071693004226e-5,3.200782425923737e-5,3.200499781858713e-5,3.3806803651502775e-5,3.380855621773592e-5,3.380572977708568e-5
COG,plant-dominant,guar meal,opul,Pulses,2.1508742837621526e-6,2.291731955151984e-6,9.641850237554443e-7,opul,4.017851856916745e-5,4.3468565384002715e-5,2.505677298008175e-4,4.2329392852929604e-5,4.57602973391547e-5,2.515319148245729e-4
COG,plant-dominant,linseed oil,ooil,CropsNES,7.329217189821782e-9,1.1824565347408883e-8,1.073650460010217e-8,ooil,-4.931103355104997e-24,2.617274483830499e-21,8.01640797061651e-6,7.329217189821777e-9,1.18245653474115e-8,8.027144475216612e-6
COG,plant-dominant,pea flour,opul,Pulses,1.4711862406033844e-6,1.4711862406033844e-6,1.4711862406033844e-6,opul,2.4314351758042258e-5,2.4315683146420086e-5,2.4313535957822484e-5,2.578553799864564e-5,2.578686938702347e-5,2.5784722198425868e-5
COG,plant-dominant,pea protein concentrate,opul,Pulses,8.437164464183281e-7,1.0470016328852615e-6,1.8072153435435094e-6,opul,1.1332127167560097e-5,1.44145066400531e-5,-1.0391019393573748e-4,1.2175843613978424e-5,1.5461508272938362e-5,-1.0210297859219397e-4
COG,plant-dominant,soy oil,soyb,Soybean,1.3596349684100227e-6,2.304343302031908e-6,2.248418330115437e-6,soyb,5.3772016997367965e-22,-7.533582343219017e-22,5.81847328800115e-7,1.3596349684100233e-6,2.304343302031907e-6,2.8302656589155524e-6
COG,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240074e-5,7.413488995282441e-5,7.548145140226112e-5,soyb,1.067462989567943e-6,8.970022447706116e-7,-1.3092288993599575e-5,8.705024755196869e-5,7.503189219759503e-5,6.238916240866154e-5
COG,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496255e-4,5.8637069650836064e-5,4.537433746924967e-5,sunf,2.6341081940625825e-5,8.960283491450855e-6,4.2009088216161223e-4,1.3573318544558838e-4,6.759735314228692e-5,4.654652196308619e-4
COL,fish-dominant,corn gluten meal,maiz,Maize,2.3575482091160056e-6,2.968212980102559e-6,1.2475815130944712e-6,maiz,1.0370498854876936e-6,1.310781872051989e-6,3.8937834382146624e-5,3.394598094603699e-6,4.278994852154548e-6,4.018541589524109e-5
COL,fish-dominant,faba beans,opul,Pulses,7.161459296256546e-6,7.161459296256546e-6,7.161459296256546e-6,opul,1.3446213502591249e-5,1.3446949781006618e-5,1.3445762352421192e-5,2.0607672798847793e-5,2.0608409077263163e-5,2.060722164867774e-5
COL,fish-dominant,soybean meal,soyb,Soybean,5.683816908627059e-5,4.296631351619369e-5,4.7975680959745596e-5,soyb,6.48707707990336e-7,4.492700590983497e-7,-5.159416197423341e-5,5.748687679426093e-5,4.341558357529204e-5,-3.618481014487815e-6
COL,plant-dominant,coconut oil,cnut,CropsNES,3.5234742919598906e-6,7.165388567313129e-6,1.2697952807500828e-5,cnut,-6.808305107304328e-24,-4.366431854083761e-23,-6.367368572385551e-6,3.5234742919598906e-6,7.165388567313129e-6,6.3305842351152775e-6
COL,plant-dominant,corn gluten meal,maiz,Maize,4.125709365953006e-7,5.194372715179475e-7,2.183267647915328e-7,maiz,1.6527231831125553e-7,2.1317537203634941e-7,6.797916724942325e-6,5.778432549065561e-7,7.326126435542969e-7,7.016243489733858e-6
COL,plant-dominant,faba beans,opul,Pulses,1.2890626733261836e-5,1.2890626733261836e-5,1.2890626733261836e-5,opul,3.200571674839784e-5,3.200746929519517e-5,3.2004642885889916e-5,4.489634348165967e-5,4.489809602845701e-5,4.489526961915175e-5
COL,plant-dominant,guar meal,opul,Pulses,1.5397137486951635e-5,1.6405473933602327e-5,6.902165080357655e-6,opul,4.017798635279064e-5,4.346795187848071e-5,2.5056624193320055e-4,5.5575123839742276e-5,5.9873425812083036e-5,2.5746840701355823e-4
COL,plant-dominant,linseed oil,ooil,CropsNES,4.691559405718725e-5,7.569109952316856e-5,6.872623342517745e-5,ooil,-4.930872045601166e-24,2.6170764103928553e-21,8.015857119153378e-6,4.691559405718725e-5,7.569109952316856e-5,7.674209054433083e-5
COL,plant-dominant,pea flour,opul,Pulses,1.0531557788612644e-5,1.0531557788612644e-5,1.0531557788612644e-5,opul,2.431413146065728e-5,2.431546283697222e-5,2.4313315667828976e-5,3.4845689249269925e-5,3.4847020625584865e-5,3.484487345644162e-5
COL,plant-dominant,pea protein concentrate,opul,Pulses,6.039784948650123e-6,7.495011778373178e-6,1.2937038358372478e-5,opul,1.133206828500138e-5,1.4414413695070726e-5,-1.039090374315795e-4,1.7371853233651504e-5,2.1909425473443905e-5,-9.097199907320701e-5
COL,plant-dominant,soy oil,soyb,Soybean,1.3596349684100204e-6,2.304343302031909e-6,2.248418330115434e-6,soyb,5.3772016997367965e-22,-7.533582343219017e-22,5.818473288001151e-7,1.359634968410021e-6,2.304343302031908e-6,2.830265658915549e-6
COL,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240043e-5,7.413488995282441e-5,7.548145140226118e-5,soyb,1.0674629895679428e-6,8.970022447706117e-7,-1.3092288993599572e-5,8.705024755196837e-5,7.503189219759503e-5,6.238916240866161e-5
CRI,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555194e-10,3.4409349663317776e-10,1.4462731887950797e-10,maiz,1.0370523301051298e-6,1.310785762292271e-6,3.893788295469808e-5,1.0373256315872654e-6,1.3111298557889043e-6,3.893802758201696e-5
CRI,fish-dominant,faba beans,opul,Pulses,2.5512658765857977e-5,2.5512658765857977e-5,2.5512658765857977e-5,opul,1.3445966746678022e-5,1.3446703011581701e-5,1.3445515604787167e-5,3.8958625512536e-5,3.8959361777439675e-5,3.895817437064514e-5
CRI,plant-dominant,coconut oil,cnut,CropsNES,1.5457989941648828e-5,3.143559317412273e-5,5.570775050800722e-5,cnut,-6.808223853194179e-24,-4.36632587912991e-23,-6.367094709673872e-6,1.5457989941648828e-5,3.143559317412273e-5,4.934065579833335e-5
CRI,plant-dominant,corn gluten meal,maiz,Maize,4.782775937372155e-11,6.021636191080616e-11,2.5309780803913938e-11,maiz,1.652723864899342e-7,2.1317548275480385e-7,6.79791820893776e-6,1.6532021424930793e-7,2.1323569911671467e-7,6.797943518718564e-6
CRI,plant-dominant,faba beans,opul,Pulses,4.59227857785443e-5,4.59227857785443e-5,4.59227857785443e-5,opul,3.200465951684347e-5,3.200641200574965e-5,3.2003585689808005e-5,7.792744529538776e-5,7.792919778429395e-5,7.79263714683523e-5
CRI,plant-dominant,guar meal,opul,Pulses,5.485221634659458e-5,5.844440930900151e-5,2.4588924569163125e-5,opul,4.0176401102762355e-5,4.346612450208182e-5,2.505618101977548e-4,9.502861744935693e-5,1.0191053381108334e-4,2.7515073476691793e-4
CRI,plant-dominant,linseed oil,ooil,CropsNES,2.0582547819274208e-4,3.3206777122550297e-4,3.0151189904747944e-4,ooil,-4.930088444532603e-24,2.616405402263825e-21,8.013991014268003e-6,2.0582547819274208e-4,3.3206777122550297e-4,3.0952589006174745e-4
CRI,plant-dominant,pea flour,opul,Pulses,3.751861583214406e-5,3.751861583214406e-5,3.751861583214406e-5,opul,2.431347528686974e-5,2.4314806627254372e-5,2.4312659516057513e-5,6.18320911190138e-5,6.183342245939843e-5,6.183127534820157e-5
CRI,plant-dominant,pea protein concentrate,opul,Pulses,2.151670016397654e-5,2.6700937621424927e-5,4.608812693391973e-5,opul,1.133189289848202e-5,1.4414136850835278e-5,-1.0390559268931103e-4,3.284859306245856e-5,4.11150744722602e-5,-5.78174657553913e-5
CUB,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555173e-10,3.4409349663317817e-10,1.4462731887950828e-10,maiz,1.03705233010513e-6,1.3107857622922713e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889045e-6,3.8938027582016964e-5
CUB,plant-dominant,coconut oil,cnut,CropsNES,3.29408827631604e-9,6.6989058295941176e-9,1.1871287828564327e-8,cnut,-6.808329073849632e-24,-4.3664631122383097e-23,-6.367449350368042e-6,3.294088276316033e-9,6.698905829594074e-9,-6.355578062539477e-6
CUB,plant-dominant,corn gluten meal,maiz,Maize,4.7827759373721496e-11,6.021636191080622e-11,2.530978080391397e-11,maiz,1.6527238648993423e-7,2.1317548275480387e-7,6.797918208937762e-6,1.6532021424930796e-7,2.132356991167147e-7,6.7979435187185654e-6
CUB,plant-dominant,linseed oil,ooil,CropsNES,4.38612845034324e-8,7.076344054210518e-8,6.425200272294576e-8,ooil,-4.931103174961597e-24,2.617274329571283e-21,8.016407541614441e-6,4.3861284503432394e-8,7.07634405421078e-8,8.080659544337387e-6
CXR,fish-dominant,corn gluten meal,maiz,Maize,2.733014821355506e-10,3.4409349663317925e-10,1.4462731887950838e-10,maiz,1.03705233010513e-6,1.3107857622922713e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889045e-6,3.8938027582016964e-5
CXR,fish-dominant,soybean meal,soyb,Soybean,5.683816908627064e-5,4.296631351619361e-5,4.797568095974556e-5,soyb,6.48707707990336e-7,4.4927005909834963e-7,-5.159416197423341e-5,5.748687679426097e-5,4.341558357529196e-5,-3.6184810144878487e-6
CXR,plant-dominant,coconut oil,cnut,CropsNES,6.839043528931768e-13,1.3907978390926838e-12,2.4646654064421892e-12,cnut,-6.808329096272213e-24,-4.366463141482762e-23,-6.367449425942174e-6,6.839043528863685e-13,1.3907978390490191e-12,-6.367446961276767e-6
CXR,plant-dominant,corn gluten meal,maiz,Maize,4.782775937372154e-11,6.021636191080606e-11,2.5309780803914074e-11,maiz,1.6527238648993423e-7,2.131754827548039e-7,6.797918208937761e-6,1.6532021424930796e-7,2.1323569911671472e-7,6.797943518718565e-6
CXR,plant-dominant,linseed oil,ooil,CropsNES,9.1062900806443e-12,1.4691599299386916e-11,1.3339722757360298e-11,ooil,-4.93110339120122e-24,2.617274514740181e-21,8.016408056577778e-6,9.10629008063937e-12,1.469159930200419e-11,8.016421396300535e-6
CXR,plant-dominant,soy oil,soyb,Soybean,1.3596349684100216e-6,2.3043433020319e-6,2.2484183301154363e-6,soyb,5.3772016997367965e-22,-7.533582343219017e-22,5.818473288001151e-7,1.3596349684100223e-6,2.304343302031899e-6,2.8302656589155515e-6
CXR,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240066e-5,7.413488995282432e-5,7.548145140226116e-5,soyb,1.0674629895679428e-6,8.970022447706116e-7,-1.3092288993599572e-5,8.70502475519686e-5,7.503189219759493e-5,6.238916240866158e-5
CYP,fish-dominant,faba beans,opul,Pulses,5.082942732405914e-5,5.082942732405914e-5,5.082942732405914e-5,opul,1.3445626329564909e-5,1.3446362575828264e-5,1.3445175199095802e-5,6.427505365362404e-5,6.42757898998874e-5,6.427460252315495e-5
CYP,fish-dominant,wheat,whea,Wheat,4.1252348219421995e-8,4.1252348219421995e-8,4.1252348219421995e-8,whea,8.860656552311393e-22,8.860926818133089e-22,8.864336645779531e-22,4.125234821942288e-8,4.125234821942288e-8,4.125234821942288e-8
CYP,fish-dominant,wheat gluten,whea,Wheat,7.661150383606952e-8,8.536131386645838e-8,1.9570807394341687e-7,whea,8.868834154487659e-22,-3.69915830635328e-21,-2.1941266791334924e-4,7.66115038360704e-8,8.536131386645467e-8,-2.1921695983940582e-4
CYP,plant-dominant,coconut oil,cnut,CropsNES,9.431505421678107e-6,1.9180046602086308e-5,3.3989409549953164e-5,cnut,-6.808264883484086e-24,-4.3663793925222945e-23,-6.367233000111539e-6,9.431505421678107e-6,1.9180046602086308e-5,2.7622176549841625e-5
CYP,plant-dominant,faba beans,opul,Pulses,9.149296918330656e-5,9.149296918330656e-5,9.149296918330656e-5,opul,3.200320099165994e-5,3.2004953400701215e-5,3.200212721356122e-5,1.234961701749665e-4,1.2349792258400778e-4,1.2349509639686778e-4
CYP,plant-dominant,guar meal,opul,Pulses,1.0928326874672724e-4,1.164400732488518e-4,4.898905150715355e-5,opul,4.017421413900888e-5,4.346360350799443e-5,2.505556963074463e-4,1.4945748288573612e-4,1.5990367675684623e-4,2.9954474781459985e-4
CYP,plant-dominant,linseed oil,ooil,CropsNES,1.2558192370561676e-4,2.0260713045488156e-4,1.8396383496827566e-4,ooil,-4.930484133796261e-24,2.616744236299581e-21,8.014933327515935e-6,1.2558192370561676e-4,2.0260713045488156e-4,1.919787682957916e-4
CYP,plant-dominant,pea flour,opul,Pulses,7.474915782949878e-5,7.474915782949878e-5,7.474915782949878e-5,opul,2.4312570049043702e-5,2.4313901339859946e-5,2.4311754308604204e-5,9.906172787854248e-5,9.906305916935873e-5,9.906091213810298e-5
CYP,plant-dominant,pea protein concentrate,opul,Pulses,4.286819171908612e-5,5.319686124319997e-5,9.182238197865504e-5,opul,1.1331650940460358e-5,1.441375492476842e-5,-1.0390084042541147e-4,5.419984265954648e-5,6.761061616796838e-5,-1.207845844675643e-5
CYP,plant-dominant,wheat,whea,Wheat,3.830575191803476e-8,3.830575191803476e-8,3.830575191803476e-8,whea,-2.0681114540660934e-21,-2.068174535152489e-21,-2.0689704020919604e-21,3.830575191803269e-8,3.830575191803269e-8,3.830575191803269e-8
CYP,plant-dominant,wheat gluten,whea,Wheat,5.775328750719092e-8,6.434929814548385e-8,1.475337788188835e-7,whea,3.000906048402757e-22,1.7778689174032044e-21,-1.6540340377979533e-4,5.7753287507191215e-8,6.434929814548562e-8,-1.6525587000097646e-4
CZE,fish-dominant,corn gluten meal,maiz,Maize,2.412296248995734e-7,3.0371421506611214e-7,1.276553409477333e-7,maiz,1.0370520802208132e-6,1.310785364639035e-6,3.893787798970085e-5,1.2782817051203866e-6,1.6144995797051471e-6,3.9065533330648585e-5
CZE,fish-dominant,faba beans,opul,Pulses,2.8745295135616536e-6,2.8745295135616536e-6,2.8745295135616536e-6,opul,1.344627114597719e-5,1.3447007427548955e-5,1.3445819993873067e-5,1.6320800659538845e-5,1.6321536941110608e-5,1.6320349507434722e-5
CZE,fish-dominant,soybean meal,soyb,Soybean,6.863991178475975e-5,5.188773700629745e-5,5.79372376315014e-5,soyb,6.487000516737087e-7,4.492660507976691e-7,-5.15936479914063e-5,6.928861183643345e-5,5.2337003057095115e-5,6.343589640095102e-6
CZE,fish-dominant,wheat,whea,Wheat,1.950709874367713e-8,1.950709874367713e-8,1.950709874367713e-8,whea,8.860656744988588e-22,8.860927010816164e-22,8.864336838536749e-22,1.9507098743678016e-8,1.9507098743678016e-8,1.9507098743678016e-8
CZE,fish-dominant,wheat gluten,whea,Wheat,3.622746909540042e-8,4.0365013153337414e-8,9.254495533303219e-8,whea,8.868834512646992e-22,-3.699158472801734e-21,-2.1941269054864875e-4,3.6227469095401306e-8,4.0365013153333714e-8,-2.193201455933157e-4
CZE,plant-dominant,canola oil,rape,Rapeseed,9.116374878327254e-6,1.4366934647619707e-5,1.5277142096990935e-5,rape,0.0029617052350425226,0.006122592060510062,0.005728256339245836,0.0029708216099208497,0.006136958995157682,0.005743533481342827
CZE,plant-dominant,coconut oil,cnut,CropsNES,1.1075910497054902e-6,2.252413268042762e-6,3.99155427677254e-6,cnut,-6.808321555432499e-24,-4.3664533064093207e-23,-6.367424009937878e-6,1.1075910497054902e-6,2.252413268042762e-6,-2.3758697331653372e-6
