iso3c_producing,diet,source_ingredient,SPAM_super.x,GAEZ_category,prop_produced_for_system_ms,prop_produced_for_system_ge,prop_produced_for_system_econ,SPAM_super.y,prop_extra_for_system_ms,prop_extra_for_system_ge,prop_extra_for_system_econ,total_prop_ms,total_prop_ge,total_prop_econ
AFG,fish-dominant,corn gluten meal,maiz,Maize,2.733014821355517e-10,3.44093496633178e-10,1.446273188795081e-10,maiz,1.03705233010513e-6,1.310785762292271e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889043e-6,3.8938027582016964e-5
AFG,fish-dominant,faba beans,opul,Pulses,2.0868549649900878e-5,2.0868549649900878e-5,2.0868549649900878e-5,opul,1.344602919280793e-5,1.344676546113099e-5,1.3445578048821871e-5,3.431457884270881e-5,3.431531511103187e-5,3.431412769872275e-5
AFG,fish-dominant,soybean meal,soyb,Soybean,5.68381690862706e-5,4.296631351619371e-5,4.7975680959745515e-5,soyb,6.48707707990336e-7,4.4927005909834974e-7,-5.159416197423341e-5,5.748687679426093e-5,4.341558357529206e-5,-3.618481014487896e-6
AFG,fish-dominant,wheat,whea,Wheat,5.759174739512035e-9,5.759174739512035e-9,5.759174739512035e-9,whea,8.860656866804225e-22,8.860927132635517e-22,8.864336960402979e-22,5.759174739512921e-9,5.759174739512921e-9,5.7591747395129214e-9
AFG,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522324e-8,1.1917157295782988e-8,2.7322493007630036e-8,whea,8.86883473908483e-22,-3.699158578034866e-21,-2.1941270485928603e-4,1.0695610230523211e-8,1.1917157295779288e-8,-2.193853823662784e-4
AFG,plant-dominant,canola oil,rape,Rapeseed,2.027126493754203e-7,3.1946463640346806e-7,3.397041028587045e-7,rape,0.0029617316349232806,0.006122678068674095,0.0057283419060269345,0.002961934347572656,0.006122997533310499,0.005728681610129793
AFG,plant-dominant,coconut oil,cnut,CropsNES,1.3589802200188262e-8,2.7636419411225812e-8,4.897514575174457e-8,cnut,-6.808329003753024e-24,-4.3664630208154285e-23,-6.367449114111101e-6,1.3589802200188256e-8,2.763641941122577e-8,-6.3184739683593564e-6
AFG,plant-dominant,corn gluten meal,maiz,Maize,4.7827759373721335e-11,6.021636191080635e-11,2.530978080391393e-11,maiz,1.6527238648993423e-7,2.1317548275480387e-7,6.797918208937761e-6,1.6532021424930796e-7,2.132356991167147e-7,6.797943518718565e-6
AFG,plant-dominant,faba beans,opul,Pulses,3.756338936982165e-5,3.756338936982165e-5,3.756338936982165e-5,opul,3.200492706876603e-5,3.2006679572322635e-5,3.200385323275361e-5,6.956831643858768e-5,6.957006894214428e-5,6.956724260257526e-5
AFG,plant-dominant,guar meal,opul,Pulses,4.486738174728701e-5,4.780568221514444e-5,2.0112964231542392e-5,opul,4.0176802279487605e-5,4.346658695334592e-5,2.5056293173005673e-4,8.504418402677461e-5,9.127226916849036e-5,2.7067589596159914e-4
AFG,plant-dominant,linseed oil,ooil,CropsNES,1.80950275356446e-7,2.919354550654224e-7,2.65072437265496e-7,ooil,-4.931102498961607e-24,2.6172737507034064e-21,8.016405931755892e-6,1.80950275356446e-7,2.91935455065425e-7,8.281478369021388e-6
AFG,plant-dominant,pea flour,opul,Pulses,3.0689043602795396e-5,3.0689043602795396e-5,3.0689043602795396e-5,opul,2.4313641343735585e-5,2.4314972693213035e-5,2.431282556735178e-5,5.5002684946530984e-5,5.500401629600843e-5,5.5001869170147175e-5
AFG,plant-dominant,pea protein concentrate,opul,Pulses,1.7599981632446524e-5,2.1840524249761526e-5,3.76986332164858e-5,opul,1.1331937283271946e-5,1.4414206911369451e-5,-1.0390646444480568e-4,2.8931918915718472e-5,3.625473116113098e-5,-6.620783122831988e-5
AFG,plant-dominant,soy oil,soyb,Soybean,1.3596349684100218e-6,2.3043433020319046e-6,2.248418330115435e-6,soyb,5.3772016997367965e-22,-7.533582343219019e-22,5.81847328800115e-7,1.3596349684100225e-6,2.3043433020319038e-6,2.83026565891555e-6
AFG,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240067e-5,7.413488995282445e-5,7.548145140226113e-5,soyb,1.067462989567943e-6,8.970022447706117e-7,-1.3092288993599573e-5,8.705024755196862e-5,7.503189219759507e-5,6.238916240866155e-5
AFG,plant-dominant,sunflower meal,sunf,Sunflower,2.5551753133909086e-4,1.3696417567708873e-4,1.0598515180543663e-4,sunf,2.6337232417650225e-5,8.959581617219948e-6,4.200654189557732e-4,2.8185476375674107e-4,1.4592375729430867e-4,5.260505707612098e-4
AFG,plant-dominant,wheat,whea,Wheat,5.347805115261162e-9,5.347805115261162e-9,5.347805115261162e-9,whea,-2.0681115222268035e-21,-2.0681746033152777e-21,-2.068970470280979e-21,5.347805115259094e-9,5.347805115259094e-9,5.3478051152590935e-9
AFG,plant-dominant,wheat gluten,whea,Wheat,8.06284463531684e-9,8.98370319220563e-9,2.0596956267290344e-8,whea,3.000906197519116e-22,1.777869015835981e-21,-1.6540342477558098e-4,8.062844635317139e-9,8.983703192207409e-9,-1.653828278193137e-4
AGO,fish-dominant,corn gluten meal,maiz,Maize,2.733014821355517e-10,3.4409349663317905e-10,1.446273188795083e-10,maiz,1.0370523301051298e-6,1.3107857622922713e-6,3.893788295469809e-5,1.0373256315872654e-6,1.3111298557889045e-6,3.8938027582016964e-5
AGO,fish-dominant,wheat,whea,Wheat,5.75917473951203e-9,5.75917473951203e-9,5.75917473951203e-9,whea,8.860656866804225e-22,8.860927132635517e-22,8.86433696040298e-22,5.759174739512916e-9,5.759174739512916e-9,5.7591747395129165e-9
AGO,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522353e-8,1.1917157295782997e-8,2.7322493007630096e-8,whea,8.86883473908483e-22,-3.699158578034866e-21,-2.19412704859286e-4,1.069561023052324e-8,1.1917157295779298e-8,-2.1938538236627837e-4
AGO,plant-dominant,coconut oil,cnut,CropsNES,6.839043528931773e-13,1.3907978390926796e-12,2.464665406442189e-12,cnut,-6.808329096272213e-24,-4.366463141482762e-23,-6.367449425942171e-6,6.83904352886369e-13,1.390797839049015e-12,-6.367446961276764e-6
AGO,plant-dominant,corn gluten meal,maiz,Maize,4.782775937372165e-11,6.021636191080616e-11,2.5309780803913967e-11,maiz,1.6527238648993423e-7,2.131754827548039e-7,6.79791820893776e-6,1.6532021424930796e-7,2.1323569911671472e-7,6.797943518718564e-6
AGO,plant-dominant,linseed oil,ooil,CropsNES,9.106290080644305e-12,1.4691599299386874e-11,1.3339722757360257e-11,ooil,-4.93110339120122e-24,2.6172745147401806e-21,8.016408056577776e-6,9.106290080639375e-12,1.4691599302004148e-11,8.016421396300533e-6
AGO,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496224e-4,5.8637069650836146e-5,4.5374337469249576e-5,sunf,2.6341081940625825e-5,8.960283491450857e-6,4.200908821616122e-4,1.3573318544558805e-4,6.7597353142287e-5,4.6546521963086176e-4
AGO,plant-dominant,wheat,whea,Wheat,5.347805115261183e-9,5.347805115261183e-9,5.347805115261183e-9,whea,-2.068111522226804e-21,-2.068174603315278e-21,-2.068970470280979e-21,5.347805115259115e-9,5.347805115259115e-9,5.347805115259114e-9
AGO,plant-dominant,wheat gluten,whea,Wheat,8.062844635316844e-9,8.983703192205642e-9,2.0596956267290374e-8,whea,3.0009061975191165e-22,1.777869015835981e-21,-1.6540342477558098e-4,8.062844635317144e-9,8.98370319220742e-9,-1.653828278193137e-4
ALA,fish-dominant,wheat,whea,Wheat,5.759174739512027e-9,5.759174739512027e-9,5.759174739512027e-9,whea,8.860656866804227e-22,8.860927132635515e-22,8.864336960402983e-22,5.759174739512913e-9,5.759174739512913e-9,5.759174739512914e-9
ALA,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522351e-8,1.1917157295782992e-8,2.7322493007630096e-8,whea,8.868834739084831e-22,-3.699158578034866e-21,-2.1941270485928598e-4,1.0695610230523238e-8,1.1917157295779293e-8,-2.1938538236627834e-4
ALA,plant-dominant,canola oil,rape,Rapeseed,2.0271264937542043e-7,3.1946463640346727e-7,3.397041028587048e-7,rape,0.002961731634923281,0.006122678068674096,0.0057283419060269345,0.0029619343475726563,0.0061229975333105,0.005728681610129793
ALA,plant-dominant,coconut oil,cnut,CropsNES,6.839043528931765e-13,1.3907978390926814e-12,2.4646654064421864e-12,cnut,-6.808329096272213e-24,-4.3664631414827624e-23,-6.367449425942172e-6,6.839043528863682e-13,1.3907978390490167e-12,-6.367446961276765e-6
ALA,plant-dominant,linseed oil,ooil,CropsNES,9.106290080644333e-12,1.469159929938691e-11,1.3339722757360273e-11,ooil,-4.931103391201221e-24,2.6172745147401806e-21,8.016408056577776e-6,9.106290080639402e-12,1.4691599302004183e-11,8.016421396300533e-6
ALA,plant-dominant,wheat,whea,Wheat,5.347805115261167e-9,5.347805115261167e-9,5.347805115261167e-9,whea,-2.0681115222268035e-21,-2.068174603315278e-21,-2.068970470280979e-21,5.347805115259099e-9,5.347805115259099e-9,5.3478051152590984e-9
ALA,plant-dominant,wheat gluten,whea,Wheat,8.062844635316844e-9,8.983703192205643e-9,2.0596956267290324e-8,whea,3.000906197519117e-22,1.777869015835981e-21,-1.6540342477558098e-4,8.062844635317144e-9,8.983703192207422e-9,-1.653828278193137e-4
ALB,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555194e-10,3.4409349663317714e-10,1.446273188795084e-10,maiz,1.03705233010513e-6,1.310785762292271e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889043e-6,3.8938027582016964e-5
ALB,fish-dominant,faba beans,opul,Pulses,2.2520461036303747e-7,2.2520461036303747e-7,2.2520461036303747e-7,opul,1.3446306769620595e-5,1.3447043053143013e-5,1.344585561632122e-5,1.3671511379983633e-5,1.367224766350605e-5,1.3671060226684258e-5
ALB,fish-dominant,soybean meal,soyb,Soybean,5.683816908627052e-5,4.296631351619373e-5,4.797568095974559e-5,soyb,6.48707707990336e-7,4.492700590983498e-7,-5.1594161974233404e-5,5.748687679426085e-5,4.341558357529208e-5,-3.618481014487815e-6
ALB,fish-dominant,wheat,whea,Wheat,5.759174739512053e-9,5.759174739512053e-9,5.759174739512053e-9,whea,8.860656866804225e-22,8.860927132635515e-22,8.86433696040298e-22,5.759174739512939e-9,5.759174739512939e-9,5.75917473951294e-9
ALB,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522366e-8,1.1917157295782986e-8,2.73224930076301e-8,whea,8.86883473908483e-22,-3.699158578034865e-21,-2.19412704859286e-4,1.0695610230523253e-8,1.1917157295779287e-8,-2.1938538236627837e-4
ALB,plant-dominant,canola oil,rape,Rapeseed,2.027126493754194e-7,3.194646364034674e-7,3.3970410285870475e-7,rape,0.002961731634923281,0.006122678068674095,0.005728341906026935,0.0029619343475726563,0.006122997533310499,0.005728681610129794
ALB,plant-dominant,coconut oil,cnut,CropsNES,5.3611786131021665e-8,1.0902570803284608e-7,1.9320700927801408e-7,cnut,-6.808328731270186e-24,-4.3664626654320994e-23,-6.367448195722005e-6,5.361178613102166e-8,1.0902570803284604e-7,-6.17424118644399e-6
ALB,plant-dominant,corn gluten meal,maiz,Maize,4.7827759373721645e-11,6.021636191080618e-11,2.530978080391388e-11,maiz,1.652723864899342e-7,2.131754827548039e-7,6.79791820893776e-6,1.6532021424930793e-7,2.1323569911671472e-7,6.797943518718564e-6
ALB,plant-dominant,faba beans,opul,Pulses,4.053682986534655e-7,4.053682986534655e-7,4.053682986534655e-7,opul,3.200611635319398e-5,3.20078689218726e-5,3.200504247727844e-5,3.241148465184744e-5,3.241323722052606e-5,3.24104107759319e-5
ALB,plant-dominant,guar meal,opul,Pulses,4.841899122805316e-7,5.158988150598161e-7,2.1705065033265144e-7,opul,4.017858553422046e-5,4.3468642577098584e-5,2.505679170087618e-4,4.0662775446500995e-5,4.3984541392158403e-5,2.5078496765909444e-4
ALB,plant-dominant,linseed oil,ooil,CropsNES,7.138490553324521e-7,1.1516857236386437e-6,1.045711085898628e-6,ooil,-4.931099871182626e-24,2.6172715005009393e-21,8.01639967383794e-6,7.138490553324521e-7,1.1516857236386462e-6,9.062110759736568e-6
ALB,plant-dominant,pea flour,opul,Pulses,3.3118325053387853e-7,3.3118325053387853e-7,3.3118325053387853e-7,opul,2.4314379476516743e-5,2.4315710866412355e-5,2.4313563675366958e-5,2.464556272705062e-5,2.4646894116946234e-5,2.4644746925900836e-5
ALB,plant-dominant,pea protein concentrate,opul,Pulses,1.8993159910135685e-7,2.356937514253838e-7,4.0682779336215295e-7,opul,1.1332134576339377e-5,1.4414518334668184e-5,-1.039103394505424e-4,1.1522066175440733e-5,1.4650212086093567e-5,-1.0350351165718024e-4
ALB,plant-dominant,soy oil,soyb,Soybean,1.359634968410026e-6,2.3043433020319076e-6,2.2484183301154406e-6,soyb,5.3772016997367965e-22,-7.533582343219018e-22,5.818473288001151e-7,1.3596349684100267e-6,2.3043433020319067e-6,2.8302656589155558e-6
ALB,plant-dominant,soy protein concentrate,soyb,Soybean,8.59827845624007e-5,7.413488995282443e-5,7.548145140226113e-5,soyb,1.0674629895679428e-6,8.970022447706117e-7,-1.3092288993599572e-5,8.705024755196864e-5,7.503189219759504e-5,6.238916240866155e-5
ALB,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496236e-4,5.863706965083613e-5,4.537433746924963e-5,sunf,2.6341081940625825e-5,8.960283491450857e-6,4.2009088216161223e-4,1.357331854455882e-4,6.759735314228699e-5,4.6546521963086187e-4
ALB,plant-dominant,wheat,whea,Wheat,5.347805115261183e-9,5.347805115261183e-9,5.347805115261183e-9,whea,-2.0681115222268035e-21,-2.068174603315278e-21,-2.0689704702809793e-21,5.347805115259115e-9,5.347805115259115e-9,5.347805115259114e-9
ALB,plant-dominant,wheat gluten,whea,Wheat,8.06284463531683e-9,8.983703192205642e-9,2.0596956267290403e-8,whea,3.0009061975191165e-22,1.777869015835981e-21,-1.65403424775581e-4,8.062844635317129e-9,8.98370319220742e-9,-1.6538282781931372e-4
ARE,fish-dominant,wheat,whea,Wheat,1.604248876944803e-5,1.604248876944803e-5,1.604248876944803e-5,whea,8.860514770845203e-22,8.860785032342312e-22,8.864194805427293e-22,1.604248876944803e-5,1.604248876944803e-5,1.604248876944803e-5
ARE,fish-dominant,wheat gluten,whea,Wheat,2.9793193428974902e-5,3.319587800830347e-5,7.61082632588027e-5,whea,8.868570603030732e-22,-3.6990358252999675e-21,-2.1939601173382822e-4,2.9793193428974902e-5,3.319587800830346e-5,-1.4328774847502553e-4
ARE,plant-dominant,coconut oil,cnut,CropsNES,2.17945779946481e-6,4.4321770801227905e-6,7.854364752055552e-6,cnut,-6.80831425781092e-24,-4.3664437885509776e-23,-6.367399413687535e-6,2.17945779946481e-6,4.4321770801227905e-6,1.486965338368017e-6
ARE,plant-dominant,linseed oil,ooil,CropsNES,2.901981082075276e-5,4.6819004067169236e-5,4.251086088754313e-5,ooil,-4.930960291558573e-24,2.6171519765924806e-21,8.016067272276998e-6,2.901981082075276e-5,4.6819004067169236e-5,5.052692815982013e-5
ARE,plant-dominant,wheat,whea,Wheat,1.4896596714487473e-5,1.4896596714487473e-5,1.4896596714487473e-5,whea,-2.0680807254631893e-21,-2.0681438056123074e-21,-2.0689396607265554e-21,1.4896596714487471e-5,1.4896596714487471e-5,1.4896596714487471e-5
ARE,plant-dominant,wheat gluten,whea,Wheat,2.2459484277227236e-5,2.5024584960105707e-5,5.7373921533558834e-5,whea,3.000838822908853e-22,1.777824541373194e-21,-1.653939383390782e-4,2.2459484277227236e-5,2.502458496010571e-5,-1.0802001680551938e-4
ARG,fish-dominant,corn gluten meal,maiz,Maize,4.578951560865344e-4,5.765016132296875e-4,2.4231170733228394e-4,maiz,1.0365774691498645e-6,1.3100300926364841e-6,3.8928447855429544e-5,4.589317335556843e-4,5.77811643322324e-4,2.8124015518771347e-4
ARG,fish-dominant,faba beans,opul,Pulses,0.008564203912810013,0.008564203912810013,0.008564203912810013,opul,1.3331152858808453e-5,1.333188283681304e-5,1.3330705569177199e-5,0.008577535065668822,0.008577535795646825,0.00857753461837919
ARG,fish-dominant,soybean meal,soyb,Soybean,0.0032569885283763567,0.0024620918034227867,0.002749142786245715,soyb,6.466316277849387e-7,4.481831717469903e-7,-5.1454790834658494e-5,0.0032576351600041415,0.0024625399865945336,0.0026976879954110564
ARG,fish-dominant,wheat,whea,Wheat,0.0011586710132232357,0.0011586710132232357,0.0011586710132232357,whea,8.850390331505488e-22,8.850660284189148e-22,8.854066161107634e-22,0.0011586710132232357,0.0011586710132232357,0.0011586710132232357
ARG,fish-dominant,wheat gluten,whea,Wheat,0.002151817595986005,0.002397576969476614,0.0054969300444628845,whea,8.849750719090859e-22,-3.690289604599489e-21,-2.1820661453175684e-4,0.002151817595986005,0.002397576969476614,0.005278723429931128
ARG,plant-dominant,coconut oil,cnut,CropsNES,3.762105393882158e-6,7.650672246953067e-6,1.3557935375707727e-5,cnut,-6.808303482625253e-24,-4.3664297351104615e-23,-6.36736309649004e-6,3.762105393882158e-6,7.650672246953067e-6,7.190572279217687e-6
ARG,plant-dominant,corn gluten meal,maiz,Maize,8.013165231514344e-5,1.0088778231519542e-4,4.240454878314982e-5,maiz,1.6525914294842668e-7,2.1315397596594014e-7,6.797629946455492e-6,8.029691145809187e-5,1.0110093629116136e-4,4.920217872960531e-5
ARG,plant-dominant,faba beans,opul,Pulses,0.015415567043057967,0.015415567043057967,0.015415567043057967,opul,3.151273669502787e-5,3.1514462247566006e-5,3.151167937308989e-5,0.015447079779752994,0.015447081505305533,0.015447078722431057
ARG,plant-dominant,guar meal,opul,Pulses,0.018413038412541573,0.019618881884464763,0.00825412066769103,opul,3.9438794791283864e-5,4.261585839817132e-5,2.484997531233525e-4,0.018452477207332858,0.019661497742862934,0.008502620420814382
ARG,plant-dominant,linseed oil,ooil,CropsNES,5.0093003335509626e-5,8.08173609879213e-5,7.338079181109769e-5,ooil,-4.9308563774674984e-24,2.6170629935593677e-21,8.015819806314033e-6,5.0093003335509626e-5,8.08173609879213e-5,8.139661161741172e-5
ARG,plant-dominant,pea flour,opul,Pulses,0.012594417518838292,0.012594417518838292,0.012594417518838292,opul,2.4008161980779143e-5,2.400947660302991e-5,2.400735645390287e-5,0.01261842568081907,0.012618426995441322,0.012618424875292194
ARG,plant-dominant,pea protein concentrate,opul,Pulses,0.0072228225770686865,0.008963090697513722,0.015471069504906915,opul,1.125028671565996e-5,1.4285323066434964e-5,-1.023027769862376e-4,0.007234072863784346,0.008977376020580158,0.015368766727920678
ARG,plant-dominant,soy oil,soyb,Soybean,7.791094551566859e-5,1.3204541632520176e-4,1.2884075658844553e-4,soyb,5.376790067339934e-22,-7.532604925909795e-22,5.817736712206399e-7,7.791094551566859e-5,1.3204541632520176e-4,1.2942253025966617e-4
ARG,plant-dominant,soy protein concentrate,soyb,Soybean,0.004927057775779757,0.00424813976260042,0.004325301558345695,soyb,1.0622948768163702e-6,8.932578754417553e-7,-1.3036644920493259e-5,0.004928120070656573,0.004249033020475862,0.004312264913425202
ARG,plant-dominant,sunflower meal,sunf,Sunflower,0.012402650429369133,0.006648149672420367,0.005144448530234164,sunf,2.6017228788769446e-5,8.901236128095196e-6,4.179487103861411e-4,0.012428667658157902,0.006657050908548462,0.005562397240620305
ARG,plant-dominant,wheat,whea,Wheat,0.0010759087979930024,0.0010759087979930024,0.0010759087979930024,whea,-2.065886433892767e-21,-2.0659494471120803e-21,-2.066744457801763e-21,0.0010759087979930024,0.0010759087979930024,0.0010759087979930024
ARG,plant-dominant,wheat gluten,whea,Wheat,0.0016221394185125292,0.0018074041769900637,0.004143839571979726,whea,2.996038333441454e-22,1.774655703893598e-21,-1.6471802291134486e-4,0.0016221394185125292,0.0018074041769900637,0.0039791215490683806
ARM,fish-dominant,corn gluten meal,maiz,Maize,2.733014821355525e-10,3.440934966331789e-10,1.4462731887950828e-10,maiz,1.03705233010513e-6,1.3107857622922713e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889045e-6,3.8938027582016964e-5
ARM,fish-dominant,faba beans,opul,Pulses,3.826746386320765e-6,3.826746386320765e-6,3.826746386320765e-6,opul,1.3446258342174125e-5,1.3446994623044787e-5,1.3445807190499599e-5,1.727300472849489e-5,1.727374100936555e-5,1.7272553576820363e-5
ARM,fish-dominant,wheat,whea,Wheat,1.0055252725925257e-7,1.0055252725925257e-7,1.0055252725925257e-7,whea,8.86065602687285e-22,8.860926292678523e-22,8.864336120122757e-22,1.0055252725925346e-7,1.0055252725925346e-7,1.0055252725925346e-7
ARM,fish-dominant,wheat gluten,whea,Wheat,1.867404077671829e-7,2.0806805454535437e-7,4.770380909076635e-7,whea,8.868833177772598e-22,-3.699157852441583e-21,-2.1941260618596754e-4,1.867404077671838e-7,2.0806805454535067e-7,-2.189355680950599e-4
ARM,plant-dominant,coconut oil,cnut,CropsNES,6.884952618960787e-8,1.400133978413475e-7,2.481210197472839e-7,cnut,-6.808328627526637e-24,-4.366462530125494e-23,-6.367447846059822e-6,6.884952618960786e-8,1.4001339784134746e-7,-6.119326826312538e-6
ARM,plant-dominant,corn gluten meal,maiz,Maize,4.7827759373721464e-11,6.02163619108062e-11,2.530978080391407e-11,maiz,1.6527238648993423e-7,2.1317548275480387e-7,6.797918208937761e-6,1.6532021424930796e-7,2.132356991167147e-7,6.797943518718565e-6
ARM,plant-dominant,faba beans,opul,Pulses,6.888143495377359e-6,6.888143495377359e-6,6.888143495377359e-6,opul,3.2005908864652635e-5,3.200766142196974e-5,3.200483499569879e-5,3.889405236002999e-5,3.8895804917347096e-5,3.889297849107615e-5
ARM,plant-dominant,guar meal,opul,Pulses,8.227504730589596e-6,8.76631221294631e-6,3.6881917757815366e-6,opul,4.017827441863307e-5,4.3468283942642454e-5,2.5056704725197153e-4,4.840577914922266e-5,5.2234596155588763e-5,2.5425523902775305e-4
ARM,plant-dominant,linseed oil,ooil,CropsNES,9.167418729610208e-7,1.4790220978288679e-6,1.3429269567588804e-6,ooil,-4.9310988706971665e-24,2.617270643771789e-21,8.016397291234237e-6,9.167418729610208e-7,1.4790220978288704e-6,9.359324247993118e-6
ARM,plant-dominant,pea flour,opul,Pulses,5.627568215177588e-6,5.627568215177588e-6,5.627568215177588e-6,opul,2.431425069816021e-5,2.4315582081004267e-5,2.431343490133122e-5,2.99418189133378e-5,2.9943150296181853e-5,2.994100311650881e-5
ARM,plant-dominant,pea protein concentrate,opul,Pulses,3.2273764703909957e-6,4.004981115135748e-6,6.912943680832332e-6,opul,1.133210015559879e-5,1.441446400219357e-5,-1.0390966339755698e-4,1.4559476625989785e-5,1.8419445117329318e-5,-9.699671971672464e-5
ARM,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496263e-4,5.863706965083609e-5,4.5374337469249705e-5,sunf,2.634108194062582e-5,8.960283491450855e-6,4.200908821616123e-4,1.3573318544558846e-4,6.759735314228695e-5,4.65465219630862e-4
ARM,plant-dominant,wheat,whea,Wheat,9.337020388359165e-8,9.337020388359165e-8,9.337020388359165e-8,whea,-2.0681113401866653e-21,-2.068174421269587e-21,-2.068970288165234e-21,9.337020388358958e-8,9.337020388358958e-8,9.337020388358958e-8
ARM,plant-dominant,wheat gluten,whea,Wheat,1.4077353816295345e-7,1.5685130265726706e-7,3.5961333006885445e-7,whea,3.0009057992667707e-22,1.7778687529467555e-21,-1.6540336870111052e-4,1.4077353816295374e-7,1.5685130265726884e-7,-1.6504375537104168e-4
ATG,fish-dominant,corn gluten meal,maiz,Maize,6.388614521683627e-5,8.04342769102628e-5,3.380765381899863e-5,maiz,1.0369860771127811e-6,1.3106803306382935e-6,3.8936566561862e-5,6.492313129394905e-5,8.174495724090108e-5,7.274422038086063e-5
ATG,plant-dominant,coconut oil,cnut,CropsNES,2.478639022014112e-8,5.040596365741348e-8,8.932558809974557e-8,cnut,-6.808328927522968e-24,-4.366462921393053e-23,-6.367448857181701e-6,2.4786390220141113e-8,5.040596365741343e-8,-6.278123269081955e-6
ATG,plant-dominant,corn gluten meal,maiz,Maize,1.1180075412946392e-5,1.4075998459295999e-5,5.916339418324781e-6,maiz,1.6527053874009413e-7,2.1317248210987351e-7,6.797877990318352e-6,1.1345345951686486e-5,1.4289170941405872e-5,1.2714217408643133e-5
ATG,plant-dominant,linseed oil,ooil,CropsNES,3.300345412948489e-7,5.324600021217214e-7,4.834646428169099e-7,ooil,-4.931101763811679e-24,2.617273121184639e-21,8.016404181034855e-6,3.300345412948489e-7,5.324600021217241e-7,8.499868823851765e-6
AUS,fish-dominant,corn gluten meal,maiz,Maize,0.008240952292595624,0.010375567917849826,0.004360996602648861,maiz,1.0285060316089006e-6,1.2971856160362104e-6,3.8768074985025234e-5,0.008241980798627233,0.010376865103465862,0.004399764677633886
AUS,fish-dominant,faba beans,opul,Pulses,0.0012157207666972781,0.0012157207666972781,0.0012157207666972781,opul,1.3429962839734931e-5,1.3430698228307795e-5,1.3429512234810517e-5,0.001229150729537013,0.001229151464925586,0.0012291502789320886
AUS,fish-dominant,wheat,whea,Wheat,2.519945782582408e-4,2.519945782582408e-4,2.519945782582408e-4,whea,8.858424080331196e-22,8.858694278058519e-22,8.862103246587507e-22,2.519945782582408e-4,2.519945782582408e-4,2.519945782582408e-4
AUS,fish-dominant,wheat gluten,whea,Wheat,4.6798993105101816e-4,5.214391232453541e-4,0.0011955046363126768,whea,8.864684308539993e-22,-3.697229736089658e-21,-2.1915040194109614e-4,4.6798993105101816e-4,5.214391232453541e-4,9.763542343715807e-4
AUS,plant-dominant,canola oil,rape,Rapeseed,0.0062481415754140355,0.009846747515446681,0.010470581559413855,rape,0.002943226912989223,0.006062391540333208,0.005668364760466438,0.009191368488403259,0.01590913905577989,0.016138946319880294
AUS,plant-dominant,coconut oil,cnut,CropsNES,1.5555837538102114e-5,3.163457746941494e-5,5.606037523551734e-5,cnut,-6.808223187015541e-24,-4.3663250102723176e-23,-6.367092464353754e-6,1.5555837538102114e-5,3.163457746941494e-5,4.969328277116359e-5
AUS,plant-dominant,corn gluten meal,maiz,Maize,0.0014421666512042357,0.00181572438562372,7.631744054635533e-4,maiz,1.6503403617366668e-7,2.127884148451622e-7,6.792730211922187e-6,0.0014423316852404094,0.0018159371740385651,7.699671356754755e-4
AUS,plant-dominant,faba beans,opul,Pulses,0.0021882973800551033,0.0021882973800551033,0.0021882973800551033,opul,3.193609039851118e-5,3.1937839132757227e-5,3.1935018872121136e-5,0.0022202334704536147,0.0022202352191878607,0.0022202323989272245
AUS,plant-dominant,guar meal,opul,Pulses,0.002613799648399154,0.00278497363784733,0.0011717032906616907,opul,4.0073586164704103e-5,4.334760591642688e-5,2.502743800780853e-4,0.002653873234563858,0.002828321243763757,0.001421977670739776
AUS,plant-dominant,linseed oil,ooil,CropsNES,2.071283337649111e-4,3.341697284267084e-4,3.034204405030771e-4,ooil,-4.930082020017073e-24,2.616399900864811e-21,8.013975714620901e-6,2.071283337649111e-4,3.341697284267084e-4,3.11434416217698e-4
AUS,plant-dominant,pea flour,opul,Pulses,0.0017878246569077642,0.0017878246569077642,0.0017878246569077642,opul,2.427091766749262e-5,2.4272246677536698e-5,2.427010332458255e-5,0.0018120955745752568,0.001812096903585301,0.0018120947602323467
AUS,plant-dominant,pea protein concentrate,opul,Pulses,0.001025306670708551,0.001272344237210407,0.0021961761620364097,opul,1.132051781328894e-5,1.439618149842293e-5,-1.0368217622084297e-4,0.0010366271885218399,0.00128674041870883,0.0020924939858155667
AUS,plant-dominant,wheat,whea,Wheat,2.3399496552550954e-4,2.3399496552550954e-4,2.3399496552550954e-4,whea,-2.0676276055997265e-21,-2.067690671927881e-21,-2.0684863526689744e-21,2.3399496552550954e-4,2.3399496552550954e-4,2.3399496552550954e-4
