iso3c_producing,diet,product,animal_system,SPAM_super,prop_produced_for_system,prop_extra_for_system,total_prop
CRI,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
CRI,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CRI,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CRI,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CRI,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CRI,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CRI,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,9.774753962295213e-5,3.9344487317103115e-6,1.0168198835466244e-4
CRI,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CRI,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CRI,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CRI,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0.05831792632431618,-4.633413398233321e-22,0.05831792632431618
CRI,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,1.6748490898208303e-5,-2.3930826847989767e-23,1.6748490898208303e-5
CRI,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CRI,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CRI,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CRI,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CRI,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.3659820895943318e-4,1.9040917048081132e-7,1.36788618129914e-4
CRI,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,4.6899265020885824e-5,1.1581379305113896e-23,4.6899265020885824e-5
CRI,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,6.638049818340764e-4,2.3038493709176428e-5,6.868434755432529e-4
CRI,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,1.759455713213138e-4,1.2334032301642161e-5,1.8827960362295594e-4
CRI,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,2.3881501157880342e-4,1.9401083368745365e-5,2.5821609494754876e-4
CRI,plant-dominant,pea other,salmon_aquaculture_meat,xpul,1.3884593696442062e-4,8.1633059673842e-6,1.4700924293180483e-4
CRI,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,7.775372470007556e-5,2.8485974679258074e-6,8.060232216800137e-5
CUB,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CUB,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,3.815083674850343e-10,-1.596682913253818e-22,3.8150836748487467e-10
CUB,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CUB,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CUB,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
CUB,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CUB,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CUB,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CUB,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CUB,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CUB,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,3.934833351989295e-6,3.934833351989295e-6
CUB,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CUB,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CUB,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CUB,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,8.92511523079886e-6,-4.920314588127721e-22,8.92511523079886e-6
CUB,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-2.393122765834067e-23,6.676396430985707e-11
CUB,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CUB,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CUB,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CUB,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CUB,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,1.90435183585812e-7,1.90435183585812e-7
CUB,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,1.1581922488766148e-23,1.1581922488766148e-23
CUB,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,2.305379693443169e-5,2.305379693443169e-5
CUB,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,1.2336202801892076e-5,1.2336202801892076e-5
CUB,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,1.9405717745453442e-5,1.9405717745453442e-5
CUB,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,8.164439566645622e-6,8.164439566645622e-6
CUB,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,2.8488189742120485e-6,2.8488189742120485e-6
CUW,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CUW,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CUW,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CUW,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CUW,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
CUW,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CUW,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CUW,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CUW,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CUW,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CUW,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
CUW,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CUW,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CUW,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CUW,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CUW,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CUW,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CUW,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CUW,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CUW,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CUW,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CUW,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CUW,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CUW,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
CUW,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CUW,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CUW,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CXR,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CXR,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CXR,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CXR,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CXR,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
CXR,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CXR,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CXR,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CXR,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CXR,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CXR,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,3.934833351989294e-6,3.934833351989294e-6
CXR,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CXR,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CXR,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CXR,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CXR,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CXR,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CXR,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CXR,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CXR,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CXR,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,1.90435183585812e-7,1.90435183585812e-7
CXR,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,1.1581922488766149e-23,1.1581922488766149e-23
CXR,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,2.3053796934431692e-5,2.3053796934431692e-5
CXR,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,1.2336202801892076e-5,1.2336202801892076e-5
CXR,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,1.9405717745453442e-5,1.9405717745453442e-5
CXR,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,8.16443956664562e-6,8.16443956664562e-6
CXR,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,2.8488189742120485e-6,2.8488189742120485e-6
CYM,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CYM,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CYM,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CYM,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CYM,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
CYM,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CYM,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CYM,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CYM,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CYM,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CYM,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
CYM,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CYM,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CYM,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CYM,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CYM,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CYM,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CYM,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CYM,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
CYM,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
CYM,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CYM,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CYM,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CYM,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
CYM,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CYM,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CYM,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CYP,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CYP,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CYP,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CYP,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CYP,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
CYP,fish-dominant,wheat,salmon_aquaculture_meat,whea,8.423828440452383e-6,1.3646550292272757e-9,8.42519309548161e-6
CYP,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,1.5802275573720197e-5,5.962149021558611e-9,1.5808237722741755e-5
CYP,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CYP,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CYP,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CYP,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,1.605251664021147e-4,3.934201712210703e-6,1.6445936811432542e-4
CYP,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CYP,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CYP,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CYP,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CYP,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
CYP,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CYP,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CYP,plant-dominant,wheat,salmon_aquaculture_meat,whea,7.822126408991497e-6,9.897328401937334e-10,7.823116141831691e-6
CYP,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,1.1912484663265996e-5,3.5384374153814583e-9,1.1916023100681377e-5
CYP,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,3.810488893028486e-4,1.9036261847062245e-7,3.812392519213192e-4
CYP,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,1.308283101327907e-4,1.1580407245418853e-23,1.308283101327907e-4
CYP,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0.0018517237741871918,2.301110767056292e-5,0.0018747348818577547
CYP,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,2.8894529952380645e-4,1.2332638314078497e-5,3.0127793783788496e-4
CYP,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,3.9219216791425745e-4,1.9398106974940922e-5,4.1159027488919835e-4
CYP,plant-dominant,pea other,salmon_aquaculture_meat,xpul,2.2801870227573116e-4,8.162577921730825e-6,2.36181280197462e-4
CYP,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,1.2769047327440943e-4,2.8484552071689583e-6,1.3053892848157838e-4
CZE,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CZE,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,5.686353953175301e-6,-1.5966738345587668e-22,5.686353953175301e-6
CZE,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
CZE,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
CZE,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,5.1095879285246975e-6,3.917715782058224e-7,5.50135950673052e-6
CZE,fish-dominant,wheat,salmon_aquaculture_meat,whea,1.9993048479199933e-5,1.364639241099969e-9,1.9994413118441032e-5
CZE,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,3.7504997147128294e-5,5.962019624653652e-9,3.7510959166752945e-5
CZE,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
CZE,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
CZE,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
CZE,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,3.2610580790633243e-6,3.934820520269203e-6,7.195878599332527e-6
CZE,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
CZE,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
CZE,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
CZE,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
CZE,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,9.951119418056776e-7,-2.3931203845687986e-23,9.951119418056776e-7
CZE,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,1.0907064589694927e-7,6.533529966897129e-9,1.156041758638464e-7
CZE,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,6.281787512127422e-6,4.943618389505327e-7,6.776149351077954e-6
CZE,plant-dominant,wheat,salmon_aquaculture_meat,whea,1.8564973587828504e-5,9.897222075619136e-10,1.8565963310036065e-5
CZE,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,2.8272997849373642e-5,3.538379524039836e-9,2.8276536228897682e-5
CZE,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,1.0183394025791755e-5,1.9043324430930118e-7,1.0373827270101056e-5
CZE,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,3.4963393653978898e-6,1.1581881994434623e-23,3.4963393653978898e-6
CZE,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,4.948664947947782e-5,2.3052656079263625e-5,7.253930555874144e-5
CZE,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,5.869904542313983e-6,1.2336130389559217e-5,1.8206034931873198e-5
CZE,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,7.96735780680244e-6,1.9405563133156664e-5,2.7372920939959104e-5
CZE,plant-dominant,pea other,salmon_aquaculture_meat,xpul,4.632184771396768e-6,8.164401747452993e-6,1.2796586518849761e-5
CZE,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,2.59402347198219e-6,2.848811584308762e-6,5.442835056290952e-6
DEU,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DEU,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0.002501181334598974,-1.5926893203615386e-22,0.002501181334598974
DEU,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DEU,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DEU,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0.07081726572101626,3.640292462895213e-7,0.07081762975026255
DEU,fish-dominant,wheat,salmon_aquaculture_meat,whea,8.016538252015599e-4,1.3635725348041142e-9,8.016551887740947e-4
DEU,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.0015038239145195207,5.953277074602962e-9,0.0015038298677965954
DEU,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DEU,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DEU,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DEU,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,7.735267840270325e-5,3.93452898209045e-6,8.12872073847937e-5
DEU,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
DEU,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
DEU,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
DEU,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DEU,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,4.377067335548203e-4,-2.3920752800449423e-23,4.377067335548203e-4
DEU,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0.0015116845078106558,6.523654042404014e-9,0.0015116910314646982
DEU,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0.08706357962171997,4.5132376274309987e-7,0.0870640309454827
DEU,plant-dominant,wheat,salmon_aquaculture_meat,whea,7.443928376871627e-4,9.890038262692176e-10,7.44393826690989e-4
DEU,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.001133651874022408,3.53446816347219e-9,0.0011336554084905714
DEU,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,8.35644788443634e-4,1.902760474171122e-7,8.358350644910511e-4
DEU,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,2.8690805461570145e-4,1.1578599541916189e-23,2.8690805461570145e-4
DEU,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0.0040608524653299284,2.296017886631529e-5,0.004083812644196244
DEU,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,1.3923482112486582e-4,1.2334485172901596e-5,1.5156930629776742e-4
DEU,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,1.8898665746114996e-4,1.94020503237211e-5,2.0838870778487105e-4
DEU,plant-dominant,pea other,salmon_aquaculture_meat,xpul,1.0987596364020345e-4,8.163542490980653e-6,1.1803950613118411e-4
DEU,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,6.153053963851394e-5,2.848643684843233e-6,6.437918332335717e-5
DJI,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DJI,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,3.8150836748503426e-10,-1.596682913253818e-22,3.815083674848746e-10
DJI,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DJI,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DJI,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
DJI,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
DJI,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DJI,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DJI,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DJI,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DJI,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,8.509069835540908e-7,3.934830003812116e-6,4.785736987366207e-6
DJI,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
DJI,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
DJI,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
DJI,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DJI,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-2.393122765834067e-23,6.676396430985706e-11
DJI,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DJI,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DJI,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
DJI,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DJI,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DJI,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DJI,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DJI,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,1.5316325703973638e-6,1.2336183907362068e-5,1.3867816477759432e-5
DJI,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,2.0789204711832903e-6,1.9405677402509562e-5,2.148459787369285e-5
DJI,plant-dominant,pea other,salmon_aquaculture_meat,xpul,1.208674692548425e-6,8.164429698494138e-6,9.373104391042563e-6
DJI,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,6.768578278271179e-7,2.8488170459666256e-6,3.5256748737937433e-6
DMA,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DMA,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,3.815083674850343e-10,-1.5966829132538177e-22,3.8150836748487467e-10
DMA,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DMA,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DMA,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
DMA,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
DMA,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DMA,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DMA,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DMA,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DMA,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,3.934833351989295e-6,3.934833351989295e-6
DMA,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
DMA,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
DMA,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
DMA,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,8.925145518692343e-6,-4.920314587978693e-22,8.925145518692343e-6
DMA,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-2.393122765834067e-23,6.676396430985707e-11
DMA,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DMA,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DMA,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
DMA,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
DMA,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DMA,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DMA,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DMA,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,1.2336202801892076e-5,1.2336202801892076e-5
DMA,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,1.9405717745453442e-5,1.9405717745453442e-5
DMA,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,8.16443956664562e-6,8.16443956664562e-6
DMA,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,2.8488189742120485e-6,2.8488189742120485e-6
DNK,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DNK,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0.15350039190416767,-1.3515914608383121e-22,0.15350039190416767
DNK,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
DNK,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
DNK,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
DNK,fish-dominant,wheat,salmon_aquaculture_meat,whea,0.0019826265256710596,1.3619609008929109e-9,0.0019826278876319604
DNK,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.003719212818719159,5.940068387088096e-9,0.003719218758787546
DNK,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
DNK,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
DNK,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
DNK,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0.041957601559986554,3.769737182001581e-6,0.04196137129716856
DNK,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
DNK,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
DNK,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
DNK,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
DNK,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0.02686256858322934,-2.3288373415642444e-23,0.02686256858322934
DNK,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
