iso3c_producing,diet,product,animal_system,SPAM_super,prop_produced_for_system,prop_extra_for_system,total_prop
LSO,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,1.9405717745453445e-5,1.9405717745453445e-5
LSO,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,8.16443956664562e-6,8.16443956664562e-6
LSO,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,2.8488189742120485e-6,2.8488189742120485e-6
LTU,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LTU,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0.0016881008044209382,-1.5939875521516686e-22,0.0016881008044209382
LTU,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LTU,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LTU,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
LTU,fish-dominant,wheat,salmon_aquaculture_meat,whea,8.505609556919037e-4,1.3635057928803031e-9,8.505623191976966e-4
LTU,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.0015955688923513347,5.952730068729212e-9,0.0015955748450814033
LTU,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
LTU,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
LTU,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
LTU,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0.0036610811202134647,3.920427607893141e-6,0.003665001547821358
LTU,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
LTU,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
LTU,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
LTU,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LTU,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,2.9541764077366424e-4,-2.3924157953122295e-23,2.9541764077366424e-4
LTU,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LTU,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LTU,plant-dominant,wheat,salmon_aquaculture_meat,whea,7.898066017139106e-4,9.88958878423976e-10,7.89807590672789e-4
LTU,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.0012028134726956214,3.534223436568431e-9,0.001202817006919058
LTU,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.0026395857622408085,1.8993251358658918e-7,0.002639775694754395
LTU,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,9.062683409374204e-4,1.1571426159087387e-23,9.062683409374204e-4
LTU,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0.012827182671729642,2.2758081669876775e-5,0.012849940753399519
LTU,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0.006589946016384236,1.2254907891380439e-5,0.006602200924275617
LTU,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0.008944686827794259,1.9232139677551794e-5,0.00896391896747181
LTU,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0.005200399318485034,8.121981220687425e-6,0.005208521299705722
LTU,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0.0029122236183516193,2.84052257631094e-6,0.00291506414092793
LUX,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LUX,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,3.815083674850343e-10,-1.596682913253818e-22,3.8150836748487467e-10
LUX,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LUX,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LUX,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
LUX,fish-dominant,wheat,salmon_aquaculture_meat,whea,9.235219668945803e-5,1.364540494992633e-9,9.235356122995302e-5
LUX,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,1.7324365901341332e-4,5.961210317734727e-9,1.7324962022373106e-4
LUX,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
LUX,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
LUX,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
LUX,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,3.934833351989295e-6,3.934833351989295e-6
LUX,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
LUX,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
LUX,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
LUX,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LUX,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,6.676396430988101e-11,-2.393122765834067e-23,6.676396430985707e-11
LUX,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LUX,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LUX,plant-dominant,wheat,salmon_aquaculture_meat,whea,8.57556112116396e-5,9.896557062611223e-10,8.575660086734587e-5
LUX,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,1.3059906602549617e-4,3.538017445338376e-9,1.3060260404294151e-4
LUX,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,3.061009275713701e-5,1.9042935434717822e-7,3.0800522111484184e-5
LUX,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,1.0509587669317145e-5,1.1581800767536374e-23,1.0509587669317145e-5
LUX,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,1.4875108701187348e-4,2.3050367657077943e-5,1.7180145466895143e-4
LUX,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,1.2336202801892076e-5,1.2336202801892076e-5
LUX,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,1.9405717745453442e-5,1.9405717745453442e-5
LUX,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,8.16443956664562e-6,8.16443956664562e-6
LUX,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,2.8488189742120485e-6,2.8488189742120485e-6
LVA,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LVA,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
LVA,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LVA,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LVA,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
LVA,fish-dominant,wheat,salmon_aquaculture_meat,whea,0.001144053878831478,1.3631052729127863e-9,0.001144055241936751
LVA,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.002146132817432787,5.949447472689495e-9,0.00214613876688026
LVA,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
LVA,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
LVA,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
LVA,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0.011035821805698074,3.891409232281623e-6,0.011039713214930356
LVA,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
LVA,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
LVA,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
LVA,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
LVA,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
LVA,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
LVA,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
LVA,plant-dominant,wheat,salmon_aquaculture_meat,whea,0.0010623357446292296,9.886891452714358e-10,0.0010623367333183749
LVA,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0.001617853970064716,3.5327548242488204e-9,0.0016178575028195405
LVA,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0.007214715742033488,1.8906124786895842e-7,0.007214904803281357
LVA,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0.002477081275175963,1.1553233125438686e-23,0.002477081275175963
LVA,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0.03506022727941363,2.2245525574257067e-5,0.035082472804987885
LVA,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0.019864479250256535,1.2091150557306934e-5,0.019876570400813844
LVA,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0.026962519184375974,1.888249070845507e-5,0.026981401675084428
LVA,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0.015675883246730218,8.036454765223899e-6,0.015683919701495443
LVA,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0.008778494618168922,2.8238106321787904e-6,0.0087813184288011
MAC,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAC,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MAC,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAC,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAC,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
MAC,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MAC,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MAC,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAC,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAC,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAC,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MAC,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAC,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAC,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAC,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAC,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MAC,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAC,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAC,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MAC,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MAC,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAC,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAC,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAC,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MAC,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAC,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAC,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAF,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAF,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MAF,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAF,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAF,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
MAF,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MAF,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MAF,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAF,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAF,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAF,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MAF,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAF,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAF,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAF,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAF,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MAF,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAF,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAF,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MAF,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MAF,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAF,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAF,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAF,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MAF,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAF,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAF,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAR,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAR,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,9.223092416949922e-7,-1.5966814412275584e-22,9.22309241694992e-7
MAR,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MAR,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MAR,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,3.663120884371479e-10,3.917735798638662e-7,3.9213989195230336e-7
MAR,fish-dominant,wheat,salmon_aquaculture_meat,whea,1.3251849494427329e-8,1.3646665068596048e-9,1.4616516001286933e-8
MAR,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,2.4859169325765548e-8,5.962243090352891e-9,3.082141241611844e-8
MAR,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MAR,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MAR,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MAR,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,6.223147123195308e-7,3.93483090328461e-6,4.55714561560414e-6
MAR,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MAR,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MAR,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MAR,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MAR,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,1.6140411729662361e-7,-2.3931223797339738e-23,1.614041172966236e-7
MAR,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092541e-12,6.533530679462452e-9,6.541350076377544e-9
MAR,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,4.5034839107861117e-10,4.943649442234309e-7,4.948152926145095e-7
MAR,plant-dominant,wheat,salmon_aquaculture_meat,whea,1.2305288816253946e-8,9.89740569890635e-10,1.3295029386144581e-8
MAR,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,1.8739989184038644e-8,3.538479501153968e-9,2.227846868519261e-8
MAR,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.2818807135285705e-6,1.9043474903543942e-7,2.47231546256401e-6
MAR,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,7.834548428201334e-7,1.1581913414852884e-23,7.834548428201334e-7
MAR,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,1.108889931376189e-5,2.3053541293198687e-5,3.414244060696058e-5
MAR,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,1.1201664821751552e-6,1.233618898329118e-5,1.3456355465466335e-5
MAR,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,1.5204279903261259e-6,1.940568824045701e-5,2.0926116230783135e-5
MAR,plant-dominant,pea other,salmon_aquaculture_meat,xpul,8.83969761817515e-7,8.164432349527922e-6,9.048402111345437e-6
MAR,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,4.950230666178085e-7,2.8488175639809434e-6,3.3438406305987518e-6
MCO,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MCO,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MCO,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MCO,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MCO,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
MCO,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MCO,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MCO,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MCO,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MCO,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MCO,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MCO,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MCO,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MCO,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MCO,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MCO,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,0,0,0
MCO,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MCO,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MCO,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MCO,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MCO,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MCO,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MCO,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MCO,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,0,0
MCO,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MCO,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MCO,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MDA,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MDA,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,1.5721518785626108e-6,-1.5966804036349234e-22,1.5721518785626106e-6
MDA,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MDA,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MDA,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,3.663120884371479e-10,3.9177357986386617e-7,3.921398919523033e-7
MDA,fish-dominant,wheat,salmon_aquaculture_meat,whea,1.8491027268567974e-5,1.3646412908580348e-9,1.8492391909858832e-5
MDA,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,3.4687352740459395e-5,5.962036424134964e-9,3.469331477688353e-5
MDA,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MDA,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MDA,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MDA,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,2.6205125370453436e-7,3.934832320861282e-6,4.196883574565817e-6
MDA,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MDA,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MDA,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MDA,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MDA,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,2.751265787484569e-7,-2.393122107582162e-23,2.751265787484569e-7
MDA,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,7.819396915092543e-12,6.533530679462452e-9,6.541350076377544e-9
MDA,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,4.503483910786111e-10,4.943649442234307e-7,4.948152926145094e-7
MDA,plant-dominant,wheat,salmon_aquaculture_meat,whea,1.71702396065274e-5,9.897235879867361e-10,1.7171229330115386e-5
MDA,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,2.6148927450500162e-5,3.5383870400195416e-9,2.6152465837540183e-5
MDA,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,2.581251480082985e-6,1.904346920247125e-7,2.7716861721076976e-6
MDA,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,8.862400039660666e-7,1.1581912224403115e-23,8.862400039660666e-7
MDA,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,1.2543704671519715e-5,2.3053507754411387e-5,3.55972124259311e-5
MDA,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,4.716922566681618e-7,1.2336196983000737e-5,1.2807889239668899e-5
MDA,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,6.402388584826693e-7,1.9405705321158867e-5,2.0045944179641537e-5
MDA,plant-dominant,pea other,salmon_aquaculture_meat,xpul,3.7223189446666823e-7,8.164436527580815e-6,8.536668422047483e-6
MDA,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,2.0844986090133418e-7,2.8488183803761295e-6,3.0572682412774637e-6
MDG,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MDG,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,3.8150836748503426e-10,-1.596682913253818e-22,3.815083674848746e-10
MDG,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MDG,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MDG,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,3.0392824452274463e-4,3.9165450895095556e-7,3.043198990316956e-4
MDG,fish-dominant,wheat,salmon_aquaculture_meat,whea,5.802033252372569e-9,1.3646665170261197e-9,7.166699769398689e-9
MDG,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,1.0884045062170764e-8,5.962243173675982e-9,1.6846288235846745e-8
MDG,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MDG,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MDG,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MDG,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,3.68436166758818e-5,3.934688378497591e-6,4.077830505437939e-5
MDG,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MDG,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MDG,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MDG,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,8.925146410327384e-6,-4.920314587974306e-22,8.925146410327384e-6
MDG,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-2.3931227658340668e-23,6.676396430985706e-11
MDG,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,6.487734510127719e-6,6.533488291701079e-9,6.49426799841942e-6
MDG,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,3.7365295944266825e-4,4.941802235215303e-7,3.7414713966618977e-4
MDG,plant-dominant,wheat,salmon_aquaculture_meat,whea,5.387602305774529e-9,9.8974057673735e-10,6.377342882511879e-9
MDG,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,8.204895508405653e-9,3.538479538432182e-9,1.1743375046837835e-8
MDG,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,3.1206127597464314e-9,1.9043518299153753e-7,1.9355579575128396e-7
MDG,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,1.071422868292292e-9,1.1581922476357012e-23,1.0714228682923036e-9
MDG,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,1.5164754443521676e-8,2.305379658482652e-5,2.3068961339270044e-5
MDG,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,6.631851001658724e-5,1.2335384683302993e-5,7.865389469989023e-5
MDG,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,9.001565437857486e-5,1.94039709270719e-5,1.0941962530564676e-4
MDG,plant-dominant,pea other,salmon_aquaculture_meat,xpul,5.233468277824119e-5,8.164012283290838e-6,6.049869506153203e-5
MDG,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,2.930742235581507e-5,2.848735482671156e-6,3.215615783848623e-5
MDV,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MDV,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,3.815083674850343e-10,-1.5966829132538177e-22,3.8150836748487467e-10
MDV,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MDV,fish-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MDV,fish-dominant,soybean meal,salmon_aquaculture_meat,soyb,0,0,0
MDV,fish-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MDV,fish-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MDV,fish-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MDV,fish-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MDV,fish-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MDV,fish-dominant,faba bean,salmon_aquaculture_meat,xpul,0,3.934833351989295e-6,3.934833351989295e-6
MDV,fish-dominant,guar protein,salmon_aquaculture_meat,xpul,0,0,0
MDV,fish-dominant,pea other,salmon_aquaculture_meat,xpul,0,0,0
MDV,fish-dominant,pea protein,salmon_aquaculture_meat,xpul,0,0,0
MDV,plant-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,8.925834023630245e-6,-4.920314584591003e-22,8.925834023630245e-6
MDV,plant-dominant,maize gluten,salmon_aquaculture_meat,maiz,6.6763964309881e-11,-2.393122765834067e-23,6.676396430985706e-11
MDV,plant-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
MDV,plant-dominant,soy protein concentrate,salmon_aquaculture_meat,soyb,0,0,0
MDV,plant-dominant,wheat,salmon_aquaculture_meat,whea,0,0,0
MDV,plant-dominant,wheat gluten,salmon_aquaculture_meat,whea,0,0,0
MDV,plant-dominant,cake of sunflower seed,salmon_aquaculture_meat,xoil,0,0,0
MDV,plant-dominant,oil of linseed,salmon_aquaculture_meat,xoil,0,0,0
MDV,plant-dominant,oil of rapeseed,salmon_aquaculture_meat,xoil,0,0,0
MDV,plant-dominant,faba bean,salmon_aquaculture_meat,xpul,0,1.2336202801892076e-5,1.2336202801892076e-5
MDV,plant-dominant,guar protein,salmon_aquaculture_meat,xpul,0,1.9405717745453442e-5,1.9405717745453442e-5
MDV,plant-dominant,pea other,salmon_aquaculture_meat,xpul,0,8.16443956664562e-6,8.16443956664562e-6
MDV,plant-dominant,pea protein,salmon_aquaculture_meat,xpul,0,2.848818974212048e-6,2.848818974212048e-6
MEX,fish-dominant,oil of coconuts,salmon_aquaculture_meat,cnut,0,0,0
MEX,fish-dominant,maize gluten,salmon_aquaculture_meat,maiz,4.76585348482691e-6,-1.5966753043061363e-22,4.76585348482691e-6
MEX,fish-dominant,oil of soya bean,salmon_aquaculture_meat,soyb,0,0,0
